fold_number,mae_train,mae_test,mdae_train,mdae_test,r2_train,r2_test
1.0,0.3219922477248312,3.3606653836290357,0.3002360077459123,3.3606653836290357,0.861065125373027,
2.0,0.34240803767716566,2.324660572290616,0.2757135906712811,2.324660572290616,0.850346305177103,
3.0,0.3829286338548304,0.2562091871304042,0.28129253745801264,0.2562091871304042,0.8407049796088037,
4.0,0.3866087418087745,0.1914129488873597,0.279318207292655,0.1914129488873597,0.8380175226374093,
5.0,0.3746377213038862,0.28355448601211397,0.3227429428232065,0.28355448601211397,0.8403385882378794,
6.0,0.38669458108086163,0.5837264185664895,0.2920527983598824,0.5837264185664895,0.8322344465521796,
7.0,0.36743569188470476,2.0212786276568893,0.27657639182108495,2.0212786276568893,0.8261601349810261,
8.0,0.38474933961457486,0.08666279905058638,0.310193425961397,0.08666279905058638,0.8263557297399563,
9.0,0.3747553818275001,0.6957552229459733,0.30682387382175547,0.6957552229459733,0.8384363465014775,
10.0,0.3772873913311824,0.192051054102214,0.28152936531923667,0.192051054102214,0.8396732767467718,
11.0,0.36750069157702353,1.6035490021335896,0.31669263706022344,1.6035490021335896,0.8451183698925535,
12.0,0.3880819262509517,1.061307832535149,0.31266846026058115,1.061307832535149,0.827575878084428,
13.0,0.3790800755597854,0.9094923359138845,0.2968707643224162,0.9094923359138845,0.8317911352738518,
14.0,0.38541502817657763,0.8697483807138549,0.2996572490423567,0.8697483807138549,0.8255044901774562,
15.0,0.3514210536120354,1.8022125382212528,0.24174849282840594,1.8022125382212528,0.8470456366774192,
16.0,0.39018744622698237,0.5292045944786473,0.302848969051476,0.5292045944786473,0.8335636628421123,
17.0,0.3625925057781685,1.7196754649903734,0.2764301010896273,1.7196754649903734,0.8194317419859816,
18.0,0.37733052945308226,0.2390480993454176,0.2797301938864959,0.2390480993454176,0.8462645495959793,
19.0,0.35800097425066,1.59245633161813,0.2575716974036766,1.59245633161813,0.85764087500861,
20.0,0.3611527597812811,2.08668638873178,0.30390471739481795,2.08668638873178,0.8636353485291972,
21.0,0.3659556650177982,0.5223157915737326,0.25779521383959647,0.5223157915737326,0.8425487590862997,
22.0,0.3960036759580512,0.026172639405277476,0.291299184636586,0.026172639405277476,0.8301994054602337,
23.0,0.3624393303975088,1.8113032365454453,0.2739847814176106,1.8113032365454453,0.8538566466304005,
24.0,0.385472653111087,0.640568051864602,0.2918078581328962,0.640568051864602,0.8392159967807501,
25.0,0.38793764090249044,0.7421317591131833,0.2753190275247137,0.7421317591131833,0.8276910283575434,
26.0,0.39256546399537384,0.6151891861324419,0.31880682231999313,0.6151891861324419,0.8341313033769934,
27.0,0.388668397163783,0.7322733104881447,0.30031164677778754,0.7322733104881447,0.8283604141161843,
28.0,0.396693882900783,1.1352602012063142,0.3112966834976082,1.1352602012063142,0.8303321655267474,
29.0,0.3751648987454733,1.4040565013185515,0.28596344876027535,1.4040565013185515,0.8327618220810197,
30.0,0.38885619478050804,0.6536846431486607,0.29307955957147,0.6536846431486607,0.827278632053581,
