fold_number,mae_train,mae_test,mdae_train,mdae_test,r2_train,r2_test
1.0,0.3095740575410932,3.5021309347963605,0.2671858735287742,3.5021309347963605,0.8652277532116575,
2.0,0.3512308629476102,2.3331219227267237,0.29631332886693396,2.3331219227267237,0.8383214154774571,
3.0,0.37058070900214274,0.6116735927121955,0.28420462177335715,0.6116735927121955,0.8517113530006132,
4.0,0.4433652198748022,0.15507090908544074,0.3275696451856627,0.15507090908544074,0.7765476518163705,
5.0,0.3952429681443116,0.2109245876498338,0.33472595577418457,0.2109245876498338,0.7925356809391411,
6.0,0.41491325054970907,0.7973218394033704,0.39966280926375286,0.7973218394033704,0.797995325464217,
7.0,0.48052833170500436,1.9455681077450235,0.29532991176336054,1.9455681077450235,0.7254955588593728,
8.0,0.3812503566006768,0.1766851652805994,0.3244274271598032,0.1766851652805994,0.818647163585971,
9.0,0.4303991687413675,0.5968170868658118,0.27292370782520736,0.5968170868658118,0.7475190471831887,
10.0,0.5026796573515169,0.11641455174584658,0.402049070078065,0.11641455174584658,0.7497337038877854,
11.0,0.3570763239223112,1.5442552316778027,0.2695768954941564,1.5442552316778027,0.8253324202941033,
12.0,0.4183582264000421,1.1366185840507275,0.284474907645607,1.1366185840507275,0.8123729444093675,
13.0,0.37617157949705615,1.6313088188060836,0.21023380160029115,1.6313088188060836,0.8047730689048608,
14.0,0.416312623059289,1.1296262051106827,0.33080132438375753,1.1296262051106827,0.7687079112119859,
15.0,0.42222021376844127,1.5199376376786091,0.3081003622812757,1.5199376376786091,0.7468280603682383,
16.0,0.4838127534248424,0.8877318927962757,0.40279384477537583,0.8877318927962757,0.771620451755245,
17.0,0.3667588218329189,1.672092196075119,0.2695698932222468,1.672092196075119,0.8089092969404154,
18.0,0.41837834113894246,0.30415940429265387,0.28837987326152237,0.30415940429265387,0.798571298066294,
19.0,0.48826531346751045,1.6141036258114865,0.2979168399456915,1.6141036258114865,0.7379913900773319,
20.0,0.3964023868917517,2.1997164823121658,0.25229490428990253,2.1997164823121658,0.795725257862496,
21.0,0.5125328659297491,0.35576029298374223,0.47728300094705994,0.35576029298374223,0.6926411862264465,
22.0,0.3873274157213556,0.03227923190313775,0.2693682564837738,0.03227923190313775,0.8368666944557933,
23.0,0.41579000680800343,1.7552036803906848,0.2899840908806115,1.7552036803906848,0.7867913147049801,
24.0,0.44849832160321157,1.055712176272075,0.2669125222437465,1.055712176272075,0.7483989330912368,
25.0,0.38236981971272455,0.5285287580340079,0.16144622806725628,0.5285287580340079,0.7308381846782788,
26.0,0.49581750299025323,0.64403537725811,0.339822761205931,0.64403537725811,0.7195358238651736,
27.0,0.6237662546978957,0.7074692794846484,0.45013057412688307,0.7074692794846484,0.6171750516535616,
28.0,0.40444901748526474,1.0507500074371872,0.2553539551252575,1.0507500074371872,0.7523028664994709,
29.0,0.38859373393476776,0.994242783540201,0.23372340010164705,0.994242783540201,0.772736688134602,
30.0,0.38260998147002645,0.04528110535443819,0.2667276628522355,0.04528110535443819,0.7983288054928026,
