f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_10,ela_level.mmce_qda_50,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x
14.0,1.0,-0.0905630335351642,0.011337024524918339,-0.142803042142185,-0.0620784252815324,-0.006044386112060298,-0.006314956935582108,-0.019029166330608163,0.0008896241862560096,-0.02438807767762434,0.006028147887650964,0.0016832717764001404,-0.007900176204969652,-0.0004933323050879766,-0.02940612274905177,0.12336537529226167,0.013761973257417364,-0.06893273963069249,-0.035768729381439414,-0.31678230044298444,-0.14297507313096494,-0.039808341221401124,-0.12316055244863473,-0.04884257515390558,-0.04646234404719243,-0.0007116401052523221,-0.150843472440429,-0.018580583874710153
15.0,1.0,-0.14467910535909428,-0.1333209478238016,0.04632315543295133,0.0016747750471716985,-0.021993182191971997,-0.025506862766387466,-0.0017271087799298035,-0.002338410351572587,-0.025715623145005122,-0.03333671454383187,-0.012991077349062708,-0.008298517228227916,0.0029434804689811617,-0.03395502205268254,-0.01410679448575236,-0.0003845269114186014,0.02670935191735349,-0.108382124464813,0.027476501819370544,-0.1748182797346333,0.05787579621382025,-0.0047861810736907475,0.011295762617739421,-0.025052516380621444,0.0008776011295724999,0.037256934144162285,-0.03838591126995183
16.0,1.0,0.02902038753097217,0.008586770710188266,-0.09210253101311465,0.01566664426981155,0.0013465586558978693,-0.012072936092067253,0.002738453294842977,0.015536382206112455,-0.01797911410658497,-0.003253942728757757,-0.0027307859527583855,-0.006292272670917577,0.003644676623593667,-0.02491869737998472,-0.03638487455062378,-0.021990984706943408,0.04252738659236139,-0.007313142719928961,-0.3133062972158156,-0.13904199897630973,0.03383838784860145,-0.1406134763700723,-0.03047248793263302,0.007627045982578286,-0.001524754592889234,-0.12134524931233101,-0.03280204713888275
17.0,1.0,0.0661259824385189,0.05352442920313293,0.07819206819655442,0.010425819001361305,0.03975682929957526,-0.010700917579375252,-0.019228286499414333,0.019792028466526435,0.059700826661676476,-0.0036069493714458575,-0.0049648515502028765,0.005107556160147841,0.01205321636231948,0.14772639950319905,0.015597133213161023,0.007750765374938287,0.02573389555131439,0.0763606285573805,0.29487828847944614,0.3854979504426737,0.1092406791808871,0.08304262623668701,0.04889367399009174,0.027996879683839314,-0.003706066156752943,0.060362928816780216,-0.00802358489216139
18.0,1.0,0.03263822753043806,0.029372848874449523,-0.053115327444688824,0.02611156386490737,-0.028986016963479584,-0.014822283323754461,-0.0025695452310003034,0.001803542810226599,0.0482288681825858,-0.008586862545931271,-0.00935177656852743,0.006986213069540525,-0.001696292217284758,-0.024855556460782486,-0.009701157784736554,0.035690888464815634,0.03266985033777411,-0.025634499696331962,0.21472027019708415,-0.16269200222144872,-0.06644809986616534,0.08292664407977617,-0.0406251610889781,0.005325636888530171,-0.001057473185447425,0.05149868542134636,-0.027426501122903627
19.0,1.0,-0.0486912965464574,-0.09174089953409902,-0.06245338609632797,-0.005278954040352548,-0.037689700811519705,-0.03012091609984646,-0.04067270552643786,0.0010340615599852326,-0.024684559284917792,0.01298602594443665,0.005213977777073546,-0.006330718385393903,-0.01711368400612241,-0.018239686321777377,-0.07880309324576851,-0.002401862074755475,-0.07267920275232011,-0.05857278780977743,0.06223256332527441,-0.013333712572133257,-0.053775391315228564,-0.0018605752579484473,-0.008802137779700459,-0.014196390825005376,0.011041142921825748,0.04095860119553633,0.03547939204690277
20.0,1.0,0.03149288947474728,-0.0821261038263296,-0.0009591475461462739,0.018470262913804273,0.026690653291691523,-0.04879927313987648,-0.026716121280420516,0.026996970355611133,0.043426405818602506,-0.008565452365193455,-0.010185914963431566,0.0024845414825957215,-0.015823233637694285,-0.009020251066207645,-0.05032160237916159,-0.01637708923393286,0.019701578193238617,-0.07735665961885345,0.29095367014345,-0.15797091424027251,-0.13033612501629108,0.04386673223043088,-0.0434949077411525,0.0028841735710714335,-0.0014990124861627048,0.040931585599510774,-0.015041753925390875
21.0,1.0,0.03872324908625393,0.017193191996458454,0.008490767742700465,0.009988154181571356,-0.04063421953551941,0.004523879853065719,-0.014501024048855863,0.002196296119553549,-0.012054691998288644,-0.014043095305243839,-0.007135230604248322,0.0007030029663947753,-0.014732058951947286,0.07231013221431756,0.08017426916698085,0.0025122582609034974,-0.04648643397990683,-0.01698992647069707,0.24479324369559566,0.47975425565710983,-0.014594520482474676,0.0924441723440963,0.03339439465844964,0.008216593177894676,0.008775637674487358,0.06003769435566395,-0.016988932988473524
22.0,1.0,0.03847867982231753,-0.09599887831756129,0.06519460397082823,0.016844660944847777,0.020528380688663448,-0.027997711714396814,-0.009997860084599703,0.009719154129557811,-0.015018177754842653,0.004694365428484296,-0.009031059728079683,0.001177722405393447,0.005319754109095562,-0.029258268223607414,-0.04850203556357987,-0.0016951729554853152,0.033288967402738345,-0.04079517800653705,0.06697446346675463,-0.17940227465736272,-0.056303505600745894,0.0035448478521784735,0.028973060865148333,0.008034275932970342,-0.0018057144351824612,0.04297081067949782,-0.033419401704656786
23.0,1.0,-0.06336704873171305,0.020674582948917872,-0.08310061508999862,-0.08418107944299327,-0.03997740761369351,-0.03718921609158572,-0.03642796710611429,-0.002576381782966772,-0.03230815916417575,-0.06202748410251909,-0.013201435979753248,-0.011197154081291906,-0.0016613435581273577,-0.028509052908627375,-0.04673373734967556,-0.023580676489836083,-0.08688272183038752,-0.05698281722057729,0.060284410918111916,-0.18549076873350556,-0.05789134438800966,-0.004658570598439219,-0.05965848901000461,-0.04718691304099556,-0.0027819584419194877,0.0449158468103615,0.036970883226515844
24.0,1.0,-0.07255850635444021,0.03745305443602723,0.10193753776362473,0.025662531488624758,-0.005153080698355502,0.0018583637010909778,-0.011434091859524433,0.00736670041187241,-0.01227517417844155,-0.04618738599687336,0.011515918359480045,0.001781342020593841,0.006552343346164924,-0.006938015616347945,0.10449366650594212,0.011389342980782766,-0.04460635661603207,-0.0029579835824900553,0.05495939818755205,0.3448873721598674,-0.012327054584511827,0.002206199417599908,0.047546006399330584,-0.017139455159103846,-0.005098439443359884,0.05826264976610976,0.047544295445241816
25.0,1.0,0.028920332488198582,0.022094927215759737,0.0751201635613076,0.013624626524650638,-0.03182401871405574,-0.01945809373183399,-0.015252564608735522,-0.0011339515676471001,0.05135126329142148,0.0008435276049723566,-0.005846659180915136,0.0034660996343949123,0.0021474523794183173,0.05839530783577583,0.08103791035332356,0.017272531792670725,0.046810351359966015,0.0016626921260714652,0.05379483908114427,0.10316824377586935,0.05735851328139639,0.017121810222446802,-0.02477318619647592,-0.001480981707030431,-0.0015542941988670059,-0.048472569323155634,0.04828650506187347
26.0,1.0,0.06107244781108578,0.03459896295913088,0.08286762447958605,-0.018495170474812007,0.004008668465631367,-0.019836218148025216,0.004202230336520151,0.004004852895903294,0.09030918599972806,0.04289065586389407,-0.0016463706825844508,-0.0025071419890176925,-0.008971447721312037,-0.025889251663110686,0.004801731657742605,0.02664422364202397,0.03205244158127281,0.045449197287115634,0.0998475947259749,-0.1516611721946825,-0.026386296529396763,0.025011523329810912,0.03794448167905977,0.010379030809442278,-0.002566440050134728,0.05972172371063379,-0.02658828913495083
27.0,1.0,0.028660583096692976,0.041020072196669276,0.09830902995587466,0.003438298524875626,0.00044056424982214177,-0.01748260657021721,0.0019482273262444282,-0.0007492218043450608,0.06113742029600297,0.02515477802020417,0.005666503684865233,-0.00400203806069744,0.003328243461743941,-0.008481935699908807,0.005180089573096731,-0.01436441509208584,0.03185143838349569,0.050841531841615044,0.10846204376671378,0.10159998405813504,0.07400447005240895,0.009583265778164245,0.026707186543439808,0.006098835428786766,-0.0033641239191381867,0.061956777250986673,0.08055528441781877
28.0,1.0,0.07193930478121473,0.04348672213906572,0.12309854522125,0.014706327366536409,0.013960984943751652,0.002117172870425433,-0.001070624320864523,0.002142962390361311,-0.01305986546677195,-0.0012706593631207934,0.012115850401666963,0.01099711776970771,0.00597213884115878,0.07802530960384621,0.09653721070244602,0.034022952175028126,0.026005531201682214,0.06677144932948559,0.10529979611737907,-0.13886419330812486,0.012749608321522839,0.0025011570098015462,0.04256523001552061,0.023465449556056294,-0.002504010349201666,0.06754876997549843,-0.016052366087733107
29.0,1.0,0.10228445108169355,0.04998405155847499,0.08172927526510346,0.03587242646782486,0.010405615140314895,0.0012111681283721914,-0.004679658665435452,0.002446941906551584,-0.01511118980156883,0.029401729425364644,0.03218726263919353,0.013435574149178873,0.009492144869390647,-0.02759362522660511,0.044156423415257315,0.013276367284383559,-0.03842805530429335,-0.013809348014921775,0.19306361125888724,0.15601550587642338,-0.0018756120041374866,0.0884725105954456,0.05751608809903397,-0.007387526146701233,0.0031561052828149323,0.0666055558890018,-0.01586877428693287
