f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_10,ela_level.mmce_qda_50,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x
1.0,1.0,0.05558547437701423,0.029974238464302645,-0.03296421020397325,0.07986664410087108,0.07459378720351888,-0.010482003288913102,0.08077900529901609,0.03861005908497022,0.05524093754964153,0.008815595849586891,0.006109327554368614,0.0025781684105787303,0.03501711414802493,0.011405690782991787,-0.006305569400897406,0.024323016827946596,-0.037162347769089665,-0.026831516925242653,0.44144737281185353,0.6598961780987985,0.0948539656111009,0.13018930253624725,-0.04459323454293649,0.0004904366743233202,0.01548817991911143,0.05960072518880619,0.03137905220227129
2.0,1.0,-0.10898389045533789,0.04096332577274899,-0.0645278671704968,-0.04779819211466074,-0.0019125236443869637,-0.0009486147465757709,-0.007287964946934199,0.006127993365016609,-0.021915926590215976,0.017923045335730397,0.007191117730280869,0.011955331561161514,-0.0035046271682663754,-0.01311190055341278,0.14359523865066612,-0.0005117919898506784,-0.05796811549385658,0.07418200672891163,0.41291808004891695,0.016513118143212085,0.08898734973870145,0.190114530197129,-0.04038604844752267,-0.0136638303867611,0.013144019559534075,0.06636482516917747,0.05408834047498123
3.0,1.0,0.07356441595880656,0.014164795586642567,-0.005518799479998031,0.005225671468928008,0.02968581857445289,-0.02828874694818743,-0.02285821165491495,0.024350329240500623,0.04767383376376205,-0.005318485398334167,-0.008529320463751341,-0.0034975336256605396,-0.04217797835551949,0.05268560946356943,-0.008838900509107902,-0.006351013325960577,0.03642787068218576,-0.013506811367903276,0.17501185653163936,0.0994211927730277,0.03925104830217711,0.07507354293188659,-0.005963237438070507,0.003125806559728013,-0.004498910691424752,0.05063860506702555,-0.022391319913408057
4.0,1.0,-0.06463025269138434,0.02087393326788854,-0.057263575136096014,-0.06048338142563873,-0.028895201051320603,-0.01680831182990241,-0.017711394823983418,-0.00029713113257051084,0.08567806671844351,0.03030623131775177,0.00016446888105055182,-0.017233160942368764,-0.006174123407897443,-0.022489051880855617,-0.0033963868883593136,0.012640319353681638,0.04002530771771852,-0.005748541761199988,0.06357375185243216,-0.14975704257537908,0.06063021953375013,-0.0018808814505144487,-0.042411412729096896,-0.03561943798135059,-0.0014344946441297783,0.05949075988425332,-0.04094027636822688
5.0,1.0,0.06839078086496068,0.02007064887840168,-0.009788337306554826,0.021006536071591295,0.0005940649316347277,-0.012914316868750733,0.006739853801797129,0.006306289257934999,-0.019058474450192618,-0.0008336538196624225,-0.0033066716473171723,0.0028816908821555683,0.005504632486741441,-0.01803142991370621,0.004447088337940758,-0.009776941231448816,0.05205001119007328,-0.018722190681065128,-0.2937709703828581,-0.11545494211401958,0.05426890506958791,-0.12170569248275351,0.029198181715068123,0.06533194812480557,-0.0015209472440772883,-0.11511370648222095,-0.03307369635731909
6.0,1.0,0.024253895417824627,0.015634970313989936,-0.10444004470896726,0.02680114832355556,-0.0011245983916024522,-0.012100975738019793,0.0022417706106733107,0.0027858033577408394,-0.02588443600798,-0.0017739352725523448,-0.004226921829758748,0.00015431171651852013,0.007296276537660363,-0.027067755340496862,-0.007934508874883511,0.012554635064099444,0.024954176068356846,-0.030453530712089276,-0.31914036373710347,-0.14584515680053026,-0.024891146722741866,-0.13059010527698747,-0.04288457743295506,-0.005636363940423261,-0.001501830874644193,-0.11676491160974459,-0.022674079853708805
7.0,1.0,-0.12002206265181606,0.0030284808235511115,-0.15678992721404159,-0.07893990763068638,-0.01325545269697494,-0.010121080308752771,-0.037323734598721126,-0.00206544754612393,-0.031617242454783215,0.018417245654672086,-0.0042391282901466645,-0.00045960939096896,-0.0289751974389208,-0.03232005189853428,0.01601240056138787,-0.006873908880573906,-0.09385092972568032,-0.022972939885730074,-0.35156692613610424,0.08514468228474856,-0.050640637207718095,-0.009583766695759468,-0.05261867892115761,-0.043111499715521626,0.005167337087809751,-0.056392573743075804,-0.019393166902758767
8.0,1.0,-0.10883073439568011,0.013053146865560373,-0.11307425160156587,0.016393455664691532,0.0034941507570385643,-0.00969260034495162,0.005030894556246466,0.003504192383806851,-0.019594858922761808,0.0037849138318475886,0.007841017419046779,-0.0045982374457941184,0.0070051589379329015,-0.023322343148008587,-0.021297577332245878,0.01181126327977561,-0.06136285569432524,0.08087637955092175,-0.2969770049559521,-0.13767486890282443,-0.022824978781850056,-0.12156525693112734,-0.045283845354121624,0.016646235473140626,0.002370865339765089,-0.11324855104248627,-0.018714295738835
9.0,1.0,-0.07000932906988781,0.014777443483049152,-0.10287862589041634,0.021063300165236467,-0.006143581136184657,-0.0033742047908387127,0.012171840501576074,0.001816947680865701,-0.025790866334867185,0.000968429310972691,0.003066053654595673,-0.00825310324138855,0.00499959206437106,-0.019582916798760956,-0.0028744809549919883,0.014113205792544882,0.04615188231974152,0.09608208777486611,-0.3034804411902081,-0.12705385558282337,-0.03892728520998025,-0.04660074575799807,-0.03116400428544285,-0.011812226487533465,-0.001257614017885063,-0.10964657092076056,0.049501890204680536
10.0,1.0,0.07096010847152819,0.030717275367435914,-0.06627627809098788,0.022626305017665698,0.00405262441058461,0.07602663594891597,0.0016760760035651923,0.0025799252466218734,-0.009943841427055535,0.002395586840281486,-0.013976690892976287,0.0071759825999023735,0.009474384628251356,-0.020167345246379288,-0.0027029176462209648,0.015894145732314444,0.0536976810388596,-0.019334758454813392,0.08096514752509423,-0.11935096317599522,-0.01548098574797882,0.017432549899091633,0.007706216752654948,0.04892675869300221,-0.0018948648917964878,0.06119812419137548,-0.04262854288004264
11.0,1.0,0.08437903689994519,0.04563784538623001,-0.05137324818908771,0.02160569094937742,0.008609543221762083,0.130470959706943,0.003978230434829446,0.025568473724034018,-0.0070438961357569396,0.0022149999420395896,-0.007366672393838991,0.009641756092397626,0.013923082220219969,0.006404460711953861,0.012749943869965617,0.010467598684144121,0.0591204692077036,0.08108574869735277,0.11656626945893625,-0.11102553764861464,0.07773374120812515,0.02826560312434406,0.0327241899670801,0.08144683564102571,-0.002178445093328439,0.06691472318646419,0.0821646583638013
12.0,1.0,0.056016212505599725,0.019147285042905866,-0.14381237992297363,0.020805553290734365,0.00209834067842309,-0.014034043944365495,0.006173982254310376,0.002751392729908291,-0.024832263969479063,-0.00230624757506097,-0.0026522240495457207,-0.00951972559404401,0.005465505026871852,-0.03447334850518276,-0.019081487868566085,-0.026975667237146454,0.04491322845120227,-0.025719812452725515,-0.3283801997525855,-0.14343198409136204,-0.005674332179839158,-0.14248925158450346,-0.0406734471580134,0.01308832113510331,-0.00145173324043952,-0.13425823148151306,-0.027685287915570133
13.0,1.0,-0.11689202887076287,0.0006596751593523367,-0.12712301320413885,-0.07131851333814156,-0.009701139054455389,-0.01257274330037111,-0.03639014213059122,0.00023631094339380157,-0.03352095130671041,0.01490668926245404,-0.0031580013353171197,0.002439389463453765,-0.025371130509164605,-0.029332570025803324,-0.025964171649799216,0.005503938215238091,-0.10079690207341223,-0.0486436121271347,-0.3370576402595825,0.09681901220189248,-0.06732944989468004,-0.11746063382697722,-0.052289009997360775,-0.0410706754744153,-0.001768148070651516,-0.12267261919105713,0.025395699266403393
