f_id,i_id,disp.ratio_median_02,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.mmce_mda_50,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x
20.0,1.0,0.049584381923461804,-0.12105583780544159,0.06145628265386788,0.004014600851204522,0.02153115220821384,-0.005000820619979997,-0.027860887778830536,0.024979444874920265,0.07901216365571757,-0.01586948897515815,-0.008470978583488054,-0.001577322109802027,0.12101902714164042,0.1008318322169386,0.03133383724978301,-0.017710486729289005,0.5558360110430877,0.0016321077580972604,-0.02620707794297748,0.1972002503729507,0.0418377716447454,0.006057621676016719,-0.0021249142172756223,0.09782602122965876,0.007718013902585872,-0.010189667482271968
