f_id,i_id,disp.diff_median_25,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.qda_mda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,ic.m0,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x
1.0,1.0,0.03128842759572165,0.08191874670135993,-0.01249661781340909,0.13207239722599437,-0.020335886418005805,-0.004578611872901073,-0.0035226028378391536,0.04795083543767883,0.02967608899993788,0.017270473728978223,-0.0011163473285083637,0.0012178838810082346,0.062494438885176785,0.022062468578460746,-0.010978516849334072,0.446700460577112,0.5337292878573066,0.06625886222269471,0.11909128525017881,0.06847823334094566,0.007295196036279748,0.011087469409977539,-0.00061595870780608,0.1318873388381233,-0.005910699113745231,0.03526442959513701
2.0,1.0,-0.13732854373930956,0.008001702031378309,-0.03964671945244828,-0.11160579755736728,0.01098594990420753,0.01730777241120705,0.0017174727023286922,-0.027313999025030424,0.011152739817969843,0.00826080131700281,-0.0016915217434584425,-0.0016523169854991534,0.0764862722348307,0.00235974800113047,0.040532632069460825,0.37838108298769013,0.00287137694025412,0.07721864749292728,0.17048325050530355,0.0682529043062455,-0.018030458460153116,-0.008445945783636657,0.0010768264016128544,0.1351131924912066,-0.048953949815023594,0.0349947895893093
3.0,1.0,0.08081788555687792,0.03376132777307036,-0.03133537640237358,0.01887909272765531,-0.018017797425919524,-0.033603210381588804,-0.00029393431385266796,0.03476663064166179,-0.009041189962565319,-0.01663836922724251,-0.0007027521018547508,0.008672424363779779,-0.03212288084143095,0.021853328924176532,0.002323148009364581,0.19795410147640136,0.023600477706936646,0.007232386467390706,0.0774715764368474,-0.023039742005249657,0.013717740560921602,-0.05694397953909328,0.0034696475926536603,0.11122024744845099,0.04205811401420665,-0.016153146353768418
4.0,1.0,-0.06317851074521484,0.05456592741569587,-0.07908674883108278,-0.12803866868638242,-0.026125255580316795,-0.027178889284458822,-0.0133283567647053,0.07648290518695178,0.0037404768263202865,-0.004675003479673036,-0.0017907041290711814,-0.007540585377177547,-0.023471691113286973,0.007769839540681196,0.003028520298435129,-0.06268815926593638,-0.12470811205497356,0.06577126648940526,0.015638391520893493,0.057011350776252925,-0.021346581242458924,-0.02216890330794126,0.00026789340034617955,0.11630404994757036,0.05881999362558895,-0.02176764050097396
5.0,1.0,0.06973046875722885,-0.012429261159433134,-0.08103909477133012,0.021071309778229238,0.009259307934334602,-0.001945694821047842,0.0010291569759361741,-0.006117954270902408,0.00021751068918083474,-0.002912590942640238,-0.003208669760568184,0.004295173029976347,-0.0009200319183891101,-0.009149166015332754,-0.0014133269978661544,-0.12628457752069563,-0.13486906605892132,0.05652383164672269,-0.1274214570567382,-0.006401136849109436,0.01738843353912736,0.021486031864208166,0.001827300146254466,-0.2676153081566034,0.039066686578455696,-0.0220939732211405
6.0,1.0,0.02813104091230383,-0.019198630571395446,-0.12158447674001127,0.025794891692243974,0.00967291456492631,-0.011916142211087204,-0.008490805736893167,-0.026780004268849654,-0.021672797669433124,-0.008956587217274171,-0.005446739990945935,-0.005838769131676391,1.2504351139686325e-05,0.007506501951255607,-0.02191241471086784,-0.13401531334057312,-0.1503086203066834,-0.020288209796375915,-0.12172842566407989,-0.017935445782074833,-0.024023715429958948,-0.017009857534526218,0.0016362248312429015,-0.31024127988399536,0.04075795905938824,-0.0238125648681478
7.0,1.0,-0.14082948332055384,-0.04052786092096102,-0.18930125693816147,-0.17755643759838863,-0.006651865624107762,-0.022982681840209816,-0.005363270081013478,-0.03334162277391993,0.011039201064729741,0.01854939995567545,-0.02781352159494864,-0.02054989055804239,-0.029911647405893946,0.004279857385877856,0.0028801506560084803,-0.16154408814218096,0.02835043310295764,-0.05226316791575437,-0.028697183727129,0.05942003122263356,-0.027698862977413793,-0.034581410618747026,0.0007140781865682725,-0.14419944346273447,-0.06682728238244855,-0.012575183157253114
8.0,1.0,-0.09334575577834463,-0.02456527193233771,-0.12281113754855222,0.014199308480566344,0.016022629970944377,0.003049400522352706,0.0009105206683834313,-0.022694174575652006,0.00746208042776709,-0.009502740552812783,0.0032248470297218243,0.016900172841955947,-0.026931420056323426,0.00974270092780155,0.023772636738405625,-0.1313788695265594,-0.11515210021710244,0.010149845147890114,-0.07936005700391825,-0.012865640917471393,-0.02380569320260984,0.05058531898286577,-0.001421807526352872,-0.2818232120258412,-0.050946274758304246,-0.01122207839211259
9.0,1.0,-0.10361121218651734,-0.013834517288138148,-0.12732193859310065,0.002335510516220372,0.0173275676148094,-0.011110914355264158,-0.0011751559876322377,-0.029810519949265278,0.004644854517640832,-0.003569301200693439,0.004069306719489292,0.011105014013162915,-0.024362160314824792,0.026338243962853156,0.032456296417085674,-0.12671084350988365,-0.10196612338744358,0.02556249981174239,-0.05650431428355772,-0.013417717419542332,-0.01988497289452864,-0.004780878150147234,0.0016717831469163314,-0.2780864687014735,0.03488168894971903,0.0382534721673537
10.0,1.0,0.06438805410115699,0.004685341140676981,-0.07986197997512137,0.026812960974107933,0.013667044631355407,0.14909912045284002,-8.386842464601272e-05,-0.007519492029103073,-0.00890788217550176,0.010081603057340958,-0.001908584045564675,0.008498769168075663,0.005407551154276063,0.014981018079822418,0.009456291644258846,-0.11606625761694739,-0.09834564242329157,-0.01614597774243521,0.03718505896698869,-0.014381723944280694,0.012051889946174992,0.019167043996042667,0.0017918400499347294,0.12383991592862774,0.0555990226650082,-0.030847145931587435
11.0,1.0,0.12086967815564183,0.012070100345904614,-0.07248641371032342,0.03600632424675071,0.015762070121923086,0.16469665873665795,0.05403091844773322,-0.004661147322432399,-0.005316237652978026,0.01624532422201754,-0.002276522728432224,0.011272476768044347,0.013058687570262562,0.033011649183377956,0.04317975281505739,-0.10205772875303486,-0.0900616010497445,0.05068770562458101,0.046168433141230876,0.003106727678446684,0.01766444373461407,0.04252504241134885,0.0018378995399113227,0.1428623954726486,0.06046062222792184,0.10727954077316706
12.0,1.0,0.044052364461774185,-0.017240502001176262,-0.13362982080199876,0.020572385687166114,0.006978650703681517,-0.0066555577293832165,-0.0016897106191230363,-0.021382300599221995,0.0008586623098651482,-0.019574178685185132,-0.004249824375523417,0.0025960587949028467,-0.0040933682474735165,-0.0218917126865917,-0.0033330263210104402,-0.1395885783064498,-0.14615239400226465,-0.008809367793306665,-0.14247652379382664,-0.0087765291184193,-0.028082614480371932,-0.035489571549642766,0.0013934411684316974,-0.30206517739834016,0.02881752735202518,-0.02538635174787809
13.0,1.0,-0.127839662047491,-0.0399513594757553,-0.1843321707181433,-0.17206586542138022,-0.0021389942832479364,-0.021259334280817964,-0.007992033660648283,-0.03631748039498113,0.007822823371927131,0.01887749367646837,-0.02501842097731336,-0.00629342938216319,-0.03886953353088051,0.014354818137286696,-0.028356726706267047,-0.14851220247292532,0.03279135181652808,-0.03723478712154153,-0.1127592676116841,0.05104874814717637,-0.026271273584752567,-0.041013201964674534,-0.001099348228006054,-0.32117997850014823,-0.0647898344361936,0.024247624092949158
14.0,1.0,-0.10170688669519193,-0.019425743559871308,-0.15872185256527152,-0.11974955777301768,0.0009209577577342284,-0.012116906364919766,-0.0179737156688704,-0.045877089712689556,0.0035668871483608027,-0.014066929524620693,-0.0020746957239054504,-0.003969696103866556,0.07491554419189068,0.002757376204555354,-0.002851064369277493,-0.15240134661678184,-0.14488756296640584,-0.034847039983825046,-0.09063933951803964,0.0026168288887325167,-0.027973431327626967,-0.041967752602751054,0.0008735266619532279,-0.2934346446199081,-0.07274379930639,-0.009916310754979002
15.0,1.0,-0.1348881389211279,-0.12799855292659235,0.0733220063925083,-0.017994028408400635,-0.013559811678948278,-0.013155102665507897,-0.0060249253251971144,-0.0404001867634556,-0.01395542532260662,-0.01962249514933773,-0.0029987968427044043,-0.002066422066773241,-0.022808534907858856,0.008576738420783625,-0.08249076580849231,-0.06887876780408955,-0.16149216712211098,0.030730459064310312,-0.01892402633804723,-0.04207674541727855,0.006819865382397623,0.0010479266310831573,0.001011192646540815,0.08665675017502301,0.02102435711613543,-0.0548528287672597
17.0,1.0,0.08533830727279297,0.08106880120419065,0.11147103448913355,0.0354305358074797,0.013561820482321935,-0.018558860798305092,0.0018136362793611835,0.06258670797751738,-0.01023728703356364,0.00830859618533023,0.0004222671054545429,-0.00645930175505371,-0.0018703587560191747,0.05558019737618463,0.05241807404727067,0.23848885570061404,0.32663594409815366,0.06531549901523989,0.09999449803362498,-0.022204114852288598,0.04532348296035086,0.06435824328197606,0.0046943227935642255,0.13653222053133676,0.04543463459058388,-0.0026798749221473334
18.0,1.0,0.008594859503476167,0.04927124028269536,-0.031194250462775422,0.027385852113944634,-0.021989703400507796,-0.016830012587074776,-0.02040634833722796,0.0329540491242124,-0.017091400765325768,0.004180424267144277,-0.003760749341807408,0.0035919928472784965,-0.026011460431361186,0.00938963720002957,-0.024930268620792083,0.025239522244485862,-0.14938927432137172,-0.01761946854764082,0.06813718076198594,-0.03295007932343552,-0.0137403864397627,-0.042165900589624467,0.0018319846427482952,0.10654968801195047,0.052148853224198585,-0.019978938084447142
19.0,1.0,-0.038926562980561186,-0.08801680635343145,-0.0905793544195506,-0.061936249281883654,-0.02379675610319969,-0.03712629619786928,-0.027938655383203673,-0.03189396327577478,0.005180484338470837,0.022209306703972524,-0.0038543043525096784,-0.028239789663352777,-0.006810636793247163,0.002736417360488289,-0.0498878354374004,-0.17372775034435844,-0.029194019260750825,-0.05097048719326568,0.000820985718157656,-0.007931158489255992,-0.014007648109541465,-0.011109594014978416,-0.004141821683131613,0.08307544087180914,-0.05683332282930895,0.044048136220769425
20.0,1.0,0.04869227330468882,-0.10645009143687363,-0.03540789574680377,0.015786106232992866,-0.004013885832351705,-0.030228077673061328,-0.0011228453090015703,0.02290205366577092,-0.012124250512619521,-0.018408161304362933,-0.002953813914463804,-0.023868500975599023,0.019392539926408874,0.02154379558040282,-0.08219054499134568,0.25375931325806883,-0.15892491516181692,-0.07651849761461124,0.05572123056798778,-0.05202720990666762,-0.010538497842163149,-0.07859716473033097,0.0012770188498644785,0.08892446042956899,0.014950867700530446,-0.014278060019479118
21.0,1.0,0.016175344108052925,0.03716574233079552,-0.02304094395237759,0.03110426099983884,-0.018716789253090952,-0.014090876431624263,0.008238682942675138,-0.011460351884624197,-0.028681966050671425,0.01649150670755306,-0.001619697297159784,0.0029157945885799185,0.026466843322287072,-0.006895386314246419,-0.03017761827932101,0.2706200224520932,0.3358587946547596,-0.025772047558651104,0.08502626500137288,-0.0022704870083634153,0.010373454888886946,0.04368423848293944,-0.0008590594413812058,0.11068126838779122,0.012727873397348344,-0.009967561238415072
