f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.mmce_mda_50,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x
1.0,1.0,0.0742057499095527,0.03372854066099682,-0.037208685617042256,0.09733048891903343,0.0381086477984204,0.021848751189949254,0.059243486797775566,-0.0019300605411620023,0.009094122530784732,0.03093736771633789,0.008400170125802887,0.018626896256628313,0.03242489945825005,-0.016852562364225405,-0.01071820745147215,-0.03105948798365819,0.43038879554894527,0.6696853650838587,0.0950623687920562,0.10197457950994429,-0.027951717375283958,0.008781227820131084,-0.001235432148360533,0.13959261503867287,-0.04479155684408739,0.08350697889914735
2.0,1.0,-0.15881588368856503,0.024134537070750924,-0.008775106825282528,-0.06672464341709447,0.00658791735658244,-0.0033022517035879604,0.014612347094137767,-0.008739669528493565,-0.005504721806824564,0.011592363023638327,-0.010263842854350703,0.013081630178236396,0.005243236094757925,0.16971171254648185,0.029017961354028902,0.023910841589947163,0.4205685022786369,0.027633386024001387,0.06480003881889193,0.12832950149866873,-0.019565406162609243,-0.005696250986398916,0.00023456118873771956,0.14074082164758525,-0.05639069967694493,0.078377434404259
4.0,1.0,-0.13213028528286389,0.03116991077524935,-0.04549063026933984,-0.010582311203311183,-0.043664003288223105,-0.016581934082831158,-0.023599833914844798,-0.011865337795565423,0.047263135850157165,0.02528328003312142,-0.013839650053963773,0.02670595032855713,-0.0055768242174201645,-0.03829864756622056,-0.0010923069265673668,-0.005026692448095125,-0.017305804316749687,-0.16808925353018478,0.046997979313187194,0.049818851939694715,-0.038279980983741455,-0.020597142036668136,0.001706138090559374,0.11624327024680828,0.05597276473441051,-0.03016948314434589
5.0,1.0,0.1108517050494253,0.01399747037862495,-0.01363500679890033,0.010635374858404455,0.013545212354958302,-0.009847733892136917,0.007325373650996431,-0.0014975331304011431,0.010780411803652103,-0.015407327328751854,0.00042534598568984294,-0.011387140698149167,0.006991270878190174,-0.04165867383460594,0.006985841261484708,-0.00957353331816646,-0.13303928575349933,-0.11646470176542371,0.03106085342446541,-0.10642245302673828,-0.02495257047782433,0.014041614121787595,0.0007106334500782778,-0.25964690635365306,0.028929563473623843,-0.039002960507167055
6.0,1.0,0.05329106754462987,0.010189181539224481,-0.06900071058501475,0.016003112154724147,0.014384159468672742,-0.023759775704388073,-0.007696815874256104,-0.0014123714154568715,-0.012491913422325413,-0.013975679206770938,-0.005451189887757747,-0.017320006667667653,-0.0073854132692016145,-0.04430755332182466,0.012146847995007868,-0.010220991177256406,-0.14513467207029368,-0.1266363561511801,0.0028645722840168514,-0.11014831131927945,-0.0443937433771493,-0.0018725016131717425,0.00045015495323476513,-0.26602303403735966,0.03783258202955508,-0.03941781346230616
7.0,1.0,-0.19952424333751786,0.0137278452381841,-0.16808515725549894,-0.10363992824586717,-0.006187547617561706,-0.025951647057262352,-0.04152269601463823,0.0026778121138177785,-0.01542521572580148,0.015235942565437156,-0.02423823413291156,0.020683299627031998,-0.020078106492651182,0.056311009932854504,0.013962533619779881,-0.006747446557994461,-0.1818772702543157,0.021112353102104117,-0.11112118806274371,-0.0028303104277090465,-0.046797204716408115,-0.021215804624551977,-0.0011709499010591424,-0.14630672311345214,-0.10642067963398397,-0.026389765960527667
8.0,1.0,-0.13090023543914944,0.009506576622950515,-0.06810907653875818,0.02315455349541535,0.017228097115526034,-0.020694391916502818,0.011786126303999488,0.0012258921800289283,-0.008568561377563282,0.0036343245595300937,-0.012020882048347456,0.000915334086045291,0.0060118578935338795,-0.0503166450143801,0.011723566838442855,0.00895504069461005,-0.14981397831584778,-0.11066469124140958,-0.05366749729299035,-0.07437350593769655,-0.040609165613770905,0.026064829397314963,5.821756039942126e-05,-0.24141000856867387,-0.06433567120537656,-0.023168583399554247
9.0,1.0,-0.10779997667774273,0.008325666190470532,-0.12898652287393772,0.014814449791923043,0.01300462464331971,-0.021432920555428767,0.0160265370985311,0.004542451972606848,-0.006990690380619577,-0.0034400357709581803,-0.01236354920322915,0.001038651437361191,0.0026964804360504143,-0.039040380587384106,0.013931755406089135,0.025097356248726048,-0.1496980672695489,-0.10631880458988426,-0.06074839453854681,-0.06278361848173705,-0.027569205878636267,0.009304446702348814,0.001370095381728438,-0.2388832365874998,0.058820337817929155,0.07241873631908852
10.0,1.0,0.12742919636156957,0.017204962058818923,-0.01869617892868681,0.016442983793209773,0.038922930299328494,0.12447993042733255,0.0065171556436165795,-0.002696278716625856,-0.0029802988260841947,-0.017732393781014873,1.6515734080131046e-05,-0.011464748762012816,-0.011712711832139672,-0.033614867600124915,0.029840650019928115,-0.02369805656646913,-0.11129672880431624,-0.12124848630781541,-0.0049158070925182495,0.04088141266793462,-0.04129856822252345,0.006285397691634233,0.0007074858943925471,0.12466354600589288,0.06364600749472403,-0.03888042646727279
11.0,1.0,0.1868866302281106,0.021476792340874386,0.010364729940994185,0.024953621176277477,0.043119111879086146,0.17013438049605076,0.009764320118323155,0.034537615424596164,-0.010112381298608381,-0.010109047262348327,0.011646437972096092,-0.006176488721282066,0.012787565380743757,-0.025249747354228105,0.020852205531087718,0.045140295018710135,-0.09773851768799145,-0.0970280209927746,0.05593396350504355,0.04902135300016684,-0.032069337293391634,0.025008069718073636,0.00014679064574306573,0.1419023486251017,0.06038082953768402,0.12561362188029215
12.0,1.0,0.09486897179512749,0.011161894858185785,-0.12141359308146048,0.0072845925411409275,0.013399326920140434,-0.01852944587092314,0.006489281423355015,-0.002430493941484474,-0.018629237919491087,-0.015154184096721885,-0.008099973442039604,-0.012733804762685841,0.0046869909182744585,-0.05224008911667647,-0.02978442564786522,-0.03193873305955405,-0.14925744017696083,-0.13093518849726368,-0.007134791234212492,-0.1288667731563295,-0.04643708372019651,-0.029134374838544533,0.0008168018621814664,-0.2971632919363191,0.01949056965772351,-0.03811603171596342
13.0,1.0,-0.15381480677189108,0.01077958537907447,-0.16411901376717963,-0.058833676171747624,-0.010891081369791934,-0.027471748327315297,-0.027687289357747114,0.0026613601850016878,-0.01214376552761019,0.01995631995261771,-0.020251878154750384,0.006043164909237881,-0.029476303604994057,-0.03895912018605157,0.008284177280471062,-0.0337739717140674,-0.19300018321540136,0.02814591654432423,-0.11409024621685271,-0.08233918042171576,-0.05095060956648127,-0.027381586352304976,-9.056558948471405e-05,-0.2574892729538343,-0.09630645713936072,0.05312557878305739
14.0,1.0,-0.15063489566812435,0.011376545458669871,-0.13776493785853078,-0.06626961220272225,-0.002901894425710246,-0.021093979412791803,0.016045833591452178,-0.00032209388053505445,-0.006769652072625817,0.002280617865945878,-0.01337578197422072,0.005850524958102412,-0.018835342483397834,0.15862915734003685,0.008994811770034954,-0.023991549786103916,-0.15118692133264794,-0.1372218042559925,-0.09515235788128906,-0.07034461345058175,-0.03716257041455265,-0.03466501761228669,0.00048427755936002696,-0.25224681326006093,-0.08242503653350952,-0.021156336054698018
15.0,1.0,-0.16367944533827777,-0.13346621484483565,0.02763808420215851,0.006082623490385417,-0.05495213530715391,-0.012806021840796999,-0.004098734835853743,-0.014833497367912868,-0.010856473032611953,-0.026497478373642237,-0.017700591949343817,-0.012657748735569123,-0.012009563273987705,-0.05206101555345785,0.0029598844367613565,-0.05068799473756744,-0.04873440018573504,-0.1549500327019664,0.012425603402003573,0.019798619076758915,0.0205451440136955,-0.005613390101969852,0.00047886261526607483,0.10486966677513107,0.018808130378439338,-0.10989349013764353
16.0,1.0,0.043622343929148405,0.0150378781844985,-0.06437090274732343,0.00974882492477943,0.002021101891420767,-0.02766288463284272,0.00439160519189308,0.021965969234290995,-0.013818900642462977,-0.016941375368516892,0.003262435136301497,-0.013776947102474898,5.1251979422068446e-05,-0.07430630338592956,-0.027676042270863822,-0.01746754412227908,-0.1424059838116441,-0.12331329554094381,0.027591846503805317,-0.11993514956220806,-0.04988122498712042,-0.005041697126088254,0.0007502853332329424,-0.2624851648981728,0.01885275449745903,-0.09162192631307325
