f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.qda_mda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.s,ic.m0,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x
16.0,1.0,0.0372211227569971,0.009147815719027673,-0.0868270251450926,0.014984197996131005,0.023348052111189857,-0.01783020783459678,-0.04065432302456467,0.00037440872160893603,-0.006992191483532855,-0.016491329402933307,0.007779201504547536,-0.006268266499469285,-0.02580345825891972,0.046826495407132566,-0.005557087468552299,-0.10618719891854392,-0.12095316589513175,0.01869660960582072,-0.31714673462836707,-0.044427149366560836,-0.06494972481151014,0.021048251815596865,8.166862385614666e-05,-0.17203875298626145,-0.02302417719413905
17.0,1.0,0.061359110885197715,0.03275531257973226,0.11278096857098535,0.020119830866289882,-0.052135143593029495,0.02083762754145678,0.11720132693481236,0.00033986347619604845,-0.016595441738444162,-0.0033160776397937416,-0.027997894683130433,0.004764063745236823,0.009910473480835335,0.04356680240595796,0.10392305085812031,0.23703292149556465,0.4548086308440572,0.02461938136847245,0.27153599035155107,-0.017974646132190845,0.06849374956457926,0.03117382548591437,-0.003854180803741697,0.07918486449309019,-0.0065663692754956504
18.0,1.0,0.04623924931622813,0.02901790067774079,-0.08246209402007043,0.010940841506070501,-0.07486201037847078,-0.012778796005115165,0.026848859650095563,0.0041018707860862825,-0.0037864465691165956,-0.007565111316805779,0.012142593998403957,0.007846359207036099,0.03909621108927359,0.03443157977508486,-0.06475564327716402,0.0873528573397517,-0.15713502797451026,0.022445688831592793,0.21271653966500445,-0.015306459729488138,-0.05494059850534941,0.028106508587024282,-0.005791510709202254,0.0807022896246308,-0.020366580119529177
19.0,1.0,-0.05644057171322441,-0.144066887753554,-0.05779167206008259,-0.03376055507308922,-0.07406486889224818,-0.012759599395562687,-0.0423931849051514,-0.0010451660544844922,0.013298848685968742,0.013861361897958382,-0.030174712287037383,-0.008909044910185196,-0.009685515933225138,-0.03491473932615465,-0.07382253381207446,-0.1261627926818777,-0.000847581232169817,0.01061666908991233,0.08959237482697631,-0.033189918395133015,0.019447058897072038,0.006623667457996874,-0.011483861829661463,0.06952788853438702,0.025443679804639706
20.0,1.0,0.04425167884622337,-0.15200299876181098,-0.0433686696731467,0.009581596660022864,-0.07433638645983215,-0.03448946417025017,0.0037495179625604046,0.0017475112383586084,-0.008640605778998839,-0.013152089415572773,-0.04051373689678957,-0.007960466310601667,-0.015550845463111349,0.020791903547505257,-0.11435520106647323,0.26022405404936866,-0.18850220328144165,-0.010976127842899643,0.1790773135032114,-0.06447157266562861,0.008092452983538018,0.022021718487411357,-0.004712289035777717,0.060318256747148045,-0.0163961970667198
22.0,1.0,0.016549788757021736,-0.15100108741987092,0.06884249132856284,0.016657638411844176,-0.0799712413526291,-0.017153810107963754,-0.03053557257755708,0.007644752757150747,-0.0009978802650892063,0.018035577684111265,0.008067030599788543,0.004712954069352243,-0.006421077080164895,0.014565702282891155,-0.047976823931833334,-0.03224575803450155,-0.17887536418100086,0.0023545831819705124,0.0885612111471349,-0.02824530842360723,0.03411359911087229,0.024932041074564468,0.00124196481668573,0.06494080755147959,-0.03129853222112523
23.0,1.0,-0.0987934378474312,0.029997849249829928,-0.11623924742794788,-0.07764183420253003,-0.0933041813278225,-0.030406232333070417,-0.056869288133223506,-0.05262290185595558,0.00024346851741973092,-0.017336659700924135,-0.04811881856601944,-0.014456799336328562,-0.02747432224034833,-0.10007295424924476,-0.025473837426718684,-0.11293108095897969,-0.1487890872595749,-0.048062521759265744,0.07455821559973529,-0.03864909029199372,-0.07826893474223762,-0.04394766289843328,0.0028190175196598664,0.06323545775569064,0.031085879123112566
24.0,1.0,-0.09223840217669729,0.03217763617449332,0.11768638708944788,0.017517775675834388,0.0495688793103838,-0.00314849478060548,-0.022977591618290185,-0.025432418541252153,0.009537891712019835,0.0531192442898518,-0.006079519664316127,0.018209293695289078,0.006513218012191103,-0.03534347012865174,0.014085188147396822,-0.09193035583903905,0.3869489546185481,-0.010634265667209023,0.07340061346775793,0.10385443301606866,0.06410732665926706,-0.011831689871021097,0.0021261992599144394,0.08604041545312771,0.03770581622349177
25.0,1.0,0.06351371387023177,0.03778074293402638,0.10394190311944142,0.015337510126175126,-0.05014490149573156,-0.014342984923020368,0.10024116401954601,0.00850257253129907,-0.014247235889298855,-0.007086594165928699,0.0007001958744183934,0.02068833054909222,0.05667216383589528,0.035870689569402515,0.012336778016598743,-0.08353069658502206,0.054073227754599794,0.007063856153557548,0.02870788161479323,-0.013576733126032732,0.03304795283658469,0.01829043564822748,0.002193763849069181,-0.09163971109694276,0.031716940594830434
26.0,1.0,0.025125265502952465,0.03753050863873744,0.12273761365182595,-0.04091141253613832,0.057168366992044445,-0.02343052790248896,0.05223610340332992,0.04760032058902039,-0.0030508271723004785,-0.004537979931711351,0.008536792877731193,0.0048215124299513,0.012261672644533273,0.028502741429093058,0.04823428392342556,-0.08528532567186191,-0.11200112214372894,-0.04025374592354762,0.10233989828488117,-0.035428685744577526,0.043102219230112204,0.01260800735002313,4.7381925206390057e-07,0.08167434208273985,-0.018763533007782364
27.0,1.0,0.04047393626474095,0.038722168893171864,0.1255167515192597,-0.028580262752209797,0.053195641835507776,-0.014794030896323132,0.02969723577988003,0.03297598238853322,0.02592787551654968,-0.009789339146912835,0.0024305521793662067,0.0027284775144019407,0.006559841939237606,0.018463217208708246,0.022835940031105884,-0.01542241061982352,0.04665909502382474,0.003930560801553676,0.09703043788716978,0.07868727562421152,0.05459956137007327,0.019127573483458067,0.001367957945345,0.08525492648134048,0.033274497441964146
28.0,1.0,0.11789300086451626,0.04051266429213985,0.13034609287312932,-0.006939738682551214,0.06334447144109341,-0.010722972158237663,-0.01755643343832092,0.007581574216156356,0.034042252729110434,0.04340245188153529,-0.0029729055255412647,0.04320021015211397,0.02638814258729496,0.021664168235861998,0.04412076326759869,-0.019957487428383238,-0.10882229387306436,-0.03193369446185484,0.11248966938136747,0.07197070834770664,0.06459511504894766,0.037319992041993974,-0.0009196826541086645,0.09011737279477372,-0.01200714637333159
29.0,1.0,0.13693268586484414,0.042998408142092326,0.1316309338116734,0.024778922194865414,0.07637695212919773,-0.010330575674475968,-0.028953151640925247,0.0364895187096034,0.026433157317940444,0.02111371160913655,0.004262773444842766,0.01354545578201887,0.008835222388433454,0.01226992944037062,0.01904178363134747,0.11599089354321934,0.09704271437165886,0.0020908025097029033,0.17716969704638968,0.07799653848464176,0.06543305645174326,-0.0024279527422212165,-0.0011024268791114998,0.09974184423509751,-0.013780366573235399
30.0,1.0,0.06421657400519577,0.03461593227022473,0.1328213150953328,0.006504669052360024,0.06714931536351529,-0.003120602320427419,-0.01290791340331806,-0.019726124834938377,0.026675679337859325,0.026125893197456097,-0.031857530271361796,0.0375186611907349,-0.007240140718141762,-0.031871679416629724,0.027835573968509525,0.2249621632633893,0.07679098536249211,0.01842316093751412,0.13931758905334665,0.0885860856574992,0.06453120266600877,0.015317249734471638,0.0003564213183253768,0.08809523346977724,0.026346372249834906
