f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.qda_mda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.s,ic.m0,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x
1.0,1.0,0.0475894414584355,0.05237687222056818,-0.07375504657621405,0.027714318892110477,-0.04779404581500348,-0.011684301302206525,0.03856525227592997,0.007151236641807712,0.025738233941900553,0.03070924649743885,0.09788024147593347,0.015138885759430556,0.024382897925853426,-0.009158451428409467,-0.07411439143693575,0.38945046728740673,0.5336197456322911,0.03394340842717382,0.30139228658452943,0.1403032899890416,0.03729975681103079,0.005411334801779106,-0.00504909371626109,0.07871422080784678,0.024578322863016273
2.0,1.0,-0.1148486694304871,0.033807215798037075,-0.11227853217668537,-0.0472624543890164,0.047259340834209976,-0.011805832568589527,-0.016846241821582817,0.009862491029642395,0.017901872533917035,0.021786444353519018,-0.011730211342085677,0.05190997083853673,-0.0014166000599701873,-0.012130605537854276,0.09464756497200484,0.38121963022773936,0.033722822280223934,0.02216027859917486,0.3894566649896782,0.12795481697404595,-0.06930628261990686,-0.020383473179810596,-0.0008849749583843449,0.0953037157029345,0.03204800532034779
3.0,1.0,0.08730189556595296,-0.05888454860308134,-0.028089175500716212,0.010562465965955656,-0.06752135330605226,-0.008508967693943322,0.09148374263753532,0.005200121025376526,-0.015664417230903678,-0.01074404777979739,-0.031066956290452735,0.012444744978138515,0.009164632544930091,0.04432551626141539,0.002839193782911404,0.2434002273875175,0.003264336509540855,0.011205556320812651,0.11675470135097349,-0.03273103483731056,0.012520918936133966,0.019614695706893913,-0.0038497311527107437,0.07053411379385831,-0.019372367349985826
4.0,1.0,-0.07527644183337563,0.03069724709298189,-0.08449790670636241,-0.03999617427478023,-0.08081207576668331,-0.027743548529280807,0.05459267534690322,0.0058121697609518404,0.02504927116398066,-0.015448408684374387,-0.010317588170170946,0.010907879297336248,0.009996816676753542,0.05036494269566835,0.023616080998206262,-0.02420038542574745,-0.11653347765281011,0.012778557265988576,0.07994608848319379,0.0868927226178351,-0.055607007575092154,-0.025135727179327688,-0.0003190470043685412,0.07306811015412842,-0.025412488519054317
5.0,1.0,0.09264265504964862,0.021190724699091657,0.0124965803678021,0.015163807845677696,0.031381015952490966,-0.014690797624162907,-0.027744292671293993,0.00475125943585098,-0.005404025359998377,0.005516954267890072,0.009399784368024114,0.00901508260379955,-0.00938683381257531,0.04786273151411274,-0.0016616224663363697,-0.09558853916114184,-0.10778914513168432,0.026746909699795363,-0.27860393550946994,-0.037661743683638046,0.009147277416158204,0.020874782845630123,0.002183856716085084,-0.15189499451279959,-0.01656091376953072
6.0,1.0,0.041611275674870274,0.020598759661829526,-0.1016076810259937,0.01580482526504328,0.029295933129439525,-0.021157413965051115,-0.04821902383549036,0.0015758525988635633,-0.019690993960778398,-0.016889430765966572,-0.0015678812390579658,-0.0015047351513512847,0.00760194990583739,0.023648204837241796,-0.010129308266539684,-0.10315970913084009,-0.11876074847441757,-0.006787127443307058,-0.31811976085882215,-0.04281452657063492,-0.06247907552256456,0.017797914398641288,0.0006042407327314504,-0.1755814427627148,-0.017969040913120033
7.0,1.0,-0.15387998153711913,0.017709333307437247,-0.15715576379277557,-0.06755637393263039,0.017910919078675296,-0.019683602907083653,-0.04478930716324308,-0.006256368258038195,0.01147435054503038,0.008403373880602824,-0.01818208703985677,0.01140133062096095,-0.0035004188942380807,-0.0610772738037243,-0.01835628083955564,-0.1348518957211821,0.06466059990687248,-0.07182171123293757,-0.31756085612512713,0.08869541904845735,-0.07923403291358583,-0.03861751914474602,-0.006657335407287862,-0.06428704396491439,-0.015915297292305564
8.0,1.0,-0.12093738402841281,0.01760191002413502,-0.11398502235930015,0.006472893500545446,0.028882333367145335,-0.01305108721201237,-0.04141108323621824,-0.00410724379661416,0.01221964359967918,-0.013095479164356083,0.015458220990009645,-0.0003562984304511089,0.008289262332599169,-0.05710632897358253,0.04648642543361438,-0.09994678733380981,-0.10195617754210484,-0.008784872771268876,-0.3112815261785719,-0.04122107916021002,-0.050968333927003305,0.04408136063247804,-0.003898578468255384,-0.1534792579810448,-0.009908668491784331
9.0,1.0,-0.10104743466509951,0.01866216979511781,-0.1338044422029772,0.00099946786607513,0.025371921749179748,-0.012955240487760925,-0.03322038408797828,0.0028238187477638544,0.009672376811341466,-0.00933959691248448,0.010352061864610247,0.003747226207001606,0.01907486580687363,0.03800097905261817,0.06922399178234637,-0.08434851019107004,-0.09236460254718667,-0.012614738599018559,-0.28335945331996143,-0.03355763642153575,-0.052449556141408435,0.013258733946255668,0.0010016261526514935,-0.14938927967450746,0.026105952742535268
10.0,1.0,0.0759242045085723,0.028382583431371112,-0.02109959508808284,0.01699040337478517,0.050696498977012824,0.11991710210504535,-0.025117098285805613,0.00323765447305975,-0.008669384283363207,-0.008577944567288448,0.00844602582521204,0.004292400952877752,0.029536902884361543,0.06126169507445926,0.010259525479170584,-0.08512232368460902,-0.11347458685916044,-0.01244465139166327,0.08766898884815114,-0.04701502788447724,0.0013940988660583672,0.015313354811066339,0.001577768746787027,0.08786903760849497,-0.02937014250785202
11.0,1.0,0.12706373624504244,0.03329605257191886,0.007959687175304828,0.023272903001565738,0.06601682018507438,0.1535030942019446,-0.01769365145788108,0.0048147811032465205,-0.0050860538122599695,-0.005810868014114462,0.010762850165290747,0.009906364991181207,0.017688998682665002,0.07212191685165803,0.09663698970655847,-0.08173990161545495,-0.08949440238023931,0.019307882627585572,0.13850733578000127,-0.007788823311810711,0.0139892347194511,0.02174914324650712,0.0033353330655374854,0.1088208597577559,0.067931228120129
12.0,1.0,0.07449294933606378,0.017392438198178452,-0.125802492301135,0.013376609616951897,0.030379412604152563,-0.024447747798362694,-0.046344261575512295,0.00029138217286776423,-0.007241082337765358,-0.015551747930286583,0.009498391527558535,-0.00011334882853536172,-0.021518407716606996,0.043270554108397634,-0.02014842286485315,-0.10831237077423585,-0.130071330863802,-0.005390190174288378,-0.3373289622565991,-0.050434897601109446,-0.069069915620021,-0.009961072086673496,0.0021233173876524713,-0.1644760699370826,-0.015260490057862727
13.0,1.0,-0.14710732536352014,0.015360507143167005,-0.14927751054301958,-0.05654961219610059,0.016150251256464264,-0.023716908648622893,-0.048835176390158115,-0.006664130409703503,0.007934771197312448,0.009305362796938563,-0.009131385113459992,-0.0029901248146065092,0.004214099587074052,-0.06993885564805057,-0.020714382481597373,-0.1356898630661079,0.053742585590592785,-0.07432232017754115,-0.391723395034166,0.09628861884657919,-0.07565488667547425,-0.03260176184180662,-0.0070808601186482046,-0.18563838831578994,0.018606750731061914
14.0,1.0,-0.12609775033979526,0.016502117407711757,-0.15159401279580936,-0.04981631524597973,0.01257910182043607,-0.02034077378984232,-0.047488783912107514,-0.004521129794735646,0.0072868158083460415,-0.01572054584822356,-0.008044171547178378,0.03874415264454547,-0.0007691931717893146,-0.07150085466587816,-0.010557531659118654,-0.11202506597905182,-0.11851113711215557,-0.032261629917550744,-0.3447156493934281,-0.03919256541820901,-0.07182328198192209,-0.05083752909777867,-3.901323253655074e-05,-0.15629769434461185,-0.011027493169145228
15.0,1.0,-0.14580048576818044,-0.16626285095299823,0.05146862256716393,0.000662017455679747,-0.048767353907803235,-0.024422237442443172,-0.05733094533090864,-0.0329920492873844,-0.018504819942083833,-0.018537136176021058,0.011702895885488129,-0.005369172190045973,0.006833464791397624,0.02270705164563282,-0.0880828903296914,-0.05488312212978881,-0.1727702443233754,-0.01234308887625867,0.08607675189189244,-0.04793508935322917,0.02094076420919681,-0.00907530066628002,0.00010607602214448342,0.06341447918877903,-0.03377615655105759
