f_id,i_id,disp.ratio_median_02,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.mmce_mda_50,ela_level.qda_mda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x
1.0,1.0,0.04977732054600681,0.07067272853871728,-0.06164609527086767,0.2623261319245061,-0.03147702241828112,-0.009128364977422676,-0.019640572083797984,0.018169079487646435,0.040716389119788386,0.026405966498095144,0.020700176443491345,0.06766807362939424,0.07911160189303539,0.1297288448318122,-0.0011606136303824368,-0.03526831784559782,0.4228983715708332,0.48577328931773167,0.052826348861627695,0.1683462836881659,0.08757701458609195,0.014211076717133809,0.001474548690470556,0.13682171135828564,-0.04127317924248901,0.030852796193585105
2.0,1.0,-0.1209271767573723,0.03523585473593787,-0.046755299376420256,-0.04341163933788262,0.023547611539659594,-0.01619651507476937,0.002540671349514143,-0.01971172669323295,0.04932487563110544,0.017061916335799784,0.015826842519972108,-0.017211700106197242,-0.0049193415216447385,0.021360342423129817,-2.9074166923154633e-05,0.05062329241191575,0.3721465018882775,0.1683809029456983,0.0540144158993674,0.1700221837176712,-0.09717547745793934,0.0010829381038233543,0.002650603830112226,0.12241785671733897,-0.05158158158551092,0.040106511696303186
3.0,1.0,0.04225284276877874,-0.05126476536405874,-0.015743985682787186,-0.010338276159770093,-0.04311505490623127,0.0040102164942644875,-0.01861389706221638,0.025099931244185688,-0.025697842926736898,-0.02374627141316969,-0.004636247223631311,0.0583853342892834,0.022939630825336194,0.0024325240083984245,0.002903549087567199,-0.0019467790081600944,0.14482740646743597,0.1186037051210014,0.019281174907180013,0.1090471088146235,0.056446962440409434,-0.020090986148732337,-0.0009854415694782238,0.10057647230621915,0.030731475834305758,-0.011318876975250351
4.0,1.0,-0.04469409572634695,0.045250187111255565,-0.01638991827760908,-0.01804754146403286,-0.050679608779392454,-0.02429949027245477,-0.034032227472049495,0.0583947785535216,0.035186232617043116,-0.03389320388629631,0.01841121355697589,-0.02721054673345215,0.012372779087795563,-0.002648721637308584,0.008872276768706855,0.01897564307174345,0.11734054808919467,-0.16711022147102517,0.027312452515095904,-0.01367151503759758,-0.0849433822819308,-0.00201571943017456,-0.0012411369608207538,0.10345421735057833,0.016636286223115786,-0.020687039521814606
5.0,1.0,0.08612048344451942,0.012318730118264412,-0.014395820470990176,-0.004130087043930213,0.026687462008448664,-0.011978279320640956,0.008208197475707522,-0.011838491251269869,-0.011170883638149772,-0.009416058259879838,0.0004147843263038599,-0.0004218449987439311,-0.0016667528907652158,0.028684128042172862,0.010590697084340323,0.0028230579067745434,-0.33231443209922257,-0.12325567912616242,0.03127186205320501,-0.10305673624680445,-0.0021905631324456954,-0.0035325707152517403,-0.00038809299605586375,-0.171246053398435,0.028234676160718522,-0.012692273710076163
6.0,1.0,0.009329943980024872,0.010629555550730828,-0.044704036262373015,-0.00457632766980912,0.02260252963162279,-0.02264852941586204,0.008118671589928494,-0.026237528150789145,-0.016889543866977073,-0.02236679044635521,-0.0019191152542367548,-0.014597062180840356,-0.0058985957140137565,0.020558764230967367,0.0008661607357063289,-0.014149407340322953,-0.37166415700060973,-0.16426866285462274,-0.013553186880540819,-0.103790610342161,-0.09796511248732817,0.005122293210082798,-0.00038613846418525914,-0.2017038791534561,0.023345060154947767,-0.014661592053706736
7.0,1.0,-0.12485026317356294,0.007631309615447093,-0.15188490777632513,-0.03711081396262117,0.01838397068952925,-0.024134665651848394,-0.0064483491993503495,-0.024056282901180656,0.029580042928399018,0.02175237513544232,-0.011560338124614699,-0.03471573970287033,-0.006208904178911478,-0.00643070844240019,-0.0007364183053794656,-0.005712118653189991,-0.4484232908115977,0.08257228842528927,-0.07061221966215195,-0.037589422449429435,-0.11739410437161071,-0.0015190302643942736,0.0010813469009981124,-0.0631257177843663,-0.05835652054966925,-0.010444322763437881
8.0,1.0,-0.0490395073059274,0.004820541170933725,-0.07627871404732404,-0.026896363540633444,0.030206182875876012,-0.010878211719900489,0.009084228128656308,-0.022821715078219743,0.03124571810602333,-0.018507137214341753,0.005291963890904255,-0.0034862166348674298,0.005037090397050907,-0.00951032273670193,0.011620930835978238,0.057070565445330575,-0.35331311665799864,-0.1406039713346393,-0.009008827769644508,-0.09011802070736118,-0.09189933672391609,0.032577242696044395,0.0009600599579323631,-0.16724039068861557,-0.05931093794971824,-0.008030017036030035
9.0,1.0,-0.054494321297426686,0.00672369710491581,-0.08726893647595231,-0.024091996830983852,0.026923139770926956,-0.031110863228059137,0.005627126528087417,-0.02067731058871551,0.0020075782536665807,-0.01994236822465915,0.010219399355174063,0.0017062474669178231,0.00848319706916093,-0.00947506854320658,0.016446732207101446,0.06517641811607948,-0.35051800130809596,-0.1144886840378093,-0.010330165337365865,-0.07975132520110886,-0.09036591552770454,0.032135131025267334,-0.00026055315914002186,-0.1514077775692644,0.016374000893759698,0.02497511645067348
10.0,1.0,0.07131435248591657,0.021869945975289996,-0.06660460819288919,-0.002763136972544762,0.04981075133831143,0.06290077072112285,0.006522345911955574,-0.01000811871856376,-0.019567270412780165,-0.022489771320677296,-0.0021563190774442605,-0.012072084610948707,-0.003016758557711775,0.021415842898192892,0.014640735244499969,0.014038414492534984,0.08287452334368373,-0.14533263047240896,-0.007405546626880394,0.0032033266012136473,-0.012497334230991117,-0.0004431627633776811,-0.00041473339493720563,0.09670783252721658,0.03251618937677184,-0.02793883722966598
