f_id,i_id,disp.ratio_median_02,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.mmce_mda_50,ela_level.qda_mda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x
11.0,1.0,0.109946542826467,0.028112973655067302,0.007327747281174836,0.0012036018343998898,0.05826846436255236,0.09299159329989924,0.05600449867136731,-0.003162919654643431,-0.015501486878397173,-0.010832420854136734,-0.0019992465309250263,-0.003470958291299659,-0.00043323236344019377,0.025764314247352624,0.02030034366811645,0.05594480660717419,0.10913150802479302,-0.11792518386491097,0.033749763553395984,0.010245770904081183,0.014888414433107728,0.002212320605545996,-0.00038146778537537506,0.1171933192437998,0.03580215186752552,0.07071093725773703
12.0,1.0,0.06325386327719835,0.012505073794293314,-0.09979580646620881,-0.003079206165418462,0.02535553445908122,-0.02007422540938937,0.008306186159748699,-0.03937762700316237,-0.013519829958779907,-0.023065839566279035,0.0001764753209115579,-0.014578478047701274,-0.0010646201617993637,0.025948268852841055,-0.017682734467380376,-0.011216418667408565,-0.38125426165907317,-0.13817652116987453,-0.011800859284328214,-0.11888600510841105,-0.10002987450460771,-0.023693960067243506,-0.00038613925909876536,-0.20316462671249202,0.02481747301788575,-0.011566591052657754
13.0,1.0,-0.1083120076738094,0.005543581470154625,-0.14412053614140113,-0.027346559354755075,-0.0010138794795199126,-0.02910130357683185,-0.00794561407533963,-0.023293578199609602,0.026878110836328566,0.040694350708223526,-0.017454057001479364,-0.02903376591369422,-0.0013572896188355523,-0.019227651524881848,0.0023879432580640597,-0.044812343900864346,-0.41729673418957,0.06621512196037281,-0.06458200108903037,-0.12807349544624086,-0.112587350304267,-0.005615170878061176,0.0008882093609519025,-0.21626861353687482,-0.05309427920579412,0.015757060048838256
14.0,1.0,-0.10477709660592847,0.009306699004149412,-0.11297969333177098,-0.040752108944732184,-0.0015416646159315565,-0.03664263019261117,-0.015566463827152498,-0.02495099875352346,-0.003597570142886171,-0.023492854721792356,-0.0016223493661249942,-0.025940750987990827,0.002585629443704933,0.016952679477291552,0.008116530249703796,-0.011530676915170056,-0.3862470764008578,-0.15507494571843922,-0.03283705385187218,-0.11026094435899607,-0.11103396203893698,-0.009143522202384813,-0.00010661704579860009,-0.1816709759456291,-0.06314117593572516,-0.008484828526576775
15.0,1.0,-0.12433075508104727,-0.14259523721561962,0.04156119139620283,-0.04583906106990468,-0.05651428774770975,-0.02479452464164919,-0.01163985797871038,-0.03303554641038253,-0.0323894294896065,-0.0338178899546105,-0.0060719368758769925,-0.030253214510994577,-0.0003530305510665462,-0.02087704025912944,0.010564014735647914,-0.07781937420741931,0.057424705037164736,-0.23362826648434812,-0.004776542762597764,-0.0009967843937635232,0.04307052934282814,-0.004256709126913323,-0.000552559255561425,0.07212381411236747,0.002008961295050755,-0.04589382547926764
16.0,1.0,0.01071151324033985,0.01697587872957174,-0.024771886053881052,-0.007302207564091989,0.01797111165870709,-0.018086323893926254,0.03604996554274922,-0.020375581654271745,-0.014018364981375368,-0.018339316099126854,-0.0018320406938324707,-0.01048944205140602,-0.0005444539503367358,0.029162406272447507,-0.016805745923843284,0.00545663541941695,-0.3599208386644326,-0.13356330147975085,0.015638792713655914,-0.10615754241380333,-0.08511033261170967,-0.011407050416641187,-0.0004076001532109139,-0.20275387625641472,0.024100281682872194,-0.03448359188535202
17.0,1.0,0.04315495978704246,0.05465606555619901,0.11369526313939066,-0.0030900023717019475,0.007835937836870222,0.019395977238532893,-0.013452920831293848,0.05766361560745031,-0.023938446529947807,-0.011082495880013305,-0.004923098438852306,0.07645207053471771,-0.0074777894279582915,0.021219205212837322,0.0049806242135656984,0.05071746804367394,0.25749676217371725,0.366999404161278,0.05548422490831544,0.1268036728754331,0.10943379643786959,0.05012717976477061,-1.903334645701662e-05,0.11653097523412968,0.03622588477067388,-0.003999944915337676
18.0,1.0,0.014454684091400674,0.04679027220846512,-0.06618622034091828,-0.011138507696936875,-0.04437920678856691,0.00030134633592100637,-0.026173216295577176,0.03876043783291014,-0.01934866156947001,-0.022443087199036798,-0.005026702830378546,-0.011256705280179784,0.013737632684645677,0.0009809111889307893,0.012082572372092823,-0.02472747000809369,0.20434341964308028,-0.19331359259552683,0.002453052681521395,0.12367564164977173,-0.07893985759625992,-0.004870864643267962,-0.0018664324703739955,0.09757421119385756,0.033619557714886956,-0.019074096596653337
20.0,1.0,0.009299945379322546,-0.12665123684395166,-0.023880183507081897,-0.012162824704425455,-0.02095172804048258,-0.018084122274925486,-0.025405620336236487,0.02841952240406954,-0.018983357478871227,-0.04019141217858185,-0.004925377611215007,0.06032057787420832,-0.03484893301345009,0.010820936821243288,-0.011026142544522293,-0.08835050919862883,0.24774288650987547,-0.19046535477576446,-0.009311963470100135,0.0954139047760626,0.028966968812799355,-0.02777954140988339,-0.0019392176448018855,0.08467439454302102,0.0073626949280855385,-0.013983986895563419
21.0,1.0,0.027287174798889993,-0.06673091564850707,-0.01338402681197889,-0.02080399472954879,-0.0380590328272074,-0.00742861892007507,-0.023700529603929772,-0.01434599590012563,-0.03191625879757623,0.05691742724463211,-0.0049483742438022425,0.032058994612114235,0.06292965738184542,-0.020940020441357097,-0.002571442736481635,-0.033429026566283784,0.22494862062041424,0.3135549030458157,0.0025922201165320888,0.10883777143970279,0.06739223158902359,0.019023174031981758,0.00324354217585274,0.11042420691596687,-0.055445983663281406,-0.012884383054339935
22.0,1.0,0.011999041616993335,-0.1140977199983258,0.06660460313635568,-0.006489241429562354,-0.047682746637486305,-0.007482416525398827,-0.026339969893687754,-0.020569794169770235,-0.02137474325574961,0.023547348746977594,-0.035239106086678025,0.004358978450286405,0.001692682198480248,0.0442075731696649,-0.0059172151312737965,-0.028287160076597376,0.08876926493047804,-0.2113323797576249,-0.019202636631565954,-0.01580955369869713,0.04544247752433348,-0.013981675865063705,-0.0007412752947579824,0.07542248768770207,0.0027450731265819916,-0.05112688438846372
23.0,1.0,-0.05536260501381961,0.0024421390787752453,-0.08328739700067894,-0.05568440519753729,-0.07773120899254175,-0.031416447680943364,-0.03584639972805487,-0.039559781195628654,-0.028316388529239095,-0.033510318398578466,-0.048750595678470204,-0.037758936843062606,-0.04039861920667359,-0.018001609014379315,-0.007284808977476265,-0.08656308465258654,0.055232374431180245,-0.22712629404378504,-0.06199722945487388,-0.022475142041901583,-0.10879338707899022,-0.013827240224971381,-0.0003524841921926185,0.08466046720037723,-0.10422284321990782,0.03778039111310026
24.0,1.0,-0.06796930880638886,0.049873775284735376,0.10056881622280105,-0.0039662041655251805,0.038226942751445954,-0.0049334042998021126,-0.012214208834063933,-0.015398169611110209,0.0014688465065727774,0.05141504696109982,-0.04496775795023312,0.006808090511031928,0.003461973356919391,-0.007643299292931766,0.0014569256355320389,0.018723798034590153,0.07322954965192935,0.3053466342191514,0.01696190290360543,-0.04327629174611126,0.10422571062893457,-0.007186675742292997,-0.0005308032468394513,0.11712399537701752,-0.04567487281315278,0.029129324437254012
25.0,1.0,0.028980143590690524,0.04795043277686026,0.07954138077829968,-0.0051667316940582075,-0.03789859490553074,-0.009846047276813236,-0.02092883484623433,0.03127767781996152,-0.01670948672957291,-0.013300904196858646,0.0012393896172215094,-0.021988967423852895,0.0013201542235956043,-0.0078493334351628,-0.0029411201154609296,0.02016832943460688,0.06138506048681658,0.12723062053197,0.042442362564174545,-0.022352085458168865,0.045284796072235116,0.014030228508825987,-0.0005895291464085228,-0.0924710712796612,0.03157984709705448,0.029884514384595242
26.0,1.0,-0.040747348117585784,0.04891140715744588,0.08103254761161531,-0.04719971538902015,0.041587347156959296,-0.017535135227905015,0.009191617407055454,0.04633220749821329,-0.02553476214317352,-0.021634085411794214,0.04335378268514609,-0.01511379242348458,-0.0067718471320327425,-0.008249213225416992,0.009118492144704875,0.0259963630574759,0.08928110606108933,-0.14793694711485042,-0.017239864399952738,-0.013441063228316688,0.09672114207378166,0.02996979232494269,-0.0003775185123003391,0.10234575564528453,0.006027840193076357,-0.01717041567429378
27.0,1.0,0.037040926083770374,0.05498973896486453,0.0819843551431038,-0.0435677792276688,0.0304156044380908,-0.012116259374657075,0.008149263495734055,-0.018736902902289902,0.04159964811700457,-0.0257007480901677,0.015850713476909244,-0.022035301015355793,-0.004376520434285404,-0.009472084037773961,-0.004065859459706877,0.032746452278953064,0.11720972997342512,0.13716242147207766,0.035083058141530454,-0.0095671824846996,0.09124503773183673,0.013228336448081605,-0.001884411450531677,0.11411959999127629,0.003177316438563897,0.0340372935047146
28.0,1.0,0.0965532979258851,0.047925244014090936,0.10318165946167734,-0.038975179997405233,0.05646571341439276,-0.005283610202715706,0.01784226661648857,-0.015246761347382709,0.044342487969638224,0.0540516372117572,0.002335498071221549,0.01713478685218027,0.0018704277643751582,0.01605142345729125,0.015279648619052965,0.037124259169721334,0.1387833352175987,-0.1407306886247376,-0.0205962354803735,-0.0008277730848534604,0.0753656295187388,0.035660141158081894,-0.0023000778756258698,0.09827573644835713,0.01988885298852966,-0.011271041554271359
29.0,1.0,0.10259414616404562,0.05340443414737444,0.11148805950809618,0.0011388540636575696,0.052373725167092364,-0.010528759954135054,0.013676314950283841,-0.010785366506733148,0.052667083951542897,0.023349066729499164,0.02317681899012947,-0.021401276142361165,-0.0038972640215925443,0.005952436551950977,0.006565185210967838,-0.06695562835955735,0.14615216815604937,0.1885005041547944,0.026603504991883097,0.11637325984978684,0.1074771261991386,0.013863956838850963,0.0035201950458852707,0.12199605554593607,-0.052843226502754574,-0.010270800997848072
30.0,1.0,0.039779576814908735,0.05055026822947025,0.09769486022147694,-0.0024931267569215506,0.05165730908505026,-0.0058076098889098225,0.004007185286430049,-0.01066424750516179,0.051393720857570616,0.042421372738771425,-0.0036480023911857912,-0.02481098856006582,0.03097329238927391,0.022261756292854807,-0.0023270930557863366,0.0347198910064897,0.12460100175960183,0.1826836932858576,0.02773722005555908,0.09415357148370779,0.0974404477001585,0.008406812624081937,0.004703476713641959,0.12199837072739125,-0.05016968430291345,0.03578451748463178
