f_id,i_id,disp.ratio_median_02,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.mmce_qda_10,ela_level.qda_mda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,ic.m0,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x
1.0,1.0,0.04616230037688069,0.04847617798443783,-0.025542066625637686,0.053480374707733265,0.02066710220471533,-0.02427858281312815,0.03220669337358963,0.04083492918863464,0.001527135634278177,0.0066805242451546025,-0.0006403939219703603,0.07480760158310248,0.03342744550214907,0.012642394253711562,0.01772063141872787,-0.047310872081996205,-0.0035742940058286505,0.2692226528906617,0.742129588561833,0.053771282825037015,0.0921623901834781,0.14672700725564447,-0.0008772172895773432,0.03232998160478191,-0.000984739183197421,0.10536518376426432,0.042204300420027326
2.0,1.0,-0.09997521972928315,0.0464399770828888,-0.014811746986022774,-0.044691841811618,0.0204381508776148,-0.011087029551361758,0.016234791922146607,-0.01982689611293506,-0.00024796900987735947,-0.009353246990247234,0.011656284700446946,0.014751215254053861,-0.0014375417231805528,0.1359594157247706,0.009157760357278676,-0.03480926791720933,0.042263379886502944,0.25611569811490253,0.10851204546077814,0.04384442826145046,0.11327359957162192,0.14577806050519596,-0.04050868631008438,0.006041785046898538,0.0010560792553692504,0.10857165672013619,0.03179041889206479
3.0,1.0,0.058428882147550085,-0.007656599848945181,0.012105941988234909,0.012310070387766239,0.01167484121373412,-0.021872742101518496,-0.014714689532400564,0.0506902980329998,-0.008134389284386426,-0.0009175166180817051,-0.005337971786894321,0.0025851541677895033,0.005131452494086391,-0.027120985919258375,0.003257596321771949,0.020499645585191437,-0.013144993944959087,0.11877726200712148,0.12996990522871085,0.01510853449832911,0.07332369346507142,-0.05593632987681563,-0.01532113909938239,-0.017447496185864723,0.0016671306290945097,0.0800209000936547,-0.02117167350701145
4.0,1.0,-0.013832355070664921,0.03231584480338117,-0.028832627426592355,-0.06392917343412322,-0.03386791685603818,-0.03326042404895095,-0.021718085115666707,0.06990485300446463,0.023531322446815134,-0.022053711249583774,0.00869840171156379,-0.012390722509239902,-0.002034795867169817,-0.029026896762118497,0.01872386208314198,0.04743474364472667,-0.009454098808012843,-0.03633342657293035,-0.17805621223047302,0.022597573546124666,0.004469588278723553,0.10646245243208394,-0.05199456198797539,-0.015017740515681005,0.0020776162254975035,0.10435589308056245,-0.006576221899529629
5.0,1.0,0.08391369624248875,0.019159161032127066,-0.01614124828801573,0.017272312905421385,0.009331437409495203,-0.01738719532626154,-0.005362273969514617,-0.001188987139802208,-0.00725055881693084,0.005603422175716881,-0.007733404141477227,-0.0159111926744577,0.0015418709843159465,-0.015060788509527068,-0.023706159555440507,0.02597469820243496,-0.00021044407654447817,-0.07728233513826953,-0.22030202684277725,0.01741036736180291,-0.0981848385063533,-0.07284259979940495,-0.00021522429491783703,0.010258756069534141,0.0018260707667131888,-0.18985583127348749,-0.016684196780374923
6.0,1.0,-0.003798786745693441,0.013023520712157436,-0.10874826723827949,0.020820119031383394,0.007270339536519396,-0.03070532149888549,-0.0035419862187210326,-0.03313795314469,-0.009368961972518167,0.003161259060447853,-0.01331835763598845,-0.012541101828474283,0.0036734804398006983,-0.01583272774843364,0.02252189123363057,0.025562100295369507,-0.0018811853141303793,-0.08928998162960354,-0.23047167073591573,0.0001493897965199511,-0.0977819504869867,-0.06155203619992794,-0.05411951076754591,-0.011876681663977914,0.0013877908483236035,-0.21223770918536514,-0.016019604375273982
7.0,1.0,-0.12645210782766841,0.017070739700206734,-0.16428827092673942,-0.11888184712556776,-0.01491348410174412,-0.03671145741464095,0.0012231880574383352,-0.04903688823132329,-0.008537279533896462,0.004620178947025065,0.004169278611154463,-0.037904248338586306,-0.012860953755270334,-0.02122178647592291,0.0054692216728457746,-0.06270007946259841,-0.02314004794138992,-0.10167391673311493,0.18877955581283953,-0.1145303358224973,-0.023115889710516268,0.1273258334314079,-0.06546284475298647,-0.013433579576189921,-0.0032730423352771497,-0.20828220028415978,-0.00995371268915729
8.0,1.0,-0.05890068284680722,0.013577808369675147,-0.1245172516600475,-0.0001942036823056697,0.016727850940374517,-0.00924420753188321,-0.0019863217719051345,-0.028938916182075412,0.00121119670721827,-0.025645530352250836,-0.004969907263371353,-0.004797482518040096,-0.002022731959452179,-0.038152824293780814,0.018758380101056044,-0.05357265113919156,0.013519345818487578,-0.08743321192507239,-0.1903318631999916,-0.02980944221598711,-0.08840733909004186,-0.05477908454996819,-0.055525277230000725,0.02105662962977737,-0.004068167646833744,-0.19290439916384175,-0.010766315078439798
9.0,1.0,-0.04094104282801871,0.012176525092315198,-0.09099149731398891,0.00044060481810285666,0.009567770864851452,-0.02913079909553915,-0.0028160385021348605,-0.03976781171454423,-0.0066132484237506044,-0.015992402024358716,-0.008200690605804289,-0.007287044337377422,-0.003003682142644314,-0.04090800402550473,0.030833205657259066,0.03685451506992654,0.03250823145717394,-0.08621013884995887,-0.17996594009078903,-0.02295366826353027,-0.07155874012433626,-0.04695140435477898,-0.048954584606575535,0.030027983012321006,0.001484372991754699,-0.17752692940461975,0.05371106701556031
10.0,1.0,0.09093887709776055,0.02955590958592904,-0.030132569133092268,0.0175346426989048,0.012750521841281063,0.1445598922159218,-0.0029876457436791956,-0.028641932857085457,-0.0064755283669837805,0.013347907275640256,-0.009772684936575498,-0.011118925977629273,0.005149562382262241,-0.006639589219806692,0.03876434142190714,0.03897796039397914,-0.006088309086389183,-0.06470991948151487,-0.1844804078049273,0.018545398467345695,0.012251816119662513,-0.07404078427348133,0.006006045952961763,-0.005940446201523319,0.0013486388242091945,0.10586690728474768,-0.02641667778174153
11.0,1.0,0.12242348365771592,0.031938505897966915,-0.0016972372064457354,0.022112771594265803,0.013982534199281794,0.20682704816280453,0.05080999577690518,-0.016384328591464943,-0.004454039020408313,0.02219697949263517,-0.006003532875989556,-0.007219782143433256,0.005128585426150158,-0.0029221586088928296,0.038899988800382174,0.03915493385438134,0.05431383376318319,-0.057338213914278235,-0.14671766008612933,0.018520562732611733,0.019654076857473043,-0.019217660075407466,0.02697468884195969,0.011247502449232286,0.0010581907770234994,0.12087344715691117,0.09799181518009631
12.0,1.0,0.06948930615593923,0.014659666160541906,-0.13149816313556198,0.014245921905334214,0.010153049877076388,-0.024236676029779695,-0.004405003906079869,-0.04019757606537533,-0.008150155833828472,-0.010996039828480506,-0.010566629133474755,-0.01640758381952716,0.000999912359496377,-0.020277601677196506,-0.03956244292257887,0.02072317453615458,-0.021883916306546233,-0.08545149898374974,-0.2374622552442658,-0.011428167595163834,-0.10832102657660406,-0.08428091371335239,-0.0576102409415082,-0.02318606534166584,0.0006413469952128733,-0.2165690377367577,-0.01744342346365012
14.0,1.0,-0.11972154391446127,0.016427564074768405,-0.14769285372743166,-0.07955357537815552,-0.0038136429108909455,-0.0342775853152496,-0.0023887184474741707,-0.05113732720855633,-0.006605252668426726,-0.025916766271311332,0.001466455342053973,0.004673138377369063,-0.002896911676770985,0.1339158289230806,0.0061437439663538885,-0.0704672483116013,-0.013983995451484245,-0.09707918991880275,-0.18977351658030112,-0.06522016115771577,-0.07666153958130234,-0.03730253144922121,-0.05637458405326898,-0.020919194086277113,0.00046869815232890717,-0.21686566204363983,-0.011618093294349582
15.0,1.0,-0.12982864386744797,-0.14439385814455652,0.06275459539364255,-0.014951777760068712,-0.009395532365046476,-0.03182002427208776,-0.0036925370075624186,-0.04616304352220525,-0.010734511586331338,-0.02237596956654378,-0.010859290549146847,-0.01671337883151727,-0.004886570611286869,-0.059768430221492516,0.020198059307336955,0.01980845979070615,-0.06142025703625213,-0.04609143845558472,-0.23746608722948367,0.0055435698176160165,-0.003047156446614637,-0.07416824891909593,-0.02462491021530835,0.0031952149377714486,0.001048870889752667,0.07154271340852233,-0.05872722167449021
16.0,1.0,0.002437808329703295,0.014476414529359294,-0.1045436037488036,0.015223868198771645,0.006265262531812066,-0.02583418874888954,0.04822483516719543,-0.03236302013874012,-0.007535963939517824,-0.009722169281143778,-0.013409104304920856,-0.01705561359904833,-0.0006612434866836765,-0.03297523430594506,-0.03546462894326588,0.019183106383489978,-0.015699018918684422,-0.09010343259727269,-0.23046185259071522,0.012801298286296232,-0.09448723697043823,-0.05323713909521825,-0.025549018539410915,-0.0029488608543799984,0.0010602092088660528,-0.211783075673028,-0.05633282921798174
17.0,1.0,0.029852552800615523,0.06034326360160472,0.09861788550092984,0.02585481103944209,0.0427455584639898,0.011742532291128246,0.0014398072512819713,0.09019232981971224,-0.009618237174543598,0.011530207925247008,-0.001765429561913783,0.02018100478716057,-0.015218403367196261,0.015065251024342172,0.01672360004425757,0.03005870250938503,0.03319918873992931,0.16817891931298237,0.5103444573449778,0.03999252444163987,0.0894045731152145,-0.0507906747155773,0.06805552499636791,0.027741206140823243,0.004303001560384086,0.09327531439756406,-0.009053901242021179
18.0,1.0,0.013037495098349654,0.032000738906318,-0.021076121055306256,0.021480854832746334,-0.025561746632251026,-0.02831236504969447,-0.029266572610949664,0.06079689841626354,-0.008701202106836907,0.010059528076442819,-0.007359108761966604,-0.01215545093060035,0.0018519268973969287,-0.01591927605989471,0.035772124893997656,0.028023027726102486,-0.01353209065200685,-0.010325073437193933,-0.22548286099497314,-0.011567708473270944,0.051806290830519804,-0.049376697307815236,-0.03741589286224723,-0.01236869507298705,0.001880539671848997,0.09183987597234651,-0.013232765210820048
19.0,1.0,-0.023318638834991797,-0.09815036377247972,-0.045094995290902815,-0.04200244322693735,-0.03571149724593401,-0.04011031483962584,-0.025713664483194697,-0.04491799415012205,-0.005608576090957641,-0.019468347016886742,-0.006312140410924442,-0.016575141769388527,-0.021768636792600778,-0.05270332342370803,-0.010417954301205982,-0.05322625879589435,-0.031543963914094336,-0.09576980545715673,0.03981060035218688,-0.01192967734941623,-0.0056916292837512,-0.04707104176701524,0.006960182462654519,0.013288704191044281,-0.0055961986917143075,0.06150761107813741,0.025711801631390824
20.0,1.0,0.010209011405988183,-0.13498159277209787,-0.008732648626479479,0.016855947178570908,0.026631802429442398,-0.03664204408209976,0.0028571585692591483,0.04077226095199391,-0.008324133342659534,-0.004845627845299472,-0.007828475060971998,0.00781510447710029,-0.007528383322997481,0.011655226900269494,-0.009818267162639083,0.018214181576157347,-0.03017444852911357,0.15237535483721049,-0.19213731134174508,-0.03212089420841926,0.04250189569870188,-0.07955245510424841,-0.03744241889881606,-0.020801020696312015,0.0007302569923167038,0.06958947545304363,-0.020085484650069
21.0,1.0,0.019520815862453997,-0.0016230426235594375,0.020609516217180882,0.02530386487382854,-0.030204655551379484,0.0040156190657719484,-0.002614957090136303,-0.026126204672254447,-0.01224258233676813,0.014213670795039471,-0.008001109592335867,-0.020609976811533738,0.021993001228913293,0.05186844834853985,-0.0061925811739529085,-0.02303752480730095,-0.005653129790232737,0.1382988490051964,0.5002593044515884,-0.012214883281156289,0.06073606332889558,-0.023581848239529846,0.03092580007263176,0.022315914852386997,-0.0004147154211350584,0.08992524257450651,-0.011896770944339425
22.0,1.0,0.006832027910514664,-0.1003410045152843,0.08151708096490491,0.0285052264276126,-0.0025860918000952513,-0.029451165490767726,-0.016533569718319506,-0.029719442959524327,-0.0075610658656168755,-0.018724312657521554,-0.03458441239245313,-0.0003466008562785075,0.004353823627904029,-0.025828493581273017,-0.020609466391477597,0.02336113800206926,-0.010233636653491382,-0.026500242075969366,-0.24091819074721468,-0.0007626195732548901,0.006644260663443053,-0.0570663014973147,-0.003630909296635605,-0.0032095934734379643,0.0007487640248728193,0.06064019279434165,-0.05828967591893578
23.0,1.0,-0.042263885527475197,0.01688058723918544,-0.057261622282747726,-0.0864403027145956,-0.027263236765680987,-0.057375362234199555,-0.03466660118473104,-0.058442059980056346,-0.008649771564953035,-0.037883476275642536,-0.060697053775322404,-0.007555861570227449,-0.015422959480476192,-0.050163241209618126,-0.04988981702019834,-0.09219179643489739,-0.022974971956214507,-0.09943832216341197,-0.23922689142744155,-0.02502225507144061,-0.009521217864422766,-0.0704690909920775,-0.06563100351520929,-0.03732370390137616,0.0016783282069161478,0.08870440143265564,0.034600818639515245
24.0,1.0,-0.025951421628338956,0.025179017415029478,0.08714613830048877,0.013348648076241507,0.004228292142137948,-0.001157251722996458,0.014864055021242516,-0.022280763479215964,-0.004438617726144443,0.04632505062000393,-0.0348124208351781,-0.0027984435172532305,-0.005116037952684724,0.08607559131616957,0.009497781916604754,-0.02938410574601847,-0.0003143115958542297,-0.08536115228997812,0.39674369481693367,0.012309759699106504,-0.009413832507582563,0.09965108243309222,0.04105749105429708,0.006302342807244208,0.00023072396897742342,0.08952284991946761,0.03591421775673298
25.0,1.0,0.02357532400590959,0.017858329474323646,0.08662115253494419,0.02171384311797994,-0.019173801732753022,-0.028071490220199818,0.01088468619333129,0.07205784916052328,-0.008304138939740831,0.013395405540553872,-0.00742351118561128,0.006218102359080822,-0.008889418003648772,0.04917607599506298,0.01755896635861428,0.025180380362103922,-0.008628904563944065,-0.06908669147115779,0.18864697653627244,0.025073637343956335,0.005682878323876728,-0.017511430458128915,-0.01327195755424587,0.01732356668000396,0.0009726195871340776,-0.15017299271383902,0.045640222341693695
26.0,1.0,-0.018787674380130456,0.037876517327839705,0.09788139606580332,-0.05119042988856332,0.015246092712291383,-0.021630433556536738,-0.0022793593720469864,0.09958593584945968,-0.012494931577369205,0.006244638529117526,0.07630161410971707,0.014430540249160387,0.0035655399745525727,-0.02074779161405319,0.03628361944044784,0.0324828711946035,0.02400369630449435,-0.07558699699994176,-0.1585968000658928,0.009589292821616977,0.013794266606508003,-0.051465651968126566,0.036477713219416286,0.017761496432964624,-0.0010468835327073795,0.10477731248033723,-0.011795605963443758
27.0,1.0,0.01855986281207058,0.040251651413200897,0.09515041650692704,-0.03929227793022183,-0.001137212011494865,-0.014340388703674836,0.010178798539793806,0.018813748476195827,0.0024176900142606882,-0.01737330250966094,0.043027704096687304,-0.008873191224790147,-0.011777628298126838,-0.0072809985177375545,-0.019082436730122925,0.028122834548937277,0.017304691265159027,-0.03501318934935465,0.15788441145967416,0.01746622137708415,-0.011247922581530746,0.09245734485456135,0.05472729775736042,0.017724544449224878,0.0008975861320713612,0.09477832085566247,0.04025469465934995
28.0,1.0,0.10752286235396537,0.03487844067082552,0.11624571064968267,0.002183423498069083,0.02161092963851529,-0.007683045084447908,0.009123221906378388,-0.0017218280782915166,0.03966144457477211,0.045591702569668525,-0.00606408818167002,0.008007400895769425,0.00047265589803150267,0.11817907287891923,0.02783792774573022,0.017779372111979344,0.02443606419685113,-0.01820079931384091,-0.14448439779489367,0.0021185632097691022,0.0029492675459415136,0.11017694105035976,0.05064611369315398,0.0234894652127896,-0.0007441599563657036,0.10035506743198729,-0.007519511271225191
29.0,1.0,0.0849719935101259,0.043214116463744255,0.0980568557485506,0.025362246712163358,0.018169753440975243,-0.004841587292752747,0.01186395720922526,-0.018446226800195645,0.032562358291636555,0.02224944067585478,0.004310486419902353,0.014745009184759794,-0.0034417395562129373,0.0059067563461737485,0.009008053582943104,-0.011976982192267685,-0.022767015873422107,-2.6984783358150778e-05,0.21088255685868587,0.027274657003031052,0.0909506818201734,0.18002559932295503,0.07453944842555835,0.006285820864770952,0.002216146689240084,0.1166953804229989,-0.009549748279638481
30.0,1.0,0.03367183082822029,0.03146148038011876,0.1017715781271118,0.015492834065949436,0.016911040063549442,0.009932129991904305,0.01370182113823253,-0.006203142308352982,0.023505457269328175,0.04116497811276417,-0.00941084110970831,-0.005088844475840297,-0.0005119227063773491,0.0910954098184009,-0.014179219647526584,-0.01730317140454117,0.009337441603076509,0.16483437379578683,0.17328471275546461,0.037218076442100914,0.041432498977724094,0.10370130360343352,0.05712592593040288,0.015771302827772487,0.0010414101127649707,0.09631125192075513,0.034785455250378544
