f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x
25.0,1.0,0.04268110268596416,0.014307189493675189,0.06243074208743412,0.024814915185734077,-0.033167912451651654,0.0010674455513950223,-0.019076290245337656,0.03624952638007931,-0.013582101887308753,0.008226628518659858,-0.003470938563688404,-0.0017453506553063384,0.025106022384222257,0.0700680459954675,0.011452211757552174,0.016623992095707484,-0.14478426628237034,0.10979604923256663,0.030048552880931625,-0.0554207555063739,-0.08860440189316031,0.0149776849273947,0.0007646380826398418,-0.3125249360765571,0.03755371356897944,0.02739962308922343
