f_id,i_id,disp.ratio_median_02,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.mmce_mda_50,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x
11.0,1.0,0.13250023480280268,0.025166393844855486,-0.01478522550567148,0.03613005869756933,0.024892271284582653,0.12780701173853998,0.013580856516718443,0.043053969377444275,-0.0038492964097813064,-0.0049744722811840255,0.02822071354942322,-0.0038175051513540505,0.014677870145493656,0.015185101293202214,0.010528505714234701,0.05838355011529764,-0.08408004480411925,-0.08678181431840172,0.05575728695943647,0.009532054376678614,0.07230480566961298,0.004443952756156274,0.0015032801676918188,0.14842628127385107,0.0552102562536327,0.09629700207629367
12.0,1.0,0.0745675004411156,0.014562125668512815,-0.17665988497379898,0.02242803975606695,0.015006179964227885,-0.011040624238170682,0.006667206530117936,-0.0013148047253539398,-0.03681759216413546,-0.01450383995707104,0.010018701848382385,-0.0009033933277831079,-0.014545623044110946,-0.024039552027055603,-0.011046302927249932,-0.03083179566087764,-0.12522901370342815,-0.12676771697184414,0.005390723953835479,-0.11094969621534644,-0.09010764606125816,-0.057552495202577506,0.001011948609849413,-0.2541890888554074,0.035619000584359746,-0.022073205455699654
13.0,1.0,-0.12948812462038975,0.0070733818524388176,-0.19644181557214013,-0.0693863762879171,-0.007069804578767752,-0.012923549894599517,-0.031098465381624286,-0.005450658400369944,-0.038937785463859634,-0.012523592832685827,0.002714535962553722,0.012204121366820935,-0.009326614974150164,-0.03259302333257389,0.0008898707178326511,-0.009980219100443513,-0.15627398494011138,0.1242622117317455,-0.08650954263771367,-0.07693566992855062,-0.09546273203593975,-0.007368387791177906,-0.0002158674438636636,-0.2754201639940077,-0.0683645259740622,0.013711060822898493
14.0,1.0,-0.11530691411563067,0.0073646168667946665,-0.19301265532737363,-0.07994019119676123,-0.005056243701743306,-0.009769979555359467,-0.0036220578860205383,-0.014368543123663433,-0.025132906284358558,-0.007682170973044902,-0.012191065113783475,0.001203070702412486,-0.030822743659425868,0.14147677008317083,0.0020462441561520687,-0.025100621935268002,-0.14352455996078745,-0.15738633480074765,-0.06325419135198954,-0.09205216156014923,-0.09186279749195561,-0.003032537604128592,0.0008846808686248699,-0.23077673740537688,-0.06371394977529797,-0.012680061407951517
15.0,1.0,-0.12580455712819263,-0.08567666990456344,0.032193600649220756,-0.04398893534498882,-0.020957453415483447,-0.03025879337605532,0.004251856531944343,0.003315002363492495,-0.03214388076390752,-0.010167352419588403,-0.018053178046894942,-0.007650867152615981,-0.03303619279468185,-0.014142228584467603,-0.0024690768208113973,-0.1385631422195343,-0.056934542106442616,-0.1752594653889114,0.04846737515766716,0.0009085616947320405,0.031454108396014986,0.00510734275100546,-0.0001475128232523526,0.09794261512946478,0.016191663657379743,-0.0662327690498295
16.0,1.0,0.029996598870098812,0.008246527907096655,-0.11416050303739525,0.0249470869168905,0.007883979412748683,-0.012150971383216509,0.005140832919458518,0.026488491269581166,-0.024087225594618407,-0.013571266895431424,0.021260309056153254,-0.003055406950779368,-0.013060309129272077,-0.043503240816451315,-0.010686890072731837,-0.015623288174234886,-0.1213715377113842,-0.12725376292855428,0.03044621866797275,-0.10442490352342292,-0.066107234289589,-0.02404741078922481,0.0009425544556881335,-0.24762692065682693,0.03379918608132374,-0.040093035911836675
17.0,1.0,0.06574438007721359,0.019780978216172383,0.1482275524671001,0.035791386395373735,0.0013404321941432843,0.009117214690965023,-0.029183110271607315,0.0156760300329415,0.11073232103525685,-0.0007134640618584384,0.041447131815728955,-0.0008931477699692142,0.031272199772399444,0.021387061193777302,-0.0005089266943960226,0.09128255224276598,0.2005770580220233,0.3921635522279017,0.08797085915778816,0.083836189962337,0.09605649344108089,0.04314913032723438,0.003832919166402937,0.14288222605746567,0.04036176042627388,-0.000599078050357959
18.0,1.0,0.03872924301377696,0.02161822357845894,-0.06140306790336286,0.01811759391301297,-0.02810258456636445,-0.02607050883499406,-0.004795005687097742,0.0004036991191883644,0.04791853022862134,-0.007976608937495099,0.001853699489691005,-0.00472213963620699,-0.005124429133449135,-0.004428203523081493,0.005524511300223419,-0.059982268929162946,0.05692818120727079,-0.14164787025203873,-0.010370050814838406,0.09493233116229786,-0.06100680599313878,-0.01917096806317456,0.0007709542148071373,0.11997695089081274,0.02470571898269861,-0.023559636678994893
19.0,1.0,-0.05972458036884058,-0.03558241146977622,-0.04285317655529895,-0.05046173549893364,-0.03526295516078176,-0.0296682535914482,-0.04609723242036074,-0.006452376045347411,-0.02784926784890944,-0.0030276946416615907,-0.01490666091358316,0.0033269880404066523,-0.010375876060141313,-0.03257438254084515,-0.008116731219425029,-0.06385588061268957,-0.1264123718452927,-0.03623044023058906,-0.017256078274074226,-0.03191064189758111,0.0019869747738973935,0.0013675444861606086,0.0017840921619810353,0.08989399446171795,-0.050685144524518805,0.029722568440954892
20.0,1.0,0.01884502572647174,-0.049968013452812016,-0.008430163669583256,0.01921049662809811,-0.0006051285239917628,-0.032789687419748755,-0.03132104005839239,-0.0029267081959099585,0.021378748569433503,-0.021274660684580574,-0.00891984258087773,-0.005310333008404587,-0.0014625987916374776,-0.02870684784461402,-0.005879660940338694,-0.08658222311360238,0.2185811720905915,-0.17465591148224235,-0.039804608150999,0.07737107918573184,-0.050668842261415305,-0.031230302447999944,0.0013715230931141548,0.10191022913062002,0.006519892226709221,-0.014868682991362236
21.0,1.0,0.049146899456831594,-0.00821077789770664,0.030846733323077816,0.02653635055692329,-0.03913468798328293,0.003989518847842266,-0.005228178922598735,-0.01140286974234826,-0.019487687038720704,-0.003255443379057745,0.019569371599864542,-0.010182204114397447,0.0119127960474225,0.0659290596698175,0.002052967950740953,-0.020371359044413267,0.1921424471353009,0.368049149963541,0.023619346064294878,0.09148274023180925,0.06995189516403573,0.026601714378692715,0.0022345410778261037,0.11939918066874694,-0.0070346083229920805,-0.006403035761892404
22.0,1.0,0.021263457050565763,-0.06997875935625131,0.07386037630848774,0.03628407214662073,-0.012151821858140932,-0.027487969061881973,0.003082899923785335,5.203636139801291e-05,-0.023616217750794984,-0.011314902233818189,0.008682482198971045,0.012532408541970365,0.02272423057221193,-0.0244538143527544,-0.0038894716745883676,-0.06736142431652202,-0.047483956805967974,-0.15979936571729458,-0.031029128778069254,0.005299393101650216,0.06692898791806574,-0.018754503988722384,3.2655898981820766e-06,0.10220756795203081,0.011823501160893323,-0.05364751705212105
23.0,1.0,-0.09688038189927625,0.005487376450899,-0.11700791664945027,-0.09421125138567701,-0.04249023446658178,-0.035709280456115565,-0.042920778970040346,-0.004603664960620446,-0.026813600029347604,-0.01078441145814235,-0.02051503327834757,0.00035904182001703295,-0.008108696819646974,-0.02763981168628113,-0.005900521574917639,0.019001266452806656,-0.147529025884846,-0.15425839433892619,-0.07546314362239731,-0.047606379937518324,-0.09801789605302812,-0.022442325401437434,0.0016644726339045098,0.11069662802614956,-0.08847271973876558,0.018614986093620653
24.0,1.0,-0.117414692235554,0.025049924464713103,0.14463461659551569,0.034457240089703745,0.015015893978119995,0.0014626942975526462,0.005760422754694741,-0.00740049588372344,-0.02321028906772212,0.0005032198568853773,0.034501873626731246,0.004677864333021166,0.013734443161726048,0.08197765307256116,-0.0016416334795812662,-0.011684130780091798,-0.12244837255379436,0.3042318211923346,0.009973797603242424,-0.04302470121769373,0.08387898693977436,0.010681381716082102,0.00225574306892245,0.1395498517420469,-0.032830106200377615,0.07360506293231324
25.0,1.0,0.04420633142540733,0.01704113554981716,0.09469548429385673,0.02409881919042497,-0.016495825759356902,-0.01841237596231808,-0.008237162915470348,0.008565319162426666,0.06437482188036481,-0.006390157931675212,0.019006503455242962,-0.007830119907392744,-0.003370315780663971,0.09957454733662219,-0.0015948878783621102,0.019590995040746045,-0.10160248731587798,0.09658290871963228,0.05715024736861298,-0.03584714696162911,-0.026704348163361775,0.013961172396305246,0.00012070847674133583,-0.12859877281635684,0.03945166975924552,0.03971913371817577
27.0,1.0,0.04253255721395635,0.02436905136543018,0.14275687637249154,-0.052419767856558094,0.028918694129734634,-0.021435553040198316,0.015544912794121166,0.012103689351213196,0.007077561131347187,0.009886400992694666,-0.004384169178652633,0.0054544946548354956,0.0028269426732133174,-0.009096240390634046,-0.0007262753223877079,0.0656974075735775,-0.027364616434323752,0.06462054789909204,0.06241864558926724,-0.012676125955932876,0.05582207063691244,0.014618014616355608,-0.00028900762257590357,0.13323001908610838,0.02643497573240773,0.09995268424465463
28.0,1.0,0.11034901124345053,0.03295070843481691,0.12196752956004353,-0.0326291810385301,0.020981419235598677,0.0061103385296640235,0.006287951225505471,0.011100299000962599,-0.020281300177797147,0.030059064824323682,0.038437870443268365,-0.006672745232049359,0.010716673791504493,0.1129959552442094,0.010589359210365235,0.08584766903741228,-0.023975124271443077,-0.09650942210320432,-0.00020264252222478604,0.0009807801411874171,0.06636668165299822,0.023173057222812262,0.0013578623185900342,0.13568966408273145,0.025861053704629516,-0.004940958256809328
29.0,1.0,0.11487173547096663,0.021923743983375907,0.14010106820113508,0.049089613533859495,0.03709003382112401,0.008747708944110933,0.0031949890061337255,0.02001914898438513,-0.024065563585510916,0.04182160261343576,-0.007804764545068906,0.016163003778121937,0.00047726476163482924,0.018771313459504183,0.0017941751669022215,0.04777294388535541,0.0690816751717114,0.12832429626831365,0.029514575855913414,0.08341090465464727,0.11915349877159029,0.023163544523212086,-0.0021202934803755324,0.15594274517206358,-0.024193349857798998,-0.005527043484333857
30.0,1.0,0.06910820791106495,0.020119899701926958,0.13592989032585004,0.029668731235656724,0.01895006191942498,0.011742982372584167,-0.024439887193523885,0.011872988568848105,-0.02103719484541427,0.020269738503722746,0.015043878936404364,-0.008989981229671498,0.0014064553799820313,0.12031556266511483,-0.003765048848405108,0.018630110915710346,0.15557123031152464,0.11154695654439918,0.06884925144937051,0.05275754976251991,0.08244116022810499,0.02068536102047575,-0.00013982843680823416,0.1388307657405441,-0.0319571594969427,0.038674321760273855
