f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.qda_mda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,ic.m0,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x
1.0,1.0,0.018330367490051885,0.04347495420153699,-0.1390169588684903,-0.05891228715857549,-0.039375715640377285,-0.03524054626914665,-0.004698610651130761,0.08368985222823105,0.00652890521424912,-0.011891102122302263,-0.004791998236697617,-0.017587916336097447,-0.01942673030663846,-0.01369869587178788,-0.06050572535955245,0.09589361340888343,0.22642615547644568,0.08096071726670993,0.07857721133900225,0.015319883998652984,-0.06230027141096117,-0.006487877204035077,0.00033938586071111045,0.1406577430813619,-0.03318783889744319,0.06834211534535223
