f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.mmce_qda_10,ela_level.mmce_qda_50,ela_level.qda_mda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x
29.0,1.0,0.09365984600520144,0.039685704224166764,0.07335903729548979,0.008106859726873396,0.031249799972379574,-0.010475677916216446,0.010393800097280009,-0.046283564235176544,0.008956288606471614,-0.00402497831896472,0.008875420414533836,-0.00775706313609376,-0.035966218468499386,0.011089377899784588,-0.057970869678400365,0.009288801438443416,-0.09144119658688284,-0.046984130382410366,-0.05488796214930556,0.0648624646398736,-0.0745011246448711,0.04754313072401197,0.07116491376867028,-0.05126040203166024,0.006939072500652824,0.14434008597905224,-0.027366256391608116
