f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.mmce_mda_50,ela_level.qda_mda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x
1.0,1.0,0.04329229665886403,0.09082939749899896,-0.05888512690208947,0.2692820865688011,-0.03317710295200281,-0.011789781347464934,-0.01251077204381082,0.031852123995427126,0.04146453174688917,0.005700038124838965,0.011258463052470503,0.014186581806961151,0.020117923346115073,0.059161107154210184,0.00558398405482851,-0.04338238534848433,0.31879010236317695,0.42300205909912286,0.08591285412205328,0.2815586494094467,0.04571681714903374,0.016456512604538894,0.004700898068103136,0.18350399865946868,0.00421579756365726,0.035318557833879376
2.0,1.0,-0.14425626183346035,0.06831767371161533,-0.05636420717547522,-0.047545982367467585,0.013502725661888784,-0.009190195561145403,0.0023579694335298744,-0.022299625226867036,0.02779222375683473,0.010640349807201539,0.004717078936101068,-0.0017839028256763597,0.013030131937888868,0.09123529531023106,0.017397912643007957,0.04834958060769215,0.2936979487447722,0.002603997125990095,0.05843514061170424,0.3111308245586287,-0.10242598497632843,0.009683725453970024,0.0037303276942612677,0.184413529088348,-0.019576204168716305,0.0386320121013239
3.0,1.0,0.11112055928440773,-0.05964858166465536,-0.047781497174509815,-0.012090535984969831,-0.03870085378246812,-0.016396705949458197,-0.012760968739915609,0.03199970698924025,-0.010987462525810749,-0.012369005749044417,-8.113581973193386e-05,0.014090882542344235,-0.012487560224225756,-0.011726931886539551,-0.008575479889836776,-0.0005065571105774844,0.1992767745677878,-0.0033968469132005844,0.021157903068255147,0.18563839210081565,0.013812218374399981,-0.014831204710705828,0.0015309183317508777,0.1472396002105126,0.03471062811402645,-0.020783871252526082
4.0,1.0,-0.07880254741045092,0.05362904577375931,-0.09668632973222784,-0.013434772583446643,-0.051161109250501983,-0.03637082488248244,-0.03207155501410969,0.05866571371841797,0.02516248035537754,-0.010841472054913164,0.034443201215723536,-0.0010678471261976272,-0.007675841224143204,-0.0066355798592919405,0.02388750653300132,-0.0009014069604280142,0.003413135512213143,-0.10076302781016148,0.044812102268586465,-0.03770466095566331,-0.08924979675226416,0.006393252951187508,-0.0014911933922241907,0.15219572428201894,0.046724092895841875,-0.029088275780241757
5.0,1.0,0.10409215902015168,0.02716163485265932,-0.0571270633696599,-0.0044047928709915465,0.025949732808967573,-0.007727944552444978,0.0003788377904507897,0.02170777295579359,-0.014331252615335705,0.0003014871312819662,-0.003659805738360635,-0.00026248467010807873,-0.0034334392190981788,-0.012761484460969457,0.000583481193594065,0.002944327329645431,-0.09441759334904119,-0.0971207277617138,0.0356977258860652,-0.1651451395914536,0.005548294835808193,-0.003725254678145958,-0.00019540727196470868,-0.27244246540099754,0.021915960785407133,-0.015955539948460176
6.0,1.0,0.027731686266226047,0.022949745089536136,-0.1019609979252009,0.0010520860246527922,0.020837311269779623,-0.02796729600826763,0.001788671774341312,-0.027298769699566173,-0.03936062563395656,0.0017704660617386746,-0.004755758499685317,-0.010903087746219455,0.0009243243960275738,-0.016192775208436348,0.01975029181962663,-0.01859146665494848,-0.10958730258788281,-0.1241718566717428,-0.01623498791376176,-0.1621352361523679,-0.11300676229829079,0.006169724054493007,-0.0005280628066579993,-0.30548584289152153,0.026438435528190654,-0.01745006912248633
7.0,1.0,-0.1803122677317298,0.03384927405399217,-0.17796465748016538,-0.06722889921387847,-0.011942870514410835,-0.03196485934675841,-0.011491769842691677,-0.048586372961953096,0.039387948949522245,0.004002952449238787,0.0006184898328608451,-0.008405675391102208,-0.026114195960149272,-0.02057115768947791,0.004298216159882052,-0.009640968261311486,-0.13266223478540373,0.040721006037012286,-0.08943285056695763,-0.08918996386051176,-0.12966706511525955,0.0015403229803433176,0.0029174579516386104,-0.11731192714527715,-0.033597225542201306,-0.022979554445638067
8.0,1.0,-0.14660151379957792,0.02207539636298847,-0.12604282964442506,-0.014873639572402621,0.026471662267781238,-0.013157454548243628,0.0037366882246432542,-0.030620416742733362,0.026041347000003125,8.658968375086128e-05,-0.0038909499039472694,-0.0060306545399450694,0.005772875913547347,-0.03185096095296272,0.012615513937718568,0.04044424021664309,-0.10465164373188629,-0.09881058640198553,-0.007155718577606051,-0.15255815179369273,-0.10683460233851219,0.021284402574000966,0.001468775482942664,-0.26823102948554717,-0.02551457581901206,-0.013354121707739548
9.0,1.0,-0.1355017070448127,0.02323231272589862,-0.13516547330510642,-0.010900327166963951,0.02431342139428876,-0.026465038438074646,0.0002990314698569966,-0.029558474505675694,-0.00044291789182321253,-0.0014973833732685052,-0.002021517397950653,-0.00770714236515162,0.008039819139398541,-0.02596901777118354,0.022799846541447105,0.05904968698990339,-0.10031147664185751,-0.08285450186415874,-0.0033948047387968947,-0.13466835188516066,-0.10404604997348299,0.03538555163369218,-0.0004532482121650496,-0.23060974163110687,0.03193139052322113,0.02616140440080369
10.0,1.0,0.11290320858804684,0.04658514250831103,-0.07172094442633226,-0.00019417006588775325,0.027969911503259885,0.15287503347101986,-0.0027856999622122578,0.0018261738703637571,-0.02610840862187588,0.005559979778188273,-0.002277578809342638,-0.012775930036680868,0.0011611870707030358,0.0020362846028575236,0.031046724450805342,-0.002560483424931846,-0.08491917526760093,-0.10603695184238598,-0.03038203244670601,-0.021037141459615806,0.0014472584584215664,0.00032568585244162454,-0.0003894513250888523,0.1508982601342661,0.03625823720601337,-0.02941475470358174
11.0,1.0,0.2080322052905317,0.05683101357562809,-0.029647518468179018,0.0021782396461320925,0.032394916348327356,0.17890006404895503,0.02869739069056499,0.010447589634816951,-0.017304527488883597,0.010125266273163182,-0.0002722724504539661,0.0033270727891917705,0.0027473055762365006,0.00899441846265823,0.04042925022150473,0.04745791438634021,-0.08067131902787165,-0.08243476730024334,0.025029733384692034,-0.001312709937004073,0.031242422628548348,-0.0015772078459753004,-0.0002681448188320317,0.18601677561640462,0.03330828604614858,0.049096859841047814
12.0,1.0,0.09585771243597849,0.0255615562601824,-0.1388662275748185,-0.0024716251846500104,0.02149067763487312,-0.012836112774158498,-0.00011281445631746367,-0.015568262808855928,-0.01720078393456731,-0.008082680673018525,-0.004734159232966424,-0.0019823677866229864,-0.002887680951934704,-0.0163409497822341,-0.016550008291890992,-0.016797471147050803,-0.11027767268346193,-0.11508075761393417,-0.01490061067413763,-0.1809417293318167,-0.12123800018678865,-0.02304642364812151,-0.0003147600412644303,-0.3165009038364289,0.02273801168519575,-0.01543444946360462
13.0,1.0,-0.15761262929776476,0.023910574859282316,-0.1676626004783501,-0.049145633650011684,-0.015708270129878087,-0.035865425887695083,-0.013634759879362163,-0.04226588275430777,0.028881574028316145,0.0029882499763740607,-0.0009772361618964741,-0.0069376810460879575,0.005797336336543295,-0.04063097837575548,0.014192758544593405,-0.03796328294083119,-0.12503715086889625,0.018915131212321534,-0.0704897363055044,-0.1784655033692144,-0.12825621023229022,-0.01456345539535268,0.001033165754328737,-0.3250739269270938,-0.02869439949489327,0.017166499381991208
14.0,1.0,-0.13529513749446387,0.028732789324874785,-0.1673717880467509,-0.06406611313527648,-0.012319037316304024,-0.031421702532332174,-0.01866033252813073,-0.03409512540428615,-0.004741422205388668,-0.0012209781064455314,-0.0034195572574514466,-0.003998022315997007,0.003925321100086787,0.10973996134359108,0.009794616482157547,-0.014930883085705442,-0.11596405751820378,-0.11853864874380284,-0.05521604285742184,-0.16792239864437555,-0.12047932129013153,-0.011251487563896016,-0.0006357066750355901,-0.26666505968560933,-0.03724011492326322,-0.013559797199746915
15.0,1.0,-0.16894250034590183,-0.21658670340828626,0.08112076198789955,-0.028284023258520394,-0.035096027692386,-0.033696755182882884,-0.012121156644716864,-0.04369315105647973,-0.021450567646460018,-0.009541351390029994,-0.009386024861997709,-0.019893813379589214,0.001618961302275401,-0.016560409852501557,0.01719733395736932,-0.08389506798076954,-0.06339161264708904,-0.13626359124701443,0.022846231844036967,0.0063135990863731825,0.05166517376989792,0.009460054332250235,-0.0025815199156385095,0.1055107220238506,0.016093983494779855,-0.04345257904176505
16.0,1.0,0.029453399599927196,0.022159671648379647,-0.07900378661533804,-0.0036211430719050117,0.020200039336793926,-0.017314427680717337,0.01903682728239271,-0.0035071355500366818,-0.016280150984002466,-0.0002990221556421458,-0.00459749637946087,-0.0009691238484976017,-0.004507913868237312,-0.014246313360540648,-0.029028648234091563,0.004279611045641961,-0.10370323381064571,-0.10960142230288446,0.02499647085027165,-0.1752157339590816,-0.09181047650398272,0.0013872257814695256,-0.00018082400777640563,-0.3062738061025551,0.028568872988721666,-0.02402146352333862
17.0,1.0,0.06651548596581573,0.08188042687430688,0.14798061354748854,-0.0003556683313111387,-0.0143012841363217,-0.006310845007534104,-0.007295534855527183,0.0733496312416635,-0.018737015583100602,0.012346423502002948,0.0033542844230042305,0.07029660704227998,-0.010504762440770643,0.012600303825858245,0.006064880184280904,0.045559272938229894,0.18630192895653572,0.22662073197484311,0.07829524373954617,0.22645564407606192,0.13307706492484256,0.027612249658022524,-0.0006709855264296427,0.17999321565677906,0.03854725355005406,-0.016213138695706692
19.0,1.0,-0.04381206416599708,-0.18252889481745674,-0.11252524723294391,-0.013988647294881053,-0.03800327258315428,-0.034589237181792666,-0.03465995663014866,-0.048758453575058903,0.024556563489244378,0.006096164681445734,-0.007335448344047263,0.0003916911280384336,-0.013026272218272579,0.005356543672900007,-0.0024089751584222873,-0.08124701573016829,-0.11283783832996268,-0.007502016185541871,0.05109260787740382,-0.0579596460451477,0.032468961378964684,0.016094618649490973,0.0005136220531061818,0.11537841576634895,-0.04117105444629943,0.037069970976251254
20.0,1.0,0.02845008295844937,-0.2176071740547353,-0.030802473483355762,-0.012738534285649684,-0.049743718259114014,-0.029797405006202607,-0.006564503694578609,0.021564210182009328,-0.008120336902703725,-0.01126165936489413,-0.006154487295245384,0.040591684668330956,-0.017691921120854513,-0.034026822795794213,-0.015239197993269872,-0.06986181822861914,0.18312927208244048,-0.13981923931425358,-0.0019769267171678923,0.16024129667133363,-0.005412108264169695,-0.021100479262863646,0.0013695730727372173,0.10648344067542634,0.01682178375998953,-0.022449173781265135
21.0,1.0,0.029142940110407085,-0.0858249967881068,-0.024205082861796096,-0.014055369408349073,-0.02845664818037308,-0.004953011764031363,-0.014824037399813552,-0.009547579537331381,-0.046402774864428314,-0.002840730933177155,-0.0055429231280879395,0.007134257268920689,0.01356749746176094,0.05416060798764009,-0.006272305242966235,-0.036299619671713176,0.22022132858783655,0.2542281758333773,0.03040549836722808,0.17987916499715592,0.10673039951648629,0.017832983006803273,0.006107066864734249,0.13983467167478622,-0.019999937638674484,-0.012720974912114425
22.0,1.0,0.024612347130981923,-0.15617362182691477,0.09435399053359897,-0.0041526669865168675,-0.03462157262950835,-0.03046446081062931,-0.016602757080734665,-0.013922849630210883,-0.01665687251825333,0.00759359829486431,-0.01749321037960245,-0.0054895486113436896,0.008280073038652105,-0.015592230945138253,-0.00658720105695762,-0.05068480314725873,-0.0172907370305835,-0.15474071923352103,0.028318744433347087,-0.037754264650705506,0.06434150747028136,-0.0005237021771915193,-0.0024812058288891936,0.12054022792529118,0.013819394728444019,-0.049613172045364494
23.0,1.0,-0.11592443699254415,0.04222003374458184,-0.12137789456021451,-0.06839734675862667,-0.04977550087409042,-0.03404570644573837,-0.028031799011718574,-0.044005357156282676,-0.016390543258835794,-0.000607651392037999,-0.03149775475992339,-0.012256068263991912,-0.024752637899059727,-0.02211782828879344,-0.015069986879689301,-0.060923062533959176,-0.11610998093057892,-0.13745022372613003,-0.07270483177209999,-0.07547418291575134,-0.12452121781976844,-0.010618772668434388,-0.0006304509447228603,0.13901809290589173,-0.061991267170907714,0.03859992000768981
