f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_10,ela_level.qda_mda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,ic.m0,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init
1.0,1.0,0.042344710228004796,0.032888662072710816,-0.03899832562264992,0.015742531015761826,0.03349692223686589,-0.020459289100696332,0.007621470345713463,0.06317251978577418,-0.0056574244378128965,0.013619114606095146,-0.0017229314345928485,0.03440416923653874,0.025559192370638136,-0.03560148190809841,-0.0064572501411736495,-0.01475898531832064,-0.03960381526131357,0.3108405007408565,0.7434779439655761,0.047014725767108766,0.17411392232579984,0.14397190713267718,-0.0015491746281249973,0.006792264671880401,6.157497182788239e-05,0.04671195907710543,0.09032506137186329
2.0,1.0,-0.11688601818665988,0.03071530994612315,-0.02473472579415759,-0.055914500447741704,0.009556554556918282,-0.011065545039819566,-0.008875635531636238,-0.006291287609123241,0.006399720514644645,0.020314422794421732,0.007935637218803589,0.010536369401114276,-0.009515784464471534,0.23216853155448064,0.017245794967599513,-0.03846892145922955,0.03652303416918558,0.265225052989646,0.01523596906205909,0.03560910794590372,0.18312948940148627,0.10795221629885099,0.00013148632575762099,-0.011789414083391835,-0.0008850131944581866,0.046732845874727535,0.09775509414890783
3.0,1.0,0.09404661802541264,-0.0006922581968108129,-0.014892114128753164,0.010538726663458555,0.0037674898905348045,-0.017508335407898503,7.456799827526344e-06,0.059544972361884024,-0.010720789096367622,-0.010946496741489547,-0.039866770921874496,-0.023704773317447803,0.0032761428213346783,-0.047182771628866034,-0.010240260981486494,0.019363135085468414,0.02067909521171484,0.09031256059296743,0.04812994675834759,-0.0036627752948344815,0.1372801545261836,-0.06500024917412718,0.00560143078712002,-0.01535435068147053,0.0024775421847435253,-0.029985785822119977,0.0857336593640641
4.0,1.0,-0.09293486221529769,0.025752963912408472,-0.051576518306044476,-0.04923001736116667,-0.03346644216368656,-0.012953480251302513,-0.03715208999519082,0.080375331400833,0.03536610424553898,0.009320887946651736,-0.011822757916329807,-0.034131377091140266,-0.002851490298449191,-0.05180880258205151,0.00915343793616753,0.02141504512421147,0.008269730664473356,-0.04872993110275818,-0.19730118293557944,0.024988254365362256,0.09270932437664053,0.09528980078169624,-0.009510730576284291,-0.020457650745637053,0.00047524165715906214,-0.02478730281010952,0.08040587564183686
5.0,1.0,0.11230080644261439,0.014442496043364502,0.022900383478433435,0.012875322292681905,0.008569938295937845,-0.029022799895692324,0.0005920163144727487,-0.02185728597760257,-0.010318966074275248,-0.009904469535849244,-0.007915439647401578,-0.0017408710046629132,-0.0031141552059303175,-0.03822725244688435,-0.008138371079630172,0.022180042563599005,-0.0018137513694771678,-0.05877560137895017,-0.17553463316951703,0.018982926639275557,-0.25840818052383957,-0.022121679438903957,0.018225073108212392,0.0021727167053114263,0.0008249086141968726,-0.02794684477302665,-0.17311700445419115
6.0,1.0,0.0013180596759858692,0.01381662633897168,-0.023037524803208923,0.016248436232289214,0.009026014009577392,-0.029299301267063527,0.0021466597027093356,-0.041387321903668076,-0.014654344268039868,-0.006237848318977211,-0.004920048451133694,-0.004829787702575606,-0.0005340714130768284,-0.04649635330055995,0.009352189397613049,0.018345564809715737,-0.009045884394245711,-0.06840192886852085,-0.20236813810737167,-0.014696825440716318,-0.3105897241270949,-0.06169994397662195,-0.018742015779460372,-0.011638144052865293,0.00039178346951469366,-0.02673207227453833,-0.19324464508097666
8.0,1.0,-0.09775139691091422,0.012520643792910853,-0.035997689336868324,-0.008913154509283198,0.01052095218142992,-0.023792977436474596,0.0019321000675178272,-0.031616819171577236,-0.009147895535499958,0.013526094245904195,-0.009981581772498867,0.00644031139756121,0.003716980894496461,-0.06172255701229555,0.014041005351769815,-0.047329150563958776,0.04181450417827969,-0.06552658040632918,-0.19143085688387673,-0.02287981071429014,-0.24462269569318765,-0.05580538130554204,-0.013158908887353863,0.03150646152594327,0.0030387253877209343,-0.01620551150653482,-0.1687561652372819
9.0,1.0,-0.09477671641673299,0.015057025362367076,-0.08668296662722091,-0.0092668656022628,0.010680970536729437,-0.027050439569451933,0.0014118100358430172,-0.0362954252785708,-0.00871814255700509,0.0001987137317829978,-0.008759120571856151,0.005491970294281829,0.0036117786160245417,-0.05714452843541,0.017127895259038458,0.027934975802641027,0.0665590675400919,-0.05996902176832734,-0.1750996776214491,-0.032351798664477634,-0.189472324339781,-0.052068087384429085,-0.007765125195048991,-0.004328550196950787,0.0003023187758451807,0.03733781685720667,-0.1870734139299468
10.0,1.0,0.11706381610542346,0.022514291488942857,-0.006318112949104147,0.012560928457939137,0.01056136702257516,0.09840180157263775,-0.0013145011411803244,-0.009162911383901996,-0.00764240298570049,-0.01008671639011459,-0.0022594590432121683,0.0015311152065748824,-0.001709983019508391,-0.03083644270643996,0.019349229937204497,0.03418210548637454,0.004233108614826665,-0.04332026102514133,-0.1535012903087493,-0.02067693272115139,0.09088808392428706,-0.025031865100213126,0.005811038713343309,0.005613873701288729,0.0006166464146449181,-0.03459284727541028,0.07887314023718241
11.0,1.0,0.18005366907393217,0.026878736575554098,0.008778312357481966,0.023333982956044035,0.015108837334525208,0.1392414275170579,0.031076203767616727,-0.0024392054347991176,-0.002363990199481772,-0.010525450090465509,0.006564360114123386,0.004489639736162096,0.0018597485925390886,-0.01970500526046358,0.04293375851964555,0.037157150930199175,0.05845899000672269,-0.030515855231065776,-0.13619201993005572,0.02216757537156331,0.10340130369439762,-0.004046065729106847,0.021024084879079735,0.023919102964744383,0.0006166464146449181,0.10032661754082443,0.10088125900498081
