f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_10,ela_level.qda_mda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,ic.m0,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init
12.0,1.0,0.09769501027591895,0.011988622677063396,-0.08757498460865906,0.009886271325100643,0.008738920487715724,-0.034917087593869384,-0.000366033153208232,-0.027897631254283347,-0.010340444396214073,-0.012867259680508017,-0.03648895672250322,-0.0017392261971886016,-0.00048337038978012636,-0.050164596925345875,-0.033246235533053496,0.01577206627875116,-0.01575993823954525,-0.06805362043840821,-0.19824773605414123,-0.015649564543039615,-0.29708889240223124,-0.03508331861906723,-0.019341282762991848,-0.03094266066167195,0.0010855205243677731,-0.02560806669638436,-0.20549948297814918
13.0,1.0,-0.10687710915082808,0.02164074525426769,-0.08825563344676997,-0.07211102196276815,-0.007528924888270576,-0.0180662758224204,-0.0008778523331246809,-0.035951852188696495,0.019798978688417613,0.010838529997863168,0.024006776323691522,-0.025153676484985378,-0.013268812318575553,-0.07065442520871673,0.010991990670907432,-0.04532736412691042,-0.037375473318286,-0.0760122895613996,0.22749953268148965,-0.04987836521967015,-0.3100184804188691,0.12900342128934186,-0.024395592675285956,-0.03470806943234376,-0.00017748653790497794,0.023140423451450676,-0.2238169681295648
14.0,1.0,-0.13400724985054646,0.013471822173649867,-0.10755590118993859,-0.09011996033115909,0.005734167370598278,-0.023847010432579165,-0.00871412216115061,-0.03976519545917438,-0.0004194375436730965,0.0095393713635821,-0.013076413337713168,0.0037625403541997455,-0.005198066360927247,0.17017116725184406,0.008519527984023197,-0.06662032896559221,-0.001179478754149549,-0.06992559838458828,-0.20286238726699557,-0.043281243165220314,-0.25460191357377737,-0.03592141235671156,-0.017780656364228143,-0.02918883170684771,0.0002926048965321282,-0.01625408019288528,-0.17920945166431673
15.0,1.0,-0.12714308825956777,-0.10473240233724977,0.0003462556069999066,-0.014689074215935844,-0.017489630448624536,-0.028506959638503405,-0.01793082511262335,-0.03910589090330046,-0.04673334523988897,-0.014910370081681302,-0.015962791948565338,0.0014669474991998654,0.008511751230045713,-0.07018788039421237,0.009928451061098043,0.015749061970329624,-0.08460318068026834,-0.050338545082017426,-0.2283878603356586,0.023404480057816167,0.08927166370198182,-0.06665088585249344,0.003307562666017836,-0.006265344983733151,0.0006163511901859573,-0.060833478467006416,0.06706033516782853
16.0,1.0,0.009338839183166029,0.008891590674175089,-0.015401894812669568,0.010892297410338283,0.009704059790656685,-0.03297276081361822,0.012991561861453803,-0.0401657987248584,-0.014000869356219709,-0.008724100422328521,-0.03372952607384086,-0.0017403941744970485,-0.0023314109339863226,-0.07432423558533781,-0.027114782107420368,0.01680658344888306,0.0021746163283754096,-0.06478146047520247,-0.20576099968754177,0.011447653144998423,-0.28296589580491516,-0.05609547829793555,-0.022849535542346436,-0.007926974011155611,-0.0007175136962503292,-0.054865405844318774,-0.18848596426995592
17.0,1.0,0.06824892919677611,0.030629551752826042,0.03791159797621599,0.026722237317427924,0.029170909116442358,0.03943536887991197,0.0055654364573351905,0.06967801132819748,-0.006308172440754172,-0.00974183705064687,0.012225122093181861,0.018982745859914968,0.00790793417440969,-0.027213134471018228,0.008491966201515325,0.022924733826403858,0.08008441734300323,0.13252857165546778,0.5240700191629961,0.031513859101118154,0.16438529643653357,-0.03593101771887507,0.026551332040123665,0.04676509374355071,0.00390999162839272,-0.02104988003408633,0.11360045331990704
18.0,1.0,0.03535032081160288,0.01979200882765404,-0.04113812909801763,0.02064897918561522,-0.032449258304767185,-0.021497731686180743,-0.024360915739279523,0.08605106798370163,-0.009809111357810058,-0.005689295423491139,0.007827941910490072,0.0010064120972854182,0.007127009084711991,-0.033638433017080444,0.018809190042815897,0.02318914683894455,-0.04497011847536993,-0.021530303908391835,-0.2008010385757145,-0.005280581460060231,0.13129678431087138,-0.02266488023496926,-0.011877643837550016,-0.006754125236868449,0.0006782959577378999,-0.030304236281110723,0.08149549028139458
19.0,1.0,-0.04925720272095683,-0.02657834766202793,-0.04206519395978582,-0.04815730787599167,-0.029192116293999502,-0.03878792246865689,-0.02304017098652176,-0.035116067979321645,-0.0038080274447359163,0.009571610218508522,-0.00741954215849166,-0.02210550266372547,-0.008356215462590497,-0.10540814279120096,-0.026233209253623622,-0.05081067055992386,-0.0997203648884414,-0.07959591954668833,-0.025046117193040812,-0.03237185938398704,0.07771755714849275,-0.03589819776479516,0.010955459549459302,-0.008735750450870584,0.00014642965153217614,0.03469539879705806,0.07019759769595485
20.0,1.0,0.012488972683451317,-0.04020835965943932,-0.017703122190552308,0.016683645045216352,0.009668867768791879,-0.03215611827414869,-0.008029405078041023,0.0663114374701613,-0.01027466481380587,-0.010129902298774099,0.0038424373397253106,-0.0022904000267025904,-0.003187142632862185,-0.09340106580399582,-0.005970397434925419,0.01984385767764602,-0.07309651825870661,0.19290309262671032,-0.26120105601384475,-0.020932440415442857,0.11680844452337602,-0.08048424602539025,-0.01911951662284188,-0.019199201603579588,0.0008397505676467895,-0.03181010815303504,0.06805322621249209
21.0,1.0,0.0652272262463245,-0.0033533870442767648,0.004854845548088013,0.016773972790912688,-0.034856852360072535,-0.024980966301784507,-0.0015948964305095468,-0.005216040099956494,-0.005933188774407963,-0.018928566684382395,0.016746695017800118,-0.049659839927033475,0.011749309579309534,0.10470961661768315,0.00021253957591170903,0.006885814690445029,-0.05155854449315812,0.18478540959620618,0.510810203093386,-0.014151207637163906,0.13324227255919538,-0.03660858987623738,0.009781893454967815,0.02334393244100424,7.855273871280877e-05,-0.029189677888434344,0.08371816932455718
22.0,1.0,0.0281125934074991,-0.10013682356057217,0.022151987872288562,0.026626261738790777,-0.01928738792200739,-0.02766222415204972,-0.025766571878083105,-0.025053283115934542,-0.012892617678556432,0.005119923396724521,-0.005285697036632654,0.002437106425657786,-0.0014153197816274897,-0.08949542239903466,-0.018160587107963803,0.02334213703867589,-0.06415358293209648,-0.05025447034344819,-0.20505667502813574,-0.01670438429861892,0.09006330159325492,-0.03282776087686317,0.016976703253771444,0.005377459881857986,0.0006784476240832413,-0.058484197743229535,0.06513864358647714
23.0,1.0,-0.13951425953031268,0.02157448293538611,-0.05682913426156789,-0.09554333257230431,-0.03417309901388605,-0.010213282863293325,-0.03609744568008949,-0.060467652032191864,-0.10238295132338152,-0.002250867049766826,-0.012118595957386302,-0.015514698139112772,-0.013732544107712085,-0.09759309620629443,-0.03598505397300116,-0.07247526554300637,-0.05572836520436128,-0.0726151780174979,-0.23757419995378032,-0.05313842655620548,0.06996420979264896,-0.03439451709254341,-0.02815524005637265,-0.04807838655913585,0.00046136337837239343,0.0444421165863862,0.0681062769878349
24.0,1.0,-0.07599033108500632,0.017321334134125028,0.03416663338572874,0.022505924413782793,0.00211949394599848,-0.011740964584256849,-0.000581960355601658,-0.0066597268632665714,-0.05908765648238581,-0.00121409579573731,0.0449281314066436,0.003709292135025238,-0.009681889084936782,0.12835886249564055,0.006939595036851043,-0.03868311168406466,0.010406341547324833,-0.0708944733675336,0.4386604709635929,-0.007171980583550188,0.06506426457370998,0.10070393261389628,0.0075766026225350305,-0.011879007553157668,0.0010527226273897984,0.05675340452908943,0.0816598392466448
25.0,1.0,0.03362194837167577,0.016009390042577797,0.011176576124418375,0.014594581032227058,-0.03541634349997762,-0.0362365198801653,-0.02992416304325881,0.051966975206888075,-0.01028912715661468,-0.012636305391738357,-0.014687734390210918,-0.00994898647498335,-0.007592329347634666,0.08949143201105031,0.007895807446112386,0.01881768610129826,0.01796810723771857,-0.06150818898804888,0.1678401576225723,0.021777556964927194,0.04191553844400568,-0.024762881110516652,-0.003209637494168568,0.0182274625024493,0.0006722644311236252,0.04422948996856778,0.09163795282592695
26.0,1.0,0.014699191504102208,0.023221634088762145,0.03076623362594991,-0.042014183637699494,0.014403355939926334,-0.003239635833810643,0.0038099134938281145,0.12024411242407344,0.13439349362824138,0.006528421299233102,-0.004166942684061047,-0.01674076499737544,0.010900703397052415,-0.03410638529970886,0.02203089425366007,0.033252108494475074,0.052634018152987745,-0.05534940071527044,-0.17017514532296718,-0.024928642146920126,0.09207736787072267,-0.04778659922018062,0.017640161527448715,0.0008774189732825602,0.00023811412295977538,-0.019180441780759668,0.08828578569715309
27.0,1.0,0.044901779491584644,0.019812697836340654,0.030377317140142787,-0.03379721615415919,-0.002804614888831325,-0.007368524239079336,0.005282810163310192,-0.007938222678709264,0.0822574449972362,0.020147517713030954,-0.006024774058963415,-0.008116963952625669,-0.003634711537184093,-0.05281950318811163,-0.02440751211712499,0.020395785917113732,0.07517924564876935,-0.04023768088810498,0.10847318058638467,0.027218276540329427,0.09187688352201605,0.07857418137821377,0.027004699356317143,0.028322753376438265,0.0008258959293347982,0.055447618029602755,0.09117138257096428
28.0,1.0,0.14647112727486003,0.0300951926908542,0.045594344185743055,-0.012640301424246742,0.030333568658827657,-0.018086715083618192,0.009228416452714017,0.0013191621088193264,-0.00044458921753711257,0.023008002540495207,0.042196840658530174,0.0023215825364280274,0.003217256014770413,0.14717819571391658,0.02777393424092668,0.020170900285516123,0.09422109726355454,-0.03080116242238502,-0.13514939483820687,-0.03114110196558275,0.10591118390332498,0.08753172990490976,0.041289004112782635,0.02737478010987647,0.0006445656680470816,-0.0127068014075758,0.0886834871153124
29.0,1.0,0.12714947536116245,0.02166432622000159,0.04428691621889994,0.02570000437159882,0.02307213467563747,-0.008557635026866678,0.012152889676043712,-0.004099390331804857,0.028905369201199828,0.02930772721763941,0.01711217422003953,0.0006673234401866652,-0.003078878549075582,0.15301728834077097,0.019479093587369715,-0.04128044055602723,-0.02929271838200402,-0.013928053714205035,0.20789523563235282,0.016398517272537473,0.14571950669675543,0.12868250831798628,0.03227424308178598,-0.006124379541352743,-0.0002321880335851572,-0.008919360114213659,0.10069885654243381
30.0,1.0,0.05530661423356754,0.019852723486223495,0.024011371305544833,0.022730736085488677,0.0025098405587980987,-0.010368376513135918,0.00690913774275899,0.0016889397102339708,-0.019402838230356014,0.026509887990096487,0.035666856614357874,-0.02543831674349144,0.016303757829078877,0.16567625393117713,-0.0011659014385633991,-0.03248342033448081,0.03163331547785798,0.10217282138058792,0.21626117013533122,0.025819021248373313,0.13552920003861793,0.10423720475742174,0.019403865639126747,0.017793369867230426,0.0012227013505414527,0.03962027933483125,0.09111227837445546
