f_id,i_id,disp.ratio_median_02,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.mmce_mda_50,ela_level.qda_mda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.cor,nbc.nn_nb.mean_ratio,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x
5.0,1.0,0.08662003391070425,0.015425698639607329,-0.015200542532166173,0.006600882341733647,0.012271275300812129,0.00044706257303449314,-0.0011688663857747682,-0.013071384048685799,-0.0096946474504402,-0.01508954211984393,-0.009233228130345758,0.002223665321000905,0.005856609369807185,-0.01528364977248805,-0.018698029512435134,0.019775657454324642,-0.01618252297266615,-0.10016128680917002,-0.14464884114587057,0.027085304562419893,-0.3832465963376512,0.06849490804385686,0.018908792027000302,0.04297778336590165,0.0015613522459595641,-0.2034583902917183,-0.02320190877816763
