f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.mmce_mda_50,ela_level.qda_mda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x
18.0,1.0,0.02658686661777578,0.06236156647740067,-0.05718171530666512,-0.012606374188835897,-0.048801614448811384,-0.01225155625749942,-0.014714577049740704,0.04121404244813016,-0.01977811686672811,0.0021237195087840197,-0.006015615996437737,-0.015575309615578372,0.0011975817185624629,-0.008587928854562474,0.027234487838171326,-0.06020231478237954,0.14067225175671713,-0.14950592701044277,0.01132582963463787,0.20702930389217278,-0.09470182865128898,-0.008733118288484783,0.0007671089550522054,0.1682321933002104,0.026095551972685746,-0.025444580949924613
