f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.s,ic.m0,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x
1.0,1.0,0.04636997254698512,0.037113115674010065,-0.048292104020065424,0.1802603892200074,0.014373146736978488,0.03799387906754894,0.0449111866451694,-0.00033376465097819123,0.07462387433641433,0.00849233236215532,0.011121163456909621,-0.0007440981181363493,-0.03855205394854345,0.018217156820062398,-0.016030347178742934,0.4078892746067496,0.5478342645475255,0.056207655336589106,0.20690928449713084,0.12055950099110771,0.0287329251227643,0.03483039212380987,0.0025637360115423123,0.029011244808969345,0.039582988689600085,-0.004634403927379215
2.0,1.0,-0.10089679627183472,0.018598078576742498,-0.047338948097447806,-0.04919853868725031,0.005600453437474478,-0.009816775840225554,-0.00782839903912801,0.0227899612607365,-0.025700243667027948,0.012753853950836383,0.00812337000204604,-0.002475973116816494,0.20841281283457125,0.002262592442016795,0.019069288454377525,0.3991568246471969,0.049430247727255225,0.04060127561096285,0.29296655039014924,0.0689601090879673,-0.05587890117218247,-0.00039131529425112313,0.0007200942528830161,0.03454384865683686,-0.042068935542759464,0.0042576120982474805
3.0,1.0,0.076907743300235,-0.010497415362879842,0.02222672396288023,-0.0010436070214243439,-0.02172660226798085,0.019896751632399255,-0.010037183571841328,0.01999263555494452,0.07640229696203188,-0.015137847936742662,-0.017528256895253776,-0.009584154997759955,-0.05497237222255998,-0.0026491975185779356,0.02521450218349006,0.23681080817223785,0.0723669449214373,-0.008908750967907894,0.09977900777238902,-0.04431281831536893,-0.0012548831449324131,-0.030193986714486108,-0.0028131629367479753,0.028728051765226862,0.011952090778833115,0.009542818600092056
4.0,1.0,-0.056881063520097315,0.025078301987023006,-0.055120035254139076,-0.03571305720614642,-0.02216517101572321,0.003840663860706437,-0.0022852402058350886,-0.025692319648171386,0.1180696119820591,0.01978125489624359,-0.017232188193007814,0.0051086492119850075,-0.04317527519047253,0.0012702104900187455,0.020740225746152734,-0.01139126021842639,-0.1832569604703902,0.013119868743583538,0.09234709882915663,0.0702670713879744,-0.054263551497083715,-0.036842701432422395,-9.335790621589786e-05,0.02691084550717476,0.05037465174722834,0.01313502788137018
5.0,1.0,0.06519673540128583,-0.006019252252400682,-0.004084154637746504,0.005435434137159982,0.003761406114710497,-0.01057200945967521,0.0033453966506973806,0.008840624905819508,-0.048720385526628884,-0.00817535243452647,-0.007252244751330958,-0.006100865800690993,-0.05672946146872108,-0.010277354008529976,-0.010693071172699613,-0.14799456984764658,-0.15815967059662953,0.012057765968976222,-0.16718719940886637,-0.03137045821328602,0.005451991844354264,0.0014075767537745777,0.00024016323584990875,-0.0626343839666516,0.028995335634150528,0.01262088058094206
6.0,1.0,-0.0028919944981850246,-0.005777146042208771,-0.10328716005715721,0.009167119780586652,0.0027247575797622638,-0.016400630294176467,-0.007390963979345323,0.008792036215932232,-0.0531485405055497,-0.004357141950401276,-0.01438791857938221,-0.01263642156597832,-0.06809530019168777,0.0017544659520725653,-0.0077912431754663765,-0.16636360864822197,-0.16961202991721083,-0.001182676551570658,-0.1718551638464299,-0.0418068583825663,-0.06089997707374832,-0.021888111748761017,0.00013333344394400273,-0.07027282444637503,0.02500041770308437,0.013363891784881439
7.0,1.0,-0.11340884725092566,-0.037168373199626445,-0.17192789826006397,-0.08344369272107456,-0.011042256045435775,-0.010933558143855793,-0.007693718223850745,-0.002500299877598226,-0.05316984007439573,0.010543378746183668,0.01919586003495421,0.0012034619531345848,0.01496821055184848,-0.007036578557851781,-0.009480891671175913,-0.20817036180637283,0.10596105179530146,-0.06579173862933006,-0.19323730119715954,0.07950671460615268,-0.08135346547811162,-0.03589717770672835,0.0009293048222106443,-0.04154596761970558,-0.08174317349428115,0.010948125840114713
8.0,1.0,-0.08510187360495995,-0.011457167767164463,-0.1464599039473579,0.009183909181636784,0.0032272818113537735,-0.004083153713819805,0.008098754258716196,0.007309177702798283,-0.044689636103807356,0.0013942633086530998,-0.009031046551408323,-0.006818101955977914,-0.06602718668506093,0.02955719625972332,0.07018583914892076,-0.1500478061823525,-0.14752452333153074,0.005944132845090657,-0.19170543454441924,-0.021008695446853708,-0.05774600669747818,0.033869373267980625,0.000952097845174164,-0.051492928895358926,-0.056233017383510234,0.008535510901955702
9.0,1.0,-0.06957366194536267,-0.01193090376785892,-0.13325586175938173,0.017586557146186975,0.006204147936451633,-0.01729191266661965,0.008883807668982752,0.006821238288247849,-0.03130583958265219,0.0005200144011725766,-0.0023215702446637556,-0.011790958923150704,-0.04353551884372037,-0.0025504382484798156,0.08483003880955339,-0.14281502349294548,-0.13481715806071118,0.009529614784886294,-0.15800637126109518,-0.02442217881373411,-0.04347160116305177,0.019172859098190873,-0.0002154334319907353,-0.03884845753140547,0.040534285024504235,-0.001478724820178239
10.0,1.0,0.08111889655708035,-0.0005207129564650307,-0.010655568402491383,0.006730567957560811,0.005791774138671876,0.025206459798608735,0.00890783618607728,0.007715719407345221,-0.03475554689780452,-0.014306289650828486,-0.012575317908609966,-0.008635317141586373,-0.06534439039562963,0.0033245434198338137,0.0036311288902941188,-0.13424815624858935,-0.1613427363900853,0.018005189623332658,0.06744225195726893,-0.03556353496368547,0.022724369032246925,0.012325752222025177,-0.0002882887248321212,0.033618664845174,0.038992840585271325,0.016549330887886144
