feature_name,feature_importance,rank
ic.eps.s,0.1792368324333549,1
ela_meta.lin_w_interact.adj_r2,0.1689265460633597,2
disp.ratio_median_02,0.1515136799244705,3
ela_level.lda_mda_10,0.132228629675055,4
pca.expl_var.cov_init,0.0755579266333764,5
ela_level.lda_mda_25,0.0684016404736882,6
ela_level.mmce_lda_10,0.064613606233587,7
ela_distr.skewness,0.0605486939633813,8
nbc.nn_nb.cor,0.0586963177883508,9
ela_distr.number_of_peaks,0.0475376132978708,10
ela_meta.quad_simple.cond,0.0412677374813823,11
nbc.nb_fitness.cor,0.0382121032366418,12
ela_level.qda_mda_25,0.0299168957519567,13
ela_meta.lin_simple.coef.max_by_min,0.0269631048625056,14
ela_level.mmce_lda_25,0.0266981463253353,15
ela_level.lda_qda_25,0.0230129304947733,16
ela_meta.lin_simple.adj_r2,0.0226048962593868,17
ela_level.qda_mda_10,0.0217326839718547,18
ela_level.mmce_mda_50,0.0132830007976967,19
pca.expl_var_PC1.cor_x,0.0122016462097831,20
ela_level.lda_mda_50,0.0116063761856203,21
ela_level.qda_mda_50,0.011101812692997,22
ela_level.lda_qda_50,0.0020617729325853,23
ela_level.mmce_lda_50,0.0020175391450029,24
ela_meta.lin_simple.coef.min,0.0006086607784891,25
pca.expl_var.cor_init,7.808356135770929e-05,26
