f_id,i_id,disp.ratio_median_02,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.qda_mda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,ic.m0,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x
11.0,1.0,0.238051416422556,0.03481053595973757,-0.0716013305050811,0.021372087915143403,0.0194345168480201,0.10106434937127337,0.020102101536202805,0.004124216041487883,-0.0021311457768558592,0.03479136158804433,-0.004381577430473607,0.009773745812528682,0.011534388255906997,0.048903794213537036,0.058560565110852836,-0.06027747364743925,-0.12167782583030431,0.05823169167504898,0.03933988613248234,-0.004790270478901733,-0.010089277155044747,0.02872620015278359,-0.0008637241640758799,0.09151626563148056,0.0697388593506391,0.0868429389623175
13.0,1.0,-0.20745135539202159,0.009753080766649989,-0.1264936338362012,-0.08277040119775246,-0.0069630825881870015,-0.01737694967720704,-0.0049333247322967105,-0.04228215040105255,0.000445946109184389,0.017901783948401244,-0.0046208215914068625,-0.011997973703727027,-0.03996359857953922,-0.024140412408880364,-0.03711556058701686,-0.10106507333856779,0.034826381887255294,-0.12692562371971922,-0.15529686090222233,0.08515028282563908,-0.06318499041870165,-0.04659650384504762,0.003121546659064731,-0.19795691379233443,-0.1184390563234242,0.010004052669931374
14.0,1.0,-0.18016073445681588,0.010228069489957454,-0.12334844992657158,-0.08320634626147855,-0.0017101667003548457,-0.02273331958377783,-0.01563568808358778,-0.031496215547275226,-0.0016082791098022571,-0.029874917468514988,0.00253799161829026,-0.00741483557701021,0.12763410475832598,0.005564753113931248,0.0004033467237398578,-0.09688155670757401,-0.13969473491616716,-0.11605472492314872,-0.12503313273282488,-0.017295158608826605,-0.05689425795591555,-0.05181512870073945,-0.001208004604890964,-0.19048417858111788,-0.07689906151856304,-0.0022931180827821455
15.0,1.0,-0.1772828222569456,-0.16758864392531628,0.050288488064321804,-0.020667749381486463,-0.011898314397043613,-0.004570011746216549,0.0031213801282172506,-0.036079632614578895,-0.007536539808633065,-0.019333271143917332,-0.00900907489133057,-0.004735396706365786,-0.03827148019762489,-0.01609448144054573,-0.07559068286335972,-0.046609683671330296,-0.1500802392808748,0.023743929617392554,-0.0024889704519865646,-0.06542337058566601,0.01987279849091028,-0.014245491529619882,-0.0017189496946728162,0.05544644600290027,0.024667620033352412,-0.07325061519054839
16.0,1.0,-0.01428036165456045,0.02655185390426932,-0.10981346222779073,0.013629884789669464,0.010463395998054275,-0.014215435185300081,0.015181270742310828,-0.016943208081246684,-0.001694177819756428,0.012175475299844345,-0.010045748610584196,0.001810479880565999,-0.05710454864702062,0.014860664234238756,0.007156442036628814,-0.08754624840039851,-0.14758368829835483,0.00922961279729709,-0.17818852452229356,-0.062308780919043495,-0.03383308800283114,-0.006355910131874525,-0.0012599783364577876,-0.209538362130775,0.0255687705795072,-0.044615645147792975
17.0,1.0,0.04209174703669378,0.06227110766946315,0.10068701360687984,0.0234714634283898,0.03657415601697086,0.0049213331706726565,-0.00347318697356,0.07854157371145962,-0.006849677289765278,0.022299388546202645,0.006922604924483377,-0.005941334807227477,-0.01011683379300873,0.03130125346342701,0.05299695684809194,0.19706647247089068,0.4046591375177116,0.059761975814104924,0.07024541059850782,-0.01794925678314076,0.04879032139232237,0.06575752454847025,-0.0013422808444393196,0.08616022676630113,0.04919932838857256,-0.001746414460552433
18.0,1.0,0.016325813167201116,0.043841704171469556,-0.031199595061600964,0.022987963633471904,-0.031163005576838567,-0.02141401435787863,-0.010606935388769438,0.046731796556982945,-0.004853381784599865,0.00270294198926347,-0.008718051231779858,0.0019956361759281027,-0.03442318107042147,0.02368679548969614,-0.021337492119181456,0.014584376655937155,-0.162168049853141,-0.002826969349501514,0.0950697747903508,-0.005313022877309495,-0.047811693415055055,-0.011491623761564203,0.0005509069612556879,0.0685515337021521,0.03574238034345449,-0.008996057737521098
19.0,1.0,-0.026516075155303884,-0.09104402097760622,-0.023986095840741465,-0.04537398370713162,-0.04055231656701686,-0.02974609752019986,-0.007794947057907368,-0.032407145166315605,0.0034759998278946908,-0.036375380637208396,-0.008916570481344942,-0.012880172634688103,-0.061096209829273475,0.004929844656013349,-0.020447474436654362,-0.09568676652566116,0.01393491493562941,-0.01022006233698877,0.005255790304224673,-0.012722012074501863,-0.004107439257169515,0.025174408609384476,-0.002103872074816629,0.04570609981397205,-0.03340323176595176,0.012846790541228306
20.0,1.0,0.001166971137029313,-0.14375272811796688,-0.0052313458408698305,0.010401627613459691,0.031558979474088644,-0.008504458800354865,-0.004045806810244415,0.02742231954767354,-0.0027777852662373105,0.004182849570530552,-0.009959266937060578,-0.004275957343600737,-0.03895360528624382,-0.008685441063047732,-0.04529919038779008,0.17961533320528897,-0.18086897915438077,-0.031209331175693973,0.07481683123004143,-0.06669601758007809,-0.015053619788624985,-0.03799527149358305,0.00027843747054817636,0.0602991418062622,0.01943118808398859,-0.010496101404692874
21.0,1.0,0.05023164348583164,-0.009063349351817865,0.02733509929254199,0.010158332169821193,-0.026170164818776535,-0.0044887686746483985,-0.009070815971877677,-0.01731434969276332,-0.01085399446283082,0.02529666928298149,-0.01565295084879894,0.04341755141144233,0.04841765209810305,0.0007515545601806505,0.0037155408294227733,0.17986077752846827,0.33121630309701255,0.017661413230546347,0.07911404494147414,-0.010132446993267671,0.042648440351400065,0.029922988295002527,0.005613469850020947,0.07892940100148159,0.002610147533929613,-0.0035306594452745753
22.0,1.0,0.012017447987888324,-0.12673997981628837,0.06530976386273969,0.019785481016451268,-0.02200805147277923,-0.017737678372125636,-0.006545927229826075,-0.027156350147904382,-0.011613223390463024,-0.03266995363756844,-0.0038946481372303518,0.001601540312406343,-0.0602344745530769,-0.0009359368437443015,-0.02805317250311634,-0.03593413843429571,-0.16703745672216636,-0.01631564608190734,0.010806083550096943,-0.008927758278543396,0.017673442724833826,0.002652247706684534,0.001829630363748625,0.05238261626476115,0.030289676287763842,-0.0683690633420437
23.0,1.0,-0.09148480360374439,0.01546877460985737,-0.04038392045098924,-0.10554445871216635,-0.02566836790767162,-0.022772441167864192,-0.015826054309304154,-0.04146400873474476,-0.01264435085546062,-0.052099059173272934,-0.013863625437804384,-0.01497413575858302,-0.04877130566776119,-0.010855116950791948,-0.056215547116312534,-0.10484652178362916,-0.15962395713227562,-0.07037511313062186,-0.014512421992862635,-0.03296992493572057,-0.05970197164525771,-0.05847683816740728,-0.00021858455869031132,0.08031742339416328,-0.11516627989496117,0.018998075553977995
24.0,1.0,-0.07249183214214885,0.04087382141018552,0.10491644261104635,0.019626356360642472,0.012910288623878137,0.0014023080199905618,0.000740243660250188,-0.005904871307755312,-0.006766615839736244,0.07078219103154618,-0.012933008213343661,-0.00111929409315861,0.07887215762667733,0.0077877500303346284,0.007570406807478903,-0.08473949886065169,0.2740087791081887,0.03272873168430963,-0.023644518788105223,0.051183854392119706,0.041534179593978024,-0.0066780210666857525,-0.009823781443843525,0.08943697282896816,-0.032219941780025914,0.05882763780817504
25.0,1.0,0.0374588268797872,0.0451532767299148,0.08845778491672404,0.017394065948058497,-0.02558238859739426,-0.01435487260845782,2.8814038603841883e-05,0.08211181797723573,-0.008628501674567553,-0.002266372781558951,-0.0044740169053542455,-0.005650852058954902,0.054672356407797766,0.028537241127036223,-0.004179184796325501,-0.07807942913715238,0.07251139485607574,0.032832518719810404,-0.0210317912290504,-0.0016565323185197209,-0.0021749478891227103,0.014852023587380117,-0.0022247777061942518,-0.09441170185184032,0.034156447066761415,0.03872201276918451
26.0,1.0,-0.043003235820876236,0.058929693452765525,0.09585505335682494,-0.055004688506139245,0.01819926231678989,-0.016570718197810124,0.004054200559402373,0.09140503731624487,-0.013176313884271842,-0.0037888637423263167,0.06118628226993931,0.006694278962792204,-0.014054268876149438,-0.007083511136401162,0.042836881095623836,-0.0794008784857594,-0.109589914384893,-0.03482000614906272,0.0030885763029615157,-0.04891478172546964,0.03472464062352827,0.029083753461027505,-0.0030248102277205522,0.07602359875133298,0.05002543852807458,-0.001927102131882511
27.0,1.0,0.035529019553646304,0.051103360955916964,0.11456327847417085,-0.03217088122156932,0.000395960319943298,-0.014375146010563673,0.012180663685882432,2.5315334016690267e-05,0.01567733835169048,-0.016628955444714048,0.04613975497564085,0.0015420703485960721,-0.018197123323525313,0.013009725351555985,0.01030102244020932,-0.029732968614932295,0.05206322648077657,0.03065779958198888,-0.002313210526437124,0.0792037472445392,0.0374715132005962,0.016167453422142375,-0.0029312931737479906,0.0791246811822538,0.040330076559772665,0.06257632590618525
28.0,1.0,0.1764509466169065,0.04848401887124225,0.10629707119472454,-0.012954556091744689,0.03441679209798408,-0.011342949679013885,0.010979288606166529,0.004905014876466936,0.018837661479457996,0.06366251767019424,-0.00311091900930648,0.0005499759542602009,0.09835000865023232,-0.012027499665978273,0.02091565209679315,-0.014377265864713403,-0.08201436410762701,-0.027242761414172915,0.005231396101120955,0.09483369254568284,0.04679164455657793,0.0272046086493317,-0.004526646444220968,0.07753535544473945,0.036914905959608335,-5.222517253847454e-05
29.0,1.0,0.1816564056675483,0.0488329446262715,0.11830261135726679,0.035893806051987,0.024632134518748086,-0.00544325798815987,0.007764356646833059,-0.01935457349012776,0.017422089442338428,0.007280254188834196,0.012105450247729991,0.005267491998622091,0.05563480816017208,0.0007199735936644422,-0.02724635239722185,0.04098039326036326,0.07815434318518658,0.037117021427851615,0.09690220214834912,0.15057114912950534,0.05756013922667803,0.010060430725556726,0.005949769698821046,0.08247359938841681,-0.009003970508698157,0.005054122315341999
30.0,1.0,0.04743746543164136,0.05884404756053541,0.12117269917592187,0.015483082816880238,0.021390335052814766,-0.005723962305748079,0.0027723280914842023,0.009459001689774996,0.016701221041011013,0.027981718104858253,-0.010604060886321586,0.0173192518751178,0.10150685199348015,0.015935715956537748,0.007700495008923381,0.17073135190264457,0.06446756027568322,0.04746569317956625,0.07235213176252434,0.0837585782981848,0.05374130593825177,0.013541156146468988,0.010095878764546248,0.08919806947713242,-0.028101913032928773,0.028187401091199174
