f_id,i_id,disp.ratio_median_02,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.qda_mda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,ic.m0,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x
1.0,1.0,0.05243703311284881,0.04603602148202784,-0.0032078746694496297,0.12183770650449124,0.008838002303723943,-0.01347093622526731,0.005004844177525791,0.0326266443372347,0.0037201105309533026,-0.017253358054994793,0.006239566362149316,0.048108079939788766,0.019975961747513066,0.019406626372147042,-0.014579752052667927,0.2965627623543901,0.6325542873612431,0.0647099256635002,0.14929199224160505,0.12486200311134493,0.012428833152375326,0.025730345185221295,0.004720864699404717,0.08776777785672649,-0.01790579649276434,0.025876264449678988
2.0,1.0,-0.13555479167977186,0.04667049965891972,-0.008122676484525564,-0.07619682062524759,0.02032340512124351,0.009196936657736353,0.005107952684008918,-0.013580615608593239,0.006243294998753992,-0.0022826689176061563,0.003150200840361266,0.0016100423869628267,0.12803290871080833,0.021739341886088483,0.05079741021209954,0.26219804557949455,0.02389621680041838,0.07448788173560189,0.1983628189639701,0.10682226322281836,-0.049549555728033864,-0.008983916967762937,0.008468185170829081,0.0909586593519748,-0.0195842541986522,0.02592968210680965
3.0,1.0,0.12241694183480753,-0.015270524508379686,0.01610805759557768,0.009709693976001355,-0.010311365476437568,-0.007249261027343337,-0.001106983943378578,0.06468589046222642,-0.008847448635281533,0.017376358349718585,-0.006193665193788059,0.01805393885205956,-0.028722985019116753,0.007384071950589271,-0.010058754754749245,0.14228942284720555,0.03457682488934646,0.015452177740217144,0.07991632253432761,-0.036976200007017145,-0.014806357192647463,-0.02758438198747389,-0.00017689371309781681,0.07483618672968055,0.023839506218129414,-0.013194509644088574
4.0,1.0,-0.07838199664365844,0.035139469696440724,-0.027419191947695973,-0.057834850037591305,-0.03071370171176348,-0.016662021024097137,-0.015627320022551704,0.06999318083681279,0.010683925682703956,-0.03228205505876657,0.005912454443946512,-0.004404203425788757,-0.04103583216584131,0.008026181190187621,0.004814012748818031,-0.02662464983479379,-0.14442419690776334,0.03419091459556397,0.011704803320914335,0.11062946190602078,-0.043369225238833777,-0.035840411476319535,-0.0024043937882025183,0.07425081128657081,0.05938603763336473,-0.0068769720018900925
5.0,1.0,0.16754271434295281,0.017561839260355417,-0.0948546933259057,0.016773423417757567,0.014076059259644152,-0.0005632912355582715,0.007358762346227359,-0.012047132989511633,-0.0030411354368897674,0.019445027910868024,-0.004625316062786662,0.007363049822566146,-0.0013931999926766173,0.02076244565830751,0.00041868867901639396,-0.08128848076012071,-0.1268951126166278,0.021399824333961405,-0.1581010252483639,-0.03887987585328067,-0.022529635789925898,0.026360108798993354,-0.0013912454743612085,-0.18915041217802503,0.02849648999360016,-0.013473145512682066
6.0,1.0,-0.027183714253098058,0.011608739416041685,-0.12055422469782957,0.017688172691242187,0.017052276764166457,-0.025804738047090287,0.0019020420769599146,-0.015307983510597966,-0.003900116408409513,-0.011467480473097869,-0.009053224747103308,-0.006090087863652349,-0.022303024060477343,-0.021343863406893676,-0.007428593872185717,-0.09418513893684466,-0.1486130584369324,0.02879535992075332,-0.1627181117073988,-0.05931822546461513,-0.04191268753312441,-0.01569812759035342,-0.001877288127423883,-0.20359436373631148,0.03139239297094226,-0.008804100511889387
7.0,1.0,-0.22032705413688553,0.011142881149434543,-0.1522409093861649,-0.119225239094898,-0.005872908083849909,-0.021445989862410864,-0.004764586955558653,-0.04454545750837481,0.002951585286019947,0.006421281889198589,-0.013133459336764292,-0.013362752284802527,0.005459234822577073,0.0067337191585684466,0.0025153854023382,-0.10111623839739914,0.04463130454352779,-0.15743849551397335,-0.05245732820545895,0.09337303564420167,-0.061683692273531474,-0.04477299783786421,0.002862360351890519,-0.11329422617512995,-0.11392951341341785,0.0030568885660431757
8.0,1.0,-0.10193763589758081,0.012457749037237384,-0.1254148423199715,0.003599617529132936,0.02433614804188809,-0.0005982835731803887,0.01026142024286735,-0.012289476206250236,0.0011159466535172885,-0.029739006120483698,0.0006605402174479748,0.007482275240582653,-0.03320347438443682,0.008174569110756202,0.01257955436894863,-0.08270984681920804,-0.12976114673685615,-0.07476131945885238,-0.12814136556473105,-0.04379793576818,-0.04101228060525307,0.03341998508352138,0.0034893126242649397,-0.18225067690810565,-0.04592770188443131,-0.0020559927303338723
9.0,1.0,-0.10181260426259822,0.012525151090108644,-0.0978447947858995,0.007028860362782321,0.01765274259964528,-0.0180765558867054,0.01534118376435728,-0.02741997244811711,0.000691776461246925,-0.020132332304634015,-0.004353596262872156,0.014527761182911518,-0.02245539655947322,-0.022101548720512502,0.021579484332422953,-0.08316291977277976,-0.1140746885835118,-0.07793880381989171,-0.11014199535068217,-0.03519496284380899,-0.03323164747965773,0.04384972034213701,-0.0013138111467034413,-0.16327313490027603,0.049021613588961094,0.030499697205203506
10.0,1.0,0.19746838289285754,0.03070331265015689,-0.08471853498669235,0.016973563364779534,0.017313555026210136,0.06817404892992251,0.004458401209020399,-0.003160982486701455,-0.00628056158901989,0.006279887238121936,-0.0032321527745218653,0.010881226833275257,-0.0024763154752670048,0.003382532531259745,0.004700167126779505,-0.06714953078867997,-0.133124376047445,0.03207620713156063,0.03334450124837129,-0.036889840891319504,-0.02155792747262826,0.007978873352434803,-0.0010181253363135256,0.07538260344298037,0.06499563742981208,-0.016740524893358436
