f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_10,ela_level.qda_mda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,ic.m0,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init
7.0,1.0,-0.09051046869968056,0.028255907154327225,-0.08108963871104545,-0.06234993102777347,-0.005062932013126745,-0.013411166648230664,0.00666048901933546,-0.012194064181544409,0.027060540743164233,0.017011232059976466,0.0133590688059672,-0.03231143964057182,-0.01156858516356196,0.13316089107003076,0.014762872384129624,-0.026264517078721916,0.02232599986662139,-0.06879599524614291,0.2554073682329266,-0.04954852282753174,0.06599352833615055,0.1276775011483751,-0.008977054868180009,-0.013617463604259914,0.00020066729991907308,-0.012972984485653158,0.08198612744402442
