f_id,i_id,disp.ratio_median_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.mmce_qda_25,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x
1.0,1.0,0.07835487349782919,0.040455811818230096,-0.040395124109161414,0.11595846466634126,0.05999441690412296,-0.0031552066947441405,0.017209583129099006,-0.005894610449733644,0.03102503832683095,0.05289139209182037,-0.0027187370417657442,0.002380847659829174,0.048194291451057004,0.005417224377112799,-0.003625502068816529,-0.009696681931256166,0.3936211429474459,0.6583148870467292,0.075718681059827,0.16381218068925438,-0.03057536789693915,-0.02577079600315307,0.00043577403703675376,0.15909602778681461,-0.019056385467720822,0.029609215843660136
2.0,1.0,-0.16477155477537278,0.05135131588286724,-0.09396863824238857,-0.032738865360608736,0.033318955858615516,-0.008366767185512825,0.006978879027056247,-0.005008922461781756,-0.011629694292029124,0.04509482257230063,0.0012103674139945628,0.0063872994368709005,0.011071240465233063,0.060573647609932633,-0.006074443400057351,0.01938612755619958,0.4098083135074192,0.05690136714120662,0.0712325894635888,0.2470151764828787,-0.05135443446885932,-0.035739879585334845,0.0028060689216473167,0.14822242652665513,-0.046495298533134666,0.023116319013876264
3.0,1.0,0.13564752167681937,0.007080278153838598,-0.028732908422724034,-0.0002876896846919519,0.014151063489722086,0.003112277802704441,-0.02747214909126616,-0.005076377717256017,0.055040691164695954,-0.013683591159038085,0.0011963619585100421,-0.001655462628342671,0.013396134568813141,0.002565434078925427,0.006301251178745333,-0.007722241067875043,0.15096669093876858,0.016459350704428322,0.014597422080789355,0.12543790775047972,-0.007900478874939098,0.004817804745813825,0.0004538762122542127,0.12925913513078652,0.02629147888711014,-0.013011317231367323
4.0,1.0,-0.14052962317743703,0.027981121403945094,-0.06470847330568445,0.00028379259406944305,-0.03207450790373792,-0.004206322883899088,-0.014979941602497028,-0.021503430861934326,0.05948497191066125,0.027415432823338668,-0.0033629980906008743,0.024563307506007128,0.01414109999067244,-0.007485881231409371,-0.0053480332458302905,-0.004694200687034409,-0.057418411691426606,-0.14373026987481224,0.03954569014109587,0.017485591402486483,-0.055366199743001915,-0.04998997815540956,0.0003825003301944643,0.12386218643284316,0.06387571687560277,-0.007226014981482967
5.0,1.0,0.13688916296931947,0.031497040660074936,-0.03489902105738726,0.008368412823943759,0.0176253730627649,-0.012999937668535197,0.012761720388266302,0.0006590702075151496,-0.009894007546848282,-0.00948059135849354,0.022307166036411846,-0.0035608093045456854,-0.002431617521133711,-0.012348760384948755,0.00978715740361871,-0.015750359415618514,-0.11716102127608298,-0.13657408620320965,0.024316393307174,-0.13981653974008715,0.038612049891241375,0.021154124087122493,-0.00021995745044158383,-0.2648674142917981,0.02921071579000424,-0.014215212107131227
6.0,1.0,0.03198960529122917,0.019481628647274683,-0.13848343471952151,0.011064163291183413,0.0213838378344667,-0.019421168849397867,0.0076800457506349725,0.0015338599208325342,-0.03014676955027598,-0.010321189332853867,-0.004403427109603974,-0.006984524123823314,-0.00962230286224175,-0.011023716903555183,-0.010005095576258423,-0.02174287748205916,-0.15378817435191938,-0.12974801268658454,-0.007590106638738413,-0.1563502936323769,-0.0675875688702173,0.017646022941874614,-0.0001621631337684928,-0.2959142404039645,0.02779521253303322,-0.014681338935536976
7.0,1.0,-0.22338279969664374,0.02571218435270836,-0.19783447023256664,-0.037970827012904725,0.008896730654795557,-0.01687635927988829,-0.036587057673696154,-0.005266665244334846,-0.03469072449065229,-0.012137848789623098,-0.0030282692432917827,0.0035290315468203912,-0.0001315067918186846,0.00982087253147107,-0.013635437188478414,-0.027819921404124075,-0.1884451815926939,0.1159027352942876,-0.02771506927835992,-0.08987008506378331,-0.07762218310355122,-0.08330160040169705,0.0002051640601986106,-0.06634817578732251,-0.12571264207511904,0.00016726054211102867
8.0,1.0,-0.1731496173658238,0.02039567024821137,-0.1439644088821925,0.020053277269166444,0.022810928210719134,-0.013646893428558668,0.016185472895244458,0.005751576873128405,-0.02618577309045837,0.017013032110669585,0.0032432434607585917,-0.002830702304285227,-0.017804806861053478,-0.017092704251960692,-2.0010941865768747e-05,0.03807266348950716,-0.14502947027191063,-0.11822226953257453,0.013955781540448624,-0.13543437338241704,-0.04807419510368937,0.06134028532495731,5.48464082898171e-05,-0.24668275348117402,-0.05350138065810266,-0.004491206220428851
9.0,1.0,-0.15033346817132895,0.02210466357541425,-0.14717423584996345,0.00988810614581416,0.023236513806739665,-0.008613195819604765,0.017895259978658033,0.001035044612269917,-0.024174513862827807,-0.0053437951681570605,-0.002121149482936466,-0.007750817653340404,-0.011563605945190913,-0.009771225985066192,0.00743060224038211,0.05560111222933898,-0.1382941852026106,-0.10960761485500119,0.00990009112516329,-0.09845387329873483,-0.043319446073688504,-0.004357603402188036,0.0004040729550494619,-0.21515006246391755,0.050808712794227585,0.02091063894490398
10.0,1.0,0.143192899974069,0.03564720533938678,-0.06510590533756867,0.006554062630813176,0.026997908189904208,0.055444100830301546,0.015257839835295543,0.001826907922744143,-0.015133096254378541,-0.014884125666356569,-0.0017365471934538256,0.003176525049273503,-0.0022562413396646944,-0.00857359751647865,-0.013447983008460148,-0.009987989218859024,-0.10842680216827347,-0.12396165543871,-0.003244712976598024,0.04735467418515314,0.02173369906054956,0.03155017166588192,-0.00011001068094072212,0.1424059661095146,0.05916281895773341,-0.024795613398437614
11.0,1.0,0.20350057346119715,0.04731813897901084,-0.03010435047744791,0.007609491460593837,0.034089542765851084,0.09656530081016539,0.018786983943342925,0.03776908263721707,-0.007915749552738754,-0.005401923814804744,0.018758145034285818,0.0022091840887259583,-0.005834580737131717,0.0077541222420991615,0.010219400056496701,0.04335408697117437,-0.09906028742225108,-0.09566702833458886,0.0238594779048806,0.062292380311693374,0.06292267260187208,0.03210351410713206,-0.00011001068094072212,0.17213556151508236,0.06541585073017277,0.0699749643778773
12.0,1.0,0.12403248900774762,0.029668209556140843,-0.17017120037572078,0.009019974030130575,0.01795492011231675,-0.022020284353009012,0.011483968350901475,0.0007677152227923365,-0.032793308075739706,-0.010810829850435338,0.002387580103601544,-0.004016832968759,-0.008708871198927994,-0.013917502331202937,-0.0046452392907503585,-0.022403395725781556,-0.14593610207042168,-0.13970194790879736,0.0062141670434881936,-0.16647290885091548,-0.0643392854472922,-0.03135502506547689,-0.00022442964751589355,-0.3011102691093892,0.021119947249790834,-0.014271731496080114
