f_id,i_id,disp.ratio_median_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.mmce_qda_25,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x
13.0,1.0,-0.204069509761971,0.02077649626456166,-0.18695770428389344,-0.019161592896128392,0.0078005446801620295,-0.019246611472270057,-0.020531304229451725,-0.005115453359344319,-0.03481234250200973,0.007758472482981916,-0.005783323375088438,0.003400866945122702,0.0003548748016405255,-0.00550959148498884,-0.004681403335337571,-0.028120710644463906,-0.19028476358402494,0.12050187056780148,-0.017251656156034932,-0.16159207792713554,-0.07628062393927437,-0.05555443106820064,5.0050794223236816e-05,-0.24531197224463822,-0.10220402854204882,0.012989800809969568
14.0,1.0,-0.1864840510240705,0.02058237816528004,-0.18027352295238303,-0.038670029332837495,0.0062135290865114245,-0.011487887203577634,0.001373686500245069,-0.00984335859718542,-0.02239284732093767,-0.0016818667243417467,-0.00012484578163538787,-0.00662079287810297,-0.027096908334699195,0.08001563202894242,-0.0010698248618702427,-0.02337843355698323,-0.1631984342844873,-0.13267387757090904,-0.015160292903181967,-0.15208270666100707,-0.07105619175045189,-0.06108429882233223,2.3232743921924154e-05,-0.22240749374327667,-0.07473376057632608,-0.003288725834745615
15.0,1.0,-0.19961564780119453,-0.09151428259857379,0.06625724514858969,0.0013447308026891835,-0.005878760864477544,-0.015554238535232084,0.011971608995502418,-0.009555482798441511,-0.026237631126168382,-0.011057741908127965,-0.01668270242377233,-0.007220760441126922,-0.03579330732293105,-0.010781668929402846,-0.002992167219408448,-0.11325275919949777,-0.0833070775684256,-0.17628766302873145,0.025417665491874703,0.03541991332514096,0.036459671201153517,-0.050933320595565795,-0.0020627407018459355,0.09086577420156666,0.038218274767171774,-0.051349851902412445
16.0,1.0,0.06184392387811139,0.003933544857466214,-0.11859460137809169,0.009954629384563448,0.01738818900512906,-0.018999415530056792,0.00860103083869777,0.016535727169593537,-0.02429897399875498,-0.010938699385880183,0.006024955144327658,-0.006800140137340442,-0.01782055086382146,-0.017737186352976875,-0.011739714684377468,-0.010265487259131257,-0.1434674660822798,-0.13174996649830478,0.013781696061921898,-0.1563266045023138,-0.04911412760357557,0.01059951218085477,-0.00010973701379430315,-0.29133074227121963,0.030253946865539366,-0.024519150712485376
17.0,1.0,0.11782153020152535,0.027523600122808474,0.13369753512485916,0.00200832589823107,0.026139843094091623,0.004365507639933657,-0.0119154005587172,0.007566375253028756,0.08054999596627448,-0.006908881264918692,0.012590252667270421,-8.819611842861936e-05,0.030901225691061473,0.0131618281083841,0.02267446402379444,0.05313291580568917,0.19025358164306472,0.42432660121834664,0.08323782293642792,0.1299220262741891,0.05600872690758492,0.08086678495419186,0.005286732513343722,0.15968048758659045,0.02666108313723181,-0.0011835997549200633
18.0,1.0,0.07047535170833172,0.035052383872671844,-0.050312957405694365,0.0002860576259492776,-0.0346898266003644,-0.0035408236265879753,0.0064111493418836365,-0.018163553994700415,0.03180594998065844,-0.009973460597706546,-0.002044993349705918,-0.0044803589620914476,-0.011867636130671079,0.004240400013380186,0.018748934976262913,-0.019781512949300497,0.07303796359085951,-0.1615639505024683,-0.026024514498232936,0.11605271354923911,-0.042473079002276995,0.02927232614145843,-0.0005215908570182968,0.14688246294989868,0.02844488052657341,-0.011675820018122875
19.0,1.0,-0.10199719946637065,-0.06525561871643512,-0.07215674040650347,0.003485767728142663,-0.03622017092443397,-0.0017607905730168192,-0.03184145311166842,-0.01644172176900029,-0.022482457723522416,0.0012687888400275472,-0.002302778919367787,-0.00012186079572606569,0.015120871229736942,-0.07602681151935295,0.00488974282014445,-0.06363546062310692,-0.15286027924693335,-0.013444753736362457,-0.01607432064103965,-0.007708377242303899,0.006042822372677403,-0.023913265891455572,0.00016306044452007746,0.10521194364916968,-0.06232167176680869,0.01843206482020461
20.0,1.0,0.05578116568707756,-0.09307493139099264,-0.00870035828130248,-0.0028183957319921076,0.010926741369046292,-0.005286937037085213,-0.021014393829821756,-0.012403935947975005,0.019997682748333523,-0.011831971829765666,-0.013895186393002369,-0.00878443901638594,-0.002767215083519011,-0.06690894220664816,-0.009348808525106913,-0.09177134320522001,0.21327943396889737,-0.18538612678899638,-0.09076348749722526,0.07620336070503068,-0.024836053050514017,0.004743107339539798,-0.0011458398459576464,0.10586160184015826,0.016141187922839237,-0.0076093032870262565
21.0,1.0,0.06739342069390615,0.001553916709618339,0.015088972559931895,-0.015001934377405315,-0.019813368450395236,-0.004695460569261004,-0.03542307484192153,0.0030814929514569466,-0.006973122839233067,-0.02109975415846619,0.004899492356552157,-0.0014888974259600488,0.033381891840850435,0.05229049909211834,-0.001603931428547336,-0.0013775401571245087,0.21483571555959988,0.4287003022237686,-0.0038578487487920614,0.11994481598545495,0.036663748887067416,0.06529611159530312,0.0024183060094467054,0.13875275148773236,-0.014308574389316849,-0.009712003774980122
22.0,1.0,0.05229485774894302,-0.06503378167968646,0.08802747597706284,-0.005540382286922989,-0.019659822695654205,0.0036554726470880306,0.009447012826271844,-0.007129477983065798,-0.012918855190100133,-0.01137139396504481,0.0008937686752022165,-0.012345224840609003,0.010031245616309515,-0.04035790287139149,0.007245654077955119,-0.025626906343040344,-0.07083575825092946,-0.1584334222600009,-0.024164217197012675,0.025395309501152444,0.03257012967925969,0.01632100241456471,-0.0009534035223367041,0.11429032048004205,0.02599314996683175,-0.03637494754536221
23.0,1.0,-0.17664366250322444,0.037402192179335214,-0.09300607490684977,-0.04260101927883474,-0.04144256070799259,-0.00842300904388188,-0.05209957199005246,-0.015530289365580863,-0.02579420693241061,-0.009862042180934883,-0.004701846276909449,-0.026346185256098432,-0.03055770914562726,-0.016303247234063904,-0.009498631984469215,-0.048603436778692485,-0.16842491478269198,-0.15521798727850755,-0.011871974646037037,-0.007007247478640711,-0.07094764035426071,-0.09568294667855991,0.0006559520846259053,0.11203027042244898,-0.1022749013479155,0.01819099762364214
25.0,1.0,0.07807674563006281,0.015257977187005022,0.10873338187415522,0.006342315402428707,-0.022616458056817598,0.003373759487889454,0.0003054913301451159,0.014015918050978564,0.07710204401394984,-0.012815742423087747,0.00781985533291769,0.0014054311734028836,0.005763963191943128,0.05008212696168854,0.005901991818419363,-0.008582483274272145,-0.11580431260115118,0.05693492139112669,0.03334146540443848,-0.0387831835787099,-0.02526634617210986,0.03672107376203149,0.0031301621533384467,-0.10412251030802372,0.05435062777240408,0.020237388281064788
26.0,1.0,0.007563880820920717,0.03412565560256511,0.11527718827115131,-0.013600732876709296,0.022233455313718394,0.00105460450400852,0.018342300487890026,0.009437585473688597,0.055529050737505796,-0.01533965438376561,-0.009440333129158707,0.06185226064775895,-0.025055711643738703,0.007893147630871044,0.0031638605060470134,0.026518681450970527,-0.11217122359029805,-0.12799286047686675,0.0176658575063889,0.011908942546846097,0.05341038419693311,0.04483746426433289,-0.0011992542984539177,0.15549827230122246,0.04416214194530094,-0.005694179662303926
27.0,1.0,0.07375946665864631,0.024927340326021823,0.12923329879750578,-0.003749932643481302,0.04090719388394933,0.0024252004384623634,0.010206323986941256,0.005997867307536182,0.004833643814780334,0.012757007347818093,0.003050277602142781,0.04210195104037641,0.007073972132423311,0.0006075724365015359,-0.0054437496061025175,0.08456914328318231,-0.045053707833377366,0.0380105004901968,0.03995873140096311,0.02007312643939161,0.04577728531723998,0.05579674811445811,-0.0006141440978220816,0.14816551869687886,0.02612510323749062,0.02966996470130452
28.0,1.0,0.20953788714579233,0.04287292180011231,0.1388202308941141,0.0010671379222240577,0.041948619137719,-0.009844294519802108,0.008256355353265006,0.003748399211023065,-0.012904882841248359,0.033667078912910084,0.009081683928029837,-0.0022819669492655298,0.008397309096801782,0.043908647303596636,0.009327102464899184,0.09930201137479985,-0.04914905878599284,-0.12942900390869555,0.043994191928491154,0.04722991933278637,0.048859979904024985,0.06845195737068871,-0.0016483812822509322,0.14208098360683746,0.031001941206907323,-0.004206893109777671
29.0,1.0,0.20445894726464842,0.03278423718272359,0.13607588270620452,0.016334476773942116,0.04776575355397656,-0.007563853205329651,-0.00017987117160345645,0.00906336435884096,-0.006731048650791714,0.06322567493796356,-0.0005869098294879966,0.004423457581499271,0.022165980816608342,0.025409502239752305,0.0035421402057180676,0.004617938176121361,0.10888508439358148,0.10583989754967654,0.015283076369347864,0.13031142461508238,0.06819272306668815,-0.03207894255067581,-0.0002178956528801155,0.14089281433298065,-0.02637615130202285,0.0016846960867123177
30.0,1.0,0.0944840923755212,0.02489950419429303,0.11788566135887167,0.0006065406094730469,0.033406642185245014,-0.0067118755092519045,-0.03182468924069683,-0.008292992512002183,-0.008799546629235808,0.05933095384783737,0.00465749248473403,-0.001429571029687376,0.006462679210569735,0.06359222582643542,-0.010573932215033317,0.021991353312976625,0.2182889425514765,0.08846352550776611,0.04506074078113557,0.09749567979083369,0.05180148506674484,0.05570116483074591,0.0012643696318513447,0.14131612673459903,-0.026458171732655644,0.02135800017114405
