f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.mmce_qda_10,ela_level.mmce_qda_50,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.s,ic.h.max,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x
11.0,1.0,0.13418511260300542,0.018690593579442097,-0.029467872623336364,0.01876614687355807,0.049382694384815476,0.10243863400140713,0.026295078246806648,0.029839794572264138,0.009749077781286834,-0.011562333647183636,-0.006771028879155914,0.0021312093736457305,-0.004409478176844769,-0.026854280655274145,0.008748436168287263,0.004168899159296299,0.07123020297188046,-0.09460749264739499,-0.09298501644122918,0.02370455213244493,0.18245351628341092,0.10590122300456038,0.0001863328266215208,0.031276748443195224,-0.00017265740408476125,0.08852802848450725,0.07585401937865165,0.058385856444294004
12.0,1.0,0.06537875416775617,0.0008101314678322359,-0.11611112856682637,0.011954565683752074,0.021857939561213378,-0.010104850669731614,0.002182443832826807,-0.00039095954873207624,-0.019947925018789676,-0.005820740175774904,-0.012558372339156998,0.00042876215260544967,-0.009657823468021968,-0.05048165451093803,-0.0026756341793717983,-0.0018094122541886908,-0.015078533788914673,-0.12386434757946738,-0.12682915719953397,0.0058198076490881285,-0.3752740238744592,0.008317963482963917,-0.07716292201100595,-0.013433211867331468,0.00035350449827389896,-0.17603703036631166,0.018986884948580578,-0.01577177195159188
13.0,1.0,-0.14339846338495912,-0.007891640972919988,-0.1100924112232524,-0.08972544081465718,-0.0047480259855110125,-0.02012575911730613,-0.010328775391279615,-0.002202588042144086,-0.027984904916514883,0.0072006449336786925,0.012889742948711503,-0.005623738559693611,0.002276318228346425,-0.04234359962931787,-0.01447517402442912,0.0015972951911614533,-0.0385066617440375,-0.14626404998619555,0.0878147433808782,-0.036995892277146884,-0.36730209530009317,-0.007323085531762075,-0.09255166583909356,-0.022295553706884946,0.0005962560657167728,-0.1864144015826338,-0.08166745899077747,0.014145943698364711
14.0,1.0,-0.127316387510809,-0.004731358008180447,-0.11389358934143849,-0.07234704807022851,-0.003933647632689582,-0.020137664718618664,0.002727639931440128,-0.006634228964123875,-0.030190309514919345,0.004487559894943271,-0.021285970019334806,-0.002027054271789655,0.00025002704038459584,-0.042911142480143785,0.025283374232274152,0.005007228163850499,-0.008165004904157612,-0.13810428875540515,-0.1114324865577154,-0.01591021445847346,-0.38604878812238,-0.008820593053629016,-0.0912296824854231,-0.02003434958557474,0.000883878075926544,-0.13505339324194848,-0.060361087811244815,-0.006016289103534091
15.0,1.0,-0.14463713151301422,-0.119382611080663,0.04111055724765597,-0.019707208445946242,-0.042953694558650536,-0.022921383466713643,0.01262615660130747,0.004767233220371977,-0.0420423515108357,-0.019474080756098616,-0.011180456505021736,-0.00042421216745495543,-0.02288911698418448,-0.07943903598414111,0.009763192483825041,0.006719993510409406,-0.10735136121212668,-0.05236668262949027,-0.13838183409056212,0.005475667736268125,0.09953540513918448,-0.029169557722131104,0.06145489048645744,-0.006207842313170064,0.00015438722588072924,0.05649277315934948,0.02740325006207806,-0.0505419233994324
16.0,1.0,0.037341749365891234,0.013299146967855372,-0.06572460354739176,0.014690634807853034,0.02376819985207886,-0.008243050561658452,0.001305793490472207,0.028584033094979016,-0.023599237305864162,-0.005869002959512663,-0.00949019547123088,0.0017182142808688573,-0.010863749601549875,-0.04519322214277833,-0.013966773216634564,-0.006531193420621935,-0.001986223726983832,-0.12704064350848765,-0.12447959263094166,0.01937036555505837,-0.34450524201183796,-0.0050620320419572495,-0.07130777670433094,0.017411740463048015,0.0011539447317255227,-0.16949549113279616,0.0218006142972083,-0.02878134308566114
17.0,1.0,0.09362763204708835,0.0386104594110369,0.10071073555540516,0.013004962993624218,-0.011085097482741245,0.017949626115800144,-0.013223260807256507,-0.0034778750167363814,0.07010482093579212,-0.012951483076564982,0.003142643202513511,0.0026939936413989743,0.019291479891786943,0.17098594902420994,0.024522773263749884,0.01877915379447381,0.07469704093084074,0.1926541035247491,0.30154840572759617,0.017974451276706254,0.25624269557402796,-0.0007390529258334689,0.11067888420909935,0.021788004364881437,-0.0006579955345865026,0.07578945994197155,0.045492916460577716,0.0003438178727805634
18.0,1.0,0.028130504942972867,0.03408868482668056,-0.08732031450373284,0.011993634243053707,-0.04762363842260592,-0.014921922503253521,0.012238246291643608,-0.011579280706129867,0.07664192486424323,-0.013182114638446816,-0.0049747951921798525,0.0014494936106323264,-0.0008344107187329801,-0.03403475733589873,-0.003021452167781078,0.04751826942845171,-0.06088605824284858,0.08600542358749376,-0.1372885059049575,-0.0465528626481631,0.22717638350561295,-0.0025612387142566234,-0.07627052395438896,0.016749866712566425,-0.0012358620486326286,0.06956214096598404,0.04654868699882773,-0.019153958870647133
19.0,1.0,-0.08268656231593241,-0.12371371063106008,-0.06025677925026953,-0.022563999261703594,-0.03509484790151292,-0.03387623220418367,-0.058491837373401794,-0.022402080797801552,-0.024346601282012333,0.010760742336251343,0.029491626207952832,0.0057710142866357495,-0.016901271866034396,-0.04272914730082863,-0.032660248264535494,-0.004937825120729333,-0.0772048972804559,-0.1324618884708495,0.013321035052732038,-0.05779867058998589,0.10038465504456469,-0.02060878958938016,0.021823266887202805,-0.0023589321816232167,0.0001282699645418152,0.06725464620067499,-0.07499729092035755,0.026366904159078077
20.0,1.0,0.027261258327013337,-0.11460146201532212,-0.049164343376637616,0.010311564509425627,-0.037235518371649685,-0.01556501971906215,-0.06055164384125478,0.0010329603181512565,0.05049284089821872,-0.004478968890476441,-0.00894389937936054,0.001778596610976279,-0.0013280286111569607,0.04841024944327069,-0.023348169070848045,-0.007814792073051439,-0.11360453089120112,0.22927900193814882,-0.15713937161392075,-0.052807677741621345,0.17436815981644724,-0.004913225594617839,-0.026838816819882177,0.017676149577509438,0.0005158662696834303,0.05202863466366495,0.02301723932363641,-0.009276593371720435
21.0,1.0,0.06220641337858886,0.027881924813459108,-0.02925802881855934,0.023702861518738714,-0.038393832752012295,0.0051625037721621785,-0.03268715554025815,0.004677263743282422,0.012350421301903227,-0.025131218846555285,0.023657440273968263,-0.0003586328151769975,-0.0012901199945332489,0.07645648402165638,0.01382063304961032,0.018624267754533817,-0.03791511583513964,0.18926461425086932,0.3293633209062208,0.0005075561271287894,0.2160165592669596,0.002270447594359589,0.09509132048773414,0.010478041128289196,0.004893739573715788,0.06869240276818896,-0.042537141037136066,-0.0076435439195672505
23.0,1.0,-0.13734320197162944,0.002712915088890782,-0.09378323237255433,-0.07355055588930817,-0.05106279793535381,-0.03860085540814815,-0.05473843372302861,-0.016596039136267927,-0.05298868879303133,-0.01471353870996811,-0.024217200031565,-0.023708441456221533,-0.005279667727389933,-0.06270937125483726,-0.016369092683442426,-0.021733506247073823,-0.09533264827415991,-0.1476229583416325,-0.13981827182449869,-0.02656146132321629,0.0939960360088554,-0.02278824338370132,-0.09252020024409628,-0.023150139952394646,-0.000298732467898506,0.05660797719086081,-0.08152917142442116,0.03254703969549675
24.0,1.0,-0.13948571207003355,0.03101633243168843,0.08473082744834365,0.007180526652533306,0.01793197210309276,0.008361827511640576,0.015913367744791643,-0.0007245756954247305,-0.009680748729459275,-0.006257059256720877,0.01621441472634713,-0.012960511777432746,-0.015927143335973473,0.04139352032619706,0.013925736530933179,0.0041699613282411415,0.015946095652128914,-0.11498757887358578,0.28042070907052696,0.015721791300937277,0.14379091870797325,-0.00085717630417198,0.11275284246511012,-0.014406088781788012,-0.000530125729570457,0.07008047517681834,-0.025850811261316633,0.018386434234468892
25.0,1.0,0.042564356491362754,0.02922195198708114,0.05608898039680901,0.014792001881835729,-0.02682243113489894,-0.012646876315178222,0.021250406109547006,0.005731519386072545,0.06206683979116356,-0.0190542019928049,-0.009456207320716364,-0.000808574816635505,0.006728687281057991,0.04776383580396662,0.02064516932892993,0.018950845035593585,0.023268264342645152,-0.11480406673549215,0.07702964032001827,0.02243185837818406,0.07121531349530233,-0.0019859142198022316,0.025279325897353964,0.012688934483941422,0.00018133634291321718,-0.08302569572601798,0.05833029307136038,0.029752962999864057
26.0,1.0,-0.033177548504034475,0.03433518155704303,0.08898316224176481,-0.055870219820001524,0.02894555939624299,-0.02130445621682962,0.01617373316372555,0.010663041902801332,0.07533421152679538,-0.028432697128362907,-0.0060853827337330425,0.023662740850380254,-0.008442178210103596,-0.03331982614725602,0.005892670315430896,0.011359592588949932,0.04314361175520732,-0.1116930126737214,-0.11172680929495167,-0.01165369621595458,0.15936060432346438,-0.007332263582975686,0.09985201536160383,0.013109615519220033,-0.00038925416911232225,0.06596071957766098,0.03011326017771437,-0.012979390611301569
27.0,1.0,0.027692629426778352,0.04357261763747213,0.09097732144500453,-0.032623281877311235,0.02526471889977595,-0.014481703236462966,0.017772739929157066,0.003543651322195215,0.022007555475423983,0.02887538384995813,-0.00963068190869195,0.02396499635788861,-0.005478489033991058,-0.03676142316945714,-0.00019339393525839027,-0.006821430313412755,0.03284082001402779,-0.02610547516521718,0.08758050578347613,0.028348866517878615,0.15430172604110426,0.004303731051232633,0.08855311191763969,0.009369754311289816,0.00020025580818106437,0.06807330382036748,0.03257346891910784,0.03041121464983678
28.0,1.0,0.13176096660298547,0.032766080527871666,0.12955162234419512,-0.015203678681574725,0.033848642579440695,-0.015578500699105343,0.014014218741067315,0.0013207488568101103,-0.019749863030501535,0.0316825357263236,0.014988574304042629,0.0030256722481280993,0.007273741246618064,0.06434183853805732,0.025429760539603944,0.007368199684128338,0.03652665485360075,-0.0118626482045629,-0.0925741192832081,-0.0030247326839998034,0.17538634268417613,0.004393873053580447,0.10665358688277257,0.012626360243800034,0.00017812530582062892,0.07223665965905267,0.03338528421353565,-0.006256668252227128
29.0,1.0,0.15000886083572418,0.041531296866645764,0.1047292108736327,0.03946606519616647,0.054627695719259635,-0.00647329690698382,0.010777519768226454,0.006124593317036295,-0.009004783761359197,0.03181403531325364,0.031101589398315733,0.011063696277906493,0.01838888887449508,-0.023381915761774917,0.024679343607845378,0.012685328395865314,-0.03809792548864772,0.09446311145940232,0.1405754776410108,0.022837298050819313,0.19286394529834802,0.0026047697675334915,0.14242626808612405,-0.008034715128506065,-0.0008383815339547169,0.08020596842584204,-0.024186006604018494,-0.0031393705071893732
30.0,1.0,0.06753230655382905,0.041367637169423224,0.09159257525044597,0.0008711275753678559,0.04145635720767076,0.004649432763407577,-0.02572361982305526,-0.0015102480506907576,-0.0029582870517807234,0.02631675769669758,0.02277457117966505,-0.0033884281391315866,-0.004478395360047119,-0.024925094905007,0.017377793594151193,-0.006136169880042651,0.017884205896539777,0.1607632133816133,0.1121874355713507,0.03040652475726195,0.16975474271477956,0.0022427292120249485,0.1081638732738947,0.007170798399648331,-0.002126370092706605,0.07290469583248153,-0.030425585038390934,0.024296845586308485
