f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.mmce_qda_10,ela_level.mmce_qda_50,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.s,ic.h.max,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x
1.0,1.0,0.058139031978030796,0.04726170530063536,-0.06743977817812313,0.13825592301856407,0.009123193261817318,-0.021398343212759238,0.07023278368538977,0.00984777477407267,0.059692982777829695,0.011745457765471689,0.03235877363115376,0.010492391602516398,0.058037715015500695,0.10782829436580353,0.051710843578357646,0.02517262149852196,-0.05047341552364956,0.34684005510807825,0.40235643983241,0.036449526772377935,0.252651085560011,-0.00825272471235161,0.016616368373598783,-0.0031851467766918513,0.004499938933613382,0.07640386959459144,-0.07056141375570023,0.02603665753498758
2.0,1.0,-0.1059383669127824,0.0075081285493870265,-0.0638799457922591,-0.05506740796454381,0.014087084541372601,-0.009861426529529298,0.010612689916343896,-0.005391519700264535,-0.005224544682654209,0.021267725239965774,0.034889195611638064,0.00787088983962524,0.006576686283313166,-0.03799239422162497,0.028647001722301293,0.003178542732392876,0.054108812184626806,0.43836369963873445,0.0521090798108735,0.038568544238792246,0.3160183442593528,-0.0045136968930382885,-0.07017946219493633,-0.0006370297510937569,-0.001283676167012871,0.08226709727653818,-0.05593344934933215,0.03595132563242985
3.0,1.0,0.08890917412985747,0.02415366203676083,-0.046814832080364736,0.008063121580056818,-0.01707713149498941,-0.01555176194922302,-0.044572981555178644,-0.012382347986019043,0.051399476961201306,-0.013268370788853838,-0.007957223585110045,-0.0020523931882489746,-0.003950681937550207,0.05693939138885331,-0.013161835303790545,0.0072163593249523796,0.002035757663195581,0.16236742015821354,0.0348709506683172,0.023540474323433945,0.16567517809282833,0.002977076636848411,0.001762900016472576,0.009948024904528728,0.002034437146792958,0.06790935595132533,0.04479464285555944,-0.01171840691821929
4.0,1.0,-0.10470958164432048,0.028748548415688552,-0.09767852605583369,-0.021151280270849372,-0.0522462848331743,-0.013826949549521524,-0.032418122336281184,-0.0047193248719452074,0.0666486936994006,0.02201525470990324,-0.021361234463674928,-0.002901530787564772,-0.003381490908611503,-0.034589360916767536,0.003676340733910689,-0.0013643372133715316,0.01219353818135946,-0.03633436919484065,-0.11614399208328996,0.01914503001208934,0.14664814459978243,-0.003769962269526167,-0.08266905204925624,-0.006686811343258847,0.0002045575822811157,0.06791037639016097,0.054508706352292796,-0.019809930259415638
5.0,1.0,0.0778625740864224,0.00019922984128231734,-0.008616178481563513,0.01597754593089807,0.022776783239504574,-0.0013741774813837708,0.003938675392985374,-0.0013740601901141365,-0.005775319420766225,-0.006620427571084368,0.010194675541550392,0.00043077091573693146,-0.010740743753363969,-0.030685387632126058,-0.0012252301511954103,0.012021472926518482,-0.010416980316247803,-0.1179687928196484,-0.1139508528436395,0.024630142929609026,-0.30731895456063635,-0.0030799301665554173,-0.020443383623171135,0.02661864516526882,0.0014542338890424483,-0.16186717150780736,0.025452530468389665,-0.014639578539977082
6.0,1.0,0.028784567215216432,0.0006307683949192562,-0.07106573860145293,0.020329179197508488,0.030317623178274303,-0.026848640571816483,-0.0029358882397032705,-0.0034177343467935006,-0.03307111631595391,-0.009124277073831654,-0.006382561478369705,0.00011901846274670709,-0.012218751415646219,-0.051609667777928636,-0.0013095129648252701,-0.0054799378822469715,-0.01105565334342594,-0.13068678621156105,-0.11977263956519849,0.003350658571456006,-0.3588923995768441,-0.0038711649907176688,-0.08332720385561239,0.020432474188131496,0.0013625414939582173,-0.16754012655770054,0.036019449140569385,-0.016601553120231295
7.0,1.0,-0.16247521325031902,-0.006885304079939067,-0.11426463664956871,-0.09516460422057521,-0.0073660574936194505,-0.015725494634591577,-0.012576018262582775,-4.1928255356717375e-05,-0.02406019574472674,0.006490986365463953,0.016779079447715922,-0.004378096124264205,0.0012487351175644152,-0.04160967890175622,0.010758706262952101,-0.013341753502796545,-0.014166440796141525,-0.14059292423027744,0.10071343738097027,-0.0312629048388616,-0.2786051683160183,-0.010171466148139931,-0.09952184524297136,-0.029040643959160728,0.0005750177472900405,-0.09157939437552283,-0.0910202235309905,-0.0025070695345957607
8.0,1.0,-0.10900670617875666,-0.004062585265736752,-0.06659522964194522,0.008779087397443725,0.030826206200434837,-0.0027334695469841772,0.0016440206358653944,0.0047864809005703154,-0.025605937096413994,0.00439191787614308,-0.022341983707935005,0.0021300615799101806,-0.006024675065222806,-0.04031030207674612,0.00013263719465457242,-0.0036234099514917827,0.033450317318158534,-0.11886519483787639,-0.0959378833211657,0.02156145246866376,-0.35069445290172807,0.007408796394585359,-0.0817528821322937,0.02303148241715358,-0.0022115515190207443,-0.14489979181665147,-0.04898022650696734,-0.006870111158087905
9.0,1.0,-0.09466192959256009,0.00034007286164353773,-0.09530871103089335,0.0025080981024962613,0.009033668123695946,-0.01252632581350117,0.007231762098654792,0.005326294962778578,-0.007950213334068071,-0.007821584179827331,-0.006410396380101418,0.001871663474740905,-0.008164859749110659,-0.04085365055226672,0.007783246881793706,0.00984723251844629,0.05392451545576271,-0.1158605034299156,-0.0864050358895666,0.017009277187694814,-0.32493006603478397,0.005427359822449944,-0.06889062036078232,0.0016326356645733583,0.0009149640406950618,-0.1332714327131955,0.04728874142105643,0.021722278443174432
10.0,1.0,0.07321268624991263,0.012252755650341073,-0.06606655119980408,0.011343094323443888,0.037963891674558846,0.07315628426809975,0.02080688268017163,-0.004707183439650091,-0.005425686122803716,-0.013514212199008398,-0.010383038739550291,0.002050889872718494,-0.007174321597054212,-0.03883781051971742,0.0002982976025367826,0.007007325554359215,0.0019577621837060088,-0.10269365975648877,-0.11594923611208023,0.0013231930360232383,0.13018072286218915,0.0436987656414179,-0.011346437957243164,0.030011475172788665,0.0012040267854856374,0.07450756398932276,0.07167761349464469,-0.02664351938940325
