f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.s,ic.m0,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x
1.0,1.0,0.05203844903928689,0.0554327363245359,-0.028623089059086237,0.1380201972655917,-0.02417542017627644,-0.008996276028038337,0.08333309113260884,-0.009321985950078047,0.07059657048643951,0.0009207676228844395,0.004664288256602675,0.005194825686343829,-0.04326799370766191,0.015509638574883834,-0.044722197791163903,0.29872951662552927,0.5515522450276883,0.058750017821652435,0.24586901718847676,0.0817817657401405,0.0054361751420979815,0.0485187918263582,0.003960985894427616,0.08546572834569355,0.02585713170735252,0.034899542359095974
2.0,1.0,-0.1323665125032491,0.03249060534739905,-0.019254795836013448,-0.06316726202350013,0.06293123506128886,0.0029259840098507647,0.00025706389617065936,0.004549407953652396,-0.022014940378121614,3.815348576296848e-05,0.005640282307935472,0.007158465146806224,0.16086673661608306,0.008947188072181669,0.04342267821789422,0.2954214647034151,0.044006419038604874,0.054078903800194714,0.31763266268081475,0.017820522448187666,-0.029087304884146455,-0.0028924861482062052,0.0021850980083271956,0.09479752244157055,-0.0007843158115389251,0.03917593966462264
3.0,1.0,0.12965009225874302,-0.0016726211377273892,0.0013963487311583487,0.0029873772153334514,-0.04055362855543943,-0.013668907391730831,-0.03431063544119281,-0.012193041289257783,0.043843627105865625,-0.004469503339105458,-0.01930958530219691,0.0012755567045997934,-0.009999527375405638,-0.007323324464763064,0.03404274450464969,0.16098897120214262,0.027998424754657282,-0.009832286118135823,0.12843422125460258,-0.03814861850050672,-0.004398003389878037,-0.04492822116804,-0.0032778827213656644,0.06901269097260977,-0.01845643577298304,-0.013748143221514362
4.0,1.0,-0.09008584760915064,0.031399695451400735,-0.04969797731486597,-0.03621960155254368,-0.07094845372870741,-0.017854410353999626,-0.017462591661142366,-0.03560489413736276,0.10725413372744148,0.005172742778877417,-0.004210194908213161,0.00482291589616477,-0.014892430036119226,-0.002327051025379711,0.029707327375270657,-0.012878023611053082,-0.1580234531770549,0.03208273410004207,0.10883639269842563,0.01947845615957243,-0.04140526617584502,-0.02735535926008957,-0.0008009762374495083,0.07207574656876649,0.03498703279830242,-0.007524563825347533
5.0,1.0,0.14834072047884034,0.009279300977363751,-0.015484659923989067,0.006629489132188925,0.03261851720775062,-0.00928450038142675,-0.006864864446254051,0.005567719143262822,-0.02617817908677439,-0.001256353149456308,-0.014078145734551944,-0.0022569921293039757,-0.0218023117614508,0.004802253094880748,-0.003344364060552699,-0.092000507234855,-0.11053159389607017,0.03372084764366413,-0.32649681320332463,-0.00527210194456649,0.04294775269173633,-0.001729203469048336,-2.6198962235070712e-05,-0.1341290800351327,-0.012166952612166035,-0.017958874230016075
6.0,1.0,0.00027745339577804466,0.00865800781343004,-0.07313648863909797,0.008512966046013301,0.030455045986771172,-0.007531056894939071,-0.0027606968076101367,0.006249217950540921,-0.046890597974510756,0.0014763753181254264,-0.011469084775194626,-0.00769593667753003,-0.04202164798851127,-0.010887979884952177,-0.010876435424354694,-0.10953703000258387,-0.1493552438861432,-0.023456455437223803,-0.3611195189930405,-0.028468491834396963,-0.04053781300495917,-0.010911446931946902,-0.00019245789554383727,-0.1492695318230157,0.012005890485370329,-0.015401818617422486
7.0,1.0,-0.12835282312046087,-0.007506041839482336,-0.11111490224981992,-0.09017893299952556,0.011878607591383763,-0.006964288701301196,-0.003200649568963896,-0.0015824888806952357,-0.04401753250563332,-0.0016217719312796208,0.017305503445078595,-0.00985003278601963,0.03355108183574269,0.0008318285062820185,-0.011234643636516833,-0.12233746509168614,0.09401285779902696,-0.08294624390500382,-0.33015900544147414,0.03920764266975941,-0.05660259548589513,-0.03065550092331358,0.0010042667955045073,-0.08585144093552995,-0.0761214997466536,-0.0013453975192289232
8.0,1.0,-0.10727406885110652,0.008609737681129147,-0.09028900457020138,-0.00927700415128975,0.04488066573383217,-0.006704069753108294,-0.0031989302118270576,0.009002414730863117,-0.03837142386415852,-0.0032634926070379553,-0.009101572672239997,0.0014555153148109335,-0.043482128794694014,0.006554392475157949,0.043022393267168876,-0.10554231200233324,-0.13978114480749187,-0.03618875207734192,-0.33709206680095927,-0.007875510434183455,-0.04288554109427175,0.03522788841833813,0.0014241054358584972,-0.14257732648377786,-0.01966665322175758,-0.007258487820013252
9.0,1.0,-0.08662503137905737,0.007933223667949674,-0.07931206890051277,-0.006063131681483101,0.02572426693444649,-0.012926631413342125,0.005382754053773498,0.0061274630976133546,-0.03021926272365092,0.004017111495675165,-0.006741860633650743,-0.004005803986332748,-0.022803781533131062,0.006994952060508894,0.05707244747830924,-0.097984682087945,-0.12627830661026138,-0.04500093545207623,-0.3297741300667888,-0.00674091509295241,-0.03372383262543548,0.032799200989174535,-0.00043296677035023143,-0.11510233229082978,0.030447499007409964,0.027779060672243193
11.0,1.0,0.16687760692725612,0.028320912579230494,-0.031049590204352395,0.015732415001474688,0.06483519049404464,0.1572974969325617,0.001825994674954483,0.04489251885489559,-0.01894233149501392,-0.0009877635918763587,-0.00119758071938603,0.0025353306944375085,-0.01416914373847568,0.011981965491948167,0.04400836485662263,-0.06470234301074035,-0.10737842231393982,0.034683355323883044,0.1336035557945336,-0.012202254927034405,0.017842686278802377,0.0031514037124758232,-0.00045088524813257096,0.08328042252540564,0.016311511413330388,0.07174890127228527
