f_id,i_id,disp.ratio_median_02,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_mda_10,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x
11.0,1.0,0.07323349689752214,0.014032833648986727,0.016764366360688652,-0.017299421382932608,0.028427056048050448,0.02522607938372622,0.14507515444754326,0.00046973533290964716,0.057711196003743685,-0.01023631750532008,-0.006002830836663509,-0.007533553119918498,0.009520309175078836,0.012041003302004883,-0.006391615457353834,0.06077428606814592,-0.06941426749563667,-0.14742209396616102,0.0892898592381961,0.012800324432819206,0.11739336073509067,0.07929380648603088,0.0011342215742404474,0.16438688594773684,0.053021147338635645,0.08581311778800503
12.0,1.0,0.006090301430808114,-0.026142632319686374,0.00785263794296603,-0.13021852436336276,0.02142293681341534,0.012933263472698006,-0.03689545386328834,0.0032514202193757846,0.006731651804500908,-0.02921225367551259,-0.011589217114768303,-0.008577709044855669,-0.0026012917256134794,-0.01806636058235421,-0.013210656450940406,-0.00921686673450439,-0.10292242702963456,-0.19772301987992683,-0.012207554100958676,-0.07909332195794758,-0.06542488102304081,0.020473332401132128,0.0027793500667047076,-0.28160546621443744,0.03507943129069457,-0.02031160193609185
13.0,1.0,-0.08602779308295891,-0.06322578172252076,0.008832435396320023,-0.15896616792684357,-0.07952157662119504,0.005483115207631312,-0.02746025445700058,-0.012835507681329038,-0.004510305575967662,-0.03845974739738402,-0.007162531173992934,0.004888773549063642,-0.023886798993860182,-0.02350110853928692,-0.0076897433557683486,0.0003502406792902657,-0.12002100251490908,0.10204822895026373,-0.1482275510333862,-0.08883094514370013,-0.07864239366771696,-0.043707895927001604,-0.0011495709433515808,-0.24970557281903213,-0.09357687172035249,0.01667843355482104
14.0,1.0,-0.07195440652349702,-0.06183369842393421,0.006813972106947282,-0.1272269071292653,-0.08750532254127064,0.005977579302630806,-0.02895747350980552,-0.007624793857372787,-0.0143855292668317,-0.021329705682194916,-0.005314667826450635,-0.011730790713498508,-0.006557431679741775,0.09284001928533836,0.0030793121573495677,-0.011430659138458959,-0.11467240504258851,-0.19802800697923337,-0.10490677102113333,-0.0660778214005479,-0.08511782280460486,-0.0533566767223039,0.0026687202590838493,-0.20678692315731476,-0.06233310659561447,-0.016082802926371178
15.0,1.0,-0.06709528683749842,-0.017989988710129988,-0.07094464253102258,0.02251132512089977,-0.036415165454168084,-0.01949240590876014,-0.045979170714637356,0.00462463218134901,-0.0005300776687073381,-0.03567844718736415,-0.020266830365204,-0.012997944626386272,-0.0098346075393862,-0.00012437789717312578,-0.0017926439482859572,-0.0508397374838139,-0.11568734749551084,-0.24582474029661794,0.06678363587058544,-0.006159431219126574,-0.029109349817932693,-0.05372190439840826,0.0025956269299715643,0.09988489440905542,0.033838428833332046,-0.05084417472073564
16.0,1.0,0.022454658628287633,0.014237493980571073,0.002557203605631524,-0.07887719353841142,0.0216372756185399,0.008793371403545065,-0.024961958919770693,0.0028700214336605887,0.047941717885539525,-0.03007750254793153,-0.017837731445225453,-0.010316454555031551,-0.004364247825276351,-0.04141126008314624,-0.010570844444092634,-0.014847893214667757,-0.10309156286702667,-0.17804271177851935,0.02859961776720577,-0.07208373850696967,-0.04098789022227941,0.0008595975000907406,0.002785495067778381,-0.2537943346679122,0.02388977728324548,-0.04014158109283194
17.0,1.0,0.06568459141265832,0.04058552850044654,0.01166581258456218,0.09571271061745178,0.034491244939363765,-0.005635093121611777,0.029314956558350456,-0.012495055375970019,0.007919651020588931,0.09225102293416426,-0.009742815175016002,-0.004638893438093483,0.006695792876205487,0.026316047687767564,0.04598248841860649,0.04813703577816348,0.1776279239836937,0.46805533067841437,0.12580018499992582,0.058393962435417494,0.10571647117245066,0.05908058151912078,-0.0037925874100020974,0.1434418846947946,0.06170788697508728,-0.016669184416266324
18.0,1.0,0.04384012641044172,-0.0025858583785485557,0.012611297300950912,-0.04133393746592787,0.02974031911062877,-0.023236967000748388,-0.020747580644961683,-0.005308112213067239,-0.014159082374313696,0.06898844992132902,-0.010550916544083353,-0.006930765687942215,0.010422513682091633,0.00010121454917285614,0.013435782549189987,-0.011471392406662196,0.015788921685229874,-0.21906709376411262,-0.02263844113256629,0.08718947742197053,-0.052913002434566855,0.01961537363754742,-0.0011072670090971663,0.1297133290090145,0.03300866711545808,-0.023287423556854647
19.0,1.0,-0.024684711396273495,-0.03212386493327842,-0.03432305491754693,-0.034262440380594464,-0.03158419474453428,-0.026917459369440663,-0.02349897411043842,-0.00923753155185692,-0.013929689482278627,-0.031172529060444824,-0.00859435238588716,-0.007005231532475742,-0.02263251898373484,-0.02804625994173839,0.0058130810565217485,-0.04470842369005587,-0.10440205099982836,-0.06515244511235221,0.005895119902641249,-0.0017689039473715324,-0.021322929322216466,-0.024136448466051764,-0.0024721157956052345,0.10247474595269618,-0.04120519264399583,0.03169211970491427
20.0,1.0,0.013909215868466067,-0.0064963545767991225,-0.03178842900250351,0.008349839674838265,0.025663069829008147,-0.026849380106909952,-0.023020852807157533,-0.02395837204154504,0.010362048230538715,0.04746472327141085,-0.02477731182639961,-0.00791232912096326,-0.01714747541221423,-0.02110643770252991,0.005714917995665305,-0.04384063744181497,0.2248901099354693,-0.27740177737813715,-0.09170521734617973,0.057884984259918254,-0.043697862679191124,-0.001962704948370385,-0.0002267550649097067,0.10021826306134149,0.021086941172629797,-0.021809263309546797
21.0,1.0,0.03962197069703222,0.01852294092612784,-0.00010575348355765593,0.02191373710686822,0.02956898190425826,-0.01125841406352716,-0.005530655712024103,-0.006008854401989344,-0.007153506521099908,-0.018654485950134317,-0.00895902242223023,-0.0032054925268916517,-0.016602995453610846,0.05491702071364913,-0.007156566762717332,-0.010339187853464216,0.18900509044749852,0.4777934391695454,0.015937885887798833,0.0606125709376569,0.03769596556832299,0.03262863222126314,0.007945232447365953,0.138426375463404,-0.00787562242957197,-0.020588253243978772
22.0,1.0,0.032400157800302996,0.04322771139860383,-0.03419256966066179,0.03690853653085086,0.048146013229263804,-0.017154805298456224,-0.023082107760545784,-0.00207213736218902,-0.0059937020705444315,-0.028714826947068818,-0.012297334349844685,-0.0013813710070706493,0.00961594147915999,0.008463795822325105,0.00987956730253764,-0.029946270941354124,-0.08236734420915016,-0.23013455540652547,-0.018121981739883965,-0.004444916109407419,0.008402083512531683,0.014803759257117502,9.363769152408101e-05,0.11229415415114423,0.02081504516063937,-0.052706576863064666
23.0,1.0,-0.02881354103935845,-0.02509408886587397,0.021050563391161882,-0.053784481113454755,-0.08736949682929526,-0.025940234539058936,-0.040152154252069736,-0.023659193784769352,-0.023744111883335594,-0.03100378325203486,-0.004939029757832352,-0.00920945532720433,-0.01562837614660176,-0.04397188489426926,-0.00719148561589916,-0.014389836828416961,-0.11300241280837231,-0.23386994029762043,-0.15580522777123695,-0.019604363940945446,-0.08436792689715143,-0.095829642844588,0.0030272700412036805,0.10746553262368935,-0.07473611406988187,0.02634203412895584
24.0,1.0,-0.05711811154912232,0.07500646799162425,0.007021476120868857,0.06692426527951029,0.04060259233937403,0.021341149746556844,-0.015306861776936834,-0.001777208204996612,-0.006267056771915747,-0.022921447710212296,0.0031021315300743795,0.01499884703165267,0.0029669194782398303,0.08023383736153102,-0.004685440729646071,-0.006449667304355603,-0.0950463652339595,0.3980725146836076,-0.00992123342300025,-0.02360301653173205,0.04153333643954559,-0.044297957910721775,0.0005257658650090028,0.1408610976576416,-0.026552745901598528,0.05830406808223855
25.0,1.0,0.019833980840324304,0.07775017585819122,0.0034038181199291307,0.062347223192104034,0.02586515421458198,-0.013953454772577884,-0.007719949061039704,-0.00254939586858316,-0.005163987142578849,0.08842936090923366,-0.02133470855376648,-0.005932021388809561,-0.00488189590609972,0.06910274255009934,-0.007165527401812849,0.01579455313793036,-0.08196123832354732,0.16651487757536215,0.06974293673209128,-0.014246985079049642,-0.011724187591321369,0.027327687291045295,0.0009811985955665958,-0.12329841297371266,0.05129656549444552,0.032633913794665896
26.0,1.0,-0.025634743177468288,0.0903753468407469,0.012270730032491978,0.06538509916563455,-0.03833218741357655,0.01728084776297582,-0.009186343068979747,0.00918523098966947,0.023053936091379287,0.09290018596119136,-0.007427853060166451,0.038060859179652774,-0.006372923611106696,0.009348180656152717,0.0069945470657534585,0.02698006724472171,-0.07693075378789617,-0.18611312996720789,-0.09366738295911389,-0.0019372026720033252,0.057009615600276106,0.012635763779459889,0.003530327305427775,0.12135226757297261,0.029157921657637732,-0.016266935001083466
27.0,1.0,0.037400379913930686,0.07594616890551392,0.007422791003124973,0.08173553820794953,-0.02440197223302978,0.016604659094569426,-0.016869147486004994,0.00324056066673162,0.011590588235668062,0.04301754144724705,0.006462975357687721,0.018755990903528266,-0.00896844717588781,-0.008241797561732362,-0.004805300382686263,0.025797080152298254,-0.07977516327716568,0.12731775119572555,0.08347120685726866,0.005903725469652515,0.08483359389781052,0.024750263358360246,0.013460944358398496,0.1315105551766159,0.030981278793914407,0.06452189330383168
29.0,1.0,0.0841325068329831,0.06251580783684164,0.006815133447926895,0.08928104726373993,0.07337592185111941,0.0301394751088268,-0.014317713505104118,-0.004363475013433987,0.018848920115322937,-0.03023249552003139,0.00911905451764841,0.008737547512967077,0.00419028369209084,0.02988507313928577,-0.0017665871656683983,0.011451787853537912,0.010937487120103333,0.21327902040223837,0.010349187934283225,0.07051394446399056,0.09090281388296328,-0.03231901895625711,-0.0014913614587788422,0.14734541040760016,-0.0325380190520552,-0.009990842919005162
30.0,1.0,0.057542755314039296,0.04883540902308768,0.002749257652087619,0.07920696646776149,0.041594114391157976,0.022238493168090876,-0.004342836582348688,-0.018181411780005013,0.00269137442961177,-0.02006793884323216,0.023056962509707322,-0.004343067990639592,-0.01388414307400368,0.10562842760139406,-0.010134339714027253,0.009220165796294224,0.19613015485755747,0.20175807322807135,0.0786471783905118,0.04217316884903417,0.038830199829672764,0.031923497384765895,0.0016730522319792476,0.1427842172353124,-0.03515154402199958,0.04026455444884602
