f_id,i_id,disp.ratio_median_02,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_mda_10,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x
1.0,1.0,0.051196367663410576,0.034464231625732665,0.02760444353620508,-0.02624931318820977,0.04913923960119901,0.008139765175607794,-0.01553078869965069,0.05574492444701186,0.03457525980439589,0.06881733222032306,0.009576066287671148,-0.002622347165325059,0.09037603234589746,0.01730322656994597,0.02454558577927994,0.005845014490371264,0.3808043223269365,0.6245114884444294,0.13354293843176301,0.12286349687456372,-0.01232275451095055,-0.0037314041467150483,0.00807422267853488,0.1512826825150327,-0.012706097239627597,0.03210015755652492
2.0,1.0,-0.0056714793435958255,0.011598365820004175,0.016183236194761405,-0.06940556195157732,-0.06439068019686792,0.010975250779898436,-0.011264341250053527,-0.018048899897725575,0.007788303977540387,-0.012712915436744842,0.00565737942364638,-0.0025759440057655588,-0.0024159859141836665,0.08840617394444848,-0.007872478278487464,0.05315453755973066,0.31342797634737823,0.007639960512152458,0.1286840533395349,0.1299271101945107,-0.05720660182471572,-0.015819255294041,0.001373365625182074,0.14599776783590848,-0.03195120562975876,0.04115903907427173
3.0,1.0,0.01959116080536084,0.00473673463175583,0.0044191490146978495,0.014905902248794498,0.012746267475779591,-0.00562149060891589,-0.01470208227605338,-0.01518324994803351,-0.00725001135421947,0.06945036707092353,-0.01354477130871828,-0.004584235177772269,-0.0030665780038094835,0.0019633620305064417,0.03471515936320499,-0.0014042866420336461,0.1624085567523132,0.10470180337650356,0.07138269928488233,0.08477983097447116,0.0032435026175999743,0.005602967003807813,-0.001965720727108927,0.11781109186036517,0.05090983271377314,-0.02824574796033087
4.0,1.0,-0.016847248603591634,-0.014563166422343704,0.027075588057402948,-0.03344083980765786,-0.0419697313221807,-0.021647797496057324,-0.03242544407762781,-0.00541275864494764,-0.01626112365991134,0.05330836261098701,0.004734174206507907,0.02135084008061844,0.008025614392173922,0.006319047734937876,-0.0041509208106573535,-0.005199259471128377,-0.09646615245249054,-0.2051267172385081,0.08951675955838366,-0.013166077174293779,-0.05814087686564309,-0.07034780820937772,0.003722323621841022,0.1237157213303966,0.03831586942619231,-0.02759937847849296
5.0,1.0,0.014349618385251508,0.0071078685964811004,0.012520980042038816,-0.007591188534948992,0.02223632429704033,0.012057902631847708,-0.024769604664572044,0.004095017481227931,0.0053598079865248656,-0.01965143501142266,-0.009971867338932535,-0.00797568027440742,-0.0009312954233836135,0.0019237868661326014,0.006991941500171192,-0.01696869826307957,-0.0872224207374189,-0.16929764711160172,0.05676804297573317,-0.06725509963574305,0.0826974845956312,0.039692648209369005,0.002631894578458711,-0.238302593155226,0.03947325451527268,-0.029647023115619554
6.0,1.0,0.022267131913129592,-0.04970989490932837,0.0069522940920115255,-0.08165918074044351,0.023934503461752712,0.012770947211925347,-0.03032453048528458,-0.03214894050324794,0.004876514821284255,-0.03479431198631335,-0.012309936481419216,-0.010695570606581174,-0.00027919391637937555,-0.016553301415044602,-0.00456143683438384,-0.01626272061185673,-0.10469841997975902,-0.20404694851104718,-0.0450938441636031,-0.08122271021616241,-0.06857772043802095,-0.005604026036585439,0.003400029042928886,-0.2623398929800144,0.024166204747714266,-0.01896067899337048
7.0,1.0,-0.09166017972177516,-0.05873727539786769,0.010982356647769179,-0.16348302486948443,-0.09557580149638002,0.003471452538960264,-0.02328814299131314,-0.014215610671599422,-0.00900496455305139,-0.04355493534700867,-0.029827326576996136,0.0025297017206066313,-0.022227300312901425,0.009144457020915731,-0.01950235103541735,-0.00018679188928307674,-0.11507584890900174,0.11936765415017161,-0.13145583864529511,-0.038118403978633954,-0.07777891922904097,-0.06032261758350332,-0.0018245341700669118,-0.0987375181582463,-0.09374367676825954,-0.020232628345045814
8.0,1.0,-0.049611686138411264,-0.041321094727604174,0.008743164057231414,-0.07587454905837548,-0.0265327991861668,0.01427365805180605,-0.02312963208267632,0.01149609755197282,0.015710446453961583,-0.031855466086293326,0.005998745143250131,-0.009961213911682707,0.002686120481254965,-0.02290786845824574,0.0036207539413163356,0.03823010297991798,-0.10593244059241833,-0.1813914806488932,-0.0762261030001815,-0.0635204033995312,-0.06039628887636159,0.033930221442469155,-0.001820224517422976,-0.20545191759466658,-0.04042817641356453,-0.013267479178121643
9.0,1.0,-0.04337137024276144,-0.0077636143916454325,0.01342018411338012,-0.10040933347097208,-0.009258484077457503,0.007717288399299929,-0.02865103546075806,0.013430669684717395,0.013740123998683556,-0.021997149586131214,-0.010410237309320149,-0.010764182212557389,0.00404865263623068,0.003724412743044745,0.00010268435580259168,0.04926921172944889,-0.10278537080134863,-0.1664437320504972,-0.0835390941587041,-0.0407383932873461,-0.054544222162673725,-0.004291938855383986,0.003303538979232434,-0.1800106164884344,0.02745053016585811,0.027088500530755507
10.0,1.0,0.016610616646267933,-0.02036631336904058,0.01469044497088897,-0.032209673836672066,0.02235346469191513,0.01735384846333544,0.10029861460714878,-8.421876560556497e-05,0.008287397233644038,-0.016000371637423252,-0.004988187431788922,-0.006689134609893783,0.0045666096737518955,-0.002466864503814644,-0.002664770523078297,0.00644152640468054,-0.07830094277357422,-0.17914957231058468,-0.03846732443712639,0.0064793096579688625,0.07812474888780938,0.05058255698030967,0.0021452678570666535,0.13796897005518716,0.054129819616489494,-0.03069195189449367
