f_id,i_id,disp.ratio_median_02,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,nbc.nb_fitness.cor,nbc.nn_nb.cor,nbc.nn_nb.mean_ratio,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x
1.0,1.0,0.09525063035045941,0.03710395436812074,-0.14219050866976155,0.00426387906406528,-0.01092555654738416,0.020976151192471454,-0.0013638632205736766,0.05944662966662084,0.0006723920337685935,0.01920496976215236,-0.011490129190502603,0.004430921709647734,0.17303488004924028,0.1268303227211311,0.03912977275583415,-0.011737536315183334,-0.00011665341988451402,0.17171310421374614,0.899933924327577,0.03733020524838913,0.08254824042777123,-0.03009689072642928,0.01340637292972453,-0.008718932358030111,0.006893744307018743,0.14508908574602777,-0.019803833991658033,0.06296663981177981
3.0,1.0,0.07472470178352289,0.0025490392116830738,-0.0021996915342986064,0.011397223264264268,-0.0126372685432199,0.02663200727786624,-0.010494699916869313,0.053266405599605694,-0.0008031591594562903,-0.02130670536766174,0.006912296272706018,0.021055890345169543,-0.012127908916115489,0.00870205055435045,0.013642360672584078,-0.022764113108282018,-0.008502600492959108,0.05559282881633862,-0.09635909670400801,0.010160698473650934,0.05326936009100085,-0.041015291014418226,0.016821948928210095,0.07961457227833087,-0.0006671721050210209,0.12964051888961728,0.048860676090821724,-0.021751192582613193
4.0,1.0,-0.04306187336948992,0.03385896050056375,-0.12985826595297467,-0.027944236842357778,-0.0035389356268468934,-0.014636726344276216,-0.00528740428547571,0.09495869933362885,0.015102086010166056,0.013228751196698906,-0.014113634265307717,0.005463181593651601,-0.019383747108563807,-0.012025486877767985,0.004893718345274115,0.007534329014734928,0.0021190154392692045,0.019975390222715828,-0.14939547285382468,0.03889026627806987,0.02682799140961942,-0.07267508510070146,-0.041532511328789726,-0.2339261173642123,-0.0008010417034888492,0.10644494986899355,0.06512200180829776,-0.01849793849007247
5.0,1.0,0.08871869186017835,-0.0002955056975071865,-0.08820858627430224,0.008797640112549859,0.012042424505148207,-0.018306239112268724,-0.007165637453058338,-0.01328184844873403,-0.00042109585197135357,-0.006063951030201437,0.031152299259037293,0.027352236168857305,-0.009243320316545877,-0.0115322308387712,0.016562826485978704,0.006087396041363896,-0.0053755191908783015,-0.04934473762469366,-0.14233770705862417,0.041970578230064455,-0.05392474894555843,-0.017042238394182917,0.018766058648022606,0.060244072411552475,-0.0003883856638642111,-0.26246270530999494,0.03917048103198744,-0.024886241380040013
6.0,1.0,0.007559276039958682,-0.0051138565643137745,-0.1579892774990253,0.009810201461516021,0.009649099371410223,-0.018611905704694766,-0.0034593625450207183,-0.036475535203099076,-0.0025509546995758354,-0.004963968818366518,-0.015366719819877752,0.007883644838779017,-0.00762640702977188,-0.014128530089968836,0.006210812044320159,0.011541505829681145,-0.008729170643744958,-0.06759151107925461,-0.1328218393059962,0.0007823373417902948,-0.06547785806875779,-0.09365745889615,0.01818923082831758,0.080511801030132,-0.0001643039998853371,-0.29238626172512766,0.04277694249013971,-0.019731248879754575
7.0,1.0,-0.15771313414171226,-0.002897632481825734,-0.2373509037536556,-0.06658340968147221,-0.015675188776458793,-0.017091092761246554,0.0007291932344658928,-0.03869791977117372,0.005629917863374332,0.003551698305324773,-0.020874591449261615,-0.02281482296813088,-0.012804517702244172,-0.01801100034519856,0.03735544717587495,0.0023991687418043646,-0.014400614017368895,-0.022061414595168173,0.04689233967013876,-0.04026769376720336,-0.019880055478242672,-0.08315952068547285,-0.06536394690203837,-0.2585286964566289,0.00039597399428528115,-0.07683821634294284,-0.08815755031861358,-0.010947605294809967
8.0,1.0,-0.0551846299690953,0.002088041908298707,-0.16644869366672438,0.008744986909564097,0.010016812259547423,-0.020157480852151164,0.00207997800776528,-0.03409200053133447,0.00024787592838461543,0.0023335955274318616,-0.013439229132557141,0.015443994530471001,-0.006743194681971115,-0.01400609261267855,7.819171016676434e-05,0.004480237885574975,0.024211386229634344,-0.023534772747519667,-0.14360071100030725,-0.005219606866798984,-0.05497462351711211,-0.0803786173390988,0.04324034396412014,-0.013836397395278848,0.0001811089176401979,-0.25040767482902787,-0.06476295530540352,-0.012356264642277522
9.0,1.0,-0.0324153085234964,0.002565719088966478,-0.19684521998141452,0.007308750691187978,0.005496998889418138,-0.017834609661053453,0.0011767641534947506,-0.018064757740711698,-0.0008063332475189678,0.005119020136036512,-0.011676358214852254,0.019388584394191104,-0.00725698683668814,-0.015471120680908543,-0.006316677272550453,0.011581225126984321,0.03843061820458906,-0.02248627697130051,-0.12350767237717432,-0.025983360043904776,-0.04892878597154416,-0.06236070214639054,-0.00040940359959838507,-0.03423265492278968,0.00010578679604898852,-0.24393795975123217,0.04697928681416675,0.04887223038033278
10.0,1.0,0.09684390625902474,0.004964869681189297,-0.09837519727507,0.010313785021493044,0.01746925964698849,0.11420744194581504,-0.013532924155103656,-0.019765185741440365,-0.0001186765311351167,-0.012227150158179483,-0.0014496730645138216,0.0013724787774941202,-0.009723144237050617,-0.004448396565583781,0.009323933971341177,0.009820831469754591,-0.014634260764464009,-0.0009385402996798762,-0.1217668489807342,0.0009520970024899053,0.015549991691487646,-0.045013783902778416,0.02393033047837316,0.08301006393530475,-0.0009807837728257813,0.12763775294128588,0.054850041400157916,-0.023436807060283404
11.0,1.0,0.14083647237791816,0.00818593224470351,-0.01534133147768524,0.01639682364318964,0.012841973435100799,0.14676209616996225,0.06218891769359966,-0.01746091208592626,0.0032964647392660948,-0.006287303223910816,0.011837071789278833,0.026566513785939702,-0.00663782514653998,-0.003526748619751504,0.019677453777104805,0.001472426707190575,0.025590866839232406,0.004018530238641911,-0.10685271887158954,0.05205325366499786,0.025591562477783155,-0.011910203364656143,0.024314224924065545,0.11599409384658142,-0.0009114166233001221,0.14366715442366002,0.05248990479252316,0.11381821299994105
12.0,1.0,0.06766633699938977,-0.003488426510164602,-0.20978346605778386,0.007946393560889522,0.010690809181805688,-0.022407991633158778,-0.009048781154164525,-0.03195507582521446,-0.0018211357592923577,-0.005871650238481446,-0.009062673341367932,0.01706347327817423,-0.008428429849157607,-0.014117673667920543,0.007545685845253197,-0.02636911365468985,-0.024943421187615045,-0.07229626412266824,-0.1590048622363883,-0.01809238467378298,-0.07666608567461815,-0.09527321090253435,-0.01321655945134789,0.05216707604638119,0.0002564875394654436,-0.310914886294712,0.029384194623135063,-0.02202349255446726
