f_id,i_id,disp.ratio_median_02,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,nbc.nb_fitness.cor,nbc.nn_nb.cor,nbc.nn_nb.mean_ratio,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x
13.0,1.0,-0.12933230525346306,-0.003833363899637562,-0.22179660783891886,-0.038956891368029975,-0.013825140102875404,-0.01651161094208105,-0.0012976131410933828,-0.04092978378780318,0.005876885375323212,0.006206783703835877,-0.017447803765904345,-0.0298686843408606,-0.01149236396941253,-0.01730130748417486,-0.005904713382244721,0.006804419120338163,-0.023468546274407576,-0.049029966408094566,0.02717502387368009,-0.0461640933308291,-0.05388008024952852,-0.08496793706734748,-0.05608199059587397,-0.2210079550203522,0.00018954822995901775,-0.21812528750892082,-0.07066997513851386,0.03351175010859008
14.0,1.0,-0.1172497856086981,-0.00195503158213101,-0.2092005093970705,-0.051160641074042376,-0.010197329404447722,-0.01735924561951816,-0.008417210511933051,-0.027921504098982225,-0.0012061263327402371,0.0005770505045450566,-0.018614156974616946,0.0009461294753803015,-0.008478966645825373,-0.011922485907187879,0.04932585454568549,0.0034446567400918914,-0.009831153792724104,-0.030115417992337204,-0.14651386045362297,-0.03239827586455754,-0.06282314483451876,-0.07861579603434692,-0.052538719365969676,-0.20334703407666269,0.0003107691027053412,-0.19644806059526357,-0.07955598345355622,-0.013488145858326566
15.0,1.0,-0.1432276720190517,-0.10901127908469385,0.11232338766232335,0.00733960925634611,-0.025250477443127462,-0.00957781923624756,-0.0023322523014239474,-0.03367502316508927,-0.017476056990931493,-0.020031709990761055,-0.016184171835755802,-0.0072838816438686674,-0.020535027814502425,-0.01630407482864218,-0.0028949629522695376,0.0002796478128606586,-0.03427868625251445,0.003559645370288257,-0.15749643354127857,-0.0034810380081195676,0.017059790337662358,0.01633862324648706,-0.02095091913339749,-0.25348317694831524,-0.0014754871105668082,0.09437960101377305,0.025335434543448523,-0.049910803856833476
16.0,1.0,0.006250450060097755,0.03193651016397551,-0.14031118797771938,0.010896247853283258,0.006139131091458135,-0.01944506249854904,0.04251735841937715,-0.03458646188364572,-0.0032432726183963686,-0.005437295990241645,-0.006714479912992526,0.010103755720476821,-0.010591889670215796,-0.01609858547943265,-0.03653208943981368,-0.024608999227577505,-0.006069919581390719,-0.06739589648874235,-0.15980977050438863,0.035444795353780714,-0.06153666072780425,-0.08181167906858948,0.005503203393264707,0.0663339249068089,-0.0006285034703351065,-0.28902404236179774,0.029996149552573282,-0.04048795673427927
17.0,1.0,0.0451119273318101,0.04157990679346891,0.20427259305210618,0.013062031766003844,0.00040797565348004827,0.061147691228551015,-0.008758941995399902,0.042775892496491504,7.209458927353741e-06,-0.021093586988424194,0.02265394850967139,0.042368453795311456,-0.008277939551479726,0.00830009757703002,0.05645873132922049,0.005888772316288915,0.01917195679690123,0.015598650567458823,0.5473618112640721,0.013114895439702408,0.06981574619795115,0.10351195474110411,0.045338466797615315,0.10770392852433158,-0.0029467410293854486,0.140051627155795,0.03912400823526582,-0.013469441947681361
18.0,1.0,0.025526962789617254,0.03684233480356086,-0.14455523389342437,0.011603245859281902,-0.006973149453105119,-0.01594493431202638,-0.012708409206212088,0.06858419482388878,-0.000983078256515436,-0.010437574856221361,-0.012993403057773821,0.013068315106900078,-0.010970160451289275,-0.008091738305784833,0.008980177406334444,0.030172741738584245,0.0028746753008532075,0.018360165064673976,-0.13897586999844114,0.002194460229926008,0.0473440804025291,-0.06988453654326213,0.026631430362509624,-0.02275448621293536,-0.0004148538912954146,0.10700877376934237,0.048544649032728905,-0.015676041766035025
19.0,1.0,-0.019693401001162104,-0.051448455838947506,-0.14046279362003514,-0.04071215942418473,-0.01360382714303416,-0.023736403624574822,-0.008582446721134724,-0.03932545856715791,-0.005370717746817788,0.004146634323004534,-0.015526456467974185,-0.002250458480817612,-0.02119763555876956,-0.005957565227153151,-0.024811100578416748,-0.021903787885477304,-0.0053429763881879064,-0.019346083129326428,-0.18574605790904483,-0.014839999389242272,0.015974092379237373,-0.014505757155538583,-0.005677058221273915,-0.03643221220600149,0.000910464957135035,0.08696190857133446,-0.07075709269344312,0.04191871449731981
20.0,1.0,0.008227618791565266,-0.06508770342876516,-0.008038508387148561,0.009937652713241854,-0.036200358275390844,0.025572717240650605,-0.014260986964871894,0.03315971390133696,-0.0027519787035566686,-0.012831835627882116,-0.017234121282334612,0.018892418346966217,-0.014422407104687958,-0.002302707813704482,-0.06928018298350644,-0.022168951861904953,-0.020628095139304834,0.11831327554507023,-0.18605717652096737,-0.020706714062475245,0.0380399554414544,-0.0737997005570924,0.0035826322220204026,0.07274651366297157,-0.0007338978517447383,0.11028949920227096,0.01693011155499497,-0.02191293507771438
21.0,1.0,0.03778118600507773,0.017953061235126595,0.02893249818880666,0.010511668762799471,-0.00949459175026797,-0.01767046341433129,-0.01347209653435101,-0.01097501053200178,-0.0008100656848987332,-0.03097847873871896,0.014685870571664997,0.011114046599541141,-0.013598678260591747,0.09941673003781112,0.027696291780090827,-0.005468770570127007,-0.01616045366547394,0.07060817333365954,0.5813462859339015,0.010730965191593637,0.051750061898855525,0.08121643258330978,0.012125566764956672,0.09139014669472706,0.007727206998945889,0.13473792753252406,-0.024516753915055308,-0.015634355556922146
22.0,1.0,0.025926607018248667,-0.0822088904192293,0.14940375837212724,0.009115831641704198,-0.011676350327069448,-0.01614414691393714,-0.012605181851839006,-0.013613116850924138,0.001878416552214128,-0.007488480680532964,-0.012072132175981328,-0.013237800893913377,-0.012952704841839689,-0.008549196170674001,-0.058940895225175205,-0.01964029844829437,-0.01192333876655403,0.009229655541257067,-0.15958731735348158,-0.02217239893298534,0.023181646501266258,0.038786327381891215,0.02686030530720887,-0.011180866159522481,-0.0014558522014443327,0.10497401656739028,0.03002443570086268,-0.062158392127314145
23.0,1.0,-0.045200107357842204,-0.0005195296347597732,-0.19736198948697073,-0.0740079468351233,-0.008864903093184011,-0.014266895145527593,-0.006143092978880828,-0.03555150140095936,-0.012207095894128415,-0.0016162786885254128,-0.018345389584874475,-0.03003973121951217,-0.014743738386985743,-0.003979254647503211,-0.007590883329481204,-0.012473292683508953,-0.013106794420414146,-0.03040093870106047,-0.16194467588829273,-0.04154707413390296,0.005274020546375753,-0.08807540789519504,-0.05549033371555245,-0.24800163692845673,-0.0010474684408697831,0.10931629285977659,-0.09232772647751994,0.05212303912238041
24.0,1.0,-0.048275323954412024,0.041753562570336376,0.19171631233278097,0.0019417230003424737,0.008641849459579867,-0.015349339105310656,0.0029001515869923004,-0.007739944513095844,-0.008366493603594092,0.01110794710694205,0.022218540139290883,-0.013423816931486404,-0.015861087525374785,-0.014128175907613744,0.03475600800116781,-0.00046901118021317855,-0.0018418186552470555,-0.03397461053187285,0.5600201158079761,0.0005195200723489894,-0.0163680413790556,0.06513705009665044,-0.0005844860732881612,-0.08914712896421671,-0.006290438388444656,0.12140430733415497,-0.036277684156814996,0.03594511915016777
25.0,1.0,0.047922418601479576,0.0305631978742769,0.14659847217083283,0.014093485877877773,-0.005072616446271553,0.0236878882636824,-0.01752022895139609,0.0456389325253232,0.0023365150641861746,-0.020318251462338833,0.0016873365853526986,-0.008254815826947978,-0.00792084454473532,0.008663002840057221,0.04646006421762021,0.030185904154664614,0.005870196707057262,-0.015760859777935864,0.05592098555042327,0.03133221634257374,-0.010155387853529783,-0.04207985765996232,0.038033633390516464,-0.007439298348837554,-0.0021385508531398013,-0.12514135297419182,0.04909901782000286,0.051712742781149276
26.0,1.0,-0.020362847918694506,0.04390361814069555,0.19078605399378396,-0.04803638491669735,0.018669970188807734,-0.00949580841199174,0.009026385351886603,0.07465911843939928,0.047602785500773084,-0.01169553975575816,-0.013460061427650426,-0.007136281798437724,-0.018165695952962843,-0.012118461148271798,0.009842735697558355,0.010829059475980268,0.01626977752192334,-0.017662184645428784,-0.11902310154378323,0.006113757231983915,0.019866581193815694,0.09216101104800749,0.03146364960259697,0.0770045613654828,-0.0031421074705743185,0.12204724767127732,0.041654853755133385,-0.006226357630234265
27.0,1.0,0.03810452807377955,0.0553524301327571,0.19347079853124635,-0.047984733033365465,-0.0063159754483623045,-0.008374779711897746,0.010095406200300264,-0.027234128941470696,0.026231165292657982,0.012713502637529078,-0.013296990644473608,-0.013148538166922484,-0.018124122675282912,-0.013381920747250782,0.015239139476291803,-0.012886174997891641,0.015530642064934833,0.0029247688692246436,-0.056775136055511044,0.023427324727982656,0.020833944516198567,0.07753987986552602,0.03612896344478382,0.10303257188112289,-0.003053003100725212,0.12201424302361288,0.024572008260705606,0.05343730645732619
28.0,1.0,0.12831175948136078,0.04318650090284561,0.20998052200095305,0.005614984864185475,0.013033327754227384,-0.005120118575960621,0.014031748178106228,-0.013223304943240961,0.0005870789902587397,0.02533818158852266,0.0342599997071183,-0.012038929995589545,-0.004676979080245612,-0.006886393300714817,0.06117038952187656,0.010373059512305556,0.02032619219162008,0.01361305476993169,-0.1242849512905331,0.005939836502239887,0.01893052365123872,0.08156973363326024,0.034854097867974575,0.12279128044551461,-0.0023283019041887083,0.135871708494342,0.04418249244420145,-0.008658015966394919
29.0,1.0,0.1305121835811645,0.044132449122557885,0.24979010246086053,0.023991073199792164,0.017789616130217067,-0.006264288077367808,0.018575018988415935,-0.015974437087355006,0.02784380685087341,0.033747294384866774,-0.002356818457539093,-0.012381963095622348,-0.0018088129420437452,-0.0073577020542401,0.04461810950445495,0.01415999597971147,0.0189474117981431,0.03135710909716175,0.09225442309478304,0.017054152789514915,0.06533492868134398,0.09981249607621923,-0.042922987950584524,0.13784749473917804,0.006583890997454623,0.13937818675312166,-0.04408713903666251,-0.002912137466360364
30.0,1.0,0.054328841526301054,0.03803952039554541,0.20977424525192007,0.018502269599430625,0.014242840105957293,-0.0007019094117091519,0.007005858644059759,-0.01392913773791828,-0.011075902769550927,0.027986597285020075,-0.0031589342811209234,-0.012922238712662674,-0.01815041370333857,0.04106347024559138,0.06252426367278091,0.0029730870237601355,0.025501283996023336,0.027745439706498173,0.08984331339009759,0.03365142589082357,0.04581917124585469,0.10118208384914477,0.032787706527195044,0.12825941058730714,0.003853625310154567,0.1341431352448122,-0.042205571353334435,0.05842832934095405
