f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.mmce_qda_10,ela_level.mmce_qda_50,ela_level.qda_mda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x
1.0,1.0,0.11147009476373422,0.04847080579868053,0.0021871484235632156,0.10525791641588073,0.028373955853089224,-0.0005342746097561383,0.003277822722249335,0.09552565415471145,0.010041540937765556,-0.0023033761520889623,0.004033148498297438,0.089042531382964,0.020311215051324914,0.021440870303761624,0.00796504689960158,0.033351769579054,-0.0737116076936242,-0.019824350509390864,0.2842513572173668,0.5973863148925928,0.08853575388584534,0.10878141420917607,-0.00046436162880165944,0.009135713655274769,0.021616924600181477,0.1547625985348579,0.04616204738649969
2.0,1.0,-0.07913540712366093,0.03906002233698682,-0.06210209238304472,0.011792960253772453,0.009200170481752045,-0.007235797914945411,0.013932750983348867,-0.023206481704573078,0.016485644751007437,0.003323362074677561,0.008925229532369084,-0.004724590685599314,-0.019434064912338293,0.01339116622004342,0.1801927687878599,-0.0024569130005189198,-0.05940807454152536,0.07352700412904935,0.31643362926567503,-0.024974524714872503,0.09208925303252641,0.11481735580076628,-0.057944147104200705,-0.04373747492805012,0.005618069557536852,0.16813687987865247,0.07553649053997252
3.0,1.0,0.056628903321231605,-0.014707919565775515,-0.012839461126448523,-0.011469455114804667,0.014977772333944431,-0.018371777435539416,-0.0065390200199401454,0.06389194721142105,-0.010108292447627166,0.003889014346418501,-0.003316955885799088,-0.005230146461841534,0.06082295153513623,-0.0005824747268087101,-0.024456952235134964,0.015449084364775666,0.04007855750582005,0.009885478931836065,0.10984896634359077,0.07113960734627452,0.06274254421801437,0.07590509384996912,0.003300119454193015,0.027485451857138743,-0.0006724682414752281,0.12042174873480002,-0.029178165529174852
4.0,1.0,-0.05160767725624669,0.030995370113838606,-0.04801043281797278,0.003746137640228865,-0.02983402179216051,-0.018314980805878133,-0.00973630799793663,0.06297061779984384,0.017384201752985395,-0.010168658001270701,0.0036767950888655218,0.002132550984234894,-0.03502819287372445,-0.024300798070999885,-0.04812714290914105,-0.0014972214197484883,0.035793007853868415,0.021047552916567264,-0.07630988739253541,-0.13827660077053147,0.06653715446335315,0.042825411007211746,-0.06294913422314162,-0.03639633535866175,-0.000969067729694737,0.13506285162436946,-0.046316781024442366
5.0,1.0,0.0617338051460837,0.02563052527518846,-0.0009310594410768607,0.01237316534542076,0.011913782696889814,-0.016897549860619938,0.0025071502832832745,-0.011055950363919593,-0.006394611162365056,-0.015242490729805642,0.0020841383863523717,0.0004697361432313273,-0.0141628464013131,0.0024887934823708087,-0.00317028372271608,0.015533379209972954,0.05481770117773583,-0.016270669780681986,-0.07384876141031194,-0.12422682090561193,0.04985690035531071,-0.10824607165345179,0.02504317331689814,0.04888231394202873,-0.0010038809530855054,-0.24693609632824345,-0.04105243012567614
6.0,1.0,0.030423944137713977,0.020526354862435037,-0.08547848751577616,0.012484174725173129,0.010050605296527359,-0.017573757562856625,0.0026796989784844158,-0.03770998013429501,-0.013627822426424725,0.00035356202540464624,-0.0012440399963795758,-0.0006571716332506041,-0.04059094197757873,0.005493164990334366,-0.025023853557825656,-0.0018365319721686268,0.018923112677741168,-0.018965082175724006,-0.08328376710886898,-0.15226659760235833,-0.05140371123626749,-0.11723877113412022,-0.07630722032250989,0.00630202001449934,-0.0010058460723136693,-0.2844720501349856,-0.028692280232402702
7.0,1.0,-0.11368438608308197,0.018976684717953433,-0.14647614120923194,-0.030724637783154117,-0.001557362893849279,-0.020924863360091417,-0.008303714887823091,-0.05361696498090813,-0.007100730499337247,-0.011461742033495767,-0.007790313399375393,-0.00844946817281158,-0.04911808406257876,-0.03494877122060714,-0.07110306621126149,-0.027393438645980383,-0.1375034704997668,0.007001167333190745,-0.07699306562225547,0.0658564552255265,-0.10473533368386444,0.0025743485264940174,-0.0669214667001117,-0.05873980107475824,0.003886816523357546,-0.12754821662120697,-0.02824921197793105
8.0,1.0,-0.0954651370222023,0.01616007584060706,-0.09568695093938602,0.013137466425613684,0.009809735727917051,-0.015244693519159549,0.004869321008609902,-0.02719869574160755,0.006404490351814949,-0.0030809917086301298,0.0011242198012117227,-0.000881649100560503,-0.029168640919752735,0.008596179574779305,-0.04880600186126732,0.004238138850253314,-0.07714177762226589,0.06029815236285668,-0.07515002004960755,-0.13395152238691052,-0.051637091880580965,-0.10026431495804813,-0.06710212478963098,0.034394802420578977,0.0055460668761218605,-0.25592033300697403,-0.021279196898276346
9.0,1.0,-0.06539202714953066,0.015140746570907032,-0.10251103927214336,0.01302670533595914,0.012051352752696887,-0.01343111017142834,-0.003016205150757816,-0.039233141290376666,0.009602006840973737,-0.006063236502554863,0.0023437626973460664,0.0018069888938959994,-0.017775936406769048,0.010204572857964257,-0.04369118932380076,0.012929897131051882,0.04074434149328946,0.07407918855861456,-0.06991176846487779,-0.11689049040090575,-0.07334633615485184,-0.038173177459507296,-0.05938409026102702,0.015734526872618504,-0.0007802661814772829,-0.24288502953611107,0.06311451437054647
10.0,1.0,0.04294776083902444,0.031147132815815097,-0.039736007329655675,0.00864108901144279,0.018455857195804795,0.1013887460971484,0.006973601209566714,-0.000554515122471362,-0.015875428981806897,0.004652525946295186,-0.002266506462921091,0.000837384311862025,-0.02701126983289025,0.012625633731424396,-0.0009821687851196428,-0.0016674693775048457,0.056125923872418326,0.016777948355628795,-0.06457179596683997,-0.10777282096111834,-0.05068232460742716,0.039896106346810685,0.00793848345704204,0.06055550839597118,-0.002475534502507369,0.14851265587753384,-0.041993758026301675
11.0,1.0,0.08003441175150365,0.04271542254721885,-0.02378963027321563,0.008000507463303578,0.02384954409269687,0.1217526201977476,0.046152469022578906,5.337783539879822e-05,-0.005899097909643277,0.013355264815389695,-0.0015057527635329326,0.0028766462323998963,0.0036950761617246352,0.011405138700406428,0.02057401878986531,0.007708059857364866,0.06802044534805504,0.07531225986017549,-0.05643057057866012,-0.10091780530185583,0.06974965685573567,0.05014687782230421,0.05039215818924943,0.0642762211589333,-0.0017809938841561491,0.17167091829089848,0.10838156120544347
12.0,1.0,0.0386925800629982,0.024797221855685177,-0.13776994973497542,0.008474275793287881,0.012350603946093915,-0.019740109202638065,0.0019147571785715063,-0.0419261164536722,-0.0059702696668824965,-0.025709786433070515,-0.000479052130936377,0.0005583754444940874,-0.038758023116183725,0.004618029352907984,-0.0299234910617861,-0.012415194211666612,0.04622642044529208,-0.00596227898551567,-0.08053411082990992,-0.1450092710764296,-0.02469583256960524,-0.129841470459553,-0.06783690341457838,0.01584430197761762,-0.0010453359381263328,-0.2915546905894219,-0.03466436745639716
13.0,1.0,-0.09765601893628503,0.013529727633910592,-0.12696873395239575,-0.030149903601708217,-0.0006619763313647983,-0.016408402556001924,-0.00796568652275652,-0.051366912047144546,-0.009769166850596195,-0.008816897597343868,-0.007093005614251928,-0.00681393327849289,-0.040043413328899054,-0.010947799763237172,-0.058766739271050715,0.004596912390576879,-0.13621017917279546,-0.04568085813388746,-0.07859247474744095,0.06635443490984488,-0.12494399656877317,-0.08877201664531194,-0.06823042392634829,-0.052764005959906705,0.003772730237283729,-0.27286797035550087,0.044094087601074396
14.0,1.0,-0.07635865739518756,0.014263706633197542,-0.13326873129375078,-0.021499620469593146,0.006099597019144866,-0.011660763106576294,-0.00873823359096113,-0.04757891255313027,0.008338030872802424,-0.0056408613401329865,-0.0020312148464542517,-0.011498903418012027,-0.035695492199904116,-0.0006708831241824494,0.17248230763224973,0.010344971756019448,-0.07166226017110856,-0.017550902021043483,-0.0824620819738892,-0.13950207151575897,-0.0696684184249767,-0.10754132607561914,-0.06831578102119337,-0.05463565380243995,-0.0013690272232498594,-0.2992350683933167,-0.021480588277569008
15.0,1.0,-0.11535503748620947,-0.11494232835478464,0.03882813661229242,-0.009279136460111666,-0.023999621634395403,-0.024363637631483755,-0.003501149465285596,-0.05749667899760385,-0.010539630554506843,-0.004337198216573169,-0.0022576395070391057,-0.002492894893617146,-0.03876921821633647,0.001298356659683815,-0.05743717074893732,-0.0025799507808160313,0.03163801472324053,-0.10914468244400537,-0.08149417796793673,-0.15402293691637683,0.060759156039873884,0.021595240472034805,0.020438034032094262,-0.012337936077708842,-0.001067590018476828,0.09905170601291578,-0.06176356013564357
16.0,1.0,0.019382058436591926,0.014104767756520161,-0.08715615767811608,0.006736071769073596,0.009816980100192446,-0.020818946054987884,0.01850739281897712,-0.03628919492008211,-0.009038550467601306,-0.014814167116152244,-9.437686685480633e-05,-0.0005370286264672209,-0.034644130861044294,0.001239226062571622,-0.053840400392507155,-0.006491697982124439,0.04266961567395476,-0.00021290712727238038,-0.07905363790608284,-0.14191921133899668,0.030938765553884143,-0.11793194539064805,-0.04894585989921197,0.020859846041165326,-0.0005709751737955015,-0.2838292620237638,-0.05636212846890762
17.0,1.0,0.05556913775480306,0.04547666671915138,0.07997635709407386,-0.010980360890097348,0.03175785825952493,0.0012538018557434042,0.005002586734491463,0.12626559490545425,-3.562536439889535e-05,0.009831505615459642,0.005285730495034094,-0.00822918705587633,0.18923903261472566,-0.013377978253910367,0.015762602965754026,0.07042594374795261,0.03697741945265303,0.05190748159137587,0.12401238451842665,0.3871525281045726,0.09687583442020647,0.08878299912784599,0.06701922234708652,0.05007384876372195,-0.0032520842238727542,0.14775096017809047,-0.01329293528111616
18.0,1.0,0.05670519487648033,0.0312516301494295,-0.04440954820946373,0.0068342142219540445,-0.026564372097107925,-0.015143917411338755,-0.01164007356428482,0.10538270663512184,-0.00335950316510338,0.015213315607810208,-0.001790297004433179,-0.010284178984987354,-0.027293501471278073,0.00016347515244912939,-0.032343280057735666,0.024192559807875786,0.029850306647652876,0.00011114452142022241,-0.04474000572817726,-0.13325049135514608,-0.011200014266105167,0.09564949946009801,-0.061926481961791485,0.023603280690203534,-0.0003006132671856451,0.13393080501677415,-0.039536146171633986
19.0,1.0,-0.05188006619309459,-0.07640593092003026,-0.05028269895986267,-0.0032923180309068763,-0.0341733297958233,-0.01844175670886132,0.0022676783828824497,-0.05323090892639504,-0.012753382700088835,-0.0092016573637487,-0.0013933800512151,-0.00031351343445297226,-0.03796089622319307,-0.02053571776989053,-0.0845075084700357,0.006480949819692973,-0.08595936567704165,-0.04240673471649879,-0.07095932241548321,-0.05864165949685537,-0.0256600363350687,0.025629363531502976,-0.0011535229980816225,0.01647464598375503,0.014181070640116243,0.08389121360462341,0.054158086756271304
20.0,1.0,0.01412872043152323,-0.09620677963594933,-0.013702603163925084,-0.010573298221280137,-0.021120478517479734,-0.005791732593011189,-0.006742744627691181,0.07824132000737158,-0.0027657191761527983,-0.004670385326481109,-0.001547290511884336,-0.006449203336375284,-0.017272226892039576,-0.008065012667716932,-0.050219302299144813,0.015437765221686623,0.017299359868269838,-0.08788203508077613,0.19557678748410715,-0.172103663067287,-0.04787140954336716,0.06405978009940155,-0.020872561540383097,0.020062413313150437,-0.001054318340942492,0.09528010738533949,-0.024487150379677587
21.0,1.0,0.04769640033331963,-0.013577179076695716,0.023165828952291773,-0.01871554606089051,-0.026387214732059072,-0.006842005779385258,-0.006010706584439927,-0.014229088091189277,-0.007801873340090723,0.01459620399166926,-0.008690307658903364,-0.005505537703871226,0.088440983778314,0.03282907878725011,0.12220168816694185,-0.015258529682637405,-0.058482012775183154,-0.007643571034514952,0.14134175221768597,0.38509221100064916,0.009488744123641119,0.06930131174775386,0.04025476670221362,0.024468504276096596,0.011648575095216277,0.13469350106694444,-0.023919191345756305
22.0,1.0,0.06758510515595403,-0.08839953482566919,0.05321498562366813,0.009866579360633902,-0.0341582708972321,-0.01282634083777105,0.0037182376828010107,-0.05296932822923558,-0.0015351135967016987,-0.0065717213871157336,-0.0022774511462063394,-0.009059292787382139,-0.03210036604015828,0.0001671310065793618,-0.05540322495093106,0.011311645922925643,0.028377240182358866,-0.04282458835571209,-0.070788044881311,-0.14912044684889406,-0.03893541911163061,0.038225784297528966,0.032663382988191006,0.02119945271631584,-0.0017364905712669689,0.09674001311727572,-0.05311091163749811
23.0,1.0,-0.06187219494685307,0.02307848820096193,-0.07189159977251149,-0.04870016315418899,-0.038109024347555066,-0.026136227510894956,-0.012379628703991702,-0.057668273554343466,0.00029811220921905393,-0.009001307108739061,0.003076063072777406,-0.008141327034547684,-0.050721765831129015,-0.035635923887338286,-0.08113054684856787,-0.01707042307834673,-0.11009253983179354,-0.07535823913926014,-0.07703858573196701,-0.14431424035225865,-0.11263616884497171,0.028515223066014683,-0.07456172940113986,-0.07099434916355014,-0.00199912171705095,0.11519477836836095,0.04853415128781762
24.0,1.0,-0.039186246563300615,0.03656098395089603,0.07639812325062605,0.0036220365348202726,0.013289129535148646,-0.007387108713484908,0.0024288128639304452,-0.014594497650474068,0.018136013811299923,0.023133679456160298,-0.003054235916920128,-0.004493703937729123,-0.007276348697111152,0.0006641814210720136,0.16228056809730987,0.0025021284246526674,-0.05472670683072343,0.014829506269649488,-0.06384806816608456,0.30347983201628537,-0.05746828785192326,0.00996145302488184,0.04420137058636507,-0.005445970467947294,-0.0038138235552187534,0.1455379897006027,0.058554558115118754
25.0,1.0,0.047283858934306214,0.017375361656075963,0.07394681551552235,-0.009326214958107001,-0.022353170757481562,-0.01057347001940109,0.01880465512633198,0.061555917015986596,-0.0078038651140280545,0.0008661739888685756,-0.001682068014215315,-0.01492487847049284,0.0735676190187785,-0.011215603651200794,0.13035881036809105,-0.0016975744579794476,0.04401931959181075,0.016460609180623913,-0.05191349705460807,0.08956442652278826,0.05661005688669457,0.012465810704463525,0.0010540835910858495,0.01616349050614673,-0.0006263312254840967,-0.11506705627265004,0.07113416973420723
26.0,1.0,0.08279992752313638,0.031013460956110968,0.0793558335953995,-0.015199057713948971,0.020160813095205777,-0.016714347994461327,0.014649250194950449,0.08133250208670684,-0.009081904536916105,-0.005710213159818695,0.04332246875103766,0.002204407326925083,-0.03294689662002872,0.013180738049505272,-0.03292393805680851,0.018160393737891457,0.03429426418477501,0.03302186054245181,-0.047908754433718656,-0.11889734333064933,-0.0598486714771643,0.028765483622746404,0.05607600808429317,0.016952075214630442,-0.0010066081279346973,0.1463057152750126,-0.029412023980437192
27.0,1.0,0.046395683986183905,0.035614632338088155,0.08163733986246478,-0.005253681390922416,0.02614012821582059,-0.013394007252051875,0.013323040525646304,0.0534198628152522,0.011141762245444121,-0.0005934552647335934,0.040075571037691396,-0.0027713418666603564,-0.0246442986232596,0.013226073650707302,-0.006830204759553491,-0.009478584697047017,0.03167427270119636,0.06985281015232875,-0.05362797537373464,0.07464660980987804,0.08414422628737026,0.03385874101270562,0.03804397800212714,0.01912439795866638,-0.002754577776291655,0.15264721518586802,0.08286132118818519
28.0,1.0,0.07458133099913353,0.0336724243821426,0.09676782630250115,-0.005412036493777022,0.035296081140279816,-0.006932912919205823,0.01724451227403422,-0.015350075618068537,0.02313771573517073,0.026564422029480807,-0.0017234770106578888,-0.0030091716414184775,0.07514615584023633,-0.0028175027903420257,0.12819809171586605,0.01891541336844078,0.02398052480145516,0.06852996367395327,-0.06328947496256605,-0.10225659647373106,-0.02658845600445981,0.038222870719442144,0.05385299392200988,0.03484463835764207,-0.0018608645458200038,0.15214399245344992,-0.022480127482160515
30.0,1.0,0.0512345392241547,0.040331555702147345,0.07358960642929732,-0.00037003146660081977,0.027270302637041006,-0.004408789748971733,0.006710657647707966,-0.003245668655787565,0.022489948304332198,0.017443222694063964,-0.0028302127227281884,-0.003018255654404696,-0.03022810399732574,-0.017109973276750883,0.1734948769851231,-0.01733027254864808,-0.050990849327922964,0.060354130654760085,0.12310128515989972,0.09194471896565364,0.07031765338795612,0.05558684588394363,0.04972427671234386,0.02853314405424664,0.005770606685291927,0.15540591944247079,0.058415479821681854
