f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x
9.0,1.0,-0.14824543052262434,0.007015429168421972,-0.09401996219014072,-0.018209188040025227,0.01521112960574258,-0.025614657697762794,0.005395464312260341,0.009136439068547287,-0.03493697504902123,-0.006119474525806923,-0.0029215548949825627,-0.028742443893508746,-0.008625091826258379,-0.02989481422105434,0.002249417025664436,0.014493713448637589,0.03230268086396755,-0.09420913518643505,-0.13341667734708365,-0.09492114143313381,-0.395847263539575,-0.04527639806315874,0.012557146999082723,-0.00040516049707664916,-0.2217886739989389,0.050146757194294594
