f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x
1.0,1.0,0.053422020839368395,0.01536217719654452,-0.030237651873927025,0.14120386543963925,-0.0023208796823692853,0.06618727999103687,-0.020782843339231517,0.01957597574178217,0.018936252028773557,-0.0007567899326952681,0.020911693064554756,0.03328289349459877,0.026157816993791508,0.04131196099581368,-0.00275618446107785,-0.01619362736703989,0.4209061441256449,0.5708885511613859,0.05660032157369933,0.15612168259627962,-0.0788752196132915,0.003087710774670186,0.0014300093932859397,0.18193009867927695,-0.025935102052191857,0.025001326609255796
2.0,1.0,-0.08044232911387199,0.024729454251123,-0.07693262553092449,-0.05897002625300271,0.004194315948126906,0.0117526775037043,0.019083944673932828,-0.0076745135876632,0.026944097459223215,-0.0071715400845971475,0.01524071113222422,-0.0026574094280450745,0.015430618279187524,0.08221783256518575,0.0015588615832128434,0.042207650868948954,0.3886828524705294,0.03969376594690593,0.056293970047456156,0.2703210785651044,-0.09036764394880475,-0.03787162415244868,0.0021113181187110332,0.19005895987913343,-0.047833814904827465,0.02309128892226192
3.0,1.0,0.08147960587121704,-0.00510740393902818,0.029162899250848685,0.007529998106027135,-0.016787300841705356,-0.008080563456421453,-0.024767564775696478,0.019608375547412956,-0.026352752018002443,0.006673232518954913,-0.007039190993893234,0.034155884103083435,-0.03214033135903221,0.004044432520804553,-4.056965017889191e-05,0.025430682453521467,0.21683877460698012,0.001541426423264069,0.03247005644681378,0.06363984153503255,-0.04603182402771945,0.013133831982991081,-0.0010515334856673311,0.15888238249236183,0.03107489998171406,-0.015357407851889344
4.0,1.0,-0.058612391500872746,0.022990528843335994,-0.043820436369294086,-0.01996914534220572,-0.05144208490367206,0.006972328974245767,-0.020257574700272337,0.04311193221364908,0.019813948595068877,-0.0056050353950122455,0.03419487859661379,-0.01650912603537908,-0.025199621789679463,0.006187797705801074,0.01556572522284843,0.009875641768679874,-0.039704259738428,-0.14579109962127138,0.042286667764379476,0.004785703858946736,-0.12176007765313968,-0.046423337796597,0.00037873323651527104,0.15373357059578388,0.038799085957195695,-0.01728813817980577
5.0,1.0,0.10946406407501387,0.017943021713511323,0.012208496963833523,0.014927614636208363,0.0264294583923816,0.007118763525117135,0.00423688095677879,-0.00011480877284736654,-0.009238545378253547,0.011961112498678936,-0.0023351975972903363,0.014689992781663832,-0.0007738984341776,0.008628322207415884,0.013386882302914677,-0.004998706644981588,-0.11197193558568076,-0.11737083750266201,0.02880905310449227,-0.1347146745664715,0.0022061053536760068,0.020626962554487743,0.0022435232768957874,-0.2971163783875914,0.008452081111239958,-0.017088625372726107
6.0,1.0,0.015770606230998335,0.0075582430663001555,-0.07705461820867053,0.019417812386242645,0.02974678934871123,-0.0009545305526413198,0.0018687504033227194,-0.01141209572166331,-0.0103591183594605,-0.010063470221354759,-0.00689577990647327,-0.022503894724127862,-0.005510102926243802,-0.004175836902573704,0.011106124880215664,-0.014015722902743208,-0.13921637007366258,-0.15829070643449275,-0.006628775797725995,-0.14050398041162282,-0.12330046001348119,0.009042834497561124,0.002371178900285772,-0.3179831726653056,0.022820336969838918,-0.014465714132407898
7.0,1.0,-0.11326544145694604,0.005148786695401531,-0.14601468381050522,-0.06582774126826817,-0.017311607757898424,-0.01378415662508804,-0.006808243531149461,-0.020280622371448526,-0.0009883623839349407,-0.004193173385980473,0.007605724381827623,-0.017721726299890866,-0.020085351623905765,0.011159371740477403,-0.007640185226902625,-0.013388723509512791,-0.17011324260455582,0.09489946197452617,-0.04456709634329697,-0.08275110636164286,-0.1504042762579781,-0.05280869616483623,0.0008798062097315445,-0.25630412367808436,-0.05441098598629718,-0.009918213169860161
8.0,1.0,-0.08712145572946572,0.006044476334116113,-0.10048832089583568,-0.009729980963377642,0.02604142612497611,0.006997664597101459,0.007498849057265859,-0.011628679069099897,0.01793603352785445,-0.007961019356418669,0.0024901603088805123,-0.019275825691417225,-0.0013865880430314935,-0.01856238977749159,0.010478905616514532,0.05414926547744633,-0.13737137422814705,-0.1278280991746302,-0.006642192470107048,-0.1394452863782612,-0.11637363513880077,0.032381288057075575,-0.003291691667733866,-0.2953677453733834,-0.04330833599009468,-0.009565582389858317
9.0,1.0,-0.05573706724642795,0.008438126143249944,-0.11732172777612794,-0.00543054972919538,0.03098002738960697,0.012208195245628552,0.010026660622360857,-0.005742213417813466,-0.003094807534746225,-0.0042905532854206965,-0.0018594374888660056,-0.016198441552391682,-0.005008018461380182,-0.0010858912897651564,0.020136421041440304,0.07348239267257026,-0.1267144207289916,-0.11675275175888061,-0.011396908792030097,-0.10111529232525708,-0.11158716508599721,0.005850308436028791,0.0023800060808021974,-0.2821705354004119,0.03007536157279356,0.014688124221915564
10.0,1.0,0.11627704151510501,0.018956149109549257,0.012711408379369706,0.01679153037989872,0.047332597453405414,0.0040613260625967,0.0015828348161697132,-0.0022009915519459176,-0.01661669523704925,-0.004327988402895524,-0.003208658585395094,-0.025137880391909746,-0.00116256182582018,-0.004531572485254349,0.00908073247081188,0.008425984835294158,-0.09953013257847733,-0.12648743776368063,-0.017186603965316224,0.020841588371443672,-0.019249814463128383,0.03435267263439208,0.000415863923580889,0.1646533924375496,0.0378201599214676,-0.026624255631246346
11.0,1.0,0.16890933656354074,0.032087595951859865,0.06137001123932956,0.02139000318877504,0.058053276305355915,0.005210255119956197,0.05210344571328198,-0.007102043352247168,-0.007676220064480085,0.01208236447333486,-0.001990932074697415,0.01948568432639948,0.003963623318507408,0.0035496506071935434,0.01822684183129786,0.07828216208694798,-0.09136724502759842,-0.1075522544127853,0.035882263930005,0.06067544539032574,0.017643947424642047,0.043602858440002806,0.00020461713520498939,0.19155132684837622,0.03846479007490961,0.06096893456984682
12.0,1.0,0.09874388567993087,0.015207454852528227,-0.11927154160102932,0.012011358600792294,0.02217109682401378,0.008334166085686174,0.0027450577548045604,-0.015339300550018859,-0.009823498241025876,-0.008446608443961254,-0.003996054788116112,-0.010307398845010269,-0.006330398283290561,-0.011391097473022999,-0.00784890090642197,-0.01112554854033668,-0.12649069119444453,-0.13122986756665908,0.001249495485052018,-0.16720939926173212,-0.12148966450210223,-0.026649855224769908,0.0022776006477419693,-0.33812368021697614,0.005137375895493406,-0.014197844008342122
13.0,1.0,-0.10034963884275194,0.0044535623315112485,-0.145202652868091,-0.039745743020209785,-0.021057065195578237,-0.015317829136915744,-0.008264621108488619,-0.018723919643517148,0.019811346538989895,0.016414464754089843,0.006435955087258965,-0.016101940645242466,-0.016933925572737613,-0.013636794908809511,0.0023123180210061376,-0.01360885793295525,-0.17435022077462872,0.12842463071470125,-0.05096224458642748,-0.13442796086096553,-0.1450211128911018,-0.03654402877956004,0.0009718553313286748,-0.33576985665134434,-0.04174016822355753,0.00847052712928329
14.0,1.0,-0.09671515334860979,0.007237908259634256,-0.13705434119634247,-0.06082790233192119,-0.018658310025753803,-0.00245525170115734,-0.010626374499410323,-0.010014515794629319,-0.000929125975247057,-0.005918902612661534,-0.004890612211299978,-0.027959015290204,0.008863465216925309,0.07898110141626648,0.007603834569830566,-0.014442300753262922,-0.16787621296687627,-0.1433565551777661,-0.02286419064831177,-0.14662867522191197,-0.13919585800145007,-0.04897841557612694,0.0004348509776453246,-0.3009791709263713,-0.05486225686831265,-0.009327516441515367
15.0,1.0,-0.11385360858231748,-0.06884414490666983,0.014406017785194018,-0.02493815335884275,-0.04985820941524422,0.003921488492759474,0.005708270359742501,-0.016727442314688038,-0.027096425537016584,-0.011023973087758304,-0.0048827399290501915,-0.050328581205691524,-0.04398145985942023,0.0007474876919899003,0.004703885626675293,-0.09895593753223184,-0.06808064748450253,-0.19530861929122154,0.023825080418110257,0.007174554947245439,0.07410089286412318,-0.04525606856434324,0.000836405241836451,0.12723239133358566,0.013582138274979231,-0.07084880416006785
16.0,1.0,0.0292781249579825,0.010958943049425586,-0.04864960763989616,0.014920260785767034,0.023584761477614416,0.0026682529555371298,0.04757582139170849,-0.01214880618928789,-0.010725534223291509,0.0027195843264935567,-0.004690253381187448,-0.004539851200660035,-0.007222411665674056,-0.01799450512813028,-0.009395479958748693,0.003740051499329674,-0.12616565577625044,-0.12255510268575816,0.016889950571806638,-0.13505718616089152,-0.09815188973374275,0.01471104591773515,0.002299584395307414,-0.31958237304387493,0.007139939114245282,-0.040488339007956994
17.0,1.0,0.07060654346253775,0.018256518072027123,0.09123769290947592,0.010001360020448147,-0.026101097438991562,0.005429891179753157,-0.012455279719922527,0.02251758606979022,-0.019471740056783534,0.008178886605542484,-0.006902008753767831,0.0995257362203827,0.0437130842636692,0.006798444360414394,-0.0007081331947760724,0.08272688637955795,0.25549268487069104,0.3931823931427451,0.047739177611006,0.14090241506355708,0.15983744853796114,0.04126358404535171,0.0013043517789412856,0.1905594604853897,0.02908479055889683,0.003856427015457167
18.0,1.0,0.03073313949774169,0.027618680045812534,-0.055428440982163464,0.013467868793102937,-0.04428086533262561,0.005415141675656309,-0.02719741152675956,0.03794318626297168,-0.009873008889582837,-0.0034535593577534975,-0.008720989918471447,-0.021193038239844822,0.004293441643473019,0.00377709017289247,0.027096942661670117,-0.04606809044208473,0.0758530150679769,-0.1633942314922518,-0.033240760721862106,0.11758851694735001,-0.08076431406133133,0.019271483034288127,0.0007943393837361207,0.1686191683692384,0.029892375821929898,-0.00980939641543662
19.0,1.0,-0.05575157816182116,-0.030433606175303694,-0.028685310486446326,-0.039500845859672604,-0.061088986037899605,-0.016817961488945033,-0.020892170650431006,-0.01385731659163911,-0.0014096818260571854,-0.0012489537875335593,8.385932635622626e-05,0.004910535612425114,-0.014841006745417905,-0.002891156772193536,-0.012357825765887863,-0.07327379590878301,-0.139176069540406,-0.029567411179902497,-0.07690425273798927,0.016939546722864126,-0.014787615981621037,0.006528817129879986,-0.001762879977032123,0.12575855149626775,-0.03935887500358222,0.00937568104304498
20.0,1.0,0.0135541596168982,-0.05424903406346232,0.016328083763826398,0.006474850359359045,-0.037630449653033624,-0.001481009580458906,-0.02208526823418886,0.014162070494125089,-0.021831199201798573,0.0023573675061442307,-0.010425182239040947,0.029314579431059157,-0.0025886861400702204,-0.021257839964734737,-0.01383328059223825,-0.0981290584456371,0.2768441769588047,-0.18404979797023066,-0.07591185928480594,0.10996801278710723,-0.08694105845209392,0.00621733470507676,0.0004951183853213636,0.14552748897063106,0.012922759087692469,-0.0074653024416280415
21.0,1.0,0.03992057477509012,-0.002003915640213351,0.07317050585736003,0.0003924793165453311,-0.03421958104622861,-0.015206858710438064,-0.019211915470714956,-0.007977126616613853,-0.022267954176539123,0.012637128502190686,-0.015116156471710123,0.004619339905453605,-0.04243314969999392,0.03834150208471233,-0.00028374106798048247,-0.024783822662440825,0.2139022446132036,0.3991935842121409,0.013212566633369933,0.10985706634561668,0.1146702771184443,0.035247047137980256,0.001186220333329117,0.17064311916644845,-0.014769749372495198,-0.002777582951110652
22.0,1.0,0.01663503977212604,-0.04822778725162863,0.04386223431083411,0.030324245132755737,-0.05315788057302075,-0.0023976007018968273,-0.023854608377855566,-0.010597556494055287,-0.01524667695613292,-0.002187179708561223,-0.018753736226113142,0.01345008926303694,-0.0013523595638095754,-0.0003540432715628438,-0.011753387994975904,-0.06525246180438928,-0.05532718698416062,-0.19170697373945167,-0.06181014805479208,0.029556885085909465,0.11191357301536946,0.016616440966740174,0.0012839698465040065,0.12410341267722248,0.019408612820437945,-0.05831810486561308
23.0,1.0,-0.05839700884948402,0.008163347504114314,-0.08087690469771908,-0.07872538966661366,-0.06601046009550421,0.004343349421880827,-0.028804746970457203,-0.01343509271845558,-0.006975161405002958,-0.009083216275016995,-0.028932236620904026,-0.02153740116019163,-0.008223232644338153,-0.017352275885524817,-0.029983169461198656,-0.013365634334492737,-0.16011187220514406,-0.16959568334381175,-0.022944801252800354,0.009513327215496711,-0.14434989676071633,-0.07890507527312421,0.0007019076423299968,0.12316130512139861,-0.08206578856119683,0.011586426536754218
24.0,1.0,-0.06778807802230648,0.023075716162467542,0.08566996390071846,-0.00488456152331723,0.04121705101086992,-0.00018677691138786106,0.0052651414185985205,-0.010903090667994575,0.00924602147592337,0.01571558692035038,-0.03377581830109822,0.004799567824628652,-0.005673417149391096,0.032827459563909235,0.012807646418221456,0.01664896892763073,-0.11986955960283804,0.33366426895657225,0.015993468531510756,0.0235437390929631,0.16858338627163313,-0.029906993012831617,0.00041937622512788937,0.15997035137422302,-0.0323072812107832,0.06460449837896597
26.0,1.0,0.029493740207623874,0.03863206268590956,0.06311492349508119,-0.049525389914189644,0.05259217879857938,0.002130403753556864,-0.0025659992044516277,0.03536390034873084,-0.011474385099414116,-0.0034707757303544693,0.0642212228756034,-0.03896635028834692,-0.017947714087210253,0.008591853046098902,0.014301289553382803,0.05498237918504459,-0.12424393842491781,-0.12224754916625796,0.007592303116521613,0.03984068874092258,0.16299055126986955,0.019847179115447398,0.0014113391700786766,0.17168374696567482,0.01729263800405184,-0.013376541224384069
