f_id,i_id,disp.diff_median_25,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.qda_mda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,ic.m0,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x
16.0,1.0,0.06884369467578998,0.039497696551901156,-0.08605172377239047,0.02160340730806572,0.006665607717167525,0.0038103076205233686,0.05856718826707883,-0.02093324994381868,0.001141812149003175,-0.027316788915021976,-0.0034190892355008616,0.0031142001247898773,-0.0035761313248268037,-0.016053020478220884,0.0023082192962247607,-0.12958085565966584,-0.14234940236055008,0.061824462324993154,-0.13384418586847827,-0.004222631001106343,0.01382011742855109,0.024876735009165818,0.001521148079901777,-0.29182521084367713,0.03403902944391726,-0.03860130464365041
