f_id,i_id,disp.ratio_median_02,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x
1.0,1.0,0.035590788750358225,0.027375980029475062,-0.026410448663281967,0.016797817263417756,-0.057944360315942474,-0.008601657925644022,0.1596837830687803,0.0205712201737511,0.04258456601044082,0.015513147604144137,0.0033154982347292023,0.011871234808589553,-0.01046968287318217,0.08781279965447181,-0.03493276613259391,-0.004656792526967074,-0.08749696232149298,0.3440299646647818,0.6179996170760254,0.05448471278902634,0.23356357864403435,-0.005348311432583803,0.011458680681304886,-0.0009915096904723917,0.08982005328364279,-0.009393587383432225,0.053395050618480246
2.0,1.0,-0.1102562317315996,0.01937174031646934,-0.017924874389622168,-0.05665194744041315,0.05490913825742683,0.007969551501320844,-0.010927440517183886,-0.00012682666186731814,-0.017816832355496706,0.006072466827590874,-4.546021294898775e-05,0.024251628099136436,0.0052871089061150185,0.013369600512290237,0.14664841757044011,0.014395721608814725,0.07124605759186241,0.3595737736459065,0.029325196905633517,0.05445722414058248,0.25768843101013084,-0.0021062119599468913,-0.01280716421304104,-0.0012151382808496729,0.10197404809039223,-0.02628728261941375,0.062074885264085077
3.0,1.0,0.06552560309107731,-0.0004876367525405961,0.004264315998208726,0.02218373745282412,-0.06257671044941027,-0.016545421537031382,-0.046991837532159145,-0.015318780236835357,0.04753092262631187,-0.02336509790241904,-0.017752876420404497,-0.007567154912099414,-0.0049785860741518514,0.012539639394484605,-0.02838088828449713,-0.013158493059441709,0.04516351746444239,0.14826465733230595,0.006087476807163677,0.020292768275259467,0.12939659932614894,-0.005036789934544182,-0.006734322638254518,0.001414445605695904,0.08740483268392682,0.02895517068973863,-0.008334377077340215
4.0,1.0,-0.06594003869685056,0.024899385211211333,-0.024531869627814857,-0.04767467876218397,-0.07977829219807914,-0.016309768585327768,-0.045359692447616236,-0.0046945906397442725,0.08560050272951925,0.017478864442914903,-0.020277609652620182,0.00035515552664716274,-0.009802681785615677,0.015429188084339022,-0.024226016377709356,0.0011849494276563724,0.04400555610220598,-0.04085005383229609,-0.1585458734924531,0.03622449280544599,0.11799304011047615,-0.03229345709173467,-0.029691170206283337,0.0011747286760976467,0.0871760342054,0.026980392283236395,-0.02052212797758912
5.0,1.0,0.13415373222941554,0.0061516664414970135,-0.0387651206637142,0.022129459063595227,0.028408798485769,-0.016538705103763676,-0.012180393063970441,0.005644065020748948,-0.004663899902182958,-0.011249656101370588,-0.010366133550791178,-0.00401828892416002,0.023166275336368444,-0.02105027165252418,-0.0273704687501663,-0.0024821348460011285,-0.0012475717285253874,-0.08247391499583265,-0.10279108442725729,0.028528450224137906,-0.37872302412294134,-0.0014642314001455424,0.012772245416010363,0.0007874687817534215,-0.19499741231993997,0.02161224449388726,-0.019688836196850742
6.0,1.0,0.008630069894638309,0.007722020663944931,-0.05636325168874386,0.020307228136588706,0.029041795380768846,-0.02276932032498734,-0.010963116705518977,0.005160650939573747,-0.028086280749134298,-0.020331186392797834,-0.007179118921306949,-0.006479555635254985,-0.004648564767072588,-0.02527972975424618,-0.02916546039127946,0.020519419208385122,0.008988058331812043,-0.10425552476663177,-0.14085564513144155,-0.00439264062420035,-0.40364859649208323,-0.03263152498914196,-0.007343446312755564,0.001156965689667313,-0.21682200537723706,0.017007721582534233,-0.0188666845055482
7.0,1.0,-0.126288081276984,-0.007178970060258689,-0.11311202413100546,-0.10838122743664308,0.027015282462433857,-0.014998676719182459,-0.052210967094142205,0.0015404702776634742,-0.03891706015651716,0.01713296027396891,0.00356116038638989,0.0035976845615518175,-0.013141163547864805,0.004479393548731265,0.03931759361000905,-0.0011780977870862273,-0.001970265090587055,-0.10463371476094718,0.10297215863102263,-0.06326458645600036,-0.36776237257665517,-0.030902401429983316,-0.028940263376025843,-0.0002315869849827775,-0.0911920978922266,-0.05125161895600035,-0.0031764319888277427
9.0,1.0,-0.055015435488926054,-0.0011858961164962112,-0.07240919653807953,-0.008091475969415486,0.029483892936502925,-0.016523906133018396,-1.6820144422913642e-05,0.007830915761146477,-0.03646552129089027,0.002811199256314132,-0.005961739512495684,-0.002137054225589149,-0.0003317332004683913,-0.0049504601311825625,-0.03415489805327418,0.010446504211992705,0.06545727649696216,-0.09529605083830718,-0.12106798267847547,-0.04976547102759641,-0.38119573081829555,-0.029382719813530533,-0.0024086056309828704,0.0008231441744141347,-0.19233498180973216,0.022455776863772526,0.051016498711018
10.0,1.0,0.12303754006225535,0.01488523682354022,-0.056723571471688085,0.023166905078409326,0.05249709273122847,0.0952826214467764,-0.01967305064618313,0.005417805335966863,-0.008774168925888016,-0.018778537671005915,0.0016555190035978063,0.00014507499213204755,-0.011944174017962078,-0.01946080601808446,-0.02851595649707156,0.002767715792623401,0.012004642670686927,-0.071566968854329,-0.10233077875690137,-0.023052653628723604,0.09128302139597953,-0.022173650480503168,0.001077828543478496,0.0007855939644378744,0.09359355556833736,0.02422203120150866,-0.022739462438801483
11.0,1.0,0.13162628491512676,0.021446837933392717,-0.023580506437058637,0.03285204558578659,0.07856412950596463,0.1360041178331442,-0.008315194680870299,0.007360125775224537,-0.009439632792974344,-0.013572081420013598,0.014237447040930731,0.0011338025173346174,0.007244155125600668,-0.014246371015867527,-0.024687974812785812,0.03611387416279987,0.0842033009038537,-0.055727176191106925,-0.08317713862277673,0.04432169629177508,0.14922885801126015,-0.010271263581702833,0.02205803858183242,0.0008819251944005729,0.11068058062308583,0.02496930791246445,0.09164509903595389
12.0,1.0,0.10410994662979493,-0.0009488199766493334,-0.07730634995510871,0.020679800342225215,0.027322711116050672,-0.02048597661751979,-0.01186306427662197,0.005356557875614262,-0.02623367435612216,-0.018482886153750946,-0.02815788494724253,-0.006251795081164569,-0.005063595066486656,-0.02098042032088856,-0.033225367205071216,-0.02080489026790046,-0.001231607688008289,-0.09304685405641025,-0.11799081031412487,-0.00905829082013878,-0.43685624221462227,-0.03418082992534525,-0.02082112799182872,0.0006412619022862394,-0.22613934296400692,0.01650119014790559,-0.017351478015954686
13.0,1.0,-0.10301964356735703,-0.007009345755388339,-0.09477330028685432,-0.09355384412381881,0.02103917236583476,-0.014291302524481648,-0.04381185210689645,0.0007525661276700544,-0.03664401480784607,0.023459266082820587,0.02177606696015442,-0.004618428225746668,-0.012149897475045803,0.002995973285143686,-0.03658085046892851,0.029887481773485776,-0.017552841630207233,-0.10536211195595822,0.09359508569892491,-0.07149921332856657,-0.4061027552993476,-0.027234454022578004,-0.0363706168654936,-0.00041333059531229095,-0.24737603994469437,-0.046975433470830504,0.028242623603102947
14.0,1.0,-0.10642941474705382,0.0006806410537366418,-0.09631341946469082,-0.08220958752664899,0.02830688226086328,-0.011717953046979935,-0.013161178068720341,-0.006559664157190417,-0.03896604626053228,-0.012484260090677645,-0.02613012163197429,0.0073336396683365505,-0.006661017812171769,0.007639414804781991,0.09333618946197524,0.020245448674434147,0.004225372210766995,-0.10464638239720964,-0.13665397136743732,-0.048780932186590305,-0.4169612771652666,-0.030424968177275257,-0.03691828074863013,0.0007851455439713091,-0.213861556329986,-0.043985771171357504,-0.011819738682611798
15.0,1.0,-0.1360517764270391,-0.12660260611222668,0.018626831342608938,-0.02139380171671169,-0.0769008391107877,-0.027652204347245933,-0.013346738535817896,0.00046929906196406545,-0.05150135433440253,-0.027766730557503817,-0.01751234730259767,-0.010340064527716521,-0.0025458944862650932,-0.04537482706478025,-0.04176018741363856,0.013898265716169691,-0.11532888853349935,-0.06716005783899509,-0.21198975807507867,0.0267601820367432,0.09263065293162977,0.006032481536651153,-0.01753846442140349,0.0014216877654424332,0.0684817210714569,0.007689609892170977,-0.06466621148536998
16.0,1.0,0.006542494148917769,0.0128243920878087,-0.057342919798666035,0.017649008584685908,0.022434152863821586,-0.016118248697640284,-0.010607969369366475,0.003941504781478957,-0.025647007062784832,-0.020674766146672578,-0.021380884891064045,-0.006941749517787254,-0.003911488287313141,-0.023979207919318873,-0.053569066248114625,-0.019662009575870405,0.030438660445031893,-0.09305278993688501,-0.13182489525433064,0.026031873280169853,-0.38959061635611075,-0.024423254475356027,-0.002770000394397255,0.00066635431436731,-0.20782900890064265,0.023544044544893464,-0.06434000298837221
17.0,1.0,0.04917615927207308,0.05213820480131298,0.057923013771382044,0.036208573061593134,-0.038050788813711905,0.010351282492400882,-0.03743598341208241,-0.003673667669746809,0.04865187726173509,-0.014344950776166545,0.006495935080579436,-0.011788388880792604,0.047042881149157806,0.021345192738361843,-0.01860934461564678,0.011474177961016652,0.09530466806677407,0.1808214514153652,0.44068318935005324,0.04456366185331792,0.21124334072288148,0.03270487697715538,0.043689918659525886,0.0035290824739562816,0.1014675792733943,0.03857947399035334,-0.0011019520426802424
18.0,1.0,0.028995987148719964,0.022648297575177643,-0.03340346285145316,0.02849100435486886,-0.0819557810667261,-0.025080079173912116,-0.00473035331103287,-0.001465418963326382,0.053590868008525916,-0.020026177704904925,0.007985787784774784,-0.009552147519314554,-0.004039980857664735,-0.011690350747018831,-0.031146470768801036,0.020167625213293794,-0.09192384604967171,-3.3699799701085074e-06,-0.1835204461099488,0.00590059606090718,0.15728311634051043,-0.02353877897228618,0.00024737966325229796,0.0011951409034982828,0.07666132943521593,0.017961474211390126,-0.019141357313234738
19.0,1.0,-0.02129921843368066,-0.08115901898476173,-0.038281239483888306,-0.05627289529655006,-0.08952085637445434,-0.035082739218483365,-0.05767671165387799,0.0004817990034419827,-0.03776927269443889,0.03890751957168069,-0.007983952167691556,-0.007550435254882875,-0.01576361641291503,-0.0064299898445498195,-0.07970707525711457,-0.018954975379814453,-0.09496041586962836,-0.09324948821451752,-0.023643807086152772,-0.0328869093117252,0.08754766798425068,0.005647642937245396,0.0030967859282197666,-0.0011781095592467753,0.062388004083817235,-0.0408031869179295,0.029400252042011996
20.0,1.0,-0.01202587409558248,-0.08435561095532562,-0.019358428897473787,0.02312112514654857,-0.05440682999141614,-0.026600352335358086,-0.055383032476392854,0.012741182486620792,0.032215262404105514,-0.02627481143710924,-0.001618572147320492,-0.0047691074702476575,0.007088790287210694,0.002007444183530929,-0.0517143361847552,-0.028651420099558317,-0.1399511146633462,0.2110910528092386,-0.1986219506062782,0.005814166254083128,0.2051756060465668,-0.021793256754236153,-0.009701278216932209,0.0012351823428103437,0.07100762099283321,0.00968089040421636,-0.012376306841731077
21.0,1.0,0.04371608768495551,0.004324683981010402,0.002868068698431144,0.030663856787441608,-0.0686330986033673,0.001755524332095075,-0.03888854956263471,-0.017047127793727784,-0.01498011824890938,-0.01577561743094963,0.023943929057659522,-0.0166518533690764,-0.014996518796555829,0.010186490410569526,0.06766229207050219,0.009418166658769652,-0.08580816965152746,0.19308738117549276,0.43964134339459354,0.016378515209020346,0.2329136251899802,0.012933055668953227,0.02886971339018319,-0.0007240655379822554,0.07733058672180167,-0.006374933134238566,-0.005112461322428454
22.0,1.0,0.03705070506917712,-0.09461538761088238,0.042171950924867065,0.03006805163554137,-0.07915090413456505,-0.02415465708062856,-0.009048212785492804,-0.0026294141445060773,-0.013474719494035451,-0.011708325968431332,-0.02024928949359404,-0.036945936758436985,-0.002341718952248738,-0.004285567259960053,-0.028210433837944464,-0.015161658616957365,-0.08925907770582887,-0.027866693141922045,-0.1614107983722514,0.0033870181629202505,0.11073075272258763,0.028365734145234224,-0.008641947481692657,0.0012054547587136608,0.05964511973590174,0.008919902026807267,-0.06182662321494711
23.0,1.0,-0.08608864710726567,0.007164084649754665,-0.045852120015355984,-0.09829603867661156,-0.09983300823741943,-0.023598491720766987,-0.061972284805704686,-0.0025230943714447574,-0.04806989150487388,-0.004613530830324908,-0.025748055658922766,-0.05239093967658029,-0.009932804171585352,0.0038474269342725965,-0.050547639266960355,-0.05239425141061641,-0.06053745247862452,-0.10752187364693189,-0.19202937762868066,-0.07219666608996686,0.09251369934658368,-0.04262786774051309,-0.042039502604105966,0.0009308131720585696,0.07050964966074943,-0.08111012166508212,0.042635241195761016
24.0,1.0,-0.07916647463696345,0.033324509112415,0.053567511657910676,0.030824370517937964,0.0446047523037562,0.0061346652993952795,-0.012249200613797502,0.006021703642168124,-0.026943181207963105,0.002129409516391579,0.047813684071816596,-0.05343456198757615,-0.0037394468556596304,0.005908823061176904,0.07301206111584145,0.023302801231868984,0.030833741213909215,-0.08007364146493101,0.3732512894583849,-0.009280769612297146,0.10645654253753015,0.022449073500568323,-0.008464419843322527,0.0015192588984561262,0.08527631188538917,-0.032401454248468194,0.03809349259792904
25.0,1.0,0.024849947682286183,0.0254527212795434,0.046439115422095924,0.02899533291826965,-0.05217705195211853,-0.014286880136728734,-0.016960161564541897,-0.005359914811018409,0.044325655940971126,-0.014435255051057149,-0.005253453217883805,-0.00894091727528216,-0.007489859529313364,0.007623919346499612,0.05378993472558829,0.01138463934870636,0.04857249579333055,-0.08526442310652839,0.08341486460729867,0.032041962646991565,0.0397264477686383,-0.016540396751303227,0.03269229689790913,0.0008063856597133956,-0.12439955866170319,0.016023933704271257,0.049007006374469454
26.0,1.0,-0.04425277110780652,0.025249233752887696,0.0473623014236179,-0.03737162051284341,0.06675050995949025,-0.014760548027770486,0.0013402791618207003,0.004668157310560874,0.09239468686676318,-0.0035966178959532303,-0.0020386249231498657,0.04882101218130106,-0.002184600219536652,0.015012968869038119,-0.02712113476615367,0.02539699060816758,0.07028049274906834,-0.08602346371567778,-0.14323289607869735,-0.03456172221039632,0.1295953852509062,0.0406538227487027,0.007566101210351987,0.0007483559304730879,0.09286608795529086,0.020074116848064646,-0.014012771770885448
27.0,1.0,0.03380898224503481,0.03185001342969256,0.058860547085531734,-0.050437391072053556,0.06880686066745303,-0.013046793313526314,-0.0013784184760379176,0.013961107115630925,-0.004093546328427535,0.043440212600528855,-0.010586113214772803,0.050525816889937084,-0.006239539788076655,0.011728029378385477,-0.034689287643235034,-0.031502400551255055,0.06680993985628103,-0.022920059865696445,0.038089961731981245,0.038012237747044875,0.13038066184098693,0.031221176326338092,0.05234923082948843,0.0013008537566831242,0.09992024673234039,0.009017748629088582,0.04195675787824978
28.0,1.0,0.12981771130353656,0.03500469716138462,0.056985323464066005,-0.014522771586052998,0.07302065610505137,-0.004510711626060287,0.0016157364071234042,0.014014040855460512,-0.007693117774185192,0.059153497026413496,0.05769383868777202,0.0023353675132747696,-0.001775529232365699,0.01715013639578969,0.0899290980260477,0.026461921288645038,0.07223390389113196,-0.015137714734132994,-0.10482955544996482,-0.04023285677954212,0.15629043551262192,0.03953920665260046,0.054159294600487656,0.0003460046503353997,0.09316613222154697,0.012652707054361794,-0.006805269351031766
29.0,1.0,0.10716531466449103,0.04061168143495918,0.06069663804873682,0.042958852260888976,0.0744044739722249,0.011140726944361884,-0.006489158404278057,0.01477179279590591,-0.013480571578385097,0.0381422812747003,0.0298398433318278,0.01734126190091811,-0.0013226359109137266,0.021284561499379615,0.05586573117655759,0.03377622858357252,-0.013809856474886186,0.04139238815965783,0.13286443663451586,0.019705770996476486,0.1770173743783168,0.031423327216094685,-0.0030254401746460957,-0.0002670605732290757,0.1008583288099944,-0.02915881865746058,-0.0036670357502140093
30.0,1.0,0.04680012790655604,0.035319477899808265,0.04916403761720468,0.023124317898782866,0.06058549074618456,0.003118962981656313,-0.04525956504003971,0.007420178283148205,-0.0029782431710903435,0.01641157826390892,0.03521468351031314,-0.013349950688652357,-0.00468301285469146,-0.005312791125042031,0.08966829008994719,0.0026421798008213213,0.05710278104716453,0.15718699338059183,0.11198346783904485,0.040659837454002805,0.15325250680583588,0.022666034304488047,0.03681484906188277,-0.0006114994620291881,0.09856857989682377,-0.0342788591798661,0.037813594850231426
