f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.qda_mda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,ic.m0,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x
12.0,1.0,0.07607582148951655,0.011131082296195607,-0.17943279383595137,0.02066935977002164,0.013591300173006218,-0.001523096801020795,-0.0036592933612104805,-0.05317397249901944,-0.001416696433012496,-0.002093907012505396,0.00031426918902535575,0.008982799787893481,-0.02208503192708302,-0.02087616032679695,-0.019201446098836523,-0.037211225733181544,-0.08697472152551268,-0.012628603874629326,-0.1368512274704696,-0.02519691978695972,-0.06970963466257948,-0.017755092372166607,-0.0005106746890185726,-0.3097918062706383,0.007016792103328606,-0.04066700716955979
13.0,1.0,-0.17976586693932364,0.00511369793959741,-0.2123210607325353,-0.061774104298029146,-0.0041279469105011705,-0.008994028179893433,-0.012966780029962734,-0.042165354411618075,0.006978081095947408,-0.012399818467215131,-0.006768894647369073,-0.0024494130185967983,-0.02628683898840259,-0.005908297965275083,-0.04338209359975337,-0.045043980571916734,0.09063058455028757,-0.10995208467865634,-0.13500164040685395,-0.006762221474476406,-0.07161435735544211,-0.04729899405105534,0.0015368413116289463,-0.2844909900322585,-0.06767171073765406,0.037226499879526184
14.0,1.0,-0.15484994878756023,0.005868153499508201,-0.18782358739226204,-0.06567479542033909,-0.0011111449825336212,-0.00889891874291708,-0.010719727316148982,-0.02920305135845376,0.001189791430441979,-0.01176592650004814,0.00017188725368386473,0.002140549618507792,0.13501689931519728,-0.00332233370176322,-0.0035182807298597897,-0.030955087079826926,-0.08199359421611928,-0.07801560172053112,-0.1020166407401414,-0.013462605806291298,-0.06685804494826714,-0.04306787035821302,-0.0024288085238627346,-0.3074064121715108,-0.05517387663704332,-0.016502546996350037
15.0,1.0,-0.1699678663333314,-0.21673732555283526,0.04341142072326306,0.006576770747805853,-0.026450453098414452,-0.0014017346198658982,-0.007826650830834033,-0.030938468640346814,-0.011477115246125241,-0.01922872652557712,0.00028115532398390866,0.011367261763080566,-0.019263903170881405,-0.005785605603048455,-0.10242076451968,-0.021750102932176735,-0.12078038633188529,0.0387745862417691,0.023784432090807335,-0.03601320517934957,0.026068699472656186,-0.02848165602259166,-0.0004892776687507276,0.1231368783413286,0.014662512435525497,-0.03165857434952281
16.0,1.0,0.06551323260962043,0.011553155820544676,-0.11509144128029933,0.026426879240947835,0.008629915098541649,-0.013450422809911584,0.0439894035646487,-0.04086489787557829,-0.0028225401784045946,0.006682326915203986,-0.0009226406384583365,0.008560449111859417,-0.05578225862983016,-0.02059037771530429,0.004752562006907233,-0.03340457471003777,-0.0829292602327952,0.040383434234478106,-0.13760545853831194,-0.022821277607207587,-0.05146390533291089,0.016180110945991574,-0.000747986406680021,-0.29823692100933885,0.008563726130330076,-0.04870988684881899
17.0,1.0,0.12574128467495407,0.06172889561713823,0.1990354939669726,0.03368552265040149,-0.01735021094505818,0.0025953578431877388,0.00019088007309078347,0.08845162076210851,-0.00486687508059432,0.025690409882540996,0.0043495867309412024,-0.002535779917188563,0.03756212681946796,0.018100750072618722,0.07369064461736333,0.09272706516982365,0.2632506343525465,0.06955960174699806,0.11087854093047567,-0.006597047542769219,0.10943880465757488,0.0740920654159103,0.0054937137036458715,0.18494189355391252,0.05676700405597288,-0.017249494899501276
18.0,1.0,0.025445227929493695,0.03426397602897618,-0.12326291563448512,0.029151463683254098,-0.025113958036187906,-0.03639798022805833,-0.0081013200656902,0.07913553430424905,-0.00435631504433441,0.0066678080444393575,-0.0011226118063211734,0.005200054925617499,0.009930829561321217,0.027121552636720104,-0.04595447965919057,0.030982511350905552,-0.09950532968986671,-0.014520641137005727,0.05937160948422742,0.0033387612121882375,-0.04685049955356342,0.01033886375034719,-8.196603182407101e-05,0.1319658913295118,0.02636330756890144,-0.02450042487128461
19.0,1.0,-0.07727652122669874,-0.06533104571635225,-0.10741318951168811,-0.01373826019723437,-0.037015542031140124,-0.0387036238069203,-0.009152822115429586,-0.047984829367794225,-0.008681271887469928,-0.015078507749859436,-0.0018225094512616014,-0.012786828418669485,-0.05840900769695313,-0.0011729209120874382,-0.0752024201836376,-0.039845909332493476,0.027894374304606326,-0.019560025258516196,0.02302602661046281,0.007938098651989968,-0.008446327291318341,0.001692881835024792,0.001643059926761484,0.10368628461442764,-0.03427775418553678,0.03953213736110756
20.0,1.0,0.05865428798454874,-0.06947830956700135,-0.019604316397674855,0.024033046339783093,-0.03311891069135604,-0.03158371208649188,-0.014411452506176044,0.04600563101829076,-0.004190565761019628,-0.019408390693420163,-0.0021130598558954925,-0.013567119122715996,-0.06944378912792554,0.000767522245460317,-0.0641282670185137,0.062469744619265806,-0.10327443955279965,-0.03617106792151551,0.027171790401515416,-0.04588106170308114,-0.07001199068573878,0.0034165978134321952,0.0001854095724735817,0.12537559834161577,0.019896579516715925,-0.03229415216624894
21.0,1.0,0.06831875579459706,0.016930214014586883,-7.210628965756575e-05,0.03696325168224643,-0.030353405023707408,0.006711640699866476,-0.0031002720292783647,-0.01729041298552577,-0.00927099555390764,-0.0003759504606640942,0.005142255471795023,-0.008689887020465038,0.0786752639188542,0.004611912544331912,-0.04132739770538434,0.07942447829815566,0.17950153411366143,-0.004954961945338564,0.084220514723086,0.005580358177694865,0.08735460404522465,0.021905284978595313,0.002346042449436578,0.15605467027143233,-0.0071428375946966695,-0.021382404231270007
22.0,1.0,0.014951500562971657,-0.18314687562244988,0.07630006819223566,0.038837784715133834,-0.03779177042837798,-0.037801582837715626,-0.006748629923449825,-0.02423651491046582,-0.006039570850004462,-0.015808105091949014,-7.669733918096882e-05,0.0036891833241551575,-0.07290084098164745,0.0048720366625961955,-0.0763756445972267,-0.014211408784515302,-0.10951473612684945,-0.043826617578832903,0.029078409101249945,0.00923140352775221,0.04468647714162923,0.03832047932393576,0.0002505556256210419,0.10805566793878313,0.021564681711680876,-0.03417587230874503
23.0,1.0,-0.1807924307628746,0.01598222345028692,-0.16134642759410298,-0.07839217523047,-0.03744440484495757,-0.032556141603804885,-0.009026350046207075,-0.0415565224614951,-0.008957446634027068,-0.021734237404086486,-0.0028382035996206995,-0.0308180172741711,-0.036277519180359014,-0.00923818128556816,-0.04970981951659496,-0.04118500152333926,-0.10855354262683231,-0.07463089640703334,0.012118019143916112,-0.0040520796812568175,-0.07779328705685495,-0.06816971943707732,-0.0013771578116278794,0.1348594305802836,-0.06581061042130695,0.04278272898877261
24.0,1.0,-0.1268611995632367,0.05809109357916516,0.17044781932444422,0.020212041467654974,0.03356371859719846,0.006935474875601138,-0.0019201126499005239,-0.021777882314161646,0.00013119779252299035,0.008012592016241068,0.0022485046036416763,0.006069399559151482,0.1064875791989544,-0.0003926687326529202,0.01993971035941234,-0.024065628711132755,0.18477306477075484,0.01010510175118056,-0.008436478072751366,0.014383526306850672,0.07589928267230443,-0.02507771802340481,-0.0021065273814309233,0.16647679496117487,-0.016879589069311612,0.041283556412250184
25.0,1.0,0.040714112159858595,0.03091781470332074,0.10386876927045777,0.035208910864602226,-0.007662876448127753,-0.01090142619362478,-0.008331682856559254,0.06476804776074387,-0.010716712782765347,0.005900754296578376,0.00023271685906337426,7.168438559116471e-05,0.0841838454460892,0.025693574659901883,0.004534651451624129,-0.023039426203926367,0.13787168869384506,0.055621487637263135,0.0045893058710691605,0.0015902937409335743,-0.03420148629080087,0.017087792164256096,-0.0001868286156298792,-0.22740469814574868,0.024528212376449695,0.058243338479997284
26.0,1.0,0.014965519416350635,0.05064884943378389,0.14021662220460696,-0.028464928055174966,0.0348648537318984,-0.013923259992995407,-0.0019574833363009874,0.07410181336834236,-0.011127227101428721,-0.014129787141795221,0.023443567757933444,0.011617777693831667,-0.0037445737868932035,5.2479613604485605e-05,0.04294732750268851,-0.037383101401624895,-0.07904793171493202,-0.030808796833941103,0.0009599301328153014,-0.037046374209936755,0.07679304188355937,0.0004335018425967591,-0.001406391897558313,0.1649651603837796,0.046460184425889735,-0.015247237197711132
27.0,1.0,0.040318751661058534,0.05787586064775403,0.1445681755613732,-0.020056533391236003,0.011513665519497633,-0.01877442572639596,0.004105103532506662,-0.01577744175659518,0.0075754433769869385,-0.00429573325179505,-0.00997898724200856,0.003537721629511676,-0.016981254029323243,-0.0049515499687071765,0.04337708182648004,-0.010904119950785954,0.10744126957619575,0.05613298801365957,0.038284008554678804,0.025750273400742003,0.07381472446515741,0.02923109493095399,0.00019897006614284654,0.14894543404603725,0.027841348379706095,0.055135180442028066
28.0,1.0,0.12259807059588199,0.05967371326023377,0.15402773668311107,0.003119578173307799,0.03404026862025616,0.004672825743348948,0.0011119814649302633,-0.023140501798796485,0.016175437121826616,0.005829387082558826,0.0009278197809622565,0.01093203669848773,0.12503398966848037,-0.0020662652164395658,0.05469811165142664,0.0012413728500547292,-0.07968293338595721,-0.014506369576837087,0.031887563317703316,0.029154610203252097,0.0677954949187882,0.024274968982838655,-0.0035566344141342,0.1697511638073267,0.03273519407204169,-0.014894422323626592
29.0,1.0,0.13669386655097707,0.0613505818161392,0.20045142435983324,0.03660400951100731,0.04212878500836034,0.016449976609954075,0.010063648008439795,-0.0162441520699121,0.033293481553186975,-0.006047654499769979,0.010824970728060527,0.002511858107565266,0.04859982462589139,-0.000578670481501258,-0.010688970005926472,0.028973580711172207,0.18523908253091087,0.02545445022826837,0.10358332122791859,0.03438181508054823,0.10744451404676318,-0.039951591272263436,0.00294742691705619,0.17274735332431093,-0.00773351594632041,-0.005883864004600747
30.0,1.0,0.0808931184281911,0.059221105794027055,0.1670814771537239,0.022800794587293213,0.03262563653047875,0.010771614704102076,-0.0033603117665420472,-0.02031828550868032,0.016701586679304117,-0.007085128149596807,0.0027294845900562685,-0.001589675279691667,0.1072715479366503,-0.003604935151922598,0.02499775390851175,0.05979523603112467,0.18320403657511264,0.057934500099279765,0.07956231978826597,0.02621964250087423,0.08842889791187238,0.02096119148908944,0.005450140232398628,0.16837674147555837,-0.010040275768222487,0.05352262231768684
