f_id,i_id,disp.ratio_median_02,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.qda_mda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,ic.m0,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x
15.0,1.0,-0.021527837547945905,-0.015165971783790992,0.1486999882841344,-0.012405105865674572,0.01780352749707513,0.018832434683199523,0.01359785638339233,-0.004934985751249864,-0.009961352403869264,-0.018528642778107993,0.0037694656117801682,0.0019839267507296148,0.018319177578595264,0.016839959411543298,-0.010808957508587333,0.25209312214660384,-0.1141885700726937,0.10389042698085635,0.07854668141900083,-0.02569198277447693,0.06938338113679174,0.034938579136832765,-0.002746359437919287,0.0796692371103861,0.04453552721400796,-0.015639935341806726
