f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.mmce_qda_10,ela_level.mmce_qda_50,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.cor,nbc.nn_nb.mean_ratio,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x
1.0,1.0,0.02159200175551935,0.044196686514101524,-0.025675988699756774,0.14701177229478313,0.044862212863826884,-0.020679620048777936,0.010671514403234779,-0.0159805019838358,0.055752680673688645,0.022753688973596864,0.007743432728597459,0.02324483026783244,0.08706884653676097,0.18940672556144594,0.05835839562287899,-0.0020822876537067735,-0.004954372553047383,-0.08353712434625647,0.26730179684831623,0.5043816174637548,0.05759068722134589,0.19120376590702512,-0.020243401973466166,0.02225720507758224,-0.005714476891538829,0.001946019535206814,0.059460855955419854,0.013497716898067256
2.0,1.0,-0.10452498959479435,0.03346804831489562,-0.021389913985627812,-0.05912436710478598,0.004256427082795439,9.58833280358519e-06,-3.7524643711798155e-05,0.021036762568447092,-0.012584149175910553,0.017828007870830075,0.006373139711729834,0.022990271564903113,0.023327118754934078,-0.03442120838099715,0.2666441079307692,0.014591366530939521,-0.025445226793541546,0.07298280446046757,0.27831934304913736,0.02458174125883337,0.04488692370902246,0.20662172888202068,-0.01082700513349606,0.007703231184862843,-0.048768995170152464,-0.0011797396477192315,0.06789223667276353,0.012652234736014347
3.0,1.0,0.06386463804793371,0.008615449753520802,-0.019872629622083395,0.0012828023840197578,0.01836522105346938,-0.01926036642640714,-0.010507644738579413,-0.011927962326082961,0.049764817341500435,-0.017668862555365723,-0.004594092530497053,-0.02180181423798957,0.005049880969980422,0.12155118384486532,-0.07308925791133421,0.005830385379509047,0.01420547330902138,0.020796498778408317,0.1434137132763549,0.043156517895280265,-0.011783342855861198,0.11028175458594755,-0.03682683674982848,-0.026259700897323046,0.0100273520765469,0.0038850961288297947,0.055523107667666216,-0.013610821099927863
4.0,1.0,-0.051352168761561186,0.02269116147541406,-0.03769959716625634,-0.05047998852470883,-0.013145437693534602,-0.03253179663309292,-0.0002602589547242079,-0.03685915117142197,0.11168678344624478,0.023139387999568984,-0.008693074037563371,0.01467088515121517,-0.009549313393050679,-0.06222231347527093,-0.06490799393533976,0.023683375313131475,0.044499158335397936,0.024189831602918127,-0.035074041611297756,-0.12093134868873863,0.029832905863589047,0.11900311821555742,-0.020229398035658114,-0.00029322200466457113,-0.06056264866035171,0.0009037083134962395,0.05921840884405669,-0.004545747637969824
5.0,1.0,0.07121265709013784,0.014590339450422648,-0.0036704293055827425,0.0034824970645803495,-0.004740891902632591,0.004116754984259724,0.003959701922500391,0.003923943790204699,-0.018882282195555065,-0.0091716645884277,0.009171009220977747,-0.01777570284452537,-0.011392703406597624,-0.052511893770577786,-0.0416399825011341,-0.023896020408456512,0.021387088741090916,0.0019555136551264174,-0.08826377879997174,-0.1360432017645421,0.019052018693699112,-0.32904225816619675,0.03120008372567604,0.0030563771298019295,0.03162274842108758,0.001691526968049033,-0.14360300992469238,-0.006005395898782113
6.0,1.0,0.009799528989808627,0.014448065986715894,-0.06542737889392117,0.006064787021781159,-0.002426924822036156,-0.02368259348148397,-0.010029430939631576,0.008805398481643752,-0.03576917649465278,-0.007148441139604074,-0.004539959721595023,-0.02294786182914218,-0.01609914012083577,-0.06921719779294183,-0.045071533089421995,0.03472272953328774,0.0196664624852598,-0.003107026035792052,-0.09513771897658979,-0.14051253982657533,-0.013662670922866984,-0.33379145334518406,-0.03628699164151408,-0.012028164499536762,0.0364717671515383,0.0007779480180944372,-0.15047441630021738,-0.0034583194781020927
7.0,1.0,-0.13453174770534118,0.018251693522224024,-0.0985636972623839,-0.11078705598791884,0.001198008106553712,-0.022672723470221996,-0.0020912570979235746,-0.0001323506854425966,-0.05763282019191312,0.014312399396512807,-0.0006763881817231683,-0.0025363227095349396,-0.01648100797257496,-0.03863370336887235,0.019065964378728248,0.0025605045344030165,-0.05222505620158052,-0.00014950750334902306,-0.12994273460641817,0.056240012911130385,-0.03436163518529815,-0.29235769941396694,-0.02868678249379092,-0.023777073325108488,-0.08994733551385595,-0.0016898843127887413,-0.07715305791891873,-0.002729489022533728
8.0,1.0,-0.10518011547497749,0.014842959844952177,-0.07073013848920087,-0.017222824903269138,-0.0018555046911559855,0.006034364867113251,0.005087489692752075,0.009498529226624282,-0.03593174248761265,0.004286073266660531,-0.004743731108329899,-0.007169125181503427,-0.00844051646412175,-0.05242327587933335,-0.08578051953069947,0.031130106689192468,-0.0381280462108387,0.026170962305127672,-0.09404028366423799,-0.11007616657948688,0.013925414200051752,-0.28082584067204924,-0.031215966929195857,0.029195344259502543,0.001676213061811396,-0.00013942019194989014,-0.1584809866997125,-0.004382808012328608
9.0,1.0,-0.08564501795062478,0.015444127371245757,-0.07784878583668203,-0.009229065784317168,0.002324106192388572,-0.025497406123378388,0.008734764411324005,0.0036786417784654257,-0.026921690382640598,0.0001958035928663426,8.242188411239273e-05,-0.008493370736994061,-0.011290543640013851,-0.05342564148627006,-0.06709017761236054,0.03072790261752341,0.03167862390291701,0.049982172633645156,-0.09460588170487402,-0.11446827613512785,0.01394343049671088,-0.2794428863692576,-0.0234987782393677,0.021404984673023323,-0.0005830763162904947,0.0010184936336066442,-0.10804537100403196,0.0208323007765286
10.0,1.0,0.09820822679804139,0.025317594557528352,-0.02521288134730623,0.0028515968585943146,-0.004795138832885294,0.1755703178459089,0.0029530768597174563,0.015400602086692292,-0.01663349485152969,-0.014996815260455735,-0.009067157199591893,-0.01882346117332395,-0.013846086679341795,-0.05151730619590866,-0.029961279211225232,0.02732714132716731,0.028571980860315267,0.006365655015595941,-0.07717741473127347,-0.12887395879899807,0.007688604906366761,0.07408005675223721,0.01618114869013999,-0.01034362505607342,0.04127221886112405,0.0011638638671757893,0.06436510175323946,-0.02023743238323166
