f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.mmce_qda_10,ela_level.mmce_qda_50,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.cor,nbc.nn_nb.mean_ratio,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x
11.0,1.0,0.11247724835711931,0.029725776123378834,0.004983345762103327,0.009306059548794923,-0.0041800460554506525,0.22355986442456238,0.003246236075538771,0.05502534575619338,-0.0017033955609891012,-0.011771883988113177,0.0038240333784754464,-0.013047104327154387,-0.009402998424247494,-0.026267786875046703,-0.019409291378140996,0.026771137157683558,0.031115579325637133,0.07905744199311063,-0.06443552952018379,-0.11160348748292298,0.015051516657903162,0.11279905883723564,0.018540411489011418,-0.00453725528938513,0.057237836236684755,0.0011493718925645567,0.07401003530810801,0.05091746461506627
12.0,1.0,0.07365048990016955,0.014219407041821534,-0.09017070164100852,0.00017437756120627405,-0.005890178419832603,-0.005983084529330915,0.003717014198478187,0.004828760588163518,-0.043997268627732185,-0.009487031245945129,-0.00693767311375434,-0.024675179829905095,-0.015699794572766386,-0.06891435971745857,-0.05324794643211397,-0.036115910770243884,0.017787280068335146,-0.020913751083667984,-0.09963022996934406,-0.14767216341887895,-0.017424107822879585,-0.3643805458779008,-0.042283059651642,-0.02258200394115022,0.02311290386343888,0.0009846335105047114,-0.1693730384872871,-0.008392988934869276
13.0,1.0,-0.12786317015949492,0.015077955234243564,-0.09631500526590824,-0.1035968422082307,0.0006153517553753469,-0.024641011291887793,-0.0016870644315025616,0.0047516302471749365,-0.05392816870934995,0.030047320591063312,-0.006112040853484698,-0.005851652500271102,-0.01758142355897629,-0.04776885627918802,-0.08857883081437684,0.013895194021823465,-0.0499501360559273,-0.032730671063926964,-0.12211682301933585,0.054076254528545364,-0.034786624378568796,-0.31341628623665974,-0.030605278214104636,-0.021968239315335123,-0.08943388687631468,-0.001729947701760184,-0.1671160458145863,0.009380518361475331
15.0,1.0,-0.14156892096680834,-0.1146744126694726,0.025370942033553535,-0.020382524102850907,-0.010410346749706648,-0.016941436916706035,0.0021180821528309873,0.0032832182502001896,-0.047637401830491984,-0.03160350844296793,-0.001886185679074879,-0.027435741255156555,-0.018637885836038766,-0.05386508323620787,-0.0783074696934653,0.02493644376508114,0.0194360153479773,-0.09506309926527211,-0.06100485974988461,-0.1422847131644775,0.022718428823279183,0.09859220228257072,0.004615355816292639,0.014569598161652689,-0.07734479775685481,0.0004791802215534383,0.03726749640742999,-0.03758297090530635
16.0,1.0,0.010428036225753876,0.011113494841826098,-0.06470172625428833,0.0033765361077540182,-0.004921700878563628,-0.0007009573252584394,0.0029720516640173865,0.02135301769847979,-0.03151471048059642,-0.008919231001592018,-0.001554493104754064,-0.021219117874396228,-0.012667935669284171,-0.06288775986086595,-0.06172236265354669,-0.03636185560453646,0.020427816001429476,-0.00863707356868333,-0.09801584259892188,-0.14916950344522328,0.016522342302097728,-0.3517808409745904,-0.026403069824448316,0.00034301076592434243,0.027726820638381826,0.0011989922577935316,-0.15702968468388465,-0.02033723848144165
17.0,1.0,0.03912529465937412,0.022562951963601887,0.06015519253813076,0.01436567792232887,0.04222044769921837,-0.0170774150770804,-0.005163464970545167,-0.006857255329082051,0.060897469340368035,-0.021574273305859818,-0.009182105289909861,-0.022322937408214248,0.031415451691873736,0.2025603064845669,-0.008442561805972342,0.012617323520909428,0.017712245082082252,0.10641158831368115,0.19950963364589797,0.31074550860932326,0.039510255301249644,0.17141191379727466,0.03333963423287541,0.04157913667557264,0.0394892626120726,0.004801811548890212,0.06643078525401419,-0.0018543521580105238
18.0,1.0,0.015305967926640065,0.019278646794756726,-0.037352593362556766,-0.00037112138892081756,-0.007980452218198047,-0.032941450650735636,0.00525902762978551,-0.03528287557209332,0.060236254784404315,-0.016259151426327702,0.004422832013795461,-0.018379163174483015,-0.002200164367314395,-0.057859630066847606,-0.07839141279349919,0.05034102381124552,0.028482119691294477,-0.06789919026448836,0.05101300425380263,-0.12727213288374065,-0.03739649808481755,0.13929071535015175,-0.02031926957544022,-0.02897954715909175,-0.023928590580463992,0.001596965171478791,0.04880307307597124,-0.0005558689513130172
19.0,1.0,-0.024169809430485873,-0.07498830075522303,-0.03766760193514707,-0.040128986296482316,-0.010962775737902566,-0.05690216799062216,-0.00353123924108493,-0.02678022006200273,-0.04030876467959277,0.012370906880391826,-0.000981867013417585,-0.001464364588355727,-0.025481559991138335,-0.04244887489197685,-0.06238913816803198,-0.023669545193044768,-0.006216541741220858,-0.1220191470930581,-0.12025695351853284,-0.004865403514360831,-0.032516984674096215,0.07227017512530845,-0.005633763072776614,0.01400161948876059,-0.015680224449171394,-0.00032835059762773987,0.045690729592304344,-2.729514583223137e-05
20.0,1.0,0.005341279313888655,-0.08032321562360673,-0.039855552560116324,-0.0009032555901216329,0.037808401914087804,-0.04300722549117692,-0.009764375198162754,-0.009075539543234656,0.023320389508900148,-0.020879166656113675,-0.006382910650831553,-0.018129554712235527,0.013775119088372742,0.007105501882881418,-0.020422045676895883,-0.04249450270913825,0.011468118847825651,-0.10867650737503215,0.15820180523084604,-0.1600816053971717,-0.04641031066523276,0.13301928496130003,-0.03867077524653592,-0.04066046367598766,0.013673222840854671,0.00043028650791393996,0.04187417692258305,-5.7556868935015496e-05
21.0,1.0,0.01827399777501162,0.00010222804126932355,-0.010378056685169074,0.01735202029917961,-0.008947466634683076,0.008844040925229267,-0.006411977349106202,0.00022129343964028426,-0.025762071813467954,-0.026227285809407544,0.012594358665942088,-0.02765649777603689,-0.0031927326729057352,0.13581835481939708,0.08499176143576166,0.003137394133714975,0.019551853731292954,-0.06475806073704093,0.18623818720256913,0.2836251205968139,-0.026941108030930732,0.16230004068418435,0.01891828479973139,0.027531412952394384,0.03683818493555471,-0.0016649988104444373,0.06276147599287733,-0.0062792407613845285
22.0,1.0,0.008480434391208382,-0.06504230273529057,0.0506236568522537,0.014821561973004712,-0.0006667077369520761,-0.03600828929830169,0.0033393808741030086,-0.006209710284234633,-0.026192334625341082,-0.025998050818870532,0.0019810809122744167,-0.048083379284259604,0.0015717254816961478,-0.06110101908224532,-0.054714684099049685,-0.02846105990836423,0.01648248239164086,-0.06338300953751601,-0.02868823689397671,-0.1435464830487146,-0.026921434821720224,0.0805127950587594,0.01853807471325333,-0.015667410044544545,-0.013341506599424298,0.0005102608379342098,0.03889720121940994,-0.029488080334487275
23.0,1.0,-0.055806685380931184,0.02433416096568405,-0.04968047147515857,-0.09063188177356223,-0.015221895578892157,-0.062002761934796674,-0.01788279613798467,-0.045170167356557746,-0.05065324751155765,-0.02024226051934227,-0.0047749056674195635,-0.07100793611596155,0.0012405524232948105,-0.08818764544106321,-0.08612118388307323,-0.04113830046630755,-0.058023178576480296,-0.03261767769305136,-0.11705631230224167,-0.15461697126501606,-0.024764646729593647,0.06554247339036426,-0.037322322617478546,-0.020206343498594972,-0.07113053404398305,0.001278025352957038,0.052314993796640216,0.005473230754890907
24.0,1.0,-0.10601005429079194,0.013569645058469578,0.07057550913945507,-0.0004958922135527839,-0.0030963365066288165,0.01454178452226909,0.0009643018793421803,0.016846002185320882,-0.028095504343830385,0.0015718870238112257,0.005379504612208246,-0.05259976962949087,0.0044687986098952215,0.035819641752138136,0.15857234546944193,0.01721231625208992,-0.026212533621479905,0.019973010729380992,-0.08302961777162145,0.21452395897216744,0.0166429893172752,0.07066311152046136,0.02383086063517084,0.013750479573928845,-0.027769685990362693,0.0031878302323049643,0.07286218988293515,0.022038111108723914
25.0,1.0,0.012845626257060738,0.00996275741454674,0.04926260897783881,0.009875046097501854,0.004227948600354291,-0.029866073185984113,0.0015935510125672844,-0.0072067507529758575,0.047827498362161484,-0.016573519407305413,-0.002058169238631064,-0.01654178862931891,0.017178592113050537,0.10365662829383067,0.10912915081525025,0.015081724267944284,0.012185755452344908,0.0209817332878673,-0.08029300714240473,0.07805784000328883,0.019451069050500036,0.03013650031402259,-0.002934289742695278,0.011491063722954296,0.0007047095058820407,0.004245905399767634,-0.08021917831223162,0.028845376500249768
26.0,1.0,0.001662541353428153,0.0279682405820113,0.07083103065246986,-0.052067691901011404,-0.002902202441852675,-0.02811821390555093,0.010031962053060586,0.02735737427829571,0.11859202352308178,-0.015859878434101842,-0.0029000867817636374,0.0809258850417674,-0.001472827534163678,-0.04211910529286857,-0.05492712958807019,0.03598752086895618,0.02527306403660911,0.05584133166924832,-0.07914213845234792,-0.09861251411724216,-0.0009993705362932239,0.0935238533239139,0.04421758164660182,0.016624382823722295,0.017842930196902584,-1.1240865840010292e-05,0.06286721062389797,-0.0022635391762938495
27.0,1.0,0.009231991910763479,0.02022020075419272,0.06564640827952523,-0.04196419909504808,0.0036965535903108583,-0.026396522884579755,0.013334317764746428,0.008901039043634713,0.03314574939334614,0.020027054388984583,0.0009996556561075193,0.07263224705605843,-0.007059883615160328,-0.06320884663350368,-0.037946719334482855,-0.027287917014384537,0.023441078488474695,0.04585430395370721,-0.046460164507316756,0.09060758125426358,0.03243392411692633,0.11888076965968185,0.04644015944233924,0.022059769817666948,0.024394329769152578,0.0036402357825441817,0.06067162290936982,0.017899669732787067
28.0,1.0,0.07839048980601653,0.03675022205735488,0.09243842481981057,-0.013520749036329206,0.002307804807584894,0.0009950637136333146,0.001299699547042071,0.02048641929496061,-0.003822759778708487,0.021930655377634382,0.005766555667376047,-0.01000724279881157,0.00972724285802215,0.10768695608502889,0.17843930078250253,0.03746653125636313,0.01652456898817633,0.044982706211644366,-0.01705278769830075,-0.11481537817617858,-0.0015065178229273723,0.1302533218592808,0.03786382510153555,0.024838827647610983,0.038498707473499504,0.0007803938977701128,0.07251380909015775,-0.0007308719170823746
29.0,1.0,0.09147505487103329,0.023909529178416256,0.061717746727613904,0.014877103219869183,0.002024672834955247,-0.0010915299962688271,0.011158892217984212,0.021920439089405216,-0.020743485306340518,0.06755642359130282,0.007357960320753644,0.027972910025979868,0.02371087927716015,-0.011620955840333784,0.04458808474961298,0.023709293341735025,-0.012029022273628882,0.006609668890404733,0.09200781009106795,0.09552452555735452,0.008646538685220464,0.13580613736493954,0.046833053763526464,0.009692296861766196,0.06044673956408579,-0.0005799952326388082,0.07351234770342881,-0.003542872747233213
30.0,1.0,0.020988281210024922,0.01898885136801943,0.06731641680122685,-0.0009050227879622029,0.0018428196309395665,0.023594751301905605,-0.00792148653161158,0.009834900632475128,-0.01690421898424434,0.025440446808907148,0.008353020511757606,-0.01592568835689947,-0.004253462576556304,-0.007330852583839497,0.1979290099369036,-0.011878828423298004,-0.017259003009443035,0.037579243638214146,0.18696655638736573,0.09969090400316756,0.03256268997971295,0.11784795073778931,0.03354577226828398,0.02448962955839315,0.034220926484714635,-0.0002042493331554584,0.0671167292262653,0.01955338024188377
