f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.mmce_mda_50,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x
17.0,1.0,0.0487451550678331,0.024179131469899414,0.10287714803552718,-0.006918527286230602,-0.0646716080813192,-0.03911530790407751,-0.03184012558449249,0.007632182199906586,0.027449187000940855,-0.07705881337173705,-0.034925627163769846,-0.015605050665059671,-0.001094063091008549,-0.03543184302424031,0.03579761231323561,0.0042455777571549155,0.0891603420234737,0.06024637391301614,0.026036325749333997,0.07538364591701523,0.0592463435924745,0.016046093683855102,-0.0014934075687115691,0.1264212766626533,0.025161148471430386,-0.018206157436006943
