f_id,i_id,disp.ratio_median_02,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.qda_mda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x
12.0,1.0,0.07605817461153738,0.01919966608141678,-0.09728218959239703,0.018303783222528403,0.02346696890393189,-0.007495977884791847,-0.0006839960976488509,-0.012441924467005285,-0.008466262864545437,-0.008108237118180697,-0.02000908749026986,0.003048475435017816,0.010914034244738606,-0.014283882166370901,-0.017389680468543382,0.006685204466598156,-0.024989407310067095,-0.15139792094840757,-0.1315057550808675,0.0011944642364699592,-0.39211026316418823,-0.04274619176387231,-0.03956534763879985,0.0013211606644804594,-0.17059806660909116,-0.0231229318966306
13.0,1.0,-0.13761414132047822,0.020322055358297852,-0.11121598347929475,-0.13281655811299714,-0.0008968473289727858,-0.014056818040727007,-0.012330066730345896,-0.032402483208574875,0.020522652247737187,0.010374825009697101,-0.015577950812916292,-0.004415824744907824,-0.024407449114685717,-0.04091919557924574,0.00035663586837827234,-0.045230953213812534,-0.020855669805976872,-0.18250176910519367,-0.006838650631762359,-0.05094766391943458,-0.41643261540747717,-0.055113915814265675,-0.05582242408008587,0.00022539244761914204,-0.16322627951311863,0.026223091212811286
14.0,1.0,-0.1156165879750738,0.020333238363572585,-0.08802471025272864,-0.08890400832104373,-9.269879144992795e-05,-0.0159052052761869,-0.01316021462469587,-0.013672968249450593,0.010157466287967877,0.008272588015381797,-0.01665178865257038,-0.015896863428362076,-0.0071081402464815945,0.10967001887372917,-4.2881051060698406e-05,-0.01965678711226142,-0.01820806384120971,-0.15764544594754507,-0.15455201038488672,-0.04101052520822418,-0.40958862386795947,-0.048018902145700405,-0.04988773727792743,0.0012201881530451606,-0.15113102599818257,-0.005526750069370534
15.0,1.0,-0.15588300378326056,-0.16851726992156438,0.01584883475510847,-0.013894765962615114,-0.050718653049128044,-0.008779619288070846,-0.022380570074813488,-0.018545210925138767,-0.026173719732714183,-0.019140581905776655,-0.0007806126173953705,-0.008472171533524399,3.220383266655416e-05,-0.02836104681404387,-0.002155146569080224,-0.018111827631794166,-0.1117254016716587,-0.05309666733868017,-0.14921808999972905,0.04197624464651956,0.13881495208854933,-0.006811264371895473,-0.02065559799061271,0.002555361118021588,0.07861329413405391,-0.06340983546218917
16.0,1.0,0.018557251664786608,0.012042347410469754,-0.009470352652022453,0.023260695920975426,0.014358980638976712,-0.012443303192666798,0.01790204783872517,-0.010858498178679971,-0.007422377636150628,-0.010724744719128968,-0.008540991349789586,0.0013823715818362592,0.010768368219707223,-0.03275786560340396,-0.02155895149519175,0.007588865617538754,0.0006181086115728714,-0.14826426883359917,-0.13122011602980735,0.02441629647823216,-0.35287112973970125,-0.029552651490871065,0.0008734195761830177,0.0013211606644804594,-0.14987374766559353,-0.04460406583431848
17.0,1.0,0.07997689738532217,0.031459752280488536,0.04504048222223577,0.019431988152215786,-0.017041957659227558,0.008578254057441118,0.005157049961207612,0.05441661245312693,0.0047437779936582835,-0.017482259198847428,0.005697987425365649,0.027083626597322448,0.014356997128147541,0.013722606225041694,-0.007035135667052071,0.01160104729431496,0.06815251217051037,0.2200486152955051,0.37024421190614626,0.0650482189213102,0.25794872837591526,0.05572645889471125,0.0775318439274116,0.008138029016129297,0.07901243999102452,-0.0024883057896545975
18.0,1.0,0.03681011806388394,0.03710160565733485,-0.04256411316200165,0.024187930616907168,-0.06030605849156075,-0.013393279900907966,-0.01631727427866831,0.034631096029672924,-0.002706008758623905,-0.01403442805733432,0.00268286113662246,-0.0059280824168233,0.015354798063011217,-0.016799217348216645,0.034386104608522775,0.011523956068143581,-0.043252080357439056,0.04356756691250326,-0.15283882422202957,-0.062327442939362855,0.19889111171389703,-0.0317280580076318,0.001311484101212821,0.0017474380364718807,0.07763179996232365,-0.023425240430116023
19.0,1.0,-0.05782877512271161,-0.09235653908478175,-0.06402762695210533,-0.05990383250146496,-0.059176858645162984,-0.01653508100739725,-0.017719408890100236,-0.01837044929876879,0.00836659382524955,0.02338250367770055,-0.007102565836377482,-0.004042601988386968,-0.03328511936606812,-0.02839594315773722,-0.03364351367312825,-0.04060262113997122,-0.07587066516587467,-0.1517278171022078,-0.022502177776585117,-0.07147058798440685,0.1419784880587715,0.023181404071209295,0.022952186980402255,0.001641448542750714,0.053942007256221336,0.033585963072900314
20.0,1.0,0.039322957589188905,-0.09746159713422572,-0.018263747338525895,0.01942840892937311,-0.032575773568640116,-0.02088866424086028,0.0019605862146582806,0.01602868261294961,-0.003551108433779773,-0.020648058767643584,-0.00036605827213614955,-0.0028942400278614807,-0.008785631157771034,-0.021502451153295642,-0.022799515443318097,-0.013266532374272307,-0.11022033028787427,0.31624799054024183,-0.18642453198762002,-0.08309496507892261,0.1640311673278152,-0.030982944398962153,-0.019010855681487634,0.0017196482504771903,0.07108156404786621,-0.01712801199727047
21.0,1.0,0.05276201256914894,-0.020224868143970714,-0.0013404445771028491,0.014564235322829596,-0.046758922182228456,-0.007499852881810454,-0.005612904019806223,-0.019023900690454634,0.0026583639772888297,-0.021685065711390235,0.023342680340934733,0.003998571509125848,0.03472029714071623,0.04263935249585817,0.007498230685235433,-0.008522358163462265,-0.030662734213946732,0.290589222832151,0.406539191266684,-0.0375402880589371,0.20315481985411632,0.01804557894562571,0.05577266174773375,0.0005101505780714774,0.0789279627959248,-0.0055464171458392926
22.0,1.0,0.03896774807497247,-0.12029243615673818,0.03112061772753723,0.017091147843964236,-0.05466089231324924,-0.009131714453599697,-0.0018948452262355282,0.004025110524428491,-0.020323113536006025,-0.018243295570208467,0.001383580130218114,-0.002386420152530618,0.0052551630508697695,-0.019199412915374647,-0.019935645017194824,-0.0012996810384445527,-0.06705765678449044,-0.02423610964648341,-0.14483114111863105,-0.052344630885263276,0.15148053953193977,0.0205496188604744,-0.0010390927469231385,0.0009785959103357155,0.06207300956670018,-0.05690242466203307
23.0,1.0,-0.139240305554347,0.031021673175055768,-0.06780704907306437,-0.1356127406990479,-0.07823747007740464,-0.016793588314840627,-0.02782228991319963,-0.020912475663694953,-0.10873648147059084,-0.013628293033234989,-0.013263521417636658,-0.011439266658552901,-0.05777263971224632,-0.04375493375071655,-0.030477819054728062,-0.030016324776690965,-0.02339314795611321,-0.16279039427178607,-0.18120730900161633,-0.04249568658508614,0.15218273030011492,-0.04639106565217777,-0.061263711917821415,0.0007746040816915445,0.0674230221556931,0.03807891067238345
24.0,1.0,-0.10434255916360287,0.032292218307770175,0.051545541554280205,0.017696160739172656,0.043810015816438744,-0.00699418696507338,-0.012276515861793678,-0.019280342401996522,-0.055110944416245596,-0.013510064370552593,0.031264694776508846,-0.002339915467844835,0.009305684409292551,0.07782049164898922,0.010659667239030226,-0.006899153290712787,0.009683716257008604,-0.1292434468600282,0.34135971351982686,0.017766577644907727,0.18445865711357506,0.033589289908246556,-0.005943182854207846,0.0005275460134964724,0.0768064575526486,0.038524310307396434
25.0,1.0,0.05490681516609431,0.02011951278042016,0.04421802270442949,0.02407829266297553,-0.032714156103133926,-0.011749062460361203,-0.0011258425166643185,0.025292242822625335,-0.0034332553764128354,-0.018981319934332556,-7.123506574445196e-05,-0.00768720621381852,-0.018597920828551544,0.04538133962279851,0.02115862732597115,0.020244423440343714,0.019609998246631788,-0.1283557446270675,0.04274949184264165,0.03420503489439696,0.14433465667777048,-0.023345121445576784,0.03935333936852678,0.0010846927191614007,-0.105970838008977,0.05294439584361922
26.0,1.0,-0.09094292582599094,0.023564201899611392,0.04951390311299101,-0.04893002566608596,0.05173062830207688,-0.011071705147282934,0.0026540233004767283,0.0246675230611077,0.10978157957714375,-0.021618383680300134,0.00454017924951731,-0.0008809953405810324,0.027008159156937127,-0.010826061310771204,0.007048019127206915,0.0038867940519107568,0.04505757673244416,-0.1383771821723434,-0.1186084071313349,-0.014213966701856443,0.19048423547788224,0.057879918335010064,0.052528941082731734,-3.83543542198828e-05,0.0849667969886995,-0.012795906750169814
27.0,1.0,0.05379395551053059,0.02731029399490888,0.05799078655713021,-0.03790407173323697,0.03662038809900949,-0.010462420816006554,0.00513991013811876,0.009385317284287278,0.08958184204799799,0.02566536580174296,0.003846756721758947,-0.001959870727060731,0.007998040201822402,-0.004930259503362321,-0.028882075917809346,0.002190851371239587,0.03368880451290508,0.0017588307978845907,-0.0024034934565206976,0.05663702342848867,0.20152943371696114,0.04819049012492604,0.05915165164672431,-0.0012552769814355973,0.08542596344297367,0.055851776537905184
28.0,1.0,0.10522874770347392,0.05058621777252534,0.06340730869354605,-0.002418557902218268,0.03825552622260191,-0.011598216789961882,0.009990983028497971,-0.000910892773580555,0.027697693214530257,0.031845236586728345,0.04734405253372701,-0.002755969283590985,0.01580329484292448,0.10270892222513356,0.009251622982696878,0.006681802965984084,0.02106130641274864,0.003015496430046559,-0.09495963509556374,-0.019662006625196668,0.19610230449492155,0.02741296512883592,0.05930265847684219,-0.0002643113411549816,0.09393527406137019,-0.003769402368072856
29.0,1.0,0.09636101725852918,0.050502964711398333,0.07142727218654019,0.02752056584677513,0.04568738906337801,-0.0008149454416210461,0.003535700236008159,-0.004586259330908697,0.05371294899288834,0.039552955704090315,-0.004779255510439512,-0.0005771803562409437,0.0018278944932112787,0.040988027118451405,0.01722584597505502,-0.007406592840733105,0.013507916040759495,0.06099956890944763,0.056404983552147264,0.04075644498319465,0.2256823989689436,0.04787128922302623,-0.022623386426807352,0.0023805970871601844,0.09428639088832788,-0.0035395058570491193
30.0,1.0,0.04929920335872356,0.04128077357480479,0.06029849132418818,0.01684101699892137,0.045576890343776724,-0.003529784223392384,0.0032809273966139573,-0.003953658352293927,-0.004930030210425746,0.039983905515555244,0.03851498386334278,0.0008180546393648954,-0.016880130032133112,0.08732811789190774,-0.011043368777146791,-0.0154081112288255,0.02704372380607057,0.20211279204201796,0.04944827847976526,0.05173902784500798,0.19646980740956071,0.03970440293297313,0.0491194000691827,0.0011958589236367536,0.0898827755350278,0.044425784595267075
