f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.mmce_mda_50,ela_level.qda_mda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,nbc.nb_fitness.cor,nbc.nn_nb.mean_ratio,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x
6.0,1.0,0.08719382568425596,0.011180486160245853,-0.09799409607213187,0.024444271981755833,0.025240260160130812,-0.014337739189139798,-0.001280219376962946,-0.017492714337489078,-0.017205271331751777,-0.00039508586619789384,-0.007512846029589271,-0.0171453719085366,0.003251683382969657,-0.019271196332444777,0.029987017760841776,-0.0042639152513115185,-0.09681593044396358,-0.12699369565173202,0.01594519144714163,-0.09817103405832016,-0.025149682666918242,0.05125886024170422,-0.0003554383205670106,-0.28682515424739685,0.03742883159250116,-0.02236668920633577
