feature_name,feature_importance,rank,fold_number
ela_meta.quad_simple.cond,0.025322619301100073,16,20
ela_level.qda_mda_25,0.02491134658059089,17,20
ela_level.mmce_mda_50,0.024699255622222933,18,20
ela_level.lda_mda_10,0.024528441623312,19,20
ela_level.lda_qda_10,0.02223786728774553,20,20
nbc.nn_nb.cor,0.022075468530974477,21,20
ela_level.lda_qda_25,0.012143566825744535,22,20
ela_level.mmce_lda_50,0.011502893197347722,23,20
ela_level.qda_mda_50,0.010970246195819086,24,20
ela_level.mmce_mda_10,0.005477400744236399,25,20
pca.expl_var.cor_init,0.005241505040335683,26,20
ic.eps.s,0.198142776657319,1,21
ela_meta.lin_w_interact.adj_r2,0.1373443240214572,2,21
ela_meta.lin_simple.coef.min,0.12872947570844928,3,21
pca.expl_var.cov_init,0.10314761626943965,4,21
ela_distr.skewness,0.09509880126087382,5,21
disp.ratio_mean_10,0.08389207480951988,6,21
ic.m0,0.05630523781805047,7,21
ela_level.lda_mda_25,0.05137202725629372,8,21
nbc.nb_fitness.cor,0.04826230954527248,9,21
ela_distr.number_of_peaks,0.0469328704970371,10,21
ela_level.lda_qda_50,0.04215529608690079,11,21
ela_meta.lin_simple.coef.max_by_min,0.04178721004573647,12,21
ela_meta.lin_simple.adj_r2,0.04012524256970314,13,21
ela_level.lda_mda_50,0.025302571804136056,14,21
ela_level.lda_mda_10,0.02470542857100028,15,21
pca.expl_var_PC1.cor_x,0.02384894502303514,16,21
nbc.nn_nb.cor,0.022051388974621756,17,21
ela_meta.quad_simple.cond,0.02120739971238751,18,21
ela_level.qda_mda_10,0.017075000386816634,19,21
ela_level.mmce_lda_50,0.01587482789379078,20,21
ela_level.qda_mda_50,0.014889229326383781,21,21
ela_level.mmce_lda_25,0.013379583284217525,22,21
ela_level.qda_mda_25,0.012878331506917574,23,21
ela_level.mmce_lda_10,0.011939540525398244,24,21
pca.expl_var.cor_init,0.0026469748946810956,25,21
ic.eps.s,0.22488247137852257,1,22
ela_meta.lin_simple.coef.min,0.1380961381758418,2,22
ela_meta.lin_w_interact.adj_r2,0.13450710295871862,3,22
pca.expl_var.cov_init,0.09595172683068788,4,22
disp.ratio_mean_10,0.08894604769833055,5,22
ela_distr.skewness,0.07728542841858839,6,22
nbc.nb_fitness.cor,0.07025198147055764,7,22
ela_level.mmce_qda_50,0.050885940923744856,8,22
pca.expl_var_PC1.cor_init,0.04763094716601528,9,22
ela_meta.lin_simple.coef.max_by_min,0.03977410519902817,10,22
ela_level.lda_qda_50,0.031934329642955596,11,22
ela_level.lda_mda_10,0.03189534023458684,12,22
ela_distr.number_of_peaks,0.030767879221962082,13,22
ela_level.lda_mda_25,0.028512249514574376,14,22
ela_meta.quad_simple.cond,0.02278431557928751,15,22
ela_level.lda_qda_10,0.021241099832886273,16,22
ela_level.lda_mda_50,0.020225740326381456,17,22
pca.expl_var_PC1.cor_x,0.01988614837737535,18,22
ela_level.mmce_lda_50,0.015445274296843522,19,22
nbc.nn_nb.cor,0.01487900746576935,20,22
ela_level.mmce_lda_25,0.014631907365487182,21,22
ela_level.qda_mda_25,0.014327671484595116,22,22
ic.h.max,0.01156437425883116,23,22
ela_level.qda_mda_50,0.010378839877557671,24,22
ela_level.mmce_qda_10,0.009638195741178938,25,22
ela_level.lda_qda_25,0.007372322935157895,26,22
ela_level.mmce_mda_10,0.005561575501471541,27,22
pca.expl_var.cor_init,0.0010770306257971449,28,22
pca.expl_var.cov_init,0.27210275473247447,1,23
ela_meta.lin_w_interact.adj_r2,0.13252243208037245,2,23
ela_distr.skewness,0.10986487308674803,3,23
ic.eps.ratio,0.08788616174132702,4,23
ela_distr.number_of_peaks,0.08751567978760101,5,23
ela_meta.lin_simple.coef.min,0.08558830344121329,6,23
disp.ratio_median_02,0.07037651256895383,7,23
ela_meta.quad_simple.cond,0.03678679761343423,8,23
ela_level.lda_mda_10,0.03225744932685194,9,23
nbc.nb_fitness.cor,0.031139277657954843,10,23
ela_meta.lin_simple.coef.max_by_min,0.02714485360615736,11,23
ela_level.mmce_mda_50,0.025160612489872267,12,23
ela_level.qda_mda_25,0.025137073691517246,13,23
ela_level.lda_qda_10,0.019444567101981072,14,23
ela_level.lda_mda_25,0.017668902008228713,15,23
ela_meta.lin_simple.adj_r2,0.01736567630122862,16,23
ela_level.lda_qda_50,0.016779213292527594,17,23
pca.expl_var_PC1.cor_x,0.016414547452591723,18,23
nbc.nn_nb.cor,0.01502179377185066,19,23
ela_level.lda_mda_50,0.014483740020201474,20,23
ela_level.mmce_lda_10,0.011104668146606456,21,23
ela_level.lda_qda_25,0.010934869070764353,22,23
ela_level.mmce_lda_25,0.010395099470693244,23,23
ela_level.qda_mda_50,0.007736682051465499,24,23
ela_level.mmce_lda_50,0.0061036868045530445,25,23
pca.expl_var.cor_init,0.0034538969729456374,26,23
pca.expl_var.cov_init,0.16654331951367396,1,24
ela_meta.lin_w_interact.adj_r2,0.15447408469032603,2,24
ela_meta.lin_simple.coef.min,0.1524515000606653,3,24
disp.ratio_median_10,0.12648536308397015,4,24
ela_distr.skewness,0.10050486218412033,5,24
ic.eps.ratio,0.09597425566363854,6,24
nbc.nb_fitness.cor,0.04707477929681645,7,24
pca.expl_var_PC1.cor_init,0.04546468129507363,8,24
nbc.nn_nb.cor,0.04093038841589656,9,24
ela_meta.lin_simple.coef.max_by_min,0.03450895774391033,10,24
ela_distr.number_of_peaks,0.03431944936093974,11,24
ela_meta.quad_simple.cond,0.028993094576851616,12,24
ela_level.lda_qda_50,0.028009607625312103,13,24
ela_level.lda_mda_25,0.02577883373804964,14,24
ela_level.qda_mda_25,0.02555764212705713,15,24
ela_level.mmce_lda_25,0.018116129652740284,16,24
pca.expl_var_PC1.cor_x,0.01774649038583004,17,24
ela_level.lda_qda_10,0.016655986906921817,18,24
ela_level.lda_mda_10,0.01525417684628328,19,24
ela_level.mmce_qda_25,0.015026529375375524,20,24
ela_level.lda_mda_50,0.013531639901691553,21,24
ela_level.lda_qda_25,0.009104008973620039,22,24
ela_level.mmce_mda_10,0.008973713983089838,23,24
ela_level.qda_mda_50,0.00768917966735354,24,24
ela_level.mmce_lda_50,0.005898437580638574,25,24
pca.expl_var.cor_init,0.0009321975229623545,26,24
pca.expl_var.cov_init,0.20672338598848664,1,25
ela_meta.lin_w_interact.adj_r2,0.1636654950487632,2,25
ela_meta.lin_simple.coef.min,0.15156147779532872,3,25
nbc.nb_fitness.cor,0.10559672101258576,4,25
ic.eps.s,0.08659580889506353,5,25
disp.ratio_mean_10,0.07276787966690237,6,25
ela_distr.skewness,0.07059951635316448,7,25
ela_meta.lin_simple.coef.max_by_min,0.04118776679112239,8,25
ela_level.lda_mda_25,0.03524746976607596,9,25
ela_meta.quad_simple.cond,0.03248259092436439,10,25
ela_level.lda_mda_10,0.030582638288095113,11,25
pca.expl_var_PC1.cor_init,0.029964877592795883,12,25
nbc.nn_nb.cor,0.028539936924127606,13,25
pca.expl_var_PC1.cor_x,0.023003128745171273,14,25
ela_distr.number_of_peaks,0.02181342751337327,15,25
ela_level.mmce_mda_50,0.021726032471526883,16,25
ela_level.qda_mda_25,0.02033806104571244,17,25
ela_level.mmce_qda_10,0.016064402469050405,18,25
ela_level.lda_qda_25,0.01592662947401738,19,25
ela_level.mmce_lda_25,0.014625642817106668,20,25
ela_level.lda_qda_50,0.014621941376456473,21,25
ela_level.mmce_mda_10,0.01441686805714752,22,25
ela_level.qda_mda_50,0.011217069094759257,23,25
ela_level.lda_qda_10,0.008463798617938226,24,25
ela_level.mmce_lda_50,0.007520399786427585,25,25
pca.expl_var.cor_init,0.0013437728747727755,26,25
ela_meta.lin_w_interact.adj_r2,0.1574812382911262,1,26
pca.expl_var.cov_init,0.15648771380107074,2,26
ela_meta.lin_simple.coef.min,0.1310566401308617,3,26
ela_distr.skewness,0.10268934021639217,4,26
disp.ratio_median_02,0.07689920593078933,5,26
nbc.nb_fitness.cor,0.06567773703744041,6,26
ic.eps.ratio,0.06536340598967513,7,26
ela_meta.quad_simple.cond,0.04564576724539168,8,26
ela_meta.lin_simple.coef.max_by_min,0.043553101908163236,9,26
ela_level.lda_mda_10,0.04191681922203059,10,26
ela_level.qda_mda_25,0.041745063483932934,11,26
pca.expl_var_PC1.cor_init,0.0369273130547684,12,26
ela_level.lda_qda_50,0.0322547794306096,13,26
pca.expl_var_PC1.cor_x,0.03071536120602694,14,26
ela_distr.number_of_peaks,0.02200819616162659,15,26
ela_level.lda_mda_50,0.021276282930507148,16,26
ela_level.lda_qda_10,0.018938898135746157,17,26
nbc.nn_nb.cor,0.018787703911148392,18,26
ela_level.lda_mda_25,0.01826285758645933,19,26
ela_level.mmce_lda_50,0.01639398017556445,20,26
ela_level.mmce_lda_25,0.013232343815570003,21,26
ela_level.mmce_mda_50,0.012595564387404563,22,26
ela_level.lda_qda_25,0.00905467951953551,23,26
ela_level.mmce_mda_10,0.0059854935229459,24,26
ela_level.qda_mda_50,0.004476959716056295,25,26
pca.expl_var.cor_init,0.0010582049500459639,26,26
ela_meta.lin_simple.coef.min,0.13976221563775518,1,27
pca.expl_var.cov_init,0.12253809426912998,2,27
ela_meta.lin_w_interact.adj_r2,0.12205657339876051,3,27
ic.eps.ratio,0.11144912883215508,4,27
ela_distr.skewness,0.1017827972342979,5,27
disp.ratio_mean_10,0.07828206077985167,6,27
nbc.nb_fitness.cor,0.0549694122181463,7,27
ela_level.qda_mda_25,0.05290267912118968,8,27
ela_level.lda_mda_10,0.05242935920812939,9,27
ela_meta.quad_simple.cond,0.04506951764718183,10,27
pca.expl_var_PC1.cor_init,0.03884223516368729,11,27
ela_level.lda_qda_50,0.03590849926305426,12,27
ela_distr.number_of_peaks,0.028566065563222425,13,27
pca.expl_var_PC1.cor_x,0.02519779573334134,14,27
ela_level.mmce_mda_50,0.024830115944953414,15,27
ela_meta.lin_simple.coef.max_by_min,0.023861293007218835,16,27
ela_level.lda_mda_50,0.023256093834945476,17,27
nbc.nn_nb.cor,0.022397358586406214,18,27
ela_level.mmce_lda_25,0.019127807030159035,19,27
ela_level.lda_mda_25,0.019127638443306585,20,27
ela_level.mmce_lda_50,0.017512057330447514,21,27
ela_level.qda_mda_50,0.010054176953136165,22,27
ela_level.qda_mda_10,0.008130695785517242,23,27
ela_level.mmce_qda_10,0.007983787024694584,24,27
ela_level.lda_qda_25,0.007958613229409701,25,27
ela_level.mmce_mda_10,0.006767327129912048,26,27
pca.expl_var.cor_init,0.0017798903430495648,27,27
ela_meta.lin_w_interact.adj_r2,0.21707916396772522,1,28
pca.expl_var.cov_init,0.1572058308678933,2,28
ela_meta.lin_simple.coef.min,0.12485505106163505,3,28
ela_meta.quad_simple.cond,0.07194465076217839,4,28
ela_distr.skewness,0.06474048033225986,5,28
nbc.nb_fitness.cor,0.05685030369334936,6,28
ic.eps.ratio,0.04901357379905119,7,28
disp.ratio_median_02,0.04098791707298372,8,28
pca.expl_var_PC1.cor_init,0.040728516371975804,9,28
ela_level.lda_mda_10,0.04047592730801966,10,28
ela_level.lda_qda_50,0.03975708319713833,11,28
ela_distr.kurtosis,0.0360998866459764,12,28
nbc.nn_nb.cor,0.03319482719900681,13,28
pca.expl_var_PC1.cor_x,0.031515219307556366,14,28
ela_level.lda_mda_50,0.029200131580453256,15,28
ela_level.qda_mda_25,0.029105494867516787,16,28
ela_meta.lin_simple.coef.max_by_min,0.022032687578947593,17,28
ela_level.lda_mda_25,0.015533987903103282,18,28
ela_distr.number_of_peaks,0.015233716737494355,19,28
ela_level.lda_qda_25,0.013984209876471813,20,28
ela_level.mmce_qda_10,0.01156545851758514,21,28
ela_level.mmce_lda_25,0.011226102353824093,22,28
ela_level.lda_qda_10,0.011157690950237654,23,28
ela_level.qda_mda_50,0.009730638979183465,24,28
ela_level.mmce_mda_10,0.009203653380063938,25,28
pca.expl_var.cor_init,0.0028862628246151853,26,28
pca.expl_var.cov_init,0.17163646010382805,1,29
ela_meta.lin_w_interact.adj_r2,0.1548597328831246,2,29
ela_meta.lin_simple.coef.min,0.09714882796460754,3,29
ela_distr.skewness,0.06765790781843627,4,29
ela_level.qda_mda_25,0.06628266365282713,5,29
ic.eps.ratio,0.06391641752101221,6,29
disp.ratio_mean_10,0.0632029763390872,7,29
ela_meta.quad_simple.cond,0.061033352002463744,8,29
ela_meta.lin_simple.adj_r2,0.05508271352914955,9,29
ela_level.lda_qda_50,0.04714347881043259,10,29
pca.expl_var_PC1.cor_x,0.04580060077371792,11,29
nbc.nb_fitness.cor,0.044583374502667,12,29
ela_level.mmce_qda_50,0.041098885982933625,13,29
ela_meta.lin_simple.coef.max_by_min,0.03940424684616427,14,29
ela_distr.number_of_peaks,0.036349429006650065,15,29
nbc.nn_nb.cor,0.03138007327598013,16,29
ela_level.lda_mda_50,0.020362360325222085,17,29
ela_level.lda_mda_25,0.019992521178492338,18,29
ela_level.lda_mda_10,0.015687543520919146,19,29
ela_level.qda_mda_50,0.013405269484323214,20,29
ela_level.qda_mda_10,0.011491043076096384,21,29
ela_level.mmce_lda_25,0.009755863992175368,22,29
ela_level.mmce_lda_50,0.009538289587360435,23,29
ela_level.lda_qda_25,0.009294409198424612,24,29
ela_level.mmce_qda_10,0.007497034444788176,25,29
ela_level.mmce_mda_10,0.0057591277541961935,26,29
pca.expl_var.cor_init,0.0035581613615355482,27,29
ela_meta.lin_simple.intercept,0.20788570060292433,1,30
ela_meta.lin_w_interact.adj_r2,0.17326076676319807,2,30
ela_distr.skewness,0.07695266824281169,3,30
pca.expl_var.cov_init,0.0739998200637574,4,30
disp.ratio_mean_10,0.06799081890688102,5,30
ic.eps.ratio,0.06409492094967385,6,30
ela_meta.quad_simple.cond,0.049872682452249274,7,30
ela_meta.lin_simple.adj_r2,0.047718899312656334,8,30
ela_meta.lin_simple.coef.max_by_min,0.04240719424993071,9,30
ela_level.qda_mda_25,0.038451647509811775,10,30
nbc.nb_fitness.cor,0.036531066017660145,11,30
ela_distr.number_of_peaks,0.035904018368173876,12,30
pca.expl_var_PC1.cor_x,0.03338085562300365,13,30
ela_level.lda_qda_50,0.03291531718827198,14,30
ela_level.mmce_qda_50,0.03220403823432714,15,30
ela_level.lda_mda_10,0.029532897220601907,16,30
nbc.nn_nb.cor,0.022031187056032856,17,30
ela_level.lda_mda_50,0.02130509705211688,18,30
ela_level.lda_mda_25,0.017710382521666974,19,30
ela_level.lda_qda_10,0.015605473686782962,20,30
ela_level.mmce_lda_10,0.014235959858926516,21,30
ela_level.qda_mda_50,0.013824602631453287,22,30
ela_level.mmce_qda_10,0.010580470544458058,23,30
ela_level.lda_qda_25,0.007507854435811598,24,30
ela_level.mmce_lda_25,0.007492950460008149,25,30
ela_level.mmce_lda_50,0.005967420318788125,26,30
pca.expl_var.cor_init,0.0036448898292277387,27,30
