f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x
14.0,1.0,-0.13752285413665166,0.006465434094981753,-0.09527118007447337,-0.06818655694074274,0.01101689601038354,-0.02578120134809839,0.007338891705263092,-0.014462501909961017,-0.03392658080270969,0.006081159103301807,-0.0013347088710780712,-0.02359117777586948,-0.04008642920591847,0.11400254025988348,0.009969890644982155,-0.020472810234345166,0.0012488044579465494,-0.10640985878877023,-0.14152707665388137,-0.07442458886991338,-0.41092603345470874,-0.04022713177648807,-0.024147721278785048,-8.337434034016273e-05,-0.2157667806180184,-0.013439896139801072
15.0,1.0,-0.17170137975039007,-0.09839040620765852,-0.0006314630058279116,-0.026198601773860054,-0.05060024075092843,-0.03611714375215828,-0.003946697165650817,-0.01386831983366005,-0.03742653241987733,-0.04186754775191804,-0.04362772863434549,-0.030822440777133548,-0.015243333489030519,-0.033775881324571884,0.010973980286125704,0.009154090624527945,-0.12717987449341528,-0.04449547282219787,-0.17535287804718766,0.033968115933712864,0.09205011553682368,0.021101867550091524,0.012911859172780973,-0.0007834893286624756,0.07720371273542366,-0.07476511196232097
16.0,1.0,0.015503353678966379,0.0117115349683241,-0.006682120615073999,0.004101949520573283,0.021477820949023587,-0.012791127245954168,-0.007772061728463588,0.01848021946803878,-0.013514081727720019,-0.0025939225090892276,-0.02485572940847657,-0.011757001017766356,-0.015601682672183714,-0.04467198771608229,-0.016184955629839293,-0.005110879702959275,0.014300911450205402,-0.09455338688720542,-0.15588305165144517,0.02862803767848039,-0.38211694978988575,-0.03200627051513793,-0.023789469858169546,0.0004040312436331614,-0.1969969128172922,-0.07552521514174843
17.0,1.0,0.0819525575885024,0.027184201317153656,0.046783445045977375,0.026949302167254257,-0.039405426470630785,0.008403656498662848,-0.01677057948483439,0.011746498159905807,0.05270634714225565,0.002589699718455514,-0.025380484395711358,0.017709939285905012,0.0678560451026164,-0.0040034281029129384,0.00227296996096271,0.016447160769328038,0.09016531244910762,0.1774121691617123,0.4332672439330753,0.04622122247791748,0.19174184123835095,0.05179688871433394,0.050409887725578674,0.0010188063760940003,0.1040205684718918,-0.008813037738096977
18.0,1.0,0.04947408859562124,0.028566759082802345,-0.04197118788042686,0.012535427142744093,-0.05103693789023453,-0.019373770402727843,0.002755156035800699,-0.007499986562832159,0.05910692546454183,0.004620678385189266,-0.030151337352092415,0.004768784866898978,-0.015737034819123315,-0.017759315787219624,0.028761593996721322,0.016555667546084687,-0.0642273843067835,0.04760465940952999,-0.1702875660426421,0.0085801007959099,0.15217672689467263,-0.030527175710773992,-0.027031584301573063,-0.000895247722583832,0.08215708466976668,-0.020298949447278673
19.0,1.0,-0.058911931529266506,-0.0650899544333959,-0.04077393568487371,-0.04980491997434818,-0.0630785632082984,-0.023758581982327255,-0.05180136193825686,-0.01756537739655702,-0.04273648208009006,-0.004980139250384162,0.03154348089834714,-0.01750392799374094,-0.017347752312702542,-0.08408978719447176,-0.02245916921486022,0.007308203991385327,-0.09465993499003088,-0.11174152052270749,-0.00010531186139193968,-0.02879362129311198,0.08684766848519909,-0.0010805607264537922,0.016321054235750497,0.00011396608886385899,0.06462959959713513,0.02082664584852354
20.0,1.0,0.018392633406014013,-0.07006968060823793,-0.018886069393074235,-0.0015463681180770746,-0.04998734577022447,-0.02648555952396883,-0.0505940558538344,0.01736182635010061,0.031858143471045396,0.004242142351533074,-0.026712427458511736,-0.0048278702336304515,0.016184805943899424,-0.060911084362264396,-0.021500413608764285,0.007305260935298215,-0.13662732151435455,0.22346223149374964,-0.18349084421225212,-0.001075567868729897,0.18649634265029086,-0.02698193106207381,-0.05297400035641338,0.0005019179765625595,0.07589420286523735,-0.02329280716898713
21.0,1.0,0.07443573222777375,-0.001984743879633258,-0.004261629869985221,0.010418539723624515,-0.029997596367224426,0.004294852178440918,-0.05503221907264856,-0.011011161213516373,-0.012624231125305972,-0.004128599205539526,-0.03080846090743611,0.014614786571182963,-0.010068307635454726,0.0602124858114041,0.009365734654383057,0.054856549921986665,-0.09164922524382721,0.1705316833506786,0.43109490657968297,0.006068303756116883,0.2205089005733581,0.0310864791016103,0.02967440378110936,0.0075666231346811184,0.0771508186559696,-0.016465403101349967
22.0,1.0,0.03887856389006984,-0.08012481346596391,0.01104742298090373,0.031271089629164424,-0.05380063624446196,-0.02543291011338243,0.0019254795776363727,0.0025969439582769205,-0.013099297257219894,-0.00540977737889612,-0.012392083922148413,-0.014627201378140164,0.0050488869046170755,-0.055364317268215314,-0.015589235320873536,0.0074490063390423725,-0.09186320095343013,-0.02723497842242041,-0.15435516900094162,-0.006284525730447937,0.09983465144636354,0.03149078269073749,-0.012347590553215607,0.00043223232502529363,0.07005323722289421,-0.06369775037649955
23.0,1.0,-0.16038747542587484,0.011908986091768848,-0.07795658007472954,-0.08844194572140109,-0.055729716928719135,-0.030349934458424054,-0.04890537645731483,-0.014170115406813805,-0.04266450811434425,-0.08873584587165739,-0.0069167094794751255,-0.02726585623510146,-0.015336926482444531,-0.04974372125826304,-0.024451907109262833,-0.04215860372821792,-0.05104898153310638,-0.11602869425275145,-0.1795683421388951,-0.07532694814940509,0.08964025840529252,-0.04174591568030922,-0.03006019689523875,-0.0001838053382692453,0.08212770217880297,0.03835775429611517
24.0,1.0,-0.14473565582551592,0.049396672203191175,0.035281568284071134,0.007289752553119605,0.053782918247857144,0.008865842127786553,-0.0047142218492592786,-0.009326226181989495,-0.008830116432427527,-0.0722051931104638,-0.004894934399469397,0.03324946350540225,-0.014896096987215708,0.08689438804231232,0.012776070119505156,-0.01630968300677897,0.027596702598468716,-0.09684643807402403,0.3510016084121357,0.0032269700648076146,0.1210318024189892,0.033561098534484024,0.009398254252125177,-0.004340340843318833,0.09019074473047083,0.04918671715122095
25.0,1.0,0.059865073676950285,0.02055554581841043,0.02251539528384615,0.01659359996285967,-0.028479452912147755,-0.0270087451073086,-0.002940345395840732,0.007605167513876238,0.0495016450744663,-0.0009849737363631034,-0.024426219921289405,-0.0008114096058425296,-0.012418110569609318,0.06938863893512467,0.013040377871471524,-0.012005870320105968,0.02901264415815445,-0.09114437929236924,0.08458726116685278,0.043057529847373995,0.09045437439317949,-0.02358650616287615,0.02965793534395388,0.001363527775657331,-0.11296409100552117,0.05438397704797668
26.0,1.0,0.024687328059672435,0.024600999085772863,0.048782256775479434,-0.04434782266151377,0.041529689221929934,-0.013831195058803087,0.005034089181893671,0.007845332582681868,0.09634078015368425,0.056171778948058096,-0.005263851275081495,-0.009901301967127484,-0.014110547250737336,-0.007592098903262369,0.011170719235311629,0.009345042409410526,0.06818755050176604,-0.09367223708656716,-0.13072721301490717,-0.04652683484215392,0.14114715154226257,0.04546374607570711,0.030218282846122217,-0.000603284887270674,0.09937678588970726,-0.014195244261847392
27.0,1.0,0.05598220517655438,0.026623684935680146,0.038209424904300036,-0.04984307435716619,0.04773195791612841,-0.01374460361423024,0.0017777991650405889,0.009332209832162883,-0.008377604822120594,0.05996295094519279,0.038137352487891414,-0.02270379092953908,-0.015402167411132825,-0.01990441425904672,-0.008139266959289192,0.006681218159732371,0.056612213525364635,-0.011152004817950307,0.05798462925330751,0.04632717964842942,0.1338110740166136,0.0293322912507052,0.032638237872799986,0.0010727988860863692,0.09911483907390535,0.057100596542199775
28.0,1.0,0.1542510290581891,0.039074596780069824,0.035901219230492526,-0.02125861136811019,0.048165344161299264,-0.011812658804491165,0.015510600451556274,0.017791914515331957,-0.0032106516871778993,0.003959338600202274,0.05759100960915986,0.04074501629444538,-0.00991646504153628,0.13204984629033864,0.024454431295024528,0.013208765433196887,0.058601037689075416,-0.0019933251484096077,-0.1033746681372349,-0.04515992785351804,0.15324607679160882,0.053521268427742186,0.03297531777400514,-0.0007167164629199393,0.10191640840255882,-0.0076083780468545045
29.0,1.0,0.1534217057538297,0.038874244563352166,0.04060752087318049,0.026834135861151888,0.05428514215370159,0.00015743153801251432,0.004023409702797862,0.008426108588484676,-0.005147569488075579,0.022031016146131004,0.047645842272769405,0.0071951018588468545,-0.0008004567467583771,0.05428916375991541,0.026604096588612534,-0.01536067921198145,-0.00822858006138236,0.07037045940031715,0.12597848708972362,0.026214484809082155,0.15593399093901533,0.04035944519624578,0.01214050958202967,0.0023004355505796947,0.09967895493508627,-0.009899322267950574
30.0,1.0,0.06767223734772058,0.03030408883169972,0.03656098891296696,0.018788526860035768,0.05370397044151074,0.004367962939228438,-0.05385195987391303,0.0020990989135264773,-0.0011301452438686433,-0.02045862509999731,0.03452612211760126,0.04549451934836239,-0.002574732588231579,0.10242221621247796,0.00311257805520294,-0.01647537504223641,0.04641250959194041,0.14922263950394432,0.11799752258963443,0.047316298575188286,0.135587687890744,0.03363392440440414,0.026780818371389903,0.0009713051726071124,0.09761783748727025,0.041535531444038994
