f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.mmce_mda_50,ela_level.qda_mda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,nbc.nb_fitness.cor,nbc.nn_nb.mean_ratio,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x
1.0,1.0,0.12043030924606415,0.03227451746203689,-0.026851603028307844,0.16341809600798846,-0.045471718369699696,0.006524696176054792,-0.0008533018170151674,0.049055348035763315,0.011753932029232113,0.004908078714468738,-0.006494988006393446,0.029274603121543417,0.04120260661081342,0.007016643229924987,-0.024201134712914737,-0.01531982599935694,0.2989360906772664,0.6867057373267872,0.09963331079973177,0.11935862330775542,-0.01740139610349546,0.00883587071400097,0.015058427362608937,0.12162093651332316,-0.0133896276926341,0.04695999854876872
2.0,1.0,-0.15339263759440538,0.01794081504027405,-0.030058506848755,-0.09232210137816718,0.03099233557283902,-0.015583196305152007,-0.0011218140947207092,0.002066667670636176,0.005004529543743212,0.017257728815545593,-0.005757978716500531,0.010818878026190942,-0.003691573816213471,0.19097878728550097,0.018765013929402045,0.06362437593807785,0.3334432531973403,-0.024349247567614415,0.09864289603148337,0.15090740256436333,-5.3633071385615416e-05,-0.040604192385511384,0.0037841688592383264,0.13416538474298426,-0.05964231478204139,0.0579369751001895
3.0,1.0,0.11951603462655688,0.02455981625256974,-0.006920630771594795,-0.0014297984596092438,-0.039122233633621564,0.0005867788248133405,-0.0008715790895282991,0.042088532222973464,-0.018529540209275608,-0.018470854633715696,-0.004922102691708019,0.022263873862259396,-0.016340872201969447,-0.033083806430453964,-0.026948333828893455,0.0034659044391851506,0.13794556473382721,-0.023294145670346985,-0.00495078748346293,0.0670585330838381,0.007675781866216826,0.041215460224457025,0.002200668222091243,0.11326217649946589,0.011305505780460443,-0.019464639783638597
4.0,1.0,-0.12129020094090494,0.015841160764271455,-0.03562804515014802,-0.09240212495884782,-0.0365343550131848,-0.009829837719403585,-0.024474214612948537,0.07438313162611775,0.023448357511277808,-0.01000285589835506,0.007936627410049957,-0.002546545334233554,-0.001232796527165851,-0.04434079743225599,0.005578592308056076,0.014973295758975574,-0.04156527901851882,-0.14989965556157908,0.06428097140838537,0.002708425799780946,-0.03613665005852858,-0.06290341487935183,-6.280458738772198e-05,0.11153586945555148,0.04272105830572604,-0.02354444027778184
5.0,1.0,0.14423992788318088,0.009740567626278325,-0.06804467864955965,0.014422488801292634,0.019736826658160293,-0.01581508056976355,-0.003622339057083355,0.016919505586197304,-0.013051285871203317,-0.024099218571838266,-0.0062048191724923644,-0.0013435178392761744,0.0013951839289828426,-0.017474007662865748,-0.03378336374244736,-0.004027333700355813,-0.09364901952013151,-0.14337865498296837,0.04370202064647119,-0.0815581325709892,-0.009400937645394097,0.018459121340923493,-0.001060323818967224,-0.2678949715911058,0.003797873331827986,-0.02673000828989246
7.0,1.0,-0.2336109765820098,0.0076078377281124905,-0.15179107927499205,-0.1441187560726679,-0.004172147974120923,-0.013219864305284575,0.002145403766434724,-0.014119851985599832,0.010311750944704729,0.008347170718364749,0.009134622879135985,-0.006005209261020757,-0.012137384587665976,0.05534189292216061,0.006875534082589182,0.0034928957649819057,-0.13793843290831528,-0.001802532280591631,-0.15466329708692808,-0.0354588306263103,-0.04410282252167937,-0.07500034620891866,0.0005051109489185647,-0.1422936982777736,-0.09029457452290106,-0.01066545042396669
8.0,1.0,-0.19316207963231147,0.008489009888625084,-0.09533052299291936,-0.016650351829875086,0.019242330286953255,-0.009171890254792977,0.00461097036986694,-0.014596886631280752,0.009504830812372744,-0.004253188517611277,-0.0030570437658109647,-0.008566082047486292,0.004121648381942032,-0.04303646686898357,0.023930027629672654,0.02806401189590392,-0.10163213332991425,-0.12092362629592404,-0.0845984007273882,-0.057431872824685246,-0.020580731261323204,0.04629597442949059,0.001722284631327074,-0.25066421148684964,-0.06357457917502604,-0.008662490827411164
9.0,1.0,-0.15666163838742944,0.007585075233346286,-0.12168410840326638,-0.026941067801133145,0.021476469257106136,-0.010728458926102361,0.003920909869097893,-0.013390557417945795,0.008600532629401192,-0.0007802062500989863,-0.003457549501678747,-0.004740194818191119,0.004745128905224152,-0.03247431183358904,0.014635397232919846,0.03778664269689012,-0.09566684592617497,-0.11105913733654911,-0.11090630829941009,-0.0519048069036874,-0.011166089373546592,0.0467541786099445,0.0002970560801212279,-0.25077175375479005,0.050680648528540546,0.031161849093814854
10.0,1.0,0.14888392819025947,0.014484759114089158,-0.07720061534310388,0.019570492687342428,0.026655669506995463,0.05869811674016177,0.0020208407449446315,-0.008499732783367634,-0.015568026286054538,-0.0032993791105433976,-0.007671806435012746,-0.015479700858008406,-0.0014107348014515523,-0.013559472169257028,0.03199090728192629,0.007287508277636497,-0.08356406795833783,-0.11954175556011022,0.010731202239084251,0.0032172130755224776,-0.018584934912329883,0.00017254198336294745,-0.0029921418756925474,0.13264686033353548,0.04849249218897731,-0.02840636767780514
11.0,1.0,0.20907640329221033,0.022983209082569064,-0.05117144060082159,0.030081726791139875,0.041507868813468206,0.0824022154881431,0.0337673918275643,0.024865493371787752,-0.010140209426189824,0.0008164360596234694,-0.00543623303297248,-0.0018225080613319027,-0.00018010422093347705,0.0014795547386549015,0.03638220250136104,0.06943165005309532,-0.06624068412344662,-0.10592623912802569,0.08306208016490883,0.01013604380124249,-0.008583082809216143,0.06006204330601495,-0.003940184235476987,0.1491329330754104,0.05922176505018118,0.08732196818707173
