f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.mmce_mda_50,ela_level.qda_mda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,nbc.nb_fitness.cor,nbc.nn_nb.mean_ratio,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x
12.0,1.0,0.12982641600268827,0.007573025903696684,-0.12965231148515532,0.010149687296219918,0.01838214922047031,-0.01720063768768548,-0.005187962936131801,0.010816764763989562,-0.017731972038157778,-0.05423320590839589,-0.008085482013429027,-0.003936039957336917,0.00045977947594999486,-0.028220734311963945,-0.04684765728284715,-0.03885424395963479,-0.10642093410859989,-0.15752375087263043,0.005989440614351108,-0.09297920684856659,-0.03320232002867151,-0.028339166811633017,-0.0009805261449035204,-0.30433732741513525,0.0009505073492892769,-0.021737956157337156
13.0,1.0,-0.23360882930410382,0.004932098998969284,-0.13059594636255986,-0.10743657488872912,0.005973741883634854,-0.012551307120821647,0.0017258947996968066,-0.02360251333553687,0.01154703446109212,-0.0035815521986332158,-0.0006873301247945984,-0.009848961834146535,-0.004326655457244095,-0.050769153530592415,0.005210677697121461,-0.021848557260378078,-0.13642266711358478,0.0010894110694010326,-0.16390844845673214,-0.08864430230575561,-0.03990846743640212,-0.05670202834945714,0.0014224821550673523,-0.2594702301215,-0.07218992730838282,0.029511462181680926
14.0,1.0,-0.2107683323249748,0.006503952149643697,-0.12774877235951584,-0.10883767376706294,0.0035546717185029994,-0.011443843783016903,-0.008222875220343538,-0.018247102367794563,-4.905056028815059e-06,-0.007475004282377985,-0.004873182559066008,-0.03595067179302363,0.0017525336670591225,0.15553782859516344,0.008387488227474461,-0.010290930717334909,-0.10303404548778482,-0.14423478765553654,-0.12874618891590867,-0.05332941318473127,-0.018198558618324038,-0.053501731512954426,-0.0004751551884923073,-0.24817501723067734,-0.07125752286577647,-0.010542823411735743
15.0,1.0,-0.19608252152359623,-0.10964391732418509,0.05322988952351136,-0.01934715155497313,-0.029295019654431872,-0.015207907454430868,-0.015271863480467596,-0.03214917209897887,-0.01723675260525275,-0.011173338222721468,-0.007796848335846436,-0.012842979169815485,0.004081782529315393,-0.048463745615416845,0.0030176898711646418,-0.07936056698042657,-0.05939162393318216,-0.15319565523544645,0.024649501113879896,0.002239416552985379,0.0024001185647033454,-0.0746376229834006,-0.000757857192953062,0.0938012652270886,0.019226284283672446,-0.08464760873409584
16.0,1.0,0.05996978335651196,0.012479312945699294,-0.08307535499524953,0.011850747485029196,0.016580600969718945,-0.02102209703657517,0.01862864450959893,-0.017196272462940417,-0.014688778339566336,-0.045842345232851335,-0.005127844708841804,-0.009824743862691592,-0.0005176992956638065,-0.09834468819756112,-0.0436427965924893,-0.006851119996689142,-0.10549574016611447,-0.15806843687583927,0.03665225485449854,-0.09183524601478164,-0.02111257268662261,0.03957381471260149,-0.0004303279357951854,-0.2860312560046464,-0.01721721488215652,-0.08797325247350007
17.0,1.0,0.11352178597075097,0.033291146190781114,0.10093707150299532,0.020822403347676908,-0.03257142533117825,0.029155781094288923,0.006785582788931287,0.0483888800289505,-0.010317924644505488,-0.00843376163691238,-0.0037914803758807253,0.06211381792491609,-0.008523315120326228,-0.010202683138228285,-0.00373666865146338,0.05704915302501176,0.15618379445750571,0.43513083430181876,0.08151909110000716,0.07937227641109304,0.044225578906835525,0.05739595611067079,-0.0054665583482012454,0.1351296726832079,0.04301136716739431,-0.00623777250080587
18.0,1.0,0.062843796608523,0.027275988486128982,-0.05209744518404009,0.01909280940187,-0.04369551369492306,-0.02057402453410836,-0.008271676461665628,0.03675096754167561,-0.017879684185799116,-0.0016838512033428405,-0.005091324326485983,-0.015748300502842583,0.0037019463268954493,-0.030175301189586366,0.04743822510240446,-0.014253788436724191,-0.0330548512471023,-0.15324549457491043,-0.04500158073494173,0.07949815575628795,-0.004876694213322476,0.02691880604767294,-0.001084854423222736,0.10125967518172443,0.035804990795275056,-0.02100015656450954
19.0,1.0,-0.08611019763872078,-0.0825382236504781,-0.03043667974118282,-0.07365103138966754,-0.052527611568444675,-0.022327404747855443,-0.007073622883339242,-0.029137991484213144,0.01578506989861837,0.008662644397955423,-0.015924183562857862,-0.008109294128175609,-0.009758229037288093,-0.09384620653494224,-0.04671782881161527,-0.06760192727686998,-0.11618168059118644,-0.09203763764419087,-0.007749692225456455,-0.0047263302270638755,0.015548616856508915,0.025029602517962147,0.001863077301333086,0.07398439668045634,-0.07612951947922252,0.028508501907468616
20.0,1.0,0.05659769342737279,-0.08207064056077247,-0.02427138647397796,0.003937449786900023,-0.04756093580497117,0.00263405722855281,0.00542998374012622,0.04415511654700967,-0.01913967161902975,-0.0072065547713307905,-0.005611070139033846,0.025318681472168616,-0.020083536226428618,-0.04873574961208261,-0.053822340967111616,-0.08464069794699566,0.18283591111612615,-0.19108818697826513,-0.06574901990741076,0.09683939073595094,-0.02387305945844033,0.03350874942991482,-0.00046813571451258273,0.08622856646838088,0.014937768832206294,-0.021202084905993727
21.0,1.0,0.08313705136631452,0.01746815216981793,0.017343453242853843,0.014032669703414994,-0.03291594867840028,-0.010580598059779373,-0.020798245780661657,0.0009501852266865795,-0.020142307552969013,0.029109967484457686,-0.01094602177852787,-0.007678472568996104,0.03796977015305684,0.10520591768855188,-0.011023792449294977,-0.022232472905682445,0.17010758043368854,0.4834795836762499,-0.02287764965108837,0.0746241404376069,0.026215884160797964,0.03857057419517698,0.010834593474407156,0.10920175605260952,-0.023328325076557403,-0.020586313544477347
22.0,1.0,0.07002123062955293,-0.08634816415592095,0.07244874514401041,0.03108368169346105,-0.04473899009769536,-0.018208512702631692,-0.00781397334428727,-0.019525756351639185,-0.004946371655901003,-0.0018563954020380494,-0.012301472849296927,-0.009969733346107628,0.004232061425124631,-0.045224069273206484,-0.036909388349286344,-0.03888107833364159,-0.024944424396842822,-0.13961005208813163,-0.03791428546206261,0.00656197143755698,0.02302139308176882,0.03422786922550627,-0.0007405597636601228,0.08722230849782059,0.03252154397038311,-0.07468340738546164
23.0,1.0,-0.15113060875838688,0.009417640566295328,-0.06967837261782917,-0.145562342019855,-0.03466540715727729,-0.00994923598215552,-0.02652328084956404,-0.03767833276117718,-0.005543099428658509,-0.012314795174237841,-0.03348897160536887,-0.008989900148088778,-0.025472689679226373,-0.07031430019527798,-0.03967836751646801,-0.025508047664548165,-0.12501451549221038,-0.15650152413804244,-0.07658827668148072,-0.010229228139102282,-0.03948990417688066,-0.05820591193579653,-0.0008450011183510712,0.10555691630908545,-0.09801509844819542,0.03262623283261119
24.0,1.0,-0.12558598622667833,0.039983180494353024,0.0970024205290547,0.024258604096442392,0.03181609724351476,-0.004587357803999192,-0.009068899025428094,9.589433650460631e-05,0.00031325967540930946,0.04085306819841668,-0.0250957897437553,-0.015101521100585002,0.0030231277858111514,0.1304420089787877,0.008967972727587281,0.012459869587282082,-0.10731159134396734,0.40341249779781985,0.020166749286589663,-0.04158743724525619,0.038710516348349336,-0.00617155250608994,-0.010177239087763374,0.12203324913522466,-0.05420836577194876,0.037526750574084285
25.0,1.0,0.08774692158827738,0.022054020759019556,0.07316591850396238,0.016469977391625975,-0.027850799609164735,0.003357755299109434,-0.0032963863120282844,0.03916723118015777,-0.011572148873030395,-0.010093924646765048,-0.008508492800979433,-0.010767277945328307,0.0017569733085055978,0.11119854735969378,0.033126665743589405,-0.002503760134293643,-0.09229837873019213,0.038790612095482936,0.07880220616042369,-0.012906873817866982,-0.028509023579684576,0.016709512468847727,0.0013605645008077905,-0.10869183566063659,0.007718244183000732,0.04512996827716909
26.0,1.0,0.06820600071306493,0.029675493534910835,0.09236359851204144,-0.08247442001279987,0.034108101986199735,-0.016394563411338006,0.00603077977402067,0.07200575120361616,-0.009520741617101957,-0.008080287481645786,0.05684774279587618,-0.01819539225992063,0.0103673559674846,-0.020996114491343427,0.02740518680932137,0.04944332973874737,-0.09843205863634961,-0.12066407075907765,-0.038622126079225064,0.005183792725228268,0.03291519161311844,0.062080937929724044,-0.0014396735915153734,0.13554689783857857,0.06071245074672593,-0.015903453831018266
27.0,1.0,0.09929477542464475,0.03530327308448494,0.10075635320466211,-0.0642149768795289,0.03943879512601387,-0.01275918740014687,0.006822688848578257,-0.02862689536089736,0.022357837984873535,0.002249397060303542,0.04890331947525594,-0.007586313793007236,0.0013047086517071606,-0.0191472403350874,-0.03440868169744953,0.022806372664089403,-0.022923599772564054,0.004698189568401042,0.06626371668543847,0.008728122797236969,0.0352354464675895,0.05887336998258208,-0.0010429585639714794,0.12610253392926554,0.03312856419756529,0.052414928295920316
28.0,1.0,0.1640658726192932,0.020552676186543994,0.0873955763395226,-0.008693036131799727,0.03605731300973665,-0.01049047290851833,0.014032673388299045,0.0009605142359900482,0.042517449733508746,0.05202235443626692,-0.003743970566041177,-0.00242940845014038,0.001969798086387452,0.14820373229058775,0.0216130567056086,0.035637124544747996,-0.01373619960590881,-0.11491415094440223,-0.0348065723276614,0.011564801250602389,0.043744865353137555,0.06127264810959722,-0.0010893096519417195,0.13134724948635146,0.0629184026842303,-0.0063398752453119106
29.0,1.0,0.1595891855464549,0.030946884220778584,0.11573163201289047,0.028096475742838634,0.04659445242214141,-0.010052155580036184,0.011932834182202822,0.0002109716688209369,0.03462111598483989,0.02494347456991983,0.011385224819202958,-0.007514069168313468,-0.00015487628261178282,0.06585215609490039,0.027324149267155696,-0.008801320821591296,0.027012522525931566,0.07427457234701543,0.07081487308331064,0.07908568679185182,0.036706643524162225,0.06197066554911105,0.0012665028720379736,0.13672733581117164,-0.062054691770796644,-0.010720505918246519
30.0,1.0,0.09851860888759718,0.03831588794535628,0.10030777787591352,0.017937799639807638,0.03787762359950613,-0.006960837240267469,0.009521448574735369,0.0018883680076138094,0.02402688008774882,0.05560463492452716,-0.007314273431787052,-0.008823717309689302,-0.01128558686736181,0.1432397328234757,0.001030248912770244,0.02723934031745074,0.13118946570848886,0.05891111487460669,0.08897163059565655,0.06093870757965149,0.04214719366781249,0.049427775556979435,0.001603232135189126,0.1268442517537936,-0.055460549062384484,0.047743909754163164
