f_id,i_id,disp.ratio_median_02,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.mmce_mda_50,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x
26.0,1.0,-0.08939780309958324,0.02116894033433237,0.13384685259176723,-0.05944870856181402,0.021325340293537196,-0.025359431195739596,0.01394040584114327,0.01500666387230138,0.049468198770842034,-0.013533343362650729,-0.015872866557541394,0.003103988307511264,-0.03449883493104995,-0.022488992713157713,0.003097193975481008,0.05443204981433807,-0.12182156791502302,-0.1580657078918587,-0.034695091668709314,-0.039911087842054445,0.09394274894258532,0.004338135373191747,0.000290189566508912,0.13328859894678052,0.023010882822960918,-0.008813161401793695
