f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x
1.0,1.0,0.05286304623621485,0.0405698675942888,-0.03803600234824422,0.11473161316223805,-0.01250164451625471,-0.008971104322131716,0.014517650925188773,0.06851751837803682,0.04195582020518369,0.0224139139354416,0.030854818902817795,0.054776823324497646,0.016829412291847087,0.022938304792835373,-0.000961656582383043,-0.0016134343802582404,0.004722180814936193,0.4358424606645555,0.4836932420343218,0.0788688212680577,0.18608237820688944,-0.01560479481020062,0.016260164755225563,-0.006283010817256771,0.10013205970342201,-0.025672294343717886,0.026851169139985757
2.0,1.0,-0.1067104196259917,0.03884479655427864,-0.09347091505527669,-0.0902150632336739,-0.0052955280738101,0.007068823820948459,-0.00455683063867058,-0.009184678546710436,0.04964891371153808,0.01585591537157433,0.013467634961453563,-0.013528238492177224,0.0065373490255684515,0.0028562017007490517,0.16077868116340713,0.003105089535229231,0.041001724660558785,0.35369538659024835,-0.015188612558243508,0.08402638421437202,0.26756793152453323,-0.036081215761347,-0.015579572670228919,-0.0015517871652481097,0.09080391190497573,-0.03241711931174858,0.0340737227706714
3.0,1.0,0.08174179358599963,-0.005317407547019728,-0.023153069684976275,0.010540138135160372,-0.021287516745800417,-0.019917745353117227,0.008804122686416626,0.07246763036902387,-0.017789503198269083,0.018922088280599957,-0.0028752947302323503,0.04496905616610416,-0.00808378683898653,-0.006593477096132238,-0.022771248837051696,0.0014171952165478985,0.005817445100094293,0.19044868402489595,-0.02102706410548021,-0.002653691636691038,0.12242126692919918,0.009021612280947968,-0.020859077665966463,0.00029896130679890284,0.08409716637569452,0.034609976141859455,-0.010702385135783615
4.0,1.0,-0.06453100129323178,0.024148916659429972,-0.05891944875377292,-0.08413621716897456,-0.045214172218747066,-0.038646133001233575,-0.007132065217906392,0.05583241005604457,0.030229246367488718,-0.020936542828604535,-0.005285162502456796,-0.015183807060896014,-0.0049782022431392745,-0.005948025230541557,-0.02582612256343321,0.008903637556160679,0.017801719248190573,-0.07868070162505765,-0.10765236085776514,0.06704312063391778,0.04148438882221468,-0.04603627019106251,-0.019527762203753598,0.0020761309794315383,0.08830732296235533,0.04527223688351094,-0.012014715717030356
5.0,1.0,0.09696649506376114,0.02231708405964012,-0.07291270801411301,0.02601816759041047,0.007417289868372893,-0.0202642994052049,-0.005269097043503105,-0.0023400010560305547,-0.006218955473057121,0.0031116536338901615,0.00029093420368136986,-0.008195851459002583,0.008443951289847753,-0.0003347598946856123,-0.023598794991215526,0.011721803236145585,-0.0046925206966339904,-0.10042768036642444,-0.08319960004199728,0.06316253445240097,-0.1590548752211371,0.05664547398072766,-0.002670842822040373,-0.00038145231462892096,-0.1954382160415146,0.05068648499840824,-0.016955794140371207
6.0,1.0,0.021188056398197718,0.010896808067341337,-0.13533630604910843,0.03229018792768976,0.008113324010544275,-0.02199680549195954,-0.003643559126326341,-0.034976479897645185,-0.015302086193311708,-0.009112561916168424,-0.0005122244732718482,-0.016094292745638332,0.00012158966058934255,0.002298190698171419,-0.04181370060082904,-0.006442970628413153,-0.009563226297399398,-0.1161431764267467,-0.10574907706175835,-0.01609045864333439,-0.19982398126801287,-0.07454364139434606,-0.018097813155668333,0.0008483828449196365,-0.22462561586637197,0.023983125332129002,-0.013985842990672953
7.0,1.0,-0.13890909105095098,0.020167580726917014,-0.18963054954105285,-0.13208861786664602,0.0017117673205156564,-0.011884814928996373,-0.00951979610710615,-0.034159518807588274,0.005531639940391784,-0.024932538939128314,-0.011383193524260484,-0.02970042049376973,-0.024101518645179766,-0.02114091804207187,0.003006746491959603,-0.012555164249990241,-0.012053004749491964,-0.1288246630207364,0.09846423526096355,-0.055401195825422384,-0.08463113790739656,-0.08267593873099219,-0.030622260865813294,-0.005624717691040527,-0.11848521132740349,-0.047284588075175826,-0.008325236199477415
8.0,1.0,-0.10715824049042334,0.011532393132362945,-0.13508467213663886,-0.019550371363478557,0.007206915749423777,-0.023639334401308852,-0.002524196303871246,-0.01933693689296311,0.031082874124329987,-0.01316722690659883,0.008281949191237535,-0.020437671580615734,0.005840887009223846,0.004107421482057669,-0.03612957068283546,0.00513466662909121,0.031409569269240586,-0.11775364751480352,-0.09610352043220984,-0.01711830540584859,-0.18255813100838425,-0.06533722822819284,0.030355288749126665,-0.0029800648030402976,-0.1693981780169738,-0.042897450899104524,-0.005158730112867021
9.0,1.0,-0.07926151610714029,0.009354354145775082,-0.13743555488164447,-0.009870024013761537,0.0073662475500252894,-0.00803365710203711,-0.0028255757611473265,-0.02710577763121078,-0.008476656329877756,-0.016907398022726294,0.0057396329285101305,-0.008510034127922988,0.0024969362897083935,0.0023586496149543158,0.0027596502297889377,0.005190720381191414,0.05345101586941921,-0.11692327994576462,-0.09235305355991152,-0.022164936441470023,-0.13596078115907928,-0.0569877207250339,0.012752617558095853,0.0017964007189193735,-0.16475865867637612,0.030305426794182053,0.03632116839478775
10.0,1.0,0.10054657573274592,0.020619915063774752,-0.10992322282116357,0.030597222241882292,0.015947490885143974,0.07804246354413358,0.0006014359021621773,-0.017723478330524792,-0.00876680880566432,0.006641361024265038,-0.001939780056290139,-0.006674913737445122,0.002199998970954566,0.0033700592599867833,-0.025648953802903357,0.0026880408713115854,0.00279451188988739,-0.09452445032204239,-0.06118536629440824,-0.006132734488148952,0.05198991722363352,0.01958808808875088,-0.0015298149602932759,0.002566988207196753,0.1033802267295505,0.05076135508850655,-0.017611508486290325
