f_id,i_id,disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x
11.0,1.0,0.14513704068711836,0.032510353711933185,-0.05543532919364921,0.0388698098062901,0.023841367824560235,0.11514264691325393,0.03509592412583988,-0.0030991339013076978,-0.006023085671307944,0.030311914405106933,-0.0017762031400215736,0.018428086162772337,0.006771486966933497,0.005605090970175095,0.004557697641474834,0.0171305195083414,0.03775336774919894,-0.08233216901832328,-0.049161246210283234,0.08838708526638929,0.07720634206210848,0.05490590605610754,0.02175827355070078,0.00021581008082499826,0.1157418916485242,0.05405390932764568,0.06994674175010122
12.0,1.0,0.07692522776188321,0.018833010176455726,-0.18184788363600438,0.024934340836451768,0.009274513243573597,-0.029175300768012058,-0.004700539360583352,-0.019074923666992077,-0.009431599192411192,0.006733136489385345,0.0007595474001652767,-0.021247998499126716,0.000678903859814324,0.0003639323436153047,-0.03882933663193404,-0.016925510006226944,-0.01087560917648403,-0.11408877148438289,-0.09667184048591947,0.01110859788293095,-0.20338390277784613,-0.07176017824972668,-0.060823437784869414,-0.0003208780456890176,-0.2353858602819683,0.045536360276173124,-0.01354666175023032
13.0,1.0,-0.12509318987078927,0.019393166569951967,-0.1763797042396225,-0.10787470667623511,-0.00667070021632977,-0.012318240374565748,-0.008790001915176674,-0.03147952770846831,0.018172407702456015,-0.00024189274237582586,-0.009910115469945826,-0.023542067277551152,-0.01965923645710228,-0.003908465511366549,-0.04194377070971733,0.0013182006714288507,-0.028085711677112275,-0.1375957641407126,0.10806776690682432,-0.04524055047091216,-0.1952037243068473,-0.07845920570340054,-0.0243871855787739,-0.005067200000289217,-0.1867648485577683,-0.04639155832270094,0.02842761484892645
14.0,1.0,-0.10119052728048018,0.011270292658884233,-0.1825587356323099,-0.12383705046618984,0.0024443507637500884,-0.013835991284431321,-0.00859970179948372,-0.03605189967995078,0.010773756558499525,-0.01751606996584328,-0.002246185682639325,-0.04931771352781252,-0.009602964177628515,-7.502087647467757e-05,0.14661784854041138,-0.0030082286658015328,-0.012080816902205364,-0.1316397386977833,-0.11328761151048374,-0.02814883129073906,-0.20750522094386575,-0.06435992580577107,-0.026866782600223186,-8.228396860878492e-05,-0.190606682395205,-0.06428240447809154,-0.006741372576096809
15.0,1.0,-0.11389253635430234,-0.10616012215551732,0.05667697767640339,-0.04115752493989166,-0.0492048155291962,-0.029235570940439635,-0.005709590490051715,-0.038110826711206594,-0.01379316749628528,-0.014024492087315616,0.00011922691188568984,-0.04020634214147033,-0.006950046264252916,0.0007919609582736671,-0.004986609481141846,-0.004036591014394659,-0.06273714747598919,-0.07971215517222195,-0.1274793329334277,0.04381811693089612,0.046288772262267755,0.03755711322726723,-0.01947634041662125,0.0009016379678661434,0.06710452416199997,0.0231474056000344,-0.08863795176487035
16.0,1.0,0.027070322614275028,0.00747375830127452,-0.11111788871140192,0.026121346009244203,0.0027118456915455353,-0.021947573851053895,0.027920538678548698,-0.023102126543194237,-0.00674313065187053,0.004406918143660473,-0.0007843533867133055,-0.020373624032264618,0.001929617531279183,-0.0005334864563620602,-0.05010866014457229,-0.017101572320115305,0.003083495252563709,-0.11273203529133585,-0.06971488681843196,0.04776001874619445,-0.18498481226239827,-0.03146566907721218,-0.012452743653326211,0.00027996418309651403,-0.21764507875303182,0.0415501996044962,-0.0474481466898796
17.0,1.0,0.060435447402498135,0.013539086033817397,0.13354530404755158,0.03287831214093747,0.013197031623510332,0.009700981597344454,0.002904852717924229,0.0860877465444281,-0.014121061860199588,0.02893069258031994,-0.0015481693035115838,0.10659254680056869,0.012042887797599747,-0.020425556859391146,0.032526547516720884,0.011128015268908178,0.05551205979978166,0.22827822952093252,0.33883106986050443,0.08066392197579576,0.12542641856815123,0.11193254549418007,0.06233541963773093,0.00018668900868068928,0.10376312515389706,0.051721493805310846,-0.0038616303966340433
18.0,1.0,0.041121628279319256,0.019824842850254137,-0.054328544139390665,0.025944573374419404,-0.04436354987292405,-0.02842196110484362,-0.008099380132672938,0.0805514127645555,-0.014196712491190025,-0.014805971649290959,-0.0030950457295258705,-0.02923485561095486,0.006622919541396394,0.004640236459038107,-0.017419312608684675,0.028938900684818,-0.016138665855338415,0.04209276970513872,-0.11273321330538263,-0.053906575554687315,0.12658909640216043,-0.04042800307200261,-0.01276012463858239,0.0024637060062985727,0.09418292414157015,0.03525252101247614,-0.013478685662561746
19.0,1.0,-0.0675418608872577,-0.07046672000178011,-0.06382118571271142,-0.04609519171691203,-0.035337759274488914,-0.02879017769146005,0.0015099039126012961,-0.03499370027208748,0.01355928746952094,-0.02328394791076903,0.0064674416082478444,-0.02698275836664494,-0.0120184231300635,-0.014781003866514427,-0.07411045515011533,-0.006231236963449098,-0.038715027049804084,-0.12122997453374029,-0.028133403929456447,-0.027976501359735957,0.025238472440565075,0.009256818821744844,0.003553800588327366,-0.00398045933981315,0.058412985410919355,-0.03295472824026881,0.025812532640600405
20.0,1.0,0.024276719781159566,-0.07327729219300883,-0.010166152997933997,0.01171923525815016,-0.020898285694036938,-0.03451430549761611,0.005573160998204744,0.0536471235560948,-0.014933407403059915,-0.014207284551043912,-0.00441952546986707,0.04461314289647557,-0.0075576942107344995,-0.022320230409552,-0.05087446597557737,-0.03434605774432698,-0.04972968718980129,0.26513702939668066,-0.1552664547699408,-0.10084766413414785,0.07918743242913391,-0.03109753560638201,-0.03379793772136429,0.0009923423905679686,0.06957057689005869,0.010949547826054664,-0.009088147821406902
21.0,1.0,0.05840974472560809,-0.0040093153120267355,0.014240732164877656,0.035040236687132,-0.03359835854088703,0.0046108642320461385,0.010057883056553339,-0.013573732161449432,-0.027292445920567083,0.030306214744948747,-0.010324575289383789,0.0011784323564479884,-0.020047023072335232,0.019140575539530056,0.08998640026542631,0.006825689697240196,0.020394529137421315,0.19809174955760614,0.30598681781580317,-0.05127128181151225,0.13340613232879842,0.044352289570993596,0.030525959103424753,-0.0013110775782634158,0.08577773459884461,-0.008276352830389624,-0.005124214574513399
22.0,1.0,0.011080494976706762,-0.085620513601546,0.0778646614447764,0.06249527478236115,-0.04512067286565209,-0.019173206069571166,0.007573315095452764,-0.0181158791725921,-0.0072257352435897634,0.002984938759906891,0.01780374639530841,0.008339768765980391,0.00604877983365542,0.0063687130884461565,-0.043640796336533276,0.0004573067491374567,-0.023167339907097056,-0.07474095860328087,-0.12527542845912892,-0.07067718300653827,0.008513354427489598,0.06758654159903438,-0.013252343032733331,0.0011453660515683,0.06482612994347658,0.021217353251632206,-0.0717448073048575
23.0,1.0,-0.08575804863312206,0.017201947599559262,-0.09904951498780053,-0.13224187930533515,-0.04767302063648864,-0.033997901545865176,-0.01324771389187312,-0.04652889946947665,-0.009893801777288035,-0.0229418539525994,0.008515970363125298,-0.03682783416463468,-0.011555287427311588,-0.023364135400288234,-0.054722720895842895,-0.019701075257766706,-0.02827796940034878,-0.14171501340856246,-0.12040538378526,-0.03622562120820902,0.0132119789506761,-0.07099205733970479,-0.03210969970731171,0.0009425696636182415,0.06802602863922466,-0.09532425616554142,0.024988873125648105
24.0,1.0,-0.0816513118904587,0.022668439379760808,0.136842470259458,0.0416685561992245,0.004280436255530814,-0.004386902816466957,-0.005702325113471004,-0.016466095371065883,-0.004020252087020381,0.053973021567119056,0.01958800215986256,-0.01007514126428272,0.005161006082171645,0.00512333625140237,0.10944596231665459,0.005165331727427091,0.0008424830698989668,-0.10178223717693323,0.2794450739759837,0.008414716888590393,-0.03377537525281497,0.08258501467670923,-0.012397250975612064,-0.0011625652987159551,0.0978916331836678,-0.04349918745185065,0.044439055603196616
25.0,1.0,0.03452811833988472,0.009796363620664125,0.10063884290390228,0.03617833331564123,-0.020138543690609557,-0.016029074444189412,0.020683795803351623,0.07786526697969728,-0.019025176551807223,0.012061385715415648,-0.00645529787486031,-0.005498813268502932,-0.00043299590508472124,-0.007049621600506068,0.10296399886434453,0.030764350786264823,0.02052969446824171,-0.0864035252072719,0.048608088562654576,0.057486502128781,-0.009635705414639983,-0.0342825707141202,0.025390110398113477,-0.00042098267189030037,-0.11270701836186067,0.04523042226566731,0.04951568954212645
26.0,1.0,0.03483982897346111,0.03095538772248905,0.11447243326008753,-0.06362441968817785,0.014996626206445521,-0.02442408267898086,0.0014837569859555608,0.074359655284362,-0.012572172288744304,0.005588814160642642,-0.005336233018284412,-0.029590799037275115,0.0056277582143426565,0.011334309270132915,0.00262621542579653,0.009544239934961788,0.04727936038237412,-0.09037744320640966,-0.09259817138330562,0.004147032455113107,0.029572053659474514,0.07939931619363169,0.025579638549731994,0.0025566197957703715,0.11373195949583315,0.03799553044611337,-0.001135397871825304
28.0,1.0,0.138930369164121,0.04775330416992083,0.1286656684455505,-0.02161531113483047,0.01932104160144481,-0.00020901685946338942,0.0004290490430005175,-0.013584110276097431,0.04438975530740694,0.05052196958462131,-0.0036789683856533564,0.004111698767815839,0.005950621041340087,0.008268711860760718,0.13952789567374138,0.016041446325136773,0.03413340540144274,-0.056142482080267134,-0.06385624958338809,0.02818610042280158,0.06852370856732533,0.04489402485926791,0.03043412664245541,-0.0008944908807305627,0.10666885018636303,0.023014895975108963,-0.002129378466032245
29.0,1.0,0.13647602247951018,0.027608171035602033,0.14047700262320176,0.07635797485546682,0.015975831494176335,0.008404647689355255,-0.0017294560293295291,-0.01849465579424413,0.04019839562042902,-0.0010324247472535835,0.011108825892789454,-0.012015355437857169,0.0060731460590708886,-0.00432272065237144,0.0381428067514299,0.0014214864746079012,4.1263372592777094e-05,0.05057686423092674,0.08771597050328148,0.03846160357326862,0.13444892572449801,0.11369081141296224,0.004372564060877313,-0.0033243489172519744,0.12296982031942238,-0.03358428451387905,-0.0019065904499798313
30.0,1.0,0.05594508692908654,0.006284690688176702,0.11966963843201553,0.021759717138946963,0.013590866892103703,0.0016430934833895653,-0.0015945647905092346,-0.014515332805526391,0.053338548231847506,0.02197551796636301,-0.0016844278114480462,-0.013825274837142154,-0.007165393878982439,-0.005427061593614356,0.1478510676385755,-0.0027126491562573063,0.019292945345799135,0.20517121256111537,0.05178648555753658,0.0716259236513676,0.09834851808095707,0.06258544265442387,0.0289944449587897,0.0009599312504136879,0.10240049407649705,-0.02855235048515471,0.040762310339474576
