f_id,i_id,disp.ratio_median_02,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.mmce_mda_50,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x
11.0,1.0,0.1027727629561966,0.027643019266376696,0.006096816707436533,0.014133420577970637,0.03993359975393515,0.17409790916195353,0.020437094217264706,0.025480398524794712,-0.02633334736646115,-0.021015245189660647,0.0027385495050895846,-0.0014831405284806839,-0.0063469535748966145,0.019154943354970373,0.029394485862408712,0.03744658771038209,-0.16774096158726734,-0.026557315479100195,0.0378026586605154,0.1294524464499173,0.04396414446280651,0.02383485889204555,-0.0004511280164388822,0.12476582506698337,0.029826095888150286,0.0718293988372954
12.0,1.0,0.05750257565934489,0.015105934311672767,-0.1364686539857568,0.011697536837157664,0.012404472880827893,-0.011245109003145907,0.008091546562788755,0.007445607014713096,-0.05870029703157064,-0.018361773815358005,-0.013495187742704431,-0.00034615292036912685,-0.021613168292696706,0.015613481328339666,-0.018498624177210574,-0.019647195954900123,-0.23162443386085904,-0.061969301001323945,0.01275466522653642,-0.34110402595212425,-0.07326746370155023,-0.011422542739457003,0.0006768736025396047,-0.2144618060730677,0.023705223404639705,-0.016808013873751946
13.0,1.0,-0.13593819076402258,0.013588035468625411,-0.15384043938700417,-0.052292140793153925,0.004066189565754078,-0.020448920385003316,-0.01698832834924591,-0.016709368277248456,-0.06040498599290437,0.02867336898593166,0.0018662765685795045,0.0025374870974515266,-0.03278759957775816,-0.02519919602554473,0.005602919587520443,-0.03196132767123527,-0.2485838610281587,0.02053223763423661,-0.022945837170222413,-0.35066017128986887,-0.07234154642049194,-0.03702962958660637,0.006063620423465449,-0.21165101863213948,-0.05768402170271787,0.018237869637898932
14.0,1.0,-0.12688098266520162,0.012069767813945736,-0.14107796630240504,-0.05085196719419785,0.00717413382443355,-0.02243103369513261,-0.017284604347176716,-0.01882857213002719,-0.04166115670504183,-0.004008003759737146,-0.017354412096732774,-0.0006486413337783147,-0.025809036373525798,0.02994958993837632,0.0007103350793927076,-0.01606098532763752,-0.2348052888873583,-0.04607644794094786,-0.005304165538020133,-0.33783090007891375,-0.06837464182181137,-0.03742268116807759,0.0007799234749886882,-0.1911115846496725,-0.04964554310581519,-0.01335589357763953
15.0,1.0,-0.1699873419546641,-0.1324720439977207,0.04398687044092877,-0.010890726502003626,-0.051793265314285096,-0.017326760476983342,0.012114586134114027,-0.009883808423359673,-0.05906991293960378,-0.031956514793921524,-0.021479171403577323,-0.004287679166845408,-0.05654840849151017,-0.014717273630492878,0.0007185853116136675,-0.06046825426685488,-0.12731051745839408,-0.09259183510077508,-0.00847610409398826,0.09565833367148571,-0.006122374949369069,-0.01590418032547425,0.0024855167486715697,0.07998416679743407,0.019742824217120557,-0.057624230400005076
16.0,1.0,0.030591076989392132,0.013578462491931672,-0.06981367589778059,0.01442959068190734,0.005567902119035047,-0.011006041477931784,0.01314768889200515,0.020565966973391563,-0.05351553114052643,-0.017898241502376473,-0.00805033338657811,0.00028729660832209775,-0.02401623222014113,0.00972078680612946,-0.01831852622065492,-0.005987739879444729,-0.22874317456457996,-0.0602132163259867,0.01790029523258659,-0.3160466131029632,-0.049639550442791676,0.015133714322319618,0.0012363535659979988,-0.2046169818995564,0.01439878202448749,-0.02922638195399802
17.0,1.0,0.06167280454186737,0.030027128931978543,0.12493818268391683,0.008190649028298759,0.010688780108014414,-0.006384996869125158,-0.0027514595620892397,0.02177706228168442,0.10670007442760653,-0.017446868378900107,0.006280829014726236,0.0009743960007530072,0.14490925633761859,0.02764137861835031,0.038238852375647864,0.02886223503966307,0.38611529433986946,0.12189690353270857,0.030791765947872154,0.22142974082068095,0.07388543267577304,0.020765556316509993,0.006003595980796437,0.10364268625473752,0.028208995805721785,-0.0050852346675063186
18.0,1.0,0.046363023962074625,0.023732800737265854,-0.09137491100840726,0.00534574918424318,-0.057254691681197956,-0.02041437957699229,0.016887181694657062,-0.013748224540473772,0.09610331401145072,-0.02312859204530225,-0.012062932235373433,0.00046152132616356355,-0.0418857804960882,-0.02844996177008574,0.0026977887942946153,-0.0501451790000135,0.18005969550026624,-0.06192823725956878,-0.0687752465246194,0.19169737510549206,-0.04761138927576349,0.014106646801948463,-0.0003801288260072452,0.0972006066001802,0.018557408762305206,-0.025667930504430243
19.0,1.0,-0.038953842206960146,-0.12806871459224176,-0.07551408827456176,-0.024502414236178934,-0.05150981657421266,-0.04349117031206277,-0.02343892559000448,-0.01471964353586358,-0.054480930462915134,0.029178393607428705,0.0005885295333074178,0.0030936088425662454,-0.0008051505302852423,0.02235827646096823,0.011854063204673266,-0.05099792204558242,-0.23228482734458125,0.012815321942711094,-0.04576757055016782,0.07722848173252735,0.01667061575828003,-0.009754866037063076,0.007284922463712311,0.08283801227652207,-0.0734402759560131,0.02282370507208767
21.0,1.0,0.05555437950071024,-0.04867062416933607,0.060922524343993555,0.009552141732894825,-0.05219569865758384,0.0018071996825139308,-0.029276984810094133,-0.00908316716874857,-0.032471125458505154,-0.03390798118477856,0.015579089683792386,0.0013176809161709994,0.0012139958897095418,0.0036508381084756477,-0.0036006629532034794,-0.028958385237388924,0.48075700196845655,0.1288838475357072,-0.018292552532070894,0.2092159137919999,0.028825809040073126,0.025146119368952856,0.010751513638012859,0.09474071115805069,-0.017462101477686467,-0.011052995411251477
22.0,1.0,0.025032742229091333,-0.12122436133762016,0.07717865791833181,0.013655072008696551,-0.03953606201839236,-0.03326586479075992,0.015045688793629481,0.014336463509000185,-0.03795907328380123,-0.02436372814932729,0.004936033801087698,-0.02906851437590809,-0.0009083405866279595,0.06934288856160203,0.020048530925780145,-0.04954177212271922,-0.08239778016653115,-0.06583146468055963,-0.045607501673229155,0.08377263535041668,0.01608639310539738,0.032784293995240535,0.001563317867020666,0.07902927644250243,0.015197191324566369,-0.050524715068724795
23.0,1.0,-0.09057937469276711,0.018377315220675736,-0.14045159283191117,-0.06720378078378132,-0.0663740917808479,-0.042092064685461485,-0.05133252313961861,-0.022760832948389452,-0.07521616956483565,-0.030211510019676018,-0.03152359199953635,-0.020713331485666252,-0.039069511901708744,-0.027045222133587295,-0.018413531899287957,-0.04329348101310647,-0.23909905232747744,-0.07371438268257799,-0.032609402792189456,0.0690726216193799,-0.057993693871198265,-0.036781127736363814,-0.0010016626499557977,0.08119276712484408,-0.10553372860094445,0.030490660737283654
24.0,1.0,-0.08728366617412603,0.042697900970610964,0.12272871136071281,0.012766259737064503,0.02838956658845708,0.004118554711269742,0.02339425168963551,-0.009272607745285015,-0.05430702376833195,-0.006802367996079514,0.02086778195560023,-0.013255889128960502,0.0009615753937118831,0.05073068104723415,0.006893485027250144,0.009377508942699305,-0.1682402893130875,0.12331444725219397,0.02333301964146697,0.09276942635310298,0.05139326175118269,0.004009076026795356,0.00010466265955047128,0.12041978287795323,-0.04550253141231483,0.04657529533441842
25.0,1.0,0.050837728119527026,0.040097436311856166,0.11438480163333638,0.008953856749959022,-0.03482818887056539,-0.021737147302699378,0.011046541064227455,0.005624046978803871,0.11755505715486886,-0.03055208326535925,0.0007269986752003912,-0.003525520037712141,-0.015185349440746817,0.025311896939906264,0.008362939563986064,0.018022664370866897,-0.14746558598386547,0.03368203220348266,0.027480249059054867,0.07157856282907164,0.02610209615295889,0.01904109176788563,-0.00042797179199947655,-0.06211835626015917,0.03716613360111478,0.031472608815212515
26.0,1.0,-0.06425955518537856,0.038238015999522416,0.13018649536037433,-0.04466125163670752,0.02340820175907163,-0.030132382329378263,0.01025589688020961,0.00662865822022568,0.13677458379273713,-0.037033981327635634,-0.0069005061273531045,0.019535406596729855,-0.029950076987214306,-0.012739958079396364,0.0003587216507818636,0.014812354900559092,-0.16331828748931007,-0.06617769954820395,0.0009796774491119932,0.10415787024709938,0.04624893112256569,0.023426073378521633,-0.00034628350001722534,0.09480355260532339,0.024182808696226122,-0.01727092406304727
27.0,1.0,0.03527638717416293,0.039787703821608546,0.1321493553611817,-0.03516688169556732,0.02151504117491334,-0.027797449431118268,0.021381644790977705,0.004250456479894352,0.026425805011792744,0.04658186125874267,-0.01364140877879715,0.02204027238561324,-0.01960939433885925,-0.0030174409986340454,-0.0003147548050487847,0.07487692043037217,-0.06991577436851476,0.029327429389162506,0.03260656758459692,0.09816443933783499,0.056478634789573365,0.02891826888728085,-0.0008192262169366146,0.10040531026410487,0.009872068557528946,0.0330755054335027
28.0,1.0,0.0801609495362277,0.04474203775082685,0.12379438572114891,-0.017032572473255743,0.040241064146550154,-0.00013591861235098915,0.03170191602873293,0.0018365137744742789,-0.036518460794681566,0.045027310047172524,0.019831399651890905,-0.00040199204949745306,0.0016356153906494685,0.037179507952798764,0.004570864071885564,0.093349644951304,-0.061745554639985954,-0.051140396948593084,-0.002014872206054459,0.11867804418139152,0.04372119509955333,0.04590153728167964,0.0003313930006640121,0.10020952300863428,0.025593538702158424,-0.010893424394927548
29.0,1.0,0.09938908053807824,0.04764098643437356,0.12199322481418853,0.01575696493253418,0.043681064157399474,0.009658291543031192,0.013953983167301455,0.0024319073576337556,-0.04298327612587535,0.049787449288435245,0.004918044144728145,0.007708123292665308,-0.017444355545690106,0.02093378833427312,0.004270901421858952,-0.016577505303560423,0.20549794605471175,0.06950964471664392,0.0502546723358467,0.16325547056309106,0.0681158912589193,-0.013698164713780882,0.021677339914678427,0.10870193187660154,-0.0536660909297617,-0.012405197591292095
30.0,1.0,0.06174165613556347,0.04257450489018191,0.10794752034165031,0.006628589907485324,0.025968805062358352,0.009128107399551917,-0.050108957590338406,0.00425744618220101,-0.02730058956301276,0.04673098944405768,0.0055697179884786,-0.0019025775010047092,-0.017993864461522933,0.026478692149438945,-0.006813001019772607,0.037273683454284494,0.37516220783187465,0.04070341264340113,0.04561373994404978,0.1442730282346069,0.043214471574769736,0.021438331676433643,0.023670164771717666,0.10522945160104089,-0.04644602231763612,0.03354341252850239
