f_id,i_id,disp.ratio_median_02,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_10,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.mmce_mda_50,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.s,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x
1.0,1.0,0.04797657244518283,0.0473960722257285,-0.07954560602746862,0.12372367527933514,0.014099412207960736,-0.022799698330868118,0.05559534288514879,0.027301654324901992,0.09211705956691615,0.034209991710343585,0.00265675584588786,0.0035421615493420548,0.05380115895995113,0.10549389523031563,0.024843145291229995,-0.029392158779386418,0.7196418657212916,0.1951823488098029,0.02029708948370189,0.24838891914088926,0.06684996968461879,-0.0028764580444094624,0.024038241707205536,0.10775010418702458,-0.020957123459483005,0.023478140085982757
2.0,1.0,-0.13592194956504902,0.03244100223458737,-0.07701315317948021,-0.042656241554606886,0.0012441033186812124,0.00713152378856184,-0.008511769923990782,0.004034459897080627,-0.02320905745408001,0.03350223694092576,0.01036187614195509,0.0066300569897756985,0.0027300206851035486,0.03668235843362163,0.004215727603412524,0.02923497551741665,0.6461316767618936,0.023949821610429863,0.049731844462409906,0.2397377861029329,-0.05109420318511473,-0.020914833475585867,0.023668289346076208,0.11470525725514648,-0.061063789856776164,0.03872474558555799
3.0,1.0,0.03852018905442175,-0.04157452535538754,0.012949946256762263,0.0008976684835556042,0.0030226270150930695,-0.010652703113898957,-0.04858023774249013,-0.023905692188747357,0.0632623014423403,-0.022354962950426882,0.0024148132900875326,-0.0025591906162097194,0.048505998464434714,-0.031641874077491326,0.0209458442507617,-0.006358898479200428,0.3796596179053955,-0.009309608538289235,0.009018160141366102,0.13274343508304698,0.03879273495065964,-0.003858207112367369,0.00038597586865009336,0.08648134818585333,0.03345155625118066,-0.012702457311826617
4.0,1.0,-0.06138751099552351,0.03195660887028704,-0.07025675784308281,-0.02228259578924932,-0.055209594792320314,-0.03181059836948627,-0.04531079265807854,-0.015691685054104832,0.136216019516306,0.03643223984577932,-0.03461145696512934,-0.00047992096922116253,-0.009849011223442741,-0.013037291027202897,0.0054795894329496,0.0062155634833494155,-0.08705380721561136,-0.02950574583838076,0.03394479954229242,0.09324297301485171,-0.05823584687303622,-0.02106099718320824,-0.0018247115214984797,0.09473723103490947,0.03641915609652758,-0.022390345710986338
5.0,1.0,0.07098107940549575,0.017224806453225775,0.00030650797736077155,0.010669064945498482,0.012001969816370785,-0.007571286251248512,0.014274151773229866,0.00855580589391747,-0.04278987288541404,-0.018449108999140155,0.012608794731135742,-0.0009454257185311372,-0.008283488765239861,0.017120737669107818,0.023615000025718483,-0.003295788514612338,-0.2107216193187727,-0.05223185859645145,0.028252934374480072,-0.2927085619018575,0.03571089063218414,0.013760674107875466,0.0007056746017291987,-0.18459896735236803,0.02582556883282398,-0.01906681851533239
6.0,1.0,0.029646887621439785,0.014320298312123239,-0.08844605631150253,0.013908277311300725,0.012540305089609183,-0.01824587275380808,-0.0013684681533185925,0.007199804268872079,-0.06255187820093759,-0.022851743974432355,-0.018614744811403454,-0.0021086818213179475,-0.024854531932223062,0.012908906048317091,-0.0018232413228179648,-0.013851488901602102,-0.22855542666528506,-0.04123492022528586,0.02030009897181996,-0.3162041724371459,-0.06980604182994661,0.021703103991918278,0.0009373368108182928,-0.20272709967482905,0.01595184274718382,-0.02146676212875237
7.0,1.0,-0.14408238599625334,0.015953305757589378,-0.1541397805820508,-0.05996798862299253,0.014907136297667585,-0.014736518775051794,-0.029933033001127245,-0.016820161860494058,-0.053745453068101114,0.03181129496896563,-5.653458910775486e-05,0.002280189128751411,-0.03000043697959251,0.0015616310871501662,0.0016830154828193162,-0.017891692531381443,-0.2441288579012535,0.02743498968475799,-0.026604282303765645,-0.29757826802695964,-0.07580167657563965,-0.04123933411750719,0.006112868070002911,-0.04085390159257844,-0.05708367459078618,-0.008542213166381502
8.0,1.0,-0.06785228186870526,0.015064810901188932,-0.11173608182249338,-0.005317887921159393,0.016534629635786162,-0.005901330052595678,0.015594379177427066,0.010459256117452556,-0.05290374506155714,0.02434206171399192,-0.01790321097969031,0.0029747333577917518,-0.009115806599891496,-0.017138144252447737,0.00811417586394554,0.0754690744755646,-0.19767402386634692,-0.039648344129023884,0.003286836233635574,-0.3026814792042914,-0.05683793580358639,0.040580386268992095,0.0071472178075120555,-0.18294152353865303,-0.05980833128693001,-0.011188336125301705
9.0,1.0,-0.06808138296853684,0.017503238731970034,-0.12828079667794415,-0.0010396899740781518,0.0105106592958627,-0.014502540937524646,0.019726236474248482,0.004256276887761981,-0.0318860800721196,-0.002110181542818428,-0.012602324422826971,0.0017119549230912125,-0.003912797419542721,-0.004781277587514705,0.010238391124025019,0.10478944568834739,-0.1905142775513428,-0.030015002998491056,0.004097795338192499,-0.2973956423901949,-0.049657863380665954,0.02022515522353688,0.00048495983279112797,-0.1592052504140271,0.01785174500853132,0.027391759087563146
10.0,1.0,0.05445910455598558,0.019374609382641902,-0.03272619516880581,0.007150150501214868,0.028011918805679867,0.14637033503488364,0.017363936251450853,0.004297889387047666,-0.03306591619218772,-0.025047532029512525,-0.013342596652727391,-0.002023074914166259,-0.026531496184082966,0.0128271331853638,0.017497435328802324,0.012169538064214763,-0.17220417009847455,-0.05858785045373538,0.009511554718039602,0.08255579426703726,0.03716132331276846,0.017450676850423792,-0.0006427714902810837,0.09978085657879825,0.025828135360343018,-0.0348667809707448
