f_id,i_id,disp.ratio_median_02,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.qda_mda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,ic.m0,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x
11.0,1.0,0.08318988909480132,0.012153313505946216,-0.07471546357517503,0.014052666529871059,0.01787915886128722,0.11573861634732902,0.03338799650672976,0.008473208166914398,0.0002881622813078082,0.0035870520844156774,0.03330252981068154,0.02239322692355405,0.030880553587345344,0.030318502442574034,0.060801749464501106,0.08472310722980976,-0.07535563487551097,0.0841146219938556,0.01736129805657859,0.01028995654287031,-0.016412980968390268,-0.0065812362038642136,-0.0005521596343582868,0.09305435237956686,0.06148703207412301,0.06940517342684334
12.0,1.0,0.03934391257066115,-0.0002156337444772045,-0.16081250792052318,0.007697220975070616,0.009157771822520826,-0.0022063822647592707,0.0053705099211047505,-0.0024277872026174444,0.002237427101546537,-0.0035999056317774056,-0.009091294401318575,0.013221834944977025,0.0347936036514227,-0.01070449571763008,-0.015006238834113521,-0.5225176212846525,-0.09115271840887128,-0.005365344492698595,-0.14063662661223003,-0.010312403659330666,-0.06299368485843479,-0.03662778543916647,-0.0007041423813648525,-0.1410110067291953,0.032805336402782714,-0.013743794301214654
13.0,1.0,-0.04995005289120228,-0.012424727623857594,-0.22203933197879594,-0.06830202796517011,-0.001293541150493127,-0.013362966247857207,0.0008855889628301089,-0.024071505069460722,0.000700126427843799,0.009315132142632706,0.004078082219869135,-0.016515436848837748,-0.01490513923601807,0.005506493454589103,-0.02638741159699217,-0.5477285490986621,0.056985039502614236,-0.05150827417990688,-0.1114064312138169,0.05001840092123398,-0.0976243843242841,0.002797747160162127,0.0029347069175684887,-0.16262573775731104,-0.05381694925283627,0.01781466109033036
14.0,1.0,-0.04547369146245275,-0.01136497743894496,-0.17497088485399045,-0.05984566542005789,-0.0010905291667837377,-0.017182630919767378,-0.007007254649283498,-0.01638172465540847,0.005794444043155833,-0.007320887986782321,-0.018159751030812573,-0.002624287103952695,0.030467569773926086,-0.005893787289917914,-0.02039806301848505,-0.5516492810757675,-0.11775608110434063,-0.04545019416708045,-0.10868042112534283,-0.014502251802069037,-0.09526089731514653,-0.0011111890011098716,-0.0013884416990435188,-0.13718897355325343,-0.06153991721692786,-0.004143892446166669
16.0,1.0,-0.01288466405485072,0.004148379033348912,-0.1043225060290828,0.005932521151942459,0.008316465993092778,-0.004889105288403788,0.017232001931007514,-0.006032432740089376,0.003731830648785057,-0.0025472562233209255,0.002876570045982593,0.011396976056526825,-0.008803165574997118,-0.0014463256201929123,0.00526297160584751,-0.49263682446761725,-0.09600409149308048,0.05235679098265201,-0.13903279264176066,-0.014118087416651897,-0.05712467114323222,-0.025442151699620552,-0.0007318860806668514,-0.1431938841959471,0.022271844532707932,-0.015074958532726515
17.0,1.0,0.007070756071376636,0.019647881165404994,0.13638106290664032,0.011300830472950602,0.022651635255831814,-0.026238260810867588,-0.020134073035212155,0.04180737707652994,-0.006547784675634655,-0.009282223395176552,0.00867504521683325,-0.0320484053999394,0.024366023524616223,0.055210241613966114,0.0796972922503893,0.3257300938345341,0.29691195165898415,0.09932104184649118,0.09250551239838381,-0.018013032126951233,0.10621790478237583,0.06090969766940321,0.001829542697724511,0.08982006860218587,0.046693822996170545,-0.008428024358073048
18.0,1.0,-0.007826601645547665,0.007972085859938142,-0.07245134969542479,0.0020263693964752603,-0.02498217503194456,-0.024117039363109084,-0.029722742388258852,0.009711407804486897,0.000554970023842566,-0.004351980414825272,0.009580943771786664,0.006273734693721094,-0.006671232013610255,0.025529323717187684,-0.02752107889026932,0.21924965883795977,-0.1337016708123753,-0.06727755445184187,0.07479626227098153,-0.022414207967182003,-0.050326711513062866,-0.04116426015864629,-7.591432170356467e-05,0.06950094904851102,0.0657412342174399,-0.014132127492639143
19.0,1.0,-0.04017621859808077,-0.010938021972198748,-0.07515386964205935,-0.032649334025985154,-0.03200559614186204,-0.0579147405433362,-0.0374672649659274,-0.01111620593341094,0.010352895899051761,0.005325227662089828,-0.009211935613147045,-0.044476543320451645,-0.014189526082024171,0.015464692823867462,-0.04532878094054005,0.09929400182290668,-0.021108594055112048,-0.0967185016683524,-0.02225581455004019,-0.0302306173401532,0.011246938724776665,0.05402637344239302,-0.0007278236465655289,0.04998865799104414,-0.06018218057468325,0.010905647598243846
20.0,1.0,-0.01164877179675066,-0.031406906653626734,-0.032817291687516376,-0.0003499429925272238,0.02477517173144004,-0.03865610886735574,-0.030504872746203462,0.0027160323514893343,0.0033582994164267407,-0.00734704147047185,-0.017721417492438055,-0.03618279935376837,-0.03642494141416321,0.027838442496835338,-0.056115492564417724,0.28129818060398415,-0.16065202044599558,-0.09867019195551217,0.06365647952358783,-0.03622258438272552,-0.008846316041908308,-0.05723879353715869,-5.91104436129822e-05,0.06564610817793841,0.027946121897162782,-0.011630498542850235
21.0,1.0,0.006495898441996551,-0.015949150837015945,0.012255073962688212,0.004587328948029616,-0.016314049829080506,0.013255999214818065,-0.026007861678454713,-0.027139835750897342,-0.0069381579081150705,-0.015059030021066996,0.001913351968418753,0.06995470609280315,0.028217105746840616,0.0019460230505925166,-0.03534073286908703,0.2791981476751812,0.3201903403135069,-0.016777524577560262,0.07626633489167332,-0.022533582804414753,0.07819004533659905,0.027773622416015716,0.00677746319439853,0.07555760939437339,-0.015067156926066213,-0.008642548973774221
22.0,1.0,-0.007610295151739452,-0.027048975931707322,0.1431542056796733,0.002418685070041055,-0.03918866022797829,-0.034846707456464024,-0.026318078750782035,-0.01233268002771239,-0.005202534916224813,-0.016442000086606148,-0.012528712855210108,0.004856855651173275,-0.04277999277130123,0.009711698030238629,-0.04105530559454046,0.16814459737817536,-0.15448742601078594,-0.06761851841678103,0.01626141759411317,-0.029817088691456606,0.04005169094587877,-0.03679646396272428,-0.0016053982361891378,0.05651414402005114,0.027513436196267175,-0.020169423701570155
23.0,1.0,-0.050127147089681835,-0.00975240932415321,-0.10824009685126015,-0.06796960150247455,-0.02548028906700853,-0.05706523791164416,-0.04375235438365932,-0.01883095591100124,-0.053736919492344826,-0.011349519499520726,-0.03577667488514888,-0.05992301282832471,-0.04688683369521154,-0.018815971085615345,-0.06366479208332389,0.01891256230416705,-0.1686713865285762,-0.05197885078580323,-0.033462711907759166,-0.031692763130819736,-0.07894559493765224,-0.004671842316233558,-0.0011948867064202466,0.0813677079947392,-0.08547942242954151,0.010492370074507417
24.0,1.0,-0.030910850956464616,0.023099452409822408,0.16150612504074727,0.010148403222453087,0.008488762762094492,0.017464416074377168,-0.002577751763356224,-0.020311990997910853,-0.03767097870118364,0.00994150282059282,0.000715029078222313,0.003859232941851074,0.025824209150109224,0.010665334945682234,0.012150233076462773,0.05257738806277443,0.24324694310982944,0.020087040168419276,-0.013039640015304188,0.023072609414265307,0.10558449074321952,0.016153637432397477,-0.0046519484536267095,0.09375774483647728,-0.016621442594469318,0.02343328324161535
25.0,1.0,0.0005999305521378411,0.01833107786404459,0.1283544546910178,0.011681351872393692,-0.013855865220458681,-0.03740269194011466,-0.024421913262488992,0.016655932353748303,0.0015576280867355796,-0.003779527472868081,-0.00515416095118668,-0.009773488568153264,0.03826600674394892,0.012715668624055654,0.016292183245135965,0.05177471503773198,0.048578022827311176,0.06064738765516168,-0.01255026720312413,-0.010742074551393747,0.026662368453522073,0.019619068004823305,-0.0008949512357818671,-0.057440147834747345,0.02777538859408107,0.028356169506451322
26.0,1.0,-0.016835308636609064,0.011602666946721693,0.16095114223710394,-0.04710129540365345,0.017277930044804067,-0.02580936240542753,0.010968863469231035,0.016434265103455088,0.013917238716393592,-0.01754483883892468,0.004154978567795653,0.024133948591744607,-0.004825938221321551,0.029158084008986628,0.03339698283780239,0.07807433572769003,-0.12362842034101677,-0.012739632306749347,0.0049322155189722066,-0.03345206440699752,0.09390866109996959,0.028769684225977584,-0.0017977712093759516,0.0819092690744024,0.04713715832045667,-0.008317004733957715
27.0,1.0,0.001471560528118076,0.019434451239272153,0.16292084446525854,-0.03130409648103395,0.01576811152078613,-0.03504714958349322,0.013635900261877932,0.03420810343447799,0.013362021059693998,0.016437831968800738,0.0036719788883503267,0.008620645932276625,0.0037005245277204135,-0.004824988636558487,0.017228589634682972,0.1192002636031624,0.053292042083253256,0.07014174074967698,0.004824544738702166,0.01615615570475359,0.09968214560282575,0.020108583649995442,-0.003222926182519118,0.07935766443032757,0.03232903664295709,0.020372914149510746
28.0,1.0,0.04754764437218095,0.030534074449919846,0.15753119970159213,-0.016027391566757847,0.024617698989477695,0.00920517793431871,0.015114956646112516,-0.0011441181903666896,0.00441421631955028,0.03633260071899019,-0.0008630849224373254,-3.9079168011657995e-05,0.04141789134535247,0.021252557705110448,0.02567239803520349,0.23074888430377075,-0.10007549256157476,0.008324473326853253,0.003940151829145031,0.013261121897898749,0.09834845463631865,0.035836532862586194,-0.004416963195811363,0.07788556013641354,0.028138842633248052,-0.010265166152796875
29.0,1.0,0.04923948042838519,0.029582575868102482,0.189206499089274,0.009950383211105604,0.020498130788078002,0.017232816902130358,0.016310217397085967,-0.0006048043623603519,0.017443834546921395,0.033237586121322056,0.018609507316521605,0.003943021092196762,0.03135665955337003,0.016625686544964564,-0.02059292790129853,0.2877099635075452,0.08582989970407048,0.054153457565965325,0.10121939643549764,0.06596957873260069,0.13037440122719846,0.0369381814269131,0.008750082293350829,0.08360484591985715,-0.02097884679661221,-0.00584935707634734
30.0,1.0,0.007180099008748395,0.015502603821392336,0.17284435539148013,0.007162990049376737,0.017989642840935717,0.02162157620315469,0.009896785202561612,0.0013232166872854097,-0.005304080590614664,0.013385829814301035,0.005644538369888489,0.016941859632641016,0.045019380070425156,0.00012150073558720874,0.0235989918322112,0.2731486979775585,0.08057004513096677,0.07908012757886619,0.08574012259518536,0.017905470175593137,0.08902989092920613,0.01207850197486785,0.007624091118063528,0.08266784254532372,-0.021060473650904417,0.02298464144911317
