f_id,i_id,disp.ratio_median_02,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.qda_mda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,ic.m0,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x
1.0,1.0,-0.0043198871840164,0.027682605572552664,-0.048659772255959736,0.10734092605742038,0.01491263248892158,-0.03067700415743033,-0.02561594010255567,0.010445595425311108,0.02345623183139997,0.015984382198281282,-0.0038785163768438402,0.051218699406885684,0.06467739613644598,0.02916849856202231,-0.03877541812744462,0.4757275397111751,0.590848103330642,0.10305404503421842,0.10501613445634132,0.0731338522871736,0.05243677818377991,0.0578366758323335,0.005229616456553636,0.09063692466879227,-0.03407987318957312,0.023814715799156682
2.0,1.0,0.001789855209082012,-0.0004858396284366195,-0.05673557756780324,-0.046992931230028914,0.017123285646338915,0.024434503365243204,0.014540068019136172,0.010935115897845299,0.015421971865992591,0.003929444045525419,0.008932990100898324,0.01068503694979044,0.04876553849147278,0.010838662207505905,0.05561810219093347,0.42665672402856836,0.0032648243272502347,0.13632389522515032,0.2030857935405075,0.02819852174490698,-0.045241701356125666,0.03269818752520781,0.007637519939845793,0.09457319179426799,-0.040951737035297774,0.033614116663933276
3.0,1.0,0.03070520880880211,-0.018365186653548155,0.005997891170790668,5.852351576885752e-05,-0.00748151527318906,-0.03022451627513812,-0.028504954717008486,-0.0015379909150644838,0.0037113960883183167,-0.008231056900511109,0.009913196418388148,0.022399755521316646,-0.002677066207198279,0.0227367650965767,0.0033035107470117185,0.25684012358151664,0.05251631370316805,-0.0023661234439891175,0.09503065483980765,-0.02053719833276572,0.0038653342036475825,-0.044169829018235934,0.00215543151767516,0.06539789334207441,0.04094823774751305,-0.012457225391219668
4.0,1.0,-0.032075717964189066,0.016231762405152814,-0.07278046730409671,-0.07094629848357481,-0.02335315680376035,-0.025008975744862365,-0.02627021993260729,0.023391987925455222,0.007825460330863602,0.0069776187881780095,-0.027731694563954103,-0.00767571291471524,0.0010104268438333472,0.009805683183828245,0.004334858327264084,0.2023847296041056,-0.15730331786715376,0.09128509344611063,0.037956082701379665,0.025109922194293484,-0.05569635135655656,0.034174358348655294,-0.0026371813368497366,0.08212423677545748,0.060574575606270456,-0.005270796702431988
5.0,1.0,0.06259464332194903,0.0038155472662673635,-0.048961489379190884,0.006314699747213042,0.010650739147663643,0.001053787528429889,0.006777403777293325,0.012266398381125082,0.0015500409820750703,-0.0029467409755881096,0.0035333009522943723,0.01113404690454111,0.034971862645924764,0.01683275472579583,-0.007140597107564419,-0.47465925332230274,-0.08272694344879337,0.06633272982655385,-0.1261431177492726,-0.005590677524542998,-0.03266914153179654,-0.00868471836977719,-0.0005316416448734409,-0.12307754494315035,0.03260426629017094,-0.01597263989477808
6.0,1.0,-0.014023535089787972,0.001385363812719283,-0.10594812141807758,0.009336153131144345,0.009575192420987033,-0.009460203896426779,0.0035891558229614305,-0.011960708985642814,0.0017468692381793908,-0.002828873122464171,-0.0011419206661238096,0.00773238742612981,0.03758162771499131,0.0029833716376266102,-0.0064031175311064755,-0.5072881650759843,-0.09898827645652947,-0.002137691532440503,-0.13802404773190108,-0.017884497238055793,-0.0666106464389019,-0.009385110694938302,-0.0009165072680839955,-0.146816378885726,0.044693136554257634,-0.013543502582806675
7.0,1.0,-0.048064954062442905,-0.012734509300109113,-0.22424062731074765,-0.06871620706794009,0.005789148664089022,-0.01530968901389298,0.0009609558211557394,-0.021024350498137005,0.0027960132010052346,0.01088507728937626,-0.0022564483601983897,-0.015006299856993054,0.0208844155846958,0.006110306535858792,-0.00808884301908911,-0.5723029704688307,0.0428589867494229,-0.04034127484675,-0.035879046440613606,0.03891824537432773,-0.10048140229671015,0.009020269482646413,0.003991427200080685,-0.06990992758254512,-0.058834963829406395,-0.0018491070733645772
8.0,1.0,-0.0303899497564418,-0.006706022167858623,-0.12384292885561017,-0.002700886993088709,0.010277977498524132,0.003201485662192043,0.004105450621747126,-0.009026872246660468,0.005533352636443906,0.0007270220756165417,-0.01860155509302946,0.007797705862052713,-0.0052635581305297725,-0.010631999399513583,0.040088337589225205,-0.4813368283938401,-0.10339977110775177,0.01995387018552654,-0.10169885974316512,-0.013814231424248827,-0.06517070218312698,0.03652321720362666,0.0029426236468985084,-0.14256766872698495,-0.03742849733463381,-0.004680284553970573
9.0,1.0,-0.03048710047013854,-0.00941463035292888,-0.14248892941493985,-0.0050997937223396525,0.01423869505901679,-0.0076933485715287245,0.011880609601004892,-0.0051331877082615536,0.006734528570408595,-0.007313795296269785,-0.00931781913228771,0.01072728419465166,0.010112854792302579,0.030344537690002425,0.05282541388115943,-0.4844120125850068,-0.09066789103279843,0.0043627316572009125,-0.05689269292611223,-0.018730891636515506,-0.056640392602650365,0.04270746816462323,-0.0011973554656014291,-0.12694578705560775,0.04461124081857667,0.014722337884019533
10.0,1.0,0.04792334085212757,0.011562791001575708,-0.07235066025739574,0.007934307922480642,0.014573457000708032,0.08448518917185795,0.012411863644260404,-0.006025250703822429,-0.0010278442410572319,-0.005418084907081621,0.01293529058024306,0.016522752324682647,0.025944078330717865,0.012149217934267039,0.0015373907895230056,0.05088649346266755,-0.09124180379644456,0.0037777644273729815,0.009560061978890304,-0.023152260047599606,-0.04591780726269244,-0.011511544333391866,-0.0012027717658053263,0.08112221997091691,0.057262022432069765,-0.02808880019053003
