f_id,i_id,disp.ratio_median_02,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_50,ela_level.mmce_qda_10,ela_level.qda_mda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,nbc.nb_fitness.cor,nbc.nn_nb.cor,nbc.nn_nb.mean_ratio,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x
2.0,1.0,-0.15973189061280205,0.006255955201706238,-0.17385901969572495,-0.06276805077234622,-0.016157886050720292,-0.014565381465493054,-0.010645886162649424,-0.025386208545457055,-6.997065004184633e-05,0.013230080332176743,-0.018554889343829113,0.008538186437867353,-0.01842740147798209,-0.00986934371019837,0.048858093157754,0.0027012304776969946,-0.00572630134090955,0.1519023870621619,-0.16408660010642587,0.04787873239560567,0.06722646916779818,-0.06421327557029347,-0.06150900572113368,-0.26188792659488014,0.0015015909701417466,0.09615279277278199,-0.08351352291468903,0.0607971242690448
