disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.qda_mda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,ic.m0,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x,fold_number,disp.ratio_median_02,ela_level.mmce_lda_10,ela_level.mmce_mda_50,ela_level.mmce_qda_10,nbc.nn_nb.mean_ratio,ela_level.lda_qda_10,ela_meta.lin_simple.adj_r2,ic.eps.s,pca.expl_var_PC1.cov_init,ela_level.mmce_qda_50,ela_meta.lin_simple.intercept,disp.diff_median_25,ic.h.max,disp.ratio_median_10,ela_level.mmce_qda_25,ela_distr.kurtosis
0.036021211332905284,0.022049849187921643,0.011881555313548026,0.0,0.0489233351033183,0.015869065114839338,0.053939322306004685,0.00018853223581375455,0.0,0.0,0.0,0.0,0.03724870222946589,0.014234359346057183,0.06168247952163391,0.022727099691598016,0.0025485368676778845,0.0,0.29388232843529366,0.011040075319898587,0.0,0.0,0.0,0.3387295836787062,0.0,0.029033964315317667,1,,,,,,,,,,,,,,,,
,0.053212369748461136,0.012543113054429325,0.058412999129620204,0.04701456125792185,0.03212603273886816,0.0691894933674587,0.018893102479990216,0.005479671131535278,0.006578321003073156,,0.041210922919006535,0.02702867393038024,0.0,0.037246067335188045,0.06908095564109942,0.03389715051626481,0.0011515009917627806,0.11804867493807815,,0.04816225780057159,0.0,0.0,0.13145647597784638,0.0,0.05026277022682361,2,0.02816924485239565,0.01692447415475046,0.010685980118599636,0.0,0.08322518668587481,,,,,,,,,,,
0.014180704265823638,0.03292841373338148,0.0,0.01789243992074747,0.08539673976559502,0.04745125833728324,0.09350240127163,0.030307384468470228,0.0,0.0,0.018420266898409525,,0.04311364425105649,0.025270393947924,0.039186684722104494,0.01779883088131221,0.016774870868839827,0.0,0.16507344388835526,,0.03129953088635569,0.0,0.0,0.15879540429663375,0.0,0.02268505775666196,3,,,0.022018985848062105,,,0.11790354399135357,,,,,,,,,,
,0.05344720916252303,0.0,0.06518308592451896,0.06408117124195044,0.04043926269983983,0.07341362667551156,0.02766709337038317,0.0,0.0,,0.0636693670289086,0.03285050497777238,0.013087278840414052,0.0387069159968002,0.019077552728428076,0.027688397090035125,0.0011289711972044538,,,0.03337277039056218,0.0,0.0,0.16739232020919353,,0.023913188601313362,4,0.016498764202582134,0.03447108696491208,0.01595569350079122,,,,0.0040050205848165404,0.18395071861153908,,,,,,,,
,0.04801833392622782,0.0,0.01611129486416708,0.04851516966394973,0.039717532472606724,0.07186290501554898,0.00938204223526468,0.0,0.0,0.01595840507169428,0.010979103578052986,0.04287201724798501,0.0,0.056237003726925854,0.030592337059996453,0.018159723111255927,0.0,,,0.03630486210931112,0.0,0.0,0.18812753946306254,,0.051897252265672426,5,0.010437436209855934,,0.00940568537863999,,0.06553127616597616,,0.0,0.2298900804338061,,,,,,,,
0.033762056150239424,0.0448658513884953,0.0,0.021219952877701547,0.04858248021546141,0.043262645564836465,0.06828636823290939,0.015190576330491555,0.0,0.0,0.024744157981489295,0.016305488895963914,0.042035681520877693,0.0,0.062021221407393724,0.030556720394343245,0.011062622859388464,0.0,0.20490841969685059,,0.0,,0.0,0.17407950338736178,0.0,0.05595412608879484,6,,,0.0,,0.10316212700740145,,,,,,,,,,,
0.0,0.055511152713893196,0.002646087108402998,0.08000547993225054,0.05020491798916552,0.053318446107798866,0.03898154835520018,0.0,0.0,0.0,,0.0,0.05285664752140281,0.015272857061596694,0.02347480971882743,0.024962096826026306,0.007471250218267687,0.0,0.21057933063001721,0.0,0.023752562511285207,0.0,0.0,,,0.08674047530634364,7,,0.0,,0.0012318174008001598,,,0.0,,0.2729905205987215,,,,,,,
,0.03980072718481229,0.0040603938030438725,0.02394318364639,0.0760879912221655,0.049161107775611855,0.07890087803595267,0.020514841560133612,0.0,0.00028236136979453594,0.015609501244981797,,0.03694799634596897,0.0008986663261002627,0.03717092555561253,0.02187731174757941,0.04258325626106427,0.0,,,0.0,0.0,0.0,0.16681909727461453,0.0,0.05362042412398321,8,0.0,,0.022170714371831365,0.0,,0.13116943216165342,,0.17838118998870603,,,,,,,,
0.007785886028392221,0.0400288780249331,0.004625449542739622,0.022246095944607774,0.07954596677025245,0.04301841204292425,0.08997135591477748,0.027391514301071312,0.0,0.0,,,0.032855267755544405,0.011018614469026789,0.05513331891347601,0.019168844056395348,0.011127761823450088,0.00664988714844286,,,0.011186707624831652,0.0,0.0,0.1601155120997325,,0.05503970728428303,9,,0.005947687065025432,0.004460664865012499,,,0.1325590329357494,0.0,0.18012343538933187,,,,,,,,
0.011170048438446106,0.04266609901549514,0.0,0.028326084636816927,0.04847111912229674,0.03651249340344687,0.06833991366598967,0.014643081030942022,0.0,0.0,0.022776902273026048,,0.034160854331828375,0.002170799283015339,0.03751752999983695,0.02272395838634973,0.02393525018312284,0.0,,0.05226661892754285,0.046025032334938,0.0,0.0,0.16476908027295434,0.0,0.03392304593854942,10,,,,,,0.12949806259263819,,0.1801040261627646,,,,,,,,
