index,times_better,times_equal,times_worse,mean,median,calibration_method,weights_method,algorithm_name
RF,,,,1.023077099658337,0.737202534800664,weighted,,DE3
0.9,6.0,21.0,3.0,1.0046565444222864,0.737202534800664,weighted,,DE3
0.7,5.0,13.0,12.0,1.063594665735668,0.737202534800664,weighted,,DE3
0.5,9.0,2.0,19.0,1.0598135843285892,0.7315041554393108,weighted,,DE3
