index,times_better,times_equal,times_worse,mean,median,calibration_method,weights_method,algorithm_name
RF,,,,1.023077099658337,0.737202534800664,weighted,perm,DE3
0.9,5.0,19.0,6.0,1.0374805036893853,0.737202534800664,weighted,perm,DE3
0.7,8.0,7.0,15.0,1.048660067788428,0.737202534800664,weighted,perm,DE3
0.5,12.0,0.0,18.0,1.106004768172386,0.9188110445224962,weighted,perm,DE3
