disp.ratio_mean_10,ela_distr.number_of_peaks,ela_distr.skewness,ela_level.lda_mda_10,ela_level.lda_mda_25,ela_level.lda_mda_50,ela_level.lda_qda_25,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_lda_50,ela_level.mmce_mda_10,ela_level.qda_mda_10,ela_level.qda_mda_25,ela_level.qda_mda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.cond,ic.eps.ratio,ic.m0,nbc.nb_fitness.cor,nbc.nn_nb.cor,pca.expl_var.cor_init,pca.expl_var.cov_init,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x,fold_number,disp.ratio_median_02,ela_level.mmce_lda_10,ela_level.mmce_mda_50,ela_level.mmce_qda_10,nbc.nn_nb.mean_ratio,ela_level.lda_qda_10,ela_meta.lin_simple.adj_r2,ic.eps.s,pca.expl_var_PC1.cov_init,ela_level.mmce_qda_50,ela_meta.lin_simple.intercept,disp.diff_median_25,ic.h.max,disp.ratio_median_10,ela_level.mmce_qda_25,ela_distr.kurtosis
0.06495146511445032,0.03940289690064497,0.10138887023968202,0.012065085605282003,0.017377524588895524,0.030872469082094654,0.005882324093520194,0.02879609218001682,0.006482387386817761,0.005719845723608015,0.004571865513382146,0.01172868081038892,0.047995409595990676,0.00752526955629719,0.04581320963213342,0.03462954387199881,0.08413536725769713,0.05848831232424786,0.07180325902569727,0.01657514139975311,0.048232397738076756,0.013730571783515715,0.0004560969681912209,0.19374058231148988,0.02316318749811188,0.02447214379801589,1,,,,,,,,,,,,,,,,
,0.02336928355672203,0.0964896983543823,0.013334852152120304,0.005770532258745248,0.019286145938126602,0.005842708539652012,0.02256458012032207,0.006913779496455124,0.005180044830765151,,0.019019036004328322,0.024545158098371496,0.004876770702759222,0.011774618774252512,0.038242053150553186,0.29503768826957016,0.02074810594638048,0.030423965688390075,,0.03530796585019203,0.020316768987908834,0.0009694737697410198,0.11281098242712269,0.01918333514052402,0.0192577754824755,2,0.04960190573786387,0.004029715884413499,0.006383820869486408,0.026888540394843407,0.06183069357353236,,,,,,,,,,,
0.06212590110216124,0.021672490961711956,0.05422194034937084,0.031229323609325316,0.030248865289636943,0.02126089759231117,0.0035957761255144757,0.007609923610536625,0.008857545224578087,0.007687815399712356,0.007375276880760222,,0.033468234494955736,0.005624251909535822,0.016103289025901493,0.16495233525714137,0.19554844951233952,0.042260155872944904,0.04872765760119179,,0.02098406988561428,0.01805260884514009,0.0,0.11471839569619839,0.02204902378091652,0.030441303207068473,3,,,0.010986045189454587,,,0.020198423575977724,,,,,,,,,,
,0.0300316267892095,0.021043778940363182,0.030627497199412584,0.018725641629405557,0.010420652633431103,0.0070430597900399475,0.014081154690533546,0.0061263153733667405,0.005286716689200345,,0.015885245430452333,0.024588472322911444,0.002715251230018735,0.030128349163175392,0.15350825827527112,0.18365586512861534,0.03534933058644515,,,0.01780378928374345,0.028782764016437316,0.0,0.04808763692374905,,0.016969906036958894,4,0.0483190833858763,0.014052084316029041,0.005890421364969534,,,,0.009348237204448008,0.22152886159593635,,,,,,,,
,0.030178048887450945,0.02694711789553938,0.03710288300562012,0.019294513605555428,0.006473842405028797,0.005443266729523116,0.009590593213426434,0.008004884148288245,0.004019133614304278,0.0097582954308055,0.006061361649988291,0.03256821687335128,0.003140769659222043,0.028058637059615827,0.12877613718302006,0.20960005292713105,0.03182499139418121,,,0.022531172622860376,0.015375444666787488,0.00017141469016495133,0.06625676972962131,,0.022466358921166267,5,0.030963835989040345,,0.006353794482152124,,0.01814822420016044,,0.01751335700188344,0.20337688201411125,,,,,,,,
0.09351900799287602,0.02052195762846772,0.045773966785293614,0.04644748272074933,0.008113781119358782,0.012943418255100536,0.005654787529906353,0.014661733703875546,0.007153733842701222,0.008838006879803567,0.002938568530060306,0.00937800819540049,0.044523757291379806,0.015460433084242704,0.029603848080371066,0.11090405988246761,0.2083044247156959,0.06585238012556,0.04259879588542076,,0.012510938391943862,,0.0025387650675209347,0.10398286925141073,0.02924096447318297,0.02107192963745381,6,,,0.01546672905494247,,0.02199565187481389,,,,,,,,,,,
0.057826679165757934,0.012988774836432106,0.018760001682937132,0.0184366181933703,0.01961322034842713,0.0168900535781989,0.00569735257542209,0.024545970238965764,0.005720637514090904,0.004959127813735733,,0.008743547724758409,0.051955633523052935,0.01061946391148524,0.02850657559285062,0.08405985497932507,0.2682143773833014,0.021694300306256648,0.1333069520640096,0.04406193224560811,0.011303247472140655,0.018292747636830805,0.0,,,0.016655179619923972,7,,0.014243252979866637,,0.010355709763513028,,,0.015237847074717996,,0.07731094177502078,,,,,,,
,0.023258766319663466,0.028570946145929383,0.02603873938184513,0.02245861457346231,0.0149552202000616,0.0022988221288946426,0.019161484557343875,0.008608871787294721,0.00868831412972704,0.007005402883035706,,0.01944130517488598,0.010819023216655219,0.02970927918103095,0.10902532061420223,0.20415514700880028,0.02826093331645883,,,0.011923616987213595,0.01990371109058773,0.0,0.07319738057331326,0.01801572886154765,0.017417133175618132,8,0.04697911500068167,,0.005779790317447436,0.014120453580484492,,0.03524815792340501,,0.19495872187040977,,,,,,,,
0.06870452177191999,0.019973231003347115,0.02173164355906449,0.027750890066285405,0.017102050341702944,0.010338836967841266,0.006854427625170613,0.02433781281709629,0.01041991139236051,0.007377126437386614,,,0.02769708203861416,0.003990155047801597,0.02725394384995461,0.10056227353757335,0.18454529042030385,0.042443502069778344,,,0.014609823013461488,0.023649316854083852,0.0009716463450635438,0.07079072146363637,,0.020441142792722945,9,,0.00941060521826889,0.019583100080690134,,,0.0231033431827481,0.014161873906468819,0.20219572819665463,,,,,,,,
0.051865130421663644,0.030758839471063792,0.029259202764445203,0.034100278103176854,0.022903175011130712,0.01875502457000142,0.00815602712670462,0.02683275374037912,0.0022264458667842165,0.0045323006604750535,0.007069999998344709,,0.021270377012095092,0.010815816176260921,0.023798968220819564,0.1055497528939767,0.17964164548114414,0.03403015957850207,,0.01913599041332197,0.02005261737121258,0.025352461725792155,0.0014887296811679235,0.058603472209678265,0.025360635335201036,0.01777545918127717,10,,,,,,0.015379051729951534,,0.20528568525542965,,,,,,,,
