index,times_better,times_equal,times_worse,mean,median,calibration_method,weights_method,algorithm_name
RF,,,,1.023077099658337,0.737202534800664,weighted,clus,DE3
0.9,8.0,9.0,13.0,1.0255449546990485,0.8594317602799983,weighted,clus,DE3
0.7,9.0,4.0,17.0,1.0783379857849666,0.967187442522811,weighted,clus,DE3
0.5,10.0,0.0,20.0,1.0781818640725187,0.967187442522811,weighted,clus,DE3
